thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,8.811963299987838,k,None,9.077884699916467,9.078297499916516,10.092466799891554,10.092500699916855,11.108007799950428,11.108055999968201,14.122208199929446,0.2359504000050947,None,,,,,,,1,0,1,0,2,0,2,0,474.68429709994234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.811963299987838,474.67027030000463,474.68429709994234,474.68429709994234,474.68429709994234,474.68429709994234,,,,,474.9360073999269,k,right,0,12,1,3,35,1,None,9.077884699916467,9.078297499916516,474.9365943999728,474.9507063999772,474.9507063999772,475.96728209999856,475.96728209999856,475.9506698999321,10.092466799891554,10.092500699916855,475.9593344000168,475.96728209999856,475.96728209999856,476.9662183999317,stimuli/box_empty_transparent.png,11.108007799950428,11.108055999968201,476.96634419995826,476.9820966999978,479.99643769999966,479.9804270999739,14.122208199929446,0.2359504000050947,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
3,0,3,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,14.124596899957396,j,None,14.673717599944212,14.67418769991491,16.68752979999408,16.687587199965492,17.70266349997837,17.70271329989191,18.71833649999462,0.525905100046657,None,,,,,,,1,0,1,0,3,0,3,0,479.99643769999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.124596899957396,479.9829045999795,479.99643769999966,479.99643769999966,479.99643769999966,479.99643769999966,,,,,480.5318400999531,j,right,0,12,1,3,35,1,None,14.673717599944212,14.67418769991491,480.53248739999253,480.54663430002984,480.54663430002984,482.5655815999489,482.5655815999489,482.54569009994157,16.68752979999408,16.687587199965492,482.55929240002297,482.5655815999489,482.5655815999489,483.56087449996267,stimuli/box_empty_transparent.png,17.70266349997837,17.70271329989191,483.56100420001894,483.57736350002233,484.5930250999518,484.5765522000147,18.71833649999462,0.525905100046657,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
4,0,4,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,18.720716599957086,k,None,19.053484899923205,19.05392509989906,20.051773399929516,20.05182789999526,21.06600009999238,21.066047599888407,23.581594299990684,0.30357590003404766,None,,,,,,,1,0,1,0,4,0,4,0,484.5930250999518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.720716599957086,484.5790232999716,484.5930250999518,484.5930250999518,484.5930250999518,484.5930250999518,,,,,484.91161660000216,k,right,0,12,1,3,36,1,None,19.053484899923205,19.05392509989906,484.9122202999424,484.92614869994577,484.92614869994577,485.93139619997237,485.93139619997237,485.9099529000232,20.051773399929516,20.05182789999526,485.92398119997233,485.93139619997237,485.93139619997237,486.9242114999797,stimuli/box_empty_transparent.png,21.06600009999238,21.066047599888407,486.9243361999979,486.94046119996347,489.455751099973,489.43980689998716,23.581594299990684,0.30357590003404766,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
5,0,5,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,23.58412439993117,k,None,23.866451799985953,23.86689289996866,27.37907629995607,27.37913109990768,28.394052299903706,28.394106599967927,30.40997909998987,0.2536379999946803,None,,,,,,,1,0,1,0,5,0,5,0,489.455751099973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58412439993117,489.4424409000203,489.455751099973,489.455751099973,489.455751099973,489.455751099973,,,,,489.7245750000002,k,right,1,12,2,3,37,2,None,23.866451799985953,23.86689289996866,489.7251882000128,489.7393996999599,489.7393996999599,493.26311860000715,493.26311860000715,493.23725220002234,27.37907629995607,27.37913109990768,493.25515240000095,493.26311860000715,493.26311860000715,494.252261799993,stimuli/box_coin_transparent.png,28.394052299903706,28.394106599967927,494.2523952999618,494.26839400001336,496.28419939999003,496.26819319999777,30.40997909998987,0.2536379999946803,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
6,0,6,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,30.412950199912302,k,None,30.72769430000335,30.72813989990391,31.742486899951473,31.742540799896233,32.75768879998941,32.757738999905996,33.75652449997142,0.297483199974522,None,,,,,,,1,0,1,0,6,0,6,0,496.28419939999003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.412950199912302,496.2712617999641,496.28419939999003,496.28419939999003,496.28419939999003,496.28419939999003,,,,,496.58582659997046,k,right,1,12,3,3,38,3,None,30.72769430000335,30.72813989990391,496.58643939998,496.60051939997356,496.60051939997356,497.6251173999626,497.6251173999626,497.60066250001546,31.742486899951473,31.742540799896233,497.6181107999291,497.6251173999626,497.6251173999626,498.61589799996,stimuli/box_coin_transparent.png,32.75768879998941,32.757738999905996,498.6160289000254,498.63137930002995,499.631031399942,499.6147380999755,33.75652449997142,0.297483199974522,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
7,0,7,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,33.75903859990649,k,None,34.324029699899256,34.324427699903026,36.33793529996183,36.33797449991107,37.35347259999253,37.35352539992891,39.368960899999365,0.5488237000536174,None,,,,,,,1,0,1,0,7,0,7,0,499.631031399942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75903859990649,499.61734929995146,499.631031399942,499.631031399942,499.631031399942,499.631031399942,,,,,500.18216289998963,k,right,1,12,4,3,39,4,None,34.324029699899256,34.324427699903026,500.18272199993953,500.197511699982,500.197511699982,502.21294070000295,502.21294070000295,502.19612300000153,36.33793529996183,36.33797449991107,502.2067853999324,502.21294070000295,502.21294070000295,503.2116818999639,stimuli/box_coin_transparent.png,37.35347259999253,37.35352539992891,503.21181569993496,503.2279844000004,505.2435578999575,505.22717530000955,39.368960899999365,0.5488237000536174,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
8,0,8,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,39.37194779992569,k,None,39.63680569990538,39.637202599900775,42.649817999918014,42.64987209998071,43.66497549996711,43.665022299974225,45.18050649994984,0.24038390000350773,None,,,,,,,1,0,1,0,8,0,8,0,505.2435578999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.37194779992569,505.23025979998056,505.2435578999575,505.2435578999575,505.2435578999575,505.2435578999575,,,,,505.4949389999965,k,right,1,12,5,3,40,5,None,39.63680569990538,39.637202599900775,505.4954970999388,505.50993519998156,505.50993519998156,508.5319914999418,508.5319914999418,508.5079953999957,42.649817999918014,42.64987209998071,508.52508729998954,508.5319914999418,508.5319914999418,509.5231854999438,stimuli/box_coin_transparent.png,43.66497549996711,43.665022299974225,509.5233109999681,509.5392075999407,511.05507470003795,511.03872529999353,45.18050649994984,0.24038390000350773,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
9,0,9,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,45.18287869996857,k,None,46.1639338999521,46.16419069992844,47.662762099993415,47.66281689994503,48.67829729989171,48.67834809992928,50.693190899910405,0.9594879999058321,None,,,,,,,1,0,1,0,9,0,9,0,511.05507470003795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.18287869996857,511.0411880000029,511.05507470003795,511.05507470003795,511.05507470003795,511.05507470003795,,,,,512.0221102000214,k,right,1,12,6,3,41,6,None,46.1639338999521,46.16419069992844,512.0224654999329,512.0374223999679,512.0374223999679,513.5459478999255,513.5459478999255,513.5209358999273,47.662762099993415,47.66281689994503,513.5383912000107,513.5459478999255,513.5459478999255,514.5365029999521,stimuli/box_coin_transparent.png,48.67829729989171,48.67834809992928,514.53668749996,514.5520726999966,516.5676321999636,516.551404900034,50.693190899910405,0.9594879999058321,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
10,0,10,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,50.696159899933264,k,None,50.97736909997184,50.97776599996723,52.49192839988973,52.491980299935676,53.50738129997626,53.50743399991188,54.50709849991836,0.25750710000284016,None,,,,,,,1,0,1,0,10,0,10,0,516.5676321999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.696159899933264,516.5544721999904,516.5676321999636,516.5676321999636,516.5676321999636,516.5676321999636,,,,,516.8355030999519,k,right,0,12,6,3,42,6,None,50.97736909997184,50.97776599996723,516.8360601000022,516.8507011999609,516.8507011999609,518.3712693999987,518.3712693999987,518.3501153999241,52.49192839988973,52.491980299935676,518.3641591999913,518.3712693999987,518.3712693999987,519.3655906999484,stimuli/box_empty_transparent.png,53.50738129997626,53.50743399991188,519.3657529000193,519.382029099972,520.3811520999297,520.3653125999263,54.50709849991836,0.25750710000284016,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
11,0,11,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,54.50949029996991,k,None,55.157981299911626,55.158453599899076,57.171548099955544,57.17160239990335,58.18714179995004,58.187212899909355,59.70255119993817,0.6224686000496149,None,,,,,,,1,0,1,0,11,0,11,0,520.3811520999297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.50949029996991,520.3677987999981,520.3811520999297,520.3811520999297,520.3811520999297,520.3811520999297,,,,,521.0161100999685,k,right,0,12,6,3,43,6,None,55.157981299911626,55.158453599899076,521.0167504999554,521.030976900016,521.030976900016,523.050405499991,523.050405499991,523.0297276999336,57.171548099955544,57.17160239990335,523.0436058000196,523.050405499991,523.050405499991,524.0453517999267,stimuli/box_empty_transparent.png,58.18714179995004,58.187212899909355,524.0455025000265,524.0613433999242,525.5770922999363,525.5607639999362,59.70255119993817,0.6224686000496149,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
12,0,12,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,59.70495149993803,k,None,59.97094519995153,59.971385999931954,60.96875129989348,60.96880579995923,61.98378719994798,61.98384319990873,64.99806489993352,0.24435459997039288,None,,,,,,,1,0,1,0,12,0,12,0,525.5770922999363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.70495149993803,525.5632646000013,525.5770922999363,525.5770922999363,525.5770922999363,525.5770922999363,,,,,525.829075000016,k,right,1,12,7,3,44,7,None,59.97094519995153,59.971385999931954,525.8296884000301,525.8434820999391,525.8434820999391,526.851818199968,526.851818199968,526.8269375000382,60.96875129989348,60.96880579995923,526.8441639000084,526.851818199968,526.851818199968,527.841956899967,stimuli/box_coin_transparent.png,61.98378719994798,61.98384319990873,527.8421356999315,527.8579320999561,530.8726764000021,530.8562834999757,64.99806489993352,0.24435459997039288,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
13,0,13,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,65.00049839995336,k,None,65.46582859999035,65.46622419997584,65.96498029993381,65.96503359999042,66.979946599924,66.97999619995244,68.9949485999532,0.4353961000451818,None,,,,,,,1,0,1,0,13,0,13,0,530.8726764000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.00049839995336,530.8588111000136,530.8726764000021,530.8726764000021,530.8726764000021,530.8726764000021,,,,,531.3239623999689,k,right,1,12,8,3,45,8,None,65.46582859999035,65.46622419997584,531.3245176000055,531.3391289999709,531.3391289999709,531.8478178000078,531.8478178000078,531.8231576000107,65.96498029993381,65.96503359999042,531.8404987999238,531.8478178000078,531.8478178000078,532.8381566000171,stimuli/box_coin_transparent.png,66.979946599924,66.97999619995244,532.8382871999638,532.854184399941,534.8696930999868,534.8531628999626,68.9949485999532,0.4353961000451818,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
14,0,14,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,68.9973161999369,k,None,69.3138225999428,69.3142256999854,70.8277218999574,70.82777599990368,71.84257839992642,71.842629199964,72.84187189990189,0.2987625999376178,None,,,,,,,1,0,1,0,14,0,14,0,534.8696930999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9973161999369,534.8556248999666,534.8696930999868,534.8696930999868,534.8696930999868,534.8696930999868,,,,,535.1719539000187,k,right,1,12,9,3,46,9,None,69.3138225999428,69.3142256999854,535.1725203000242,535.1861408000113,535.1861408000113,536.7100341999903,536.7100341999903,536.6858998999232,70.8277218999574,70.82777599990368,536.7029745000182,536.7100341999903,536.7100341999903,537.7007795999525,stimuli/box_coin_transparent.png,71.84257839992642,71.842629199964,537.7009210999822,537.7168035999639,538.7163913999684,538.7000883999281,72.84187189990189,0.2987625999376178,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
15,0,15,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,72.84426749998238,k,None,73.24365159997251,73.24405249999836,74.24154859990813,74.2416032999754,75.25641689996701,75.2564647999825,77.27211119991262,0.38081050000619143,None,,,,,,,1,0,1,0,15,0,15,0,538.7163913999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.84426749998238,538.7025778000243,538.7163913999684,538.7163913999684,538.7163913999684,538.7163913999684,,,,,539.1017834999366,k,right,1,12,10,3,47,10,None,73.24365159997251,73.24405249999836,539.102347399923,539.1162031999556,539.1162031999556,540.1238431000384,540.1238431000384,540.0997276999988,74.24154859990813,74.2416032999754,540.1168450999539,540.1238431000384,540.1238431000384,541.1146277999505,stimuli/box_coin_transparent.png,75.25641689996701,75.2564647999825,541.1147546999855,541.1306591000175,543.1466370000271,543.1303246000316,77.27211119991262,0.38081050000619143,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
16,0,16,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,77.27463659993373,k,['k'],78.37313879991416,78.37354339996818,80.3866410999326,80.38669239997398,81.40214209991973,81.40218939993065,82.4016497998964,1.0765458999667317,None,[0.34955990000162274],[0.1780233000172302],,,,,1,0,1,0,16,0,16,0,543.1466370000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.27463659993373,543.1329466999741,543.1466370000271,543.1466370000271,543.1466370000271,543.1466370000271,,,,,544.2312168999342,k,right,1,12,11,3,48,11,['k'],78.37313879991416,78.37354339996818,544.2318371000001,544.2455839000177,544.2455839000177,546.269530099933,546.269530099933,546.244825999951,80.3866410999326,80.38669239997398,546.2622198000317,546.269530099933,546.269530099933,547.2603483999847,stimuli/box_coin_transparent.png,81.40214209991973,81.40218939993065,547.2604738000082,547.2757492000237,548.2756825999822,548.2598651000299,82.4016497998964,1.0765458999667317,None,,,,,,,,[0.34955990000162274],[0.1780233000172302],,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
17,0,17,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,82.40409249998629,k,None,82.83548819995485,82.83589210000355,83.83354849996977,83.83360059990082,84.84871529997326,84.84876289998647,85.84807579999324,0.41569409996736795,None,,,,,,,1,0,1,0,17,0,17,0,548.2756825999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.40409249998629,548.2624021000229,548.2756825999822,548.2756825999822,548.2756825999822,548.2756825999822,,,,,548.693620899925,k,right,1,12,12,3,49,12,None,82.83548819995485,82.83589210000355,548.6941862999229,548.7085764999501,548.7085764999501,549.7161643999862,549.7161643999862,549.6917287999531,83.83354849996977,83.83360059990082,549.709004699951,549.7161643999862,549.7161643999862,550.706926099956,stimuli/box_coin_transparent.png,84.84871529997326,84.84876289998647,550.7070506999735,550.7231795999687,551.7227219999768,551.7062916000141,85.84807579999324,0.41569409996736795,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
18,0,18,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,85.8505448999349,k,None,86.21606079989579,86.21646099991631,89.7295838999562,89.72963969991542,90.74417479999829,90.74422159988899,92.75996419996955,0.342524699983187,None,,,,,,,1,0,1,0,18,0,18,0,551.7227219999768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8505448999349,551.708852599957,551.7227219999768,551.7227219999768,551.7227219999768,551.7227219999768,,,,,552.0741951999953,k,left,1,13,0,4,49,12,None,86.21606079989579,86.21646099991631,552.0747555999551,552.089129799977,552.089129799977,555.6087946000043,555.6087946000043,555.5877566999989,89.7295838999562,89.72963969991542,555.6017030000221,555.6087946000043,555.6087946000043,556.6023838999681,stimuli/box_empty_transparent.png,90.74417479999829,90.74422159988899,556.6025097999955,556.6187044000253,558.6342011999805,558.6181794999866,92.75996419996955,0.342524699983187,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
19,0,19,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,92.76236019993667,j,None,93.06129109999165,93.0617633999791,94.05893149995245,94.05898549989797,95.07405699999072,95.07410450000316,96.5733401000034,0.27875449997372925,None,,,,,,,1,0,1,0,19,0,19,0,558.6342011999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.76236019993667,558.6206702999771,558.6342011999805,558.6342011999805,558.6342011999805,558.6342011999805,,,,,558.9194019000279,j,left,1,13,1,4,50,13,None,93.06129109999165,93.0617633999791,558.9200584000209,558.9338847999461,558.9338847999461,559.9415946999798,559.9415946999798,559.9171181999845,94.05893149995245,94.05898549989797,559.9344730000012,559.9415946999798,559.9415946999798,560.9322687999811,stimuli/box_coin_transparent.png,95.07405699999072,95.07410450000316,560.9323929999955,560.9482015999965,562.4476907999488,562.4315543000121,96.5733401000034,0.27875449997372925,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
20,0,20,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,96.57584619999398,j,None,96.99127089988906,96.99172059993725,99.00490899989381,99.00496429996565,100.02003119990695,100.02007899992168,102.0360596999526,0.3991664999630302,None,,,,,,,1,0,1,0,20,0,20,0,562.4476907999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.57584619999398,562.4341558000306,562.4476907999488,562.4476907999488,562.4476907999488,562.4476907999488,,,,,562.8493984999368,j,left,1,13,2,4,51,14,None,96.99127089988906,96.99172059993725,562.8500199000118,562.8641430999851,562.8641430999851,564.8875433999347,564.8875433999347,564.8630890999921,99.00490899989381,99.00496429996565,564.8804967999458,564.8875433999347,564.8875433999347,565.8782418000046,stimuli/box_coin_transparent.png,100.02003119990695,100.02007899992168,565.8783680000342,565.8944828999229,567.9103645000141,567.8942744999658,102.0360596999526,0.3991664999630302,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
21,0,21,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,102.03856429993175,j,None,103.43547879997641,103.43591919995379,106.4493511999026,106.4494062999729,107.46430499991402,107.46435299993027,108.97974329988938,1.3764092000201344,None,,,,,,,1,0,1,0,21,0,21,0,567.9103645000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.03856429993175,567.8968740999699,567.9103645000141,567.9103645000141,567.9103645000141,567.9103645000141,,,,,569.2936119999504,j,left,0,13,2,4,52,14,None,103.43547879997641,103.43591919995379,569.2942148000002,569.30860879994,569.30860879994,572.3291842000326,572.3291842000326,572.3075281999772,106.4493511999026,106.4494062999729,572.3216803999385,572.3291842000326,572.3291842000326,573.3225160000147,stimuli/box_empty_transparent.png,107.46430499991402,107.46435299993027,573.3226447999477,573.3388154000277,574.8543303000042,574.8379627999384,108.97974329988938,1.3764092000201344,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
22,0,22,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,108.98211339989211,k,None,109.24829229991883,109.24869639996905,110.76272989995778,110.76278459990863,111.77735279989429,111.77740029990673,113.79310699994676,0.24850119999609888,None,,,,,,,1,0,1,0,22,0,22,0,574.8543303000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.98211339989211,574.840419300017,574.8543303000042,574.8543303000042,574.8543303000042,574.8543303000042,,,,,575.1064208999742,k,left,0,13,2,4,52,14,None,109.24829229991883,109.24869639996905,575.1069893999957,575.1210718000075,575.1210718000075,576.6426053999458,576.6426053999458,576.6208746000193,110.76272989995778,110.76278459990863,576.634990499937,576.6426053999458,576.6426053999458,577.6355632999912,stimuli/box_empty_transparent.png,111.77735279989429,111.77740029990673,577.6356883000117,577.6516558999429,579.6672563999891,579.65132179996,113.79310699994676,0.24850119999609888,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
23,0,23,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,113.79573689994868,k,None,114.09449479996692,114.09489899990149,115.60832449991722,115.60837859997991,116.62348660000134,116.62353599991184,118.13954069989268,0.27497270004823804,None,,,,,,,1,0,1,0,23,0,23,0,579.6672563999891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.79573689994868,579.6540469999891,579.6672563999891,579.6672563999891,579.6672563999891,579.6672563999891,,,,,579.9526256999234,k,left,0,13,2,4,52,14,None,114.09449479996692,114.09489899990149,579.9531952999532,579.967102900031,579.967102900031,581.4871563999914,581.4871563999914,581.4665014999919,115.60832449991722,115.60837859997991,581.4804199000355,581.4871563999914,581.4871563999914,582.4816882000305,stimuli/box_empty_transparent.png,116.62348660000134,116.62353599991184,582.4818266000366,582.4978769000154,584.0139864999801,583.9977542000124,118.13954069989268,0.27497270004823804,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
