thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
31,0,31,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,153.66299670003355,k,None,153.97859620000236,153.97900809999555,156.99167510005645,156.99173070001416,158.00650840008166,158.0065564000979,160.52193500008434,0.2901758999796584,None,,,,,,,0,0,0,0,31,0,31,0,309.69882219994906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.66299670003355,309.68508259998634,309.69882219994906,309.69882219994906,309.69882219994906,309.69882219994906,,,,,310.000495199929,k,left,0,9,7,1,21,15,None,153.97859620000236,153.97900809999555,310.00107520003803,310.0150402999716,310.0150402999716,313.03510360000655,313.03510360000655,313.0136232000077,156.99167510005645,156.99173070001416,313.02819280000404,313.03510360000655,313.03510360000655,314.0284901999403,stimuli/box_empty_transparent.png,158.00650840008166,158.0065564000979,314.0286208000034,314.0445174999768,316.56002800003625,316.5439218999818,160.52193500008434,0.2901758999796584,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
32,0,32,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,160.52443840005435,None,None,162.03684509999584,162.03695680003148,163.05310070002452,163.05315350007731,164.06838750001043,164.06843930005562,165.06766430009156,,,,,,,,,0,0,0,0,32,0,32,0,316.56002800003625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.52443840005435,316.54652510001324,316.56002800003625,316.56002800003625,316.56002800003625,316.56002800003625,,,,,318.05876149993856,None,left,0,9,7,1,21,15,None,162.03684509999584,162.03695680003148,318.05902179994155,318.0753252999857,318.0753252999857,319.0959811999928,319.0959811999928,319.07506149995606,163.05310070002452,163.05315350007731,319.0893378999317,319.0959811999928,319.0959811999928,320.0903688999824,no selection made,164.06838750001043,164.06843930005562,320.0904958000174,320.1064265000168,321.1062029999448,321.089657500037,165.06766430009156,,,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
33,0,33,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,165.07001100003254,j,None,165.56919280008879,165.5695490000071,167.58312690001912,167.58318140008487,168.59832240000833,168.59837410005275,170.0976092000492,0.47628409997560084,None,,,,,,,0,0,0,0,33,0,33,0,321.1062029999448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.07001100003254,321.0920909999404,321.1062029999448,321.1062029999448,321.1062029999448,321.1062029999448,,,,,321.5910905000055,j,left,1,9,8,1,22,16,None,165.56919280008879,165.5695490000071,321.59160029992927,321.6058291000081,321.6058291000081,323.6297320999438,323.6297320999438,323.60507789999247,167.58312690001912,167.58318140008487,323.62251809996087,323.6297320999438,323.6297320999438,324.6203056999948,stimuli/box_coin_transparent.png,168.59832240000833,168.59837410005275,324.62043569993693,324.6363207999384,326.13565970002674,326.1195900000166,170.0976092000492,0.47628409997560084,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
34,0,34,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,170.10002090001944,j,None,170.46567550010514,170.46613650000654,173.47817630006466,173.47823150001932,174.49369970010594,174.49374990002252,177.00829510006588,0.34308860008604825,None,,,,,,,0,0,0,0,34,0,34,0,326.13565970002674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.10002090001944,326.1221032999456,326.13565970002674,326.13565970002674,326.13565970002674,326.13565970002674,,,,,326.4875781999435,j,left,0,9,8,1,23,16,None,170.46567550010514,170.46613650000654,326.48820559994783,326.50178089994006,326.50178089994006,329.52070190000813,329.52070190000813,329.5001277999254,173.47817630006466,173.47823150001932,329.5142440999625,329.52070190000813,329.52070190000813,330.5156764999265,stimuli/box_empty_transparent.png,174.49369970010594,174.49374990002252,330.51581369992346,330.53168789995834,333.04666190000717,333.0302828999702,177.00829510006588,0.34308860008604825,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
35,0,35,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,177.01070340001024,k,None,177.37594480009284,177.37634070008062,178.89055030001327,178.8906043000752,179.90597260009963,179.9060213000048,180.90513110009488,0.3366700999904424,None,,,,,,,0,0,0,0,35,0,35,0,333.04666190000717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.01070340001024,333.03278749994934,333.04666190000717,333.04666190000717,333.04666190000717,333.04666190000717,,,,,333.3978493999457,k,left,0,9,8,1,23,16,None,177.37594480009284,177.37634070008062,333.3984077000059,333.41281559993513,333.41281559993513,334.9329874999821,334.9329874999821,334.9125015999889,178.89055030001327,178.8906043000752,334.92645589995664,334.9329874999821,334.9329874999821,335.92795699997805,stimuli/box_empty_transparent.png,179.90597260009963,179.9060213000048,335.9280844000168,335.94397269992623,336.943550499971,336.92712260002736,180.90513110009488,0.3366700999904424,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
36,0,36,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,180.9075333001092,j,None,181.372984000016,181.37342110008467,182.87102270009927,182.87107830005698,183.88613030000124,183.88621080003213,187.39987120009027,0.44044270005542785,None,,,,,,,0,0,0,0,36,0,36,0,336.943550499971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9075333001092,336.92961769993417,336.943550499971,336.943550499971,336.943550499971,336.943550499971,,,,,337.39488939999137,j,left,1,9,9,1,24,17,None,181.372984000016,181.37342110008467,337.3954893000191,337.4096710999729,337.4096710999729,338.91660540003795,338.91660540003795,338.89297199994326,182.87102270009927,182.87107830005698,338.9100255999947,338.91660540003795,338.91660540003795,339.90811399999075,stimuli/box_coin_transparent.png,183.88613030000124,183.88621080003213,339.9082739999285,339.92438779992517,343.4381967999507,343.4218639000319,187.39987120009027,0.44044270005542785,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
37,0,37,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,187.4027052000165,j,None,187.83486390009057,187.83532250009011,189.8483419000404,189.84839660010766,190.8641335000284,190.86418090004008,191.87965160002932,0.40065249998588115,None,,,,,,,0,0,0,0,37,0,37,0,343.4381967999507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4027052000165,343.4247894999571,343.4381967999507,343.4381967999507,343.4381967999507,343.4381967999507,,,,,343.8567508999258,j,right,1,15,0,2,24,17,None,187.83486390009057,187.83532250009011,343.85739120002836,343.8714021999622,343.8714021999622,345.8910983999958,345.8910983999958,345.87030029995367,189.8483419000404,189.84839660010766,345.88432049995754,345.8910983999958,345.8910983999958,346.8861175000202,stimuli/box_empty_transparent.png,190.8641335000284,190.86418090004008,346.88624749996234,346.90196219994687,347.91798489994835,347.9016443999717,191.87965160002932,0.40065249998588115,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
38,0,38,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,191.88203430001158,j,None,192.28137250000145,192.2818942000158,193.2792322000023,193.27928620006423,194.2946691000834,194.29471640009433,195.81002600002103,0.3683005999773741,None,,,,,,,0,0,0,0,38,0,38,0,347.91798489994835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.88203430001158,347.9041170999408,347.91798489994835,347.91798489994835,347.91798489994835,347.91798489994835,,,,,348.30327499995474,j,right,1,15,0,2,24,17,None,192.28137250000145,192.2818942000158,348.30397120001726,348.31777299998794,348.31777299998794,349.3225479000248,349.3225479000248,349.3011834999779,193.2792322000023,193.27928620006423,349.3152860000264,349.3225479000248,349.3225479000248,350.31665479997173,stimuli/box_empty_transparent.png,194.2946691000834,194.29471640009433,350.31678130000364,350.3327062999597,351.8483067000052,351.83201579994056,195.81002600002103,0.3683005999773741,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
39,0,39,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,195.81247720005922,k,None,196.22833020007238,196.22873460000847,197.22637120005675,197.22642680001445,198.2411270000739,198.2411775001092,199.2403961000964,0.3949308000737801,None,,,,,,,0,0,0,0,39,0,39,0,351.8483067000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.81247720005922,351.834565200028,351.8483067000052,351.8483067000052,351.8483067000052,351.8483067000052,,,,,352.25023320002947,k,right,1,15,1,2,25,18,None,196.22833020007238,196.22873460000847,352.25080239993986,352.2647646999685,352.2647646999685,353.27281150000636,353.27281150000636,353.24832050001714,197.22637120005675,197.22642680001445,353.2657908999827,353.27281150000636,353.27281150000636,354.26310330000706,stimuli/box_coin_transparent.png,198.2411270000739,198.2411775001092,354.263242200017,354.2791597000323,355.2789941999363,355.2623871000251,199.2403961000964,0.3949308000737801,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
40,0,40,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,199.24275650002528,k,None,199.64227160008159,199.64267060009297,201.15644190006424,201.156497900025,202.1713850001106,202.17143270000815,203.17064990010113,0.37196600006427616,None,,,,,,,0,0,0,0,40,0,40,0,355.2789941999363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.24275650002528,355.26483729993924,355.2789941999363,355.2789941999363,355.2789941999363,355.2789941999363,,,,,355.66417489992455,k,right,1,15,2,2,26,19,None,199.64227160008159,199.64267060009297,355.66473760001827,355.67885429994203,355.67885429994203,357.203006500029,357.203006500029,357.17839300003834,201.15644190006424,201.156497900025,357.19588599994313,357.203006500029,357.203006500029,358.19336909998674,stimuli/box_coin_transparent.png,202.1713850001106,202.17143270000815,358.1934947000118,358.20935140002985,359.20918449992314,359.19264279992785,203.17064990010113,0.37196600006427616,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
41,0,41,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,203.17302159999963,k,None,203.43914090003818,203.43957310006954,204.4371484000003,204.43720280006528,205.45196710003074,205.45201370003633,208.46675670007244,0.24081220000516623,None,,,,,,,0,0,0,0,41,0,41,0,359.20918449992314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.17302159999963,359.19510260003153,359.20918449992314,359.20918449992314,359.20918449992314,359.20918449992314,,,,,359.46104680001736,k,right,1,15,3,2,27,20,None,203.43914090003818,203.43957310006954,359.4616418000078,359.47569669992663,359.47569669992663,360.48317249992397,360.48317249992397,360.45909879996907,204.4371484000003,204.43720280006528,360.47607520001475,360.48317249992397,360.48317249992397,361.4739507000195,stimuli/box_coin_transparent.png,205.45196710003074,205.45201370003633,361.4740754000377,361.490002800012,364.5051872000331,364.4887437999714,208.46675670007244,0.24081220000516623,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
42,0,42,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,208.46921920008026,k,None,208.933472200064,208.93372860003728,210.94848170003388,210.948537300108,211.96348240005318,211.96352950006258,215.47766170010436,0.4460961000295356,None,,,,,,,0,0,0,0,42,0,42,0,364.5051872000331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.46921920008026,364.49130280001555,364.5051872000331,364.5051872000331,364.5051872000331,364.5051872000331,,,,,364.955422500032,k,right,1,15,4,2,28,21,None,208.933472200064,208.93372860003728,364.9557761999313,364.9710304000182,364.9710304000182,366.9939716999652,366.9939716999652,366.97043390001636,210.94848170003388,210.948537300108,366.9876747999806,366.9939716999652,366.9939716999652,367.98546619992703,stimuli/box_coin_transparent.png,211.96348240005318,211.96352950006258,367.9855904999422,368.00154580001254,371.51578859996516,371.4996520000277,215.47766170010436,0.4460961000295356,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
43,0,43,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,215.4800468001049,k,None,215.8961470000213,215.89658050006256,216.89389590010978,216.8939528000774,217.9088378000306,217.90888600004837,219.92414370004553,0.39456339995376766,None,,,,,,,0,0,0,0,43,0,43,0,371.51578859996516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.4800468001049,371.5021278000204,371.51578859996516,371.51578859996516,371.51578859996516,371.51578859996516,,,,,371.9180462999502,k,right,1,15,5,2,29,22,None,215.8961470000213,215.89658050006256,371.91864849999547,371.93243009992875,371.93243009992875,372.9403244999703,372.9403244999703,372.9158479999751,216.89389590010978,216.8939528000774,372.9331914000213,372.9403244999703,372.9403244999703,373.9308189000003,stimuli/box_coin_transparent.png,217.9088378000306,217.90888600004837,373.9309481999371,373.9467876999406,375.9623223999515,375.9461349999765,219.92414370004553,0.39456339995376766,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
44,0,44,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,219.92653910000809,k,None,220.35811540007126,220.35837290005293,222.87252860004082,222.87258470000234,223.88742010004353,223.88746660004836,225.90242050006054,0.4152697999961674,None,,,,,,,0,0,0,0,44,0,44,0,375.9623223999515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.92653910000809,375.9486199999228,375.9623223999515,375.9623223999515,375.9623223999515,375.9623223999515,,,,,376.3800638000248,k,right,1,15,6,2,30,23,None,220.35811540007126,220.35837290005293,376.38042039994616,376.3952680999646,376.3952680999646,378.91852880001534,378.91852880001534,378.89447709999513,222.87252860004082,222.87258470000234,378.911560599925,378.91852880001534,378.91852880001534,379.9094045999227,stimuli/box_coin_transparent.png,223.88742010004353,223.88746660004836,379.90952889993787,379.9252997000003,381.9404347999953,381.92441790003795,225.90242050006054,0.4152697999961674,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
45,0,45,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,225.90394590003416,j,None,226.28757440007757,226.28802740003448,227.2856199000962,227.28567360003944,228.3004457000643,228.30049340007827,229.30050640006084,0.3630436999956146,None,,,,,,,0,0,0,0,45,0,45,0,381.9404347999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.90394590003416,381.9260119999526,381.9404347999953,381.9404347999953,381.9404347999953,381.9404347999953,,,,,382.30946969997603,j,right,1,15,6,2,30,23,None,226.28757440007757,226.28802740003448,382.3100960999727,382.32413219998125,382.32413219998125,383.3287718000356,383.3287718000356,383.3075703999493,227.2856199000962,227.28567360003944,383.3217192000011,383.3287718000356,383.3287718000356,384.32243079994805,stimuli/box_empty_transparent.png,228.3004457000643,228.30049340007827,384.32255469996016,384.33849150000606,385.3383210999891,385.3224947999697,229.30050640006084,0.3630436999956146,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
46,0,46,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,229.30297030007932,k,None,229.6516866000602,229.65209610003512,231.66514739999548,231.66520210006274,232.68075430009048,232.6808016001014,233.68006640009116,0.3286305000074208,None,,,,,,,0,0,0,0,46,0,46,0,385.3383210999891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.30297030007932,385.3250518999994,385.3383210999891,385.3383210999891,385.3383210999891,385.3383210999891,,,,,385.6735864999937,k,right,0,15,6,2,31,23,None,229.6516866000602,229.65209610003512,385.6741633999627,385.6881674999604,385.6881674999604,387.7081898000324,387.7081898000324,387.68709879997186,231.66514739999548,231.66520210006274,387.7010756999953,387.7081898000324,387.7081898000324,388.7027388999704,stimuli/box_empty_transparent.png,232.68075430009048,232.6808016001014,388.70286620000843,388.71859750000294,389.718226899975,389.70205500000156,233.68006640009116,0.3286305000074208,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
47,0,47,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,233.6825100000715,j,None,234.03155880002305,234.03201630001422,237.04448270006105,237.0445366000058,238.05990870005917,238.05995900009293,239.5587772000581,0.3304122000699863,None,,,,,,,0,0,0,0,47,0,47,0,389.718226899975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.6825100000715,389.7045974000357,389.718226899975,389.718226899975,389.718226899975,389.718226899975,,,,,390.0534628999885,j,right,0,15,6,2,31,23,None,234.03155880002305,234.03201630001422,390.05408609996084,390.06807439995464,390.06807439995464,393.08763960003853,393.08763960003853,393.06643250002526,237.04448270006105,237.0445366000058,393.080547099933,393.08763960003853,393.08763960003853,394.0818933999399,stimuli/box_empty_transparent.png,238.05990870005917,238.05995900009293,394.0820224999916,394.097530500032,395.5970187999774,395.5807641999563,239.5587772000581,0.3304122000699863,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
48,0,48,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,239.5611748000374,k,None,239.84312640002463,239.84352240001317,241.34108010004275,241.34113730001263,242.35601900005713,242.3560716001084,245.87033170007635,0.2652186000486836,None,,,,,,,0,0,0,0,48,0,48,0,395.5970187999774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5611748000374,395.5832575999666,395.5970187999774,395.5970187999774,395.5970187999774,395.5970187999774,,,,,395.8650293999817,k,right,1,15,7,2,32,24,None,239.84312640002463,239.84352240001317,395.86558959994,395.8796707999427,395.8796707999427,397.3873474999564,397.3873474999564,397.3630305000115,241.34108010004275,241.34113730001263,397.3804584000027,397.3873474999564,397.3873474999564,398.3780021999264,stimuli/box_coin_transparent.png,242.35601900005713,242.3560716001084,398.3781338999979,398.3943337999517,401.9083415999776,401.8923203999875,245.87033170007635,0.2652186000486836,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
49,0,49,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,245.87273760000244,k,None,246.27159950009082,246.2720365000423,247.7857203000458,247.7857739001047,248.80085750005674,248.80090540007222,248.80171300005168,0.37996759999077767,None,,,,,,,0,0,0,0,49,0,49,0,401.9083415999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.87273760000244,401.8948198999278,401.9083415999776,401.9083415999776,401.9083415999776,401.9083415999776,,,,,402.293501200038,k,right,1,15,8,2,33,25,None,246.27159950009082,246.2720365000423,402.29410439997446,402.30820109997876,402.30820109997876,403.83153440000024,403.83153440000024,403.80767929996364,247.7857203000458,247.7857739001047,403.82473250001203,403.83153440000024,403.83153440000024,404.8228412999306,stimuli/box_coin_transparent.png,248.80085750005674,248.80090540007222,404.82296719995793,404.90275190002285,404.90275190002285,404.8237043999834,248.80171300005168,0.37996759999077767,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
0,0,0,,,,,,,space,51.73817180003971,None,5,0.6387330000288785,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.89632850000635,404.90275190002285,408.8360091999639,408.83944909996353,408.85289610002656,460.9778904999839,460.9620341999689,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
0,0,0,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,0.002115999930538237,j,None,0.4012865999247879,0.40176319994498044,1.4156320999609306,1.4156668999930844,2.4311165999388322,2.4311589999124408,4.446263799909502,0.3744088999228552,None,,,,,,,1,0,1,0,0,0,0,0,465.87445470003877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.96235229994636,460.9778904999839,460.9778904999839,464.9924722999567,space,3.998710700077936,None,464.99255159997847,465.00774739996996,465.00774739996996,465.85820329992566,5,0.8381616999395192,None,0.002115999930538237,465.8604040000355,465.87445470003877,465.87445470003877,465.87445470003877,465.87445470003877,,,,,466.25940839992836,j,right,1,12,0,3,33,0,None,0.4012865999247879,0.40176319994498044,466.260061900015,466.2741880000103,466.2741880000103,467.29079839994665,467.29079839994665,467.27383630000986,1.4156320999609306,1.4156668999930844,467.282347499975,467.29079839994665,467.29079839994665,468.2893261000281,stimuli/box_empty_transparent.png,2.4311165999388322,2.4311589999124408,468.2894280999899,468.3050980999833,470.3206225000322,470.3044912000187,4.446263799909502,0.3744088999228552,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
1,0,1,,,,,,,space,3.998710700077936,None,5,0.8381616999395192,None,4.447709999978542,k,None,4.796976799960248,4.797393299988471,6.295385399949737,6.295419999980368,7.310390999889933,7.310423699906096,8.809584199916571,0.3328910000855103,None,,,,,,,1,0,1,0,1,0,1,0,470.3206225000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.447709999978542,470.30599499994423,470.3206225000322,470.3206225000322,470.3206225000322,470.3206225000322,,,,,470.65509879996534,k,right,1,12,1,3,34,1,None,4.796976799960248,4.797393299988471,470.65569199994206,470.6704834999982,470.6704834999982,472.1710138999624,472.1710138999624,472.15358449995983,6.295385399949737,6.295419999980368,472.16444239998236,472.1710138999624,472.1710138999624,473.16861229995266,stimuli/box_coin_transparent.png,7.310390999889933,7.310423699906096,473.16869620000944,473.18450869992375,474.68429709994234,474.66780349996407,8.809584199916571,0.3328910000855103,None,,,,,,,,,,,,826422,right,yes,None,2025-05-07_09h42.27.900,RL_out-of-scanner,2024.2.4,60.113422014537086,2025-05-07 09h42.37.623452 -0700,
