thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,cue.started,left_box.started,right_box.started,cue_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,0.015101958008017391,,,,,,,,,,,
