thisN,thisTrialN,thisRepN,cue_resp.keys,cue_resp.corr,cue_resp.rt,cue_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,getReady.started,get_ready_text.started,advance_press.started,getReady.stopped,advance_press.keys,advance_press.rt,advance_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,cue_resp.stopped,cue.stopped,trials.cue_resp.keys,trials.cue_resp.corr,trials.cue_resp.rt,trials.cue_resp.duration,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,fixation.started,fixation_cross.started,fixation.stopped,fixation_cross.stopped,left_box.stopped,right_box.stopped,outcome_left_box.stopped,outcome_right_box.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,1,0,0.4509202089975588,0.19570604100590572,9,0,9,0,30.538303458015434,,,,,,,,,30.53653562499676,30.538303458015434,30.538303458015434,30.538303458015434,32.034233832964674,32.222603207977954,1,0,0.4509202089975588,0.19570604100590572,32.23257058300078,32.24257733300328,32.24257733300328,33.23628470796393,33.23630404099822,33.242627208004706,33.72786012501456,33.72937854100019,32.23446745797992,32.23446745797992,33.242627208004706,33.242627208004706,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
10,0,10,2,0,0.4225192909943871,0.1720076670171693,10,0,10,0,33.72937854100019,,,,,,,,,33.727976499998476,33.75087808299577,33.75087808299577,33.75087808299577,35.237322208005935,35.43620399996871,2,0,0.4225192909943871,0.1720076670171693,35.445874291006476,35.44816033297684,35.44816033297684,36.44460149999941,36.44462120800745,36.4508534159977,36.94467904098565,36.950923040974885,35.44816033297684,35.44816033297684,36.4508534159977,36.4508534159977,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
11,0,11,2,0,0.30486879200907424,0.16851787496125326,11,0,11,0,36.950923040974885,,,,,,,,,36.94478270801483,36.950923040974885,36.950923040974885,36.950923040974885,38.450854790979065,38.644565832975786,2,0,0.30486879200907424,0.16851787496125326,38.655219207983464,38.6574957909761,38.6574957909761,39.65255820797756,39.65257883298909,39.65930566599127,40.14461849996587,40.15086087497184,38.6574957909761,38.6574957909761,,,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
12,0,12,2,0,0.3587978750001639,0.1593065420165658,12,0,12,0,40.15086087497184,,,,,,,,,40.14473329100292,40.15086087497184,40.15086087497184,40.15086087497184,41.650931790994946,41.84560729097575,2,0,0.3587978750001639,0.1593065420165658,41.85506337496918,41.85729937499855,41.85729937499855,42.85279583296506,42.85281758301426,42.859201540995855,43.34449816599954,43.34619183297036,41.85729937499855,41.85729937499855,,,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
13,0,13,2,0,0.36608887498732656,0.14700870803790167,13,0,13,0,43.34619183297036,,,,,,,,,43.344617624999955,43.34619183297036,43.34619183297036,43.34619183297036,44.842574000009336,45.036510750011075,2,0,0.36608887498732656,0.14700870803790167,45.045667416008655,45.04785945801996,45.04785945801996,46.03667329100426,46.03669783298392,46.04255612497218,46.5361197500024,46.54261054098606,45.04785945801996,45.04785945801996,46.04255612497218,46.04255612497218,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
14,0,14,2,0,0.29847179097123444,0.15624345903052017,14,0,14,0,46.54261054098606,,,,,,,,,46.53622449998511,46.54261054098606,46.54261054098606,46.54261054098606,48.029584000003524,48.22792404098436,2,0,0.29847179097123444,0.15624345903052017,48.23832491599023,48.24527745798696,48.24527745798696,49.23668249999173,49.23670566600049,49.242573165975045,49.73634399997536,49.74254129099427,48.240021332981996,48.240021332981996,49.242573165975045,49.242573165975045,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
15,0,15,1,0,0.42386879201512784,0.20298883301438764,15,0,15,0,49.74254129099427,,,,,,,,,49.73644508299185,49.74254129099427,49.74254129099427,49.74254129099427,51.229273915989324,51.427902332972735,1,0,0.42386879201512784,0.20298883301438764,51.43990879098419,51.44536633300595,51.44536633300595,52.43630383297568,52.43632479099324,52.438078375009354,52.92831979098264,52.934272832993884,51.441782624984626,51.441782624984626,52.438078375009354,52.438078375009354,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
16,0,16,1,0,0.3362385830259882,0.17542049998883158,16,0,16,0,52.934272832993884,,,,,,,,,52.92842474998906,52.9379820000031,52.9379820000031,52.9379820000031,54.43425445799949,54.62775329098804,1,0,0.3362385830259882,0.17542049998883158,54.637354833015706,54.65093862498179,54.65093862498179,55.63775520800846,55.63778554101009,55.640607915993314,56.136159707966726,56.14252337499056,54.6392890830175,54.6392890830175,55.640607915993314,55.640607915993314,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
17,0,17,1,0,0.35789495799690485,0.17924295796547085,17,0,17,0,56.14252337499056,,,,,,,,,56.13625529099954,56.14252337499056,56.14252337499056,56.14252337499056,57.629197374975774,57.82792987499852,1,0,0.35789495799690485,0.17924295796547085,57.83811987499939,57.84591133298818,57.84591133298818,58.83630866598105,58.83632987499004,58.84260183299193,59.33622950001154,59.34261875000084,57.83982824999839,57.83982824999839,58.84260183299193,58.84260183299193,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
18,0,18,1,0,0.3794044170062989,0.20701291703153402,18,0,18,0,59.34261875000084,,,,,,,,,59.33633037499385,59.34261875000084,59.34261875000084,59.34261875000084,60.83018345799064,61.02795216598315,1,0,0.3794044170062989,0.20701291703153402,61.03804091596976,61.04606199997943,61.04606199997943,62.036358000012115,62.03637816599803,62.04257950000465,62.536167500016745,62.54258733300958,61.039633041014895,61.039633041014895,62.04257950000465,62.04257950000465,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
19,0,19,1,0,0.41281512496061623,0.19178654201095924,19,0,19,0,62.54258733300958,,,,,,,,,62.53626187500777,62.54258733300958,62.54258733300958,62.54258733300958,64.02899462496862,64.22800299996743,1,0,0.41281512496061623,0.19178654201095924,64.23702000000048,64.25928758300142,64.25928758300142,65.25259995798115,65.25262058299268,65.2592950409744,65.75614433299052,,64.23886241600849,64.23886241600849,,,406871,001,2025-02-28_15h51.09.640,untitled,2024.2.4,None,2025-02-28 15h51.16.112773 -0600,
20,0,20,,,,,20,0,20,0,65.76767008297611,,,,,,,,,65.756235458015,65.76767008297611,65.76767008297611,65.76767008297611,,,,,,,,,,,,,,,,,,,,,,,,,,
