thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue_response.keys,cue_response.corr,thisRow.t,notes,cue.started,left_box.started,right_box.started,cue_response.started,cue_response.stopped,cue.stopped,trials.cue_response.keys,trials.cue_response.corr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,0.021431165747344494,,0.011377249844372272,0.021431165747344494,0.021431165747344494,0.021431165747344494,1.515544082969427,1.7066449578851461,None,0,,,,,,,,
