thisN,thisTrialN,thisRepN,cue_resp.keys,cue_resp.corr,cue_resp.rt,cue_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,cue.started,left_box.started,right_box.started,cue_resp.started,cue_resp.stopped,cue.stopped,trials.cue_resp.keys,trials.cue_resp.corr,trials.cue_resp.rt,trials.cue_resp.duration,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,left_box.stopped,right_box.stopped,outcome_left_box.stopped,outcome_right_box.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,1,0,0.42733358294935897,0.22393733402714133,0,0,0,0,0.016959665983449668,,0.0119282910018228,0.016959665983449668,0.016959665983449668,0.016959665983449668,1.507264249958098,1.700764250010252,1,0,0.42733358294935897,0.22393733402714133,1.714554500009399,1.7169179159682244,1.7169179159682244,2.7043698329944164,2.7043899159762077,2.7095889159827493,3.2074497909634374,3.1958142909570597,,,,,472333,001,2025-02-28_15h08.56.014,untitled,2024.2.4,None,2025-02-28 15h09.02.728145 -0600,
1,0,1,1,0,0.6579330840031616,0.22408025001641363,1,0,1,0,3.2074497909634374,,3.1959196659736335,3.2074497909634374,3.2074497909634374,3.2074497909634374,4.709957165992819,4.8929469579597935,1,0,0.6579330840031616,0.22408025001641363,4.902634457976092,4.904902457958087,4.904902457958087,5.893072999955621,5.893093457969371,5.898948457965162,6.39894624997396,6.392893957963679,4.904902457958087,4.904902457958087,5.898948457965162,5.898948457965162,472333,001,2025-02-28_15h08.56.014,untitled,2024.2.4,None,2025-02-28 15h09.02.728145 -0600,
2,0,2,None,0,,,2,0,2,0,6.39894624997396,,6.392986416001804,6.39894624997396,6.39894624997396,6.39894624997396,7.8876699159736745,8.093130082997959,None,0,,,8.101537624956109,8.104079999960959,8.104079999960959,9.09271529095713,9.092737499973737,9.095855624997057,9.586209875007626,9.584597707958892,8.104079999960959,8.104079999960959,9.095855624997057,9.095855624997057,472333,001,2025-02-28_15h08.56.014,untitled,2024.2.4,None,2025-02-28 15h09.02.728145 -0600,
3,0,3,,,,,3,0,3,0,9.586209875007626,,9.584690874966327,9.599196415976621,9.599196415976621,9.599196415976621,,,,,,,,,,,,,,,,,,,,,,,,,,
