thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,advance_press.keys,advance_press.rt,advance_press.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.010988333029672503,0.016557916009332985,0.016557916009332985,1.1490627910243347,space,1.1111425000126474,None,508104,001,2025-02-28_16h51.51.152,untitled,2024.2.4,None,2025-02-28 16h51.56.784634 -0600,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
