thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,advance_press.keys,advance_press.rt,advance_press.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.010201415978372097,0.015823666006326675,0.015823666006326675,1.6266070830170065,space,1.589827082992997,None,795888,001,2025-02-28_16h53.32.903,untitled,2024.2.4,None,2025-02-28 16h53.39.175207 -0600,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
