thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue_resp.keys,cue_resp.corr,thisRow.t,notes,cue.started,left_box.started,right_box.started,cue_resp.started,cue_resp.stopped,cue.stopped,trials.cue_resp.keys,trials.cue_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,0.01616249978542328,,0.01149733318015933,0.01616249978542328,0.01616249978542328,0.01616249978542328,1.5108733330853283,1.704425707925111,None,0,,,,,,,,
