thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,cue.started,left_box.started,right_box.started,cue_response.started,cue_response.stopped,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.024636374786496162,,0.019019582774490118,0.024636374786496162,0.024636374786496162,0.024636374786496162,1.5231548328883946,1.7068687076680362,,,,,,,,
