thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
34,0,34,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,171.81581649999134,k,None,172.21510450006463,172.21549950004555,175.22809019999113,175.2281462000683,176.2430717999814,176.24313529999927,178.75754839996807,0.3788504999829456,None,,,,,,,1,0,1,0,34,0,34,0,715.0224369000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.81581649999134,715.0087952999747,715.0224369000061,715.0224369000061,715.0224369000061,715.0224369000061,715.4079043999664,k,left,0,12,5,3,49,15,None,172.21510450006463,172.21549950004555,715.4084641000372,715.4225416000118,715.4225416000118,718.4428682999569,718.4428682999569,718.4209343999973,175.22809019999113,175.2281462000683,718.4353114000405,718.4428682999569,718.4428682999569,719.4359542000457,stimuli/box_empty_transparent.png,176.2430717999814,176.24313529999927,719.4360966999666,719.4517247999902,721.9667186999577,721.9504344000597,178.75754839996807,0.3788504999829456,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
35,0,35,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,178.76003740006126,j,None,179.17529110005125,179.17577730002813,180.69027779996395,180.69033510005102,181.70500730001368,181.70505620003678,182.7047842000611,0.3921487999614328,None,,,,,,,1,0,1,0,35,0,35,0,721.9667186999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.76003740006126,721.9530189000652,721.9667186999577,721.9667186999577,721.9667186999577,721.9667186999577,722.3680943999789,j,left,1,12,6,3,50,16,None,179.17529110005125,179.17577730002813,722.3687465000548,722.383399399987,722.383399399987,723.9051171000465,723.9051171000465,723.8831243999884,180.69027779996395,180.69033510005102,723.898937800026,723.9051171000465,723.9051171000465,724.8978881000658,stimuli/box_coin_transparent.png,181.70500730001368,181.70505620003678,724.8980194000178,724.9140893000294,725.9140191999613,725.8976728000562,182.7047842000611,0.3921487999614328,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
36,0,36,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,182.7073037000373,None,None,184.22008210001513,184.2201893000165,185.73607990005985,185.73613370000385,186.75133030000143,186.75138480006717,190.26529730006587,,,,,,,,,1,0,1,0,36,0,36,0,725.9140191999613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.7073037000373,725.9002837000298,725.9140191999613,725.9140191999613,725.9140191999613,725.9140191999613,727.4129062999855,None,left,1,12,6,3,50,16,None,184.22008210001513,184.2201893000165,727.4131482999655,727.4294403000386,727.4294403000386,728.9509886999731,728.9509886999731,728.9289406999596,185.73607990005985,185.73613370000385,728.9436308000586,728.9509886999731,728.9509886999731,729.9442111000535,no selection made,186.75133030000143,186.75138480006717,729.9443397999858,729.960329399968,733.4746951000416,733.4581876999582,190.26529730006587,,,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
37,0,37,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,190.26780160004273,k,None,190.68267460004427,190.6830635999795,192.69699049997143,192.6970447000349,193.71248760004528,193.71253430005163,194.71195470006205,0.3880518999649212,None,,,,,,,1,0,1,0,37,0,37,0,733.4746951000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.26780160004273,733.4607819000375,733.4746951000416,733.4746951000416,733.4746951000416,733.4746951000416,733.8754805999924,k,left,1,12,6,3,50,16,None,190.68267460004427,190.6830635999795,733.876028299972,733.890793800063,733.890793800063,735.9111178999883,735.9111178999883,735.8898517999914,192.69699049997143,192.6970447000349,735.9043459999957,735.9111178999883,735.9111178999883,736.9053689999855,stimuli/box_empty_transparent.png,193.71248760004528,193.71253430005163,736.9055361999781,736.9214599000406,737.9210184000549,737.9048397000297,194.71195470006205,0.3880518999649212,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
38,0,38,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,194.71451870002784,j,None,195.0302406999981,195.03069150005467,196.04444239998702,196.04449929995462,197.05968259996735,197.0597289999714,198.57548850006424,0.29035569995176047,None,,,,,,,1,0,1,0,38,0,38,0,737.9210184000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.71451870002784,737.9074995000265,737.9210184000549,737.9210184000549,737.9210184000549,737.9210184000549,738.2230437000399,j,left,1,12,7,3,51,17,None,195.0302406999981,195.03069150005467,738.2236583000631,738.2374019000563,738.2374019000563,739.2623342000297,739.2623342000297,739.2372910000267,196.04444239998702,196.04449929995462,739.2548570000217,739.2623342000297,739.2623342000297,740.2525653000339,stimuli/box_coin_transparent.png,197.05968259996735,197.0597289999714,740.2526923000696,740.26881400001,741.7843649000279,741.7683735000319,198.57548850006424,0.29035569995176047,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
39,0,39,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,198.57852690003347,k,None,198.99354519997723,198.99396089999937,199.9916605000617,199.99171900004148,201.0066891000606,201.00673779996578,202.02267340000253,0.3839837999548763,None,,,,,,,1,0,1,0,39,0,39,0,741.7843649000279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.57852690003347,741.7715177999926,741.7843649000279,741.7843649000279,741.7843649000279,741.7843649000279,742.1863467000076,k,left,1,12,7,3,51,17,None,198.99354519997723,198.99396089999937,742.1869255999918,742.2011579999817,742.2011579999817,743.2060336999712,743.2060336999712,743.1844503000029,199.9916605000617,199.99171900004148,743.1987872999744,743.2060336999712,743.2060336999712,744.1995698999963,stimuli/box_empty_transparent.png,201.0066891000606,201.00673779996578,744.1996982000419,744.2161816000589,745.2319728000439,745.215556799958,202.02267340000253,0.3839837999548763,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
40,0,40,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,202.02516570000444,j,None,202.4735014999751,202.47395779995713,203.98846789996605,203.98852590005845,205.00321540003642,205.00326240004506,206.00251490005758,0.4290205999277532,None,,,,,,,1,0,1,0,40,0,40,0,745.2319728000439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.02516570000444,745.2181448999909,745.2319728000439,745.2319728000439,745.2319728000439,745.2319728000439,745.6663063000306,j,left,0,12,7,3,52,17,None,202.4735014999751,202.47395779995713,745.6669249999686,745.6814662999823,745.6814662999823,747.2024021000252,747.2024021000252,747.1813194000279,203.98846789996605,203.98852590005845,747.1951566000353,747.2024021000252,747.2024021000252,748.1960962999729,stimuli/box_empty_transparent.png,205.00321540003642,205.00326240004506,748.1962217999971,748.2122372000595,749.2117525999784,749.1954051000648,206.00251490005758,0.4290205999277532,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
41,0,41,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,206.0050537000643,k,None,206.6044661999913,206.6048609999707,207.60185139998794,207.60190670005977,208.6169205000624,208.6169668000657,211.63140860002022,0.570515500032343,None,,,,,,,1,0,1,0,41,0,41,0,749.2117525999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0050537000643,749.1980340000591,749.2117525999784,749.2117525999784,749.2117525999784,749.2117525999784,749.7972686000285,k,left,0,12,7,3,52,17,None,206.6044661999913,206.6048609999707,749.79782659997,749.8114934999612,749.8114934999612,750.8165413999814,750.8165413999814,750.7947091999813,207.60185139998794,207.60190670005977,750.8089797000284,750.8165413999814,750.8165413999814,751.8098028000095,stimuli/box_empty_transparent.png,208.6169205000624,208.6169668000657,751.809925700014,751.8262918999535,754.8407185000251,754.8242971000145,211.63140860002022,0.570515500032343,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
42,0,42,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,211.63391610002145,j,None,211.98317410005257,211.9836436000187,213.9972971000243,213.99735279998276,215.0121247000061,215.01217760005966,218.5259134999942,0.321003400022164,None,,,,,,,1,0,1,0,42,0,42,0,754.8407185000251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.63391610002145,754.8268974000239,754.8407185000251,754.8407185000251,754.8407185000251,754.8407185000251,755.1759754999657,j,left,1,12,8,3,53,18,None,211.98317410005257,211.9836436000187,755.1766108000302,755.1906781000434,755.1906781000434,757.2151675000205,757.2151675000205,757.190149299975,213.9972971000243,213.99735279998276,757.2073009999585,757.2151675000205,757.2151675000205,758.2050059000612,stimuli/box_coin_transparent.png,215.0121247000061,215.01217760005966,758.2051365000079,758.2208261000342,761.7354200999835,761.7188041000045,218.5259134999942,0.321003400022164,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
43,0,43,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,218.5284184999764,j,None,219.09457600000314,219.09502440004144,220.10888710001018,220.10894309997093,221.12386669998523,221.12392130005173,223.13916470005643,0.5412404999369755,None,,,,,,,1,0,1,0,43,0,43,0,761.7354200999835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5284184999764,761.7213972999598,761.7354200999835,761.7354200999835,761.7354200999835,761.7354200999835,762.2873724999954,j,left,0,12,8,3,54,18,None,219.09457600000314,219.09502440004144,762.2879915000522,762.302431499993,762.302431499993,763.3238248000271,763.3238248000271,763.3017398999655,220.10888710001018,220.10894309997093,763.316134200024,763.3238248000271,763.3238248000271,764.3167335000471,stimuli/box_empty_transparent.png,221.12386669998523,221.12392130005173,764.3168811000069,764.3327214000165,766.3482789999689,766.3320507000317,223.13916470005643,0.5412404999369755,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
44,0,44,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,223.14157520001754,k,None,223.70744390005711,223.70784010004718,226.22021090006456,226.22026440000627,227.23551270004828,227.23557360004634,229.25102910003625,0.5419658001046628,None,,,,,,,1,0,1,0,44,0,44,0,766.3482789999689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.14157520001754,766.3345563000184,766.3482789999689,766.3482789999689,766.3482789999689,766.3482789999689,766.9002462999779,k,left,0,12,8,3,54,18,None,223.70744390005711,223.70784010004718,766.9008048000396,766.9144185999758,766.9144185999758,769.4344529000227,769.4344529000227,769.4130715999636,226.22021090006456,226.22026440000627,769.4272325999918,769.4344529000227,769.4344529000227,770.428347899986,stimuli/box_empty_transparent.png,227.23551270004828,227.23557360004634,770.4285384000395,770.4445822999696,772.4600950000458,772.4439146000077,229.25102910003625,0.5419658001046628,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
45,0,45,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,229.2535645000171,j,None,229.6026726999553,229.60312620003242,230.6007840000093,230.60084159998223,231.6154934000224,231.61554010002874,232.61466970003676,0.32165709999389946,None,,,,,,,1,0,1,0,45,0,45,0,772.4600950000458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2535645000171,772.4465447000111,772.4600950000458,772.4600950000458,772.4600950000458,772.4600950000458,772.7954642000259,j,left,1,12,9,3,55,19,None,229.6026726999553,229.60312620003242,772.7960962000652,772.8100508000352,772.8100508000352,773.8186996000004,773.8186996000004,773.7936353999539,230.6007840000093,230.60084159998223,773.8112341999658,773.8186996000004,773.8186996000004,774.8083751999657,stimuli/box_coin_transparent.png,231.6154934000224,231.61554010002874,774.8084994999808,774.8242073000292,775.8239058000618,775.8075602000463,232.61466970003676,0.32165709999389946,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
46,0,46,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,232.61715990002267,None,None,234.13021039997693,234.1303445000667,236.14652249997016,236.14657770004123,237.1608953999821,237.16094400000293,238.1608508999925,,,,,,,,,1,0,1,0,46,0,46,0,775.8239058000618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.61715990002267,775.8101405000198,775.8239058000618,775.8239058000618,775.8239058000618,775.8239058000618,777.3230324000469,None,left,1,12,9,3,55,19,None,234.13021039997693,234.1303445000667,777.3233053000295,777.339669799956,777.339669799956,779.361024700047,779.361024700047,779.3393743000343,236.14652249997016,236.14657770004123,779.3535072999657,779.361024700047,779.361024700047,780.353776700038,no selection made,237.1608953999821,237.16094400000293,780.3538997000433,780.3698375999811,781.3696557999938,781.3537373999716,238.1608508999925,,,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
47,0,47,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,238.16328460001387,j,None,238.57868060003966,238.57913029997144,241.59161040000618,241.59166529995855,242.60664969997015,242.60669599997345,244.1222463999875,0.3920726999640465,None,,,,,,,1,0,1,0,47,0,47,0,781.3696557999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.16328460001387,781.3562636999995,781.3696557999938,781.3696557999938,781.3696557999938,781.3696557999938,781.7714819000685,j,left,1,12,10,3,56,20,None,238.57868060003966,238.57913029997144,781.772096199973,781.7862624000409,781.7862624000409,784.8094020999852,784.8094020999852,784.784470100014,241.59161040000618,241.59166529995855,784.8020626999787,784.8094020999852,784.8094020999852,785.7995313000283,stimuli/box_coin_transparent.png,242.60664969997015,242.60669599997345,785.7996548000374,785.8154935000348,787.3316197000095,787.3151361999917,244.1222463999875,0.3920726999640465,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
48,0,48,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,244.12474949995521,k,None,244.54046150005888,244.5408731000498,246.0547706000507,246.05482700001448,247.0696481000632,247.06969400006346,250.5836460000137,0.38606299995444715,None,,,,,,,1,0,1,0,48,0,48,0,787.3316197000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.12474949995521,787.317730000068,787.3316197000095,787.3316197000095,787.3316197000095,787.3316197000095,787.7332565000397,k,left,1,12,10,3,56,20,None,244.54046150005888,244.5408731000498,787.7338399000582,787.7479485000367,787.7479485000367,789.269003900059,789.269003900059,789.2476159000653,246.0547706000507,246.05482700001448,789.2613795999787,789.269003900059,789.269003900059,790.2625300000072,stimuli/box_empty_transparent.png,247.0696481000632,247.06969400006346,790.2626526000095,790.2788217999623,793.7930918000056,793.7765333999996,250.5836460000137,0.38606299995444715,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
49,0,49,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,250.58616870001424,j,None,251.10205370001495,251.10250489995815,252.61594010004774,252.61599600000773,253.63133240002207,253.6314270000439,253.6321850999957,0.48918559995945543,None,,,,,,,1,0,1,0,49,0,49,0,793.7930918000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.58616870001424,793.7791479000007,793.7930918000056,793.7930918000056,793.7930918000056,793.7930918000056,794.2948472999851,j,left,1,12,11,3,57,21,None,251.10205370001495,251.10250489995815,794.2954700999544,794.3094293999602,794.3094293999602,795.8330900000292,795.8330900000292,795.8088015000685,252.61594010004774,252.61599600000773,795.8263346000458,795.8330900000292,795.8330900000292,796.8242143999669,stimuli/box_coin_transparent.png,253.63133240002207,253.6314270000439,796.824388500012,796.8576057999744,796.8576057999744,796.8250825000578,253.6321850999957,0.48918559995945543,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
1,0,1,,,,,,,space,7.445799799985252,None,5,3.3460015000309795,None,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.8520166000235,796.8576057999744,800.8371473999578,800.8372301000054,800.8541132000391,848.2992585000466,848.2837459999719,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
0,0,0,,,,,,,space,2.4362218999303877,None,5,0.6444428999675438,None,0.002840299974195659,j,None,1.1334925999399275,1.1339822999434546,2.1308881000149995,2.1309441999765113,3.1462121999356896,3.1462584999389946,5.161642999970354,1.100765599985607,None,,,,,,,2,0,2,0,0,0,0,0,851.4305765999597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2840425000177,848.2992585000466,848.2992585000466,850.7490682000644,space,2.4362218999303877,None,850.7492055000621,850.7641964000068,850.7641964000068,851.4151851999923,5,0.6444428999675438,None,0.002840299974195659,851.4181686000084,851.4305765999597,851.4305765999597,851.4305765999597,851.4305765999597,852.5486431000172,j,right,1,8,0,4,57,0,None,1.1334925999399275,1.1339822999434546,852.5493000000133,852.5628073000698,852.5628073000698,853.5681240000413,853.5681240000413,853.5460897000157,2.1308881000149995,2.1309441999765113,853.560421900067,853.5681240000413,853.5681240000413,854.5614420000347,stimuli/box_empty_transparent.png,3.1462121999356896,3.1462584999389946,854.5615651000408,854.5772843000595,856.5934199999901,856.5768764999812,5.161642999970354,1.100765599985607,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
1,0,1,,,,,,,space,2.4362218999303877,None,5,0.6444428999675438,None,5.164196499972604,k,None,5.578972999937832,5.57939400000032,7.0936541999690235,7.093709199922159,8.109068099991418,8.109128599986434,9.62487429997418,0.3853565000463277,None,,,,,,,2,0,2,0,1,0,1,0,856.5934199999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.164196499972604,856.5795592000359,856.5934199999901,856.5934199999901,856.5934199999901,856.5934199999901,856.9941275000456,k,right,1,8,1,4,58,1,None,5.578972999937832,5.57939400000032,856.9947095000534,857.0091842000256,857.0091842000256,858.5335838000174,858.5335838000174,858.5088465000154,7.0936541999690235,7.093709199922159,858.5263937999844,858.5335838000174,858.5335838000174,859.5242672999739,stimuli/box_coin_transparent.png,8.109068099991418,8.109128599986434,859.524443500035,859.5402586999699,861.0561334000085,861.0401087999926,9.62487429997418,0.3853565000463277,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
2,0,2,,,,,,,space,2.4362218999303877,None,5,0.6444428999675438,None,9.627313799923286,None,None,11.139896999928169,11.140004199929535,12.139735899982043,12.13978959992528,13.15476549998857,13.154815799905919,16.169232899905182,,,,,,,,,2,0,2,0,2,0,2,0,861.0561334000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.627313799923286,861.0426431999658,861.0561334000085,861.0561334000085,861.0561334000085,861.0561334000085,862.555071000068,None,right,1,8,1,4,58,1,None,11.139896999928169,11.140004199929535,862.5553137000534,862.571526499989,862.571526499989,863.5764285000623,863.5764285000623,863.5549454000429,12.139735899982043,12.13978959992528,863.569500600046,863.5764285000623,863.5764285000623,864.5699956999742,no selection made,13.15476549998857,13.154815799905919,864.5701218000031,864.586247499974,867.6003637000103,867.5844732999685,16.169232899905182,,,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
3,0,3,,,,,,,space,2.4362218999303877,None,5,0.6444428999675438,None,16.170910399989225,j,None,16.636637899908237,16.637110300012864,18.65062989993021,18.6506671999814,19.66618129995186,19.666212999960408,20.665608800016344,0.43945890001486987,None,,,,,,,2,0,2,0,3,0,3,0,867.6003637000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.170910399989225,867.5862375000142,867.6003637000103,867.6003637000103,867.6003637000103,867.6003637000103,868.051782500057,j,right,1,8,1,4,58,1,None,16.636637899908237,16.637110300012864,868.0524128999677,868.0663899999927,868.0663899999927,870.0823679000023,870.0823679000023,870.0658584000194,18.65062989993021,18.6506671999814,870.0744320999947,870.0823679000023,870.0823679000023,871.0814259000472,stimuli/box_empty_transparent.png,19.66618129995186,19.666212999960408,871.0815064999624,871.0971478999709,872.0970683000633,872.0808437000378,20.665608800016344,0.43945890001486987,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
4,0,4,,,,,,,space,2.4362218999303877,None,5,0.6444428999675438,None,20.668025599909015,k,None,21.11680289998185,21.117200799984857,22.13132369995583,22.13141089992132,23.1463994999649,23.14644739998039,25.661465000011958,0.42250320001039654,None,,,,,,,2,0,2,0,4,0,4,0,872.0970683000633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.668025599909015,872.0833552999538,872.0970683000633,872.0970683000633,872.0970683000633,872.0970683000633,872.5319460000028,k,right,1,8,2,4,59,2,None,21.11680289998185,21.117200799984857,872.5325157000334,872.5468166999635,872.5468166999635,873.5714860000298,873.5714860000298,873.5465174000128,22.13132369995583,22.13141089992132,873.5640328999725,873.5714860000298,873.5714860000298,874.5616303999559,stimuli/box_coin_transparent.png,23.1463994999649,23.14644739998039,874.561756399984,874.5777002999675,877.0931697000633,877.076700500038,25.661465000011958,0.42250320001039654,None,,,,,,,,,,,,,,,,,,257645,right,yes,None,2025-05-06_15h16.18.266,RL_out-of-scanner,2024.2.4,59.78322602820239,2025-05-06 15h16.55.730739 -0700,
