thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
42,0,42,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,217.04545839998173,k,None,217.56055039999774,217.56098159996327,219.5747741999803,219.5748313999502,220.58994169998914,220.58998930000234,224.10385199997108,0.48992860002908856,None,,,,,,,2,0,2,0,42,0,42,0,1027.9170422999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.04545839998173,1027.9034818999935,1027.9170422999887,1027.9170422999887,1027.9170422999887,1027.9170422999887,1028.4183788999799,k,right,1,15,4,8,106,24,None,217.56055039999774,217.56098159996327,1028.4189948999556,1028.4332460999722,1028.4332460999722,1030.457355099963,1030.457355099963,1030.432664199965,219.5747741999803,219.5748313999502,1030.4498437999864,1030.457355099963,1030.457355099963,1031.4478634999832,stimuli/box_coin_transparent.png,220.58994169998914,220.58998930000234,1031.447992899979,1031.4638900999562,1034.978185099957,1034.9617799000116,224.10385199997108,0.48992860002908856,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
43,0,43,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,224.1064772999962,k,None,224.5221386999474,224.5225435999455,225.5363768999814,225.5364319999935,226.55170889996225,226.5517573999823,228.56635879998794,0.3990480999927968,None,,,,,,,2,0,2,0,43,0,43,0,1034.978185099957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1064772999962,1034.9645038999734,1034.978185099957,1034.978185099957,1034.978185099957,1034.978185099957,1035.3799786999589,k,right,1,15,5,8,107,25,None,224.5221386999474,224.5225435999455,1035.3805540999747,1035.3946387000033,1035.3946387000033,1036.419945599977,1036.419945599977,1036.3942709999974,225.5363768999814,225.5364319999935,1036.4123806999996,1036.419945599977,1036.419945599977,1037.4096319999662,stimuli/box_coin_transparent.png,226.55170889996225,226.5517573999823,1037.4097650999902,1037.4258181999903,1039.4409366999753,1039.4242998000118,228.56635879998794,0.3990480999927968,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
44,0,44,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,228.5682944,None,None,230.08198679995257,230.08209159999387,232.59708069998305,232.59712989995023,233.5972815999994,233.59733269998105,235.61156029999256,,,,,,,,,2,0,2,0,44,0,44,0,1039.4409366999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5682944,1039.4262951999553,1039.4409366999753,1039.4409366999753,1039.4409366999753,1039.4409366999753,1040.9398546000011,None,right,1,15,5,8,107,25,None,230.08198679995257,230.08209159999387,1040.9400784999598,1040.9561011999613,1040.9561011999613,1043.4715423999587,1043.4715423999587,1043.455000499962,232.59708069998305,232.59712989995023,1043.4638332999893,1043.4715423999587,1043.4715423999587,1044.4552038999973,no selection made,233.5972815999994,233.59733269998105,1044.4553317999816,1044.4700603999663,1046.4855258999742,1046.4694865999627,235.61156029999256,,,,,,,,,,,,1044.4700603999663,1044.4700603999663,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
45,0,45,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,235.61416779999854,k,None,235.93033809994813,235.9307426000014,236.92778759996872,236.9278437999892,237.94270999997389,237.94276009994792,238.94220369996037,0.29957860003924,None,,,,,,,2,0,2,0,45,0,45,0,1046.4855258999742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.61416779999854,1046.4721931999666,1046.4855258999742,1046.4855258999742,1046.4855258999742,1046.4855258999742,1046.7881769000087,k,right,1,15,6,8,108,26,None,235.93033809994813,235.9307426000014,1046.7887596999644,1046.8021439999575,1046.8021439999575,1047.8112408999586,1047.8112408999586,1047.7856796999695,236.92778759996872,236.9278437999892,1047.803733000008,1047.8112408999586,1047.8112408999586,1048.8006268999889,stimuli/box_coin_transparent.png,237.94270999997389,237.94276009994792,1048.8007641999866,1048.8163332999684,1049.8163730999804,1049.800132000004,238.94220369996037,0.29957860003924,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
46,0,46,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,238.94480119994842,None,None,240.4573856999632,240.4574958999874,242.47334219998447,242.47339659999125,243.4880871999776,243.4881412999821,244.48772529995767,,,,,,,,,2,0,2,0,46,0,46,0,1049.8163730999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.94480119994842,1049.8028240999556,1049.8163730999804,1049.8163730999804,1049.8163730999804,1049.8163730999804,1051.3152490999782,None,right,1,15,6,8,108,26,None,240.4573856999632,240.4574958999874,1051.3154981999542,1051.3315148999682,1051.3315148999682,1053.3527709000045,1053.3527709000045,1053.331234799989,242.47334219998447,242.47339659999125,1053.3455264999648,1053.3527709000045,1053.3527709000045,1054.3460046999971,no selection made,243.4880871999776,243.4881412999821,1054.3461401999812,1054.362129999965,1055.3617495999788,1055.345655000012,244.48772529995767,,,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
47,0,47,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,244.4904922999558,k,None,245.03913199994713,245.03953459998593,248.05212989996653,248.05218649999006,249.0673937999527,249.06744409998646,250.58325389999663,0.5274937999784015,None,,,,,,,2,0,2,0,47,0,47,0,1055.3617495999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.4904922999558,1055.3485219999566,1055.3617495999788,1055.3617495999788,1055.3617495999788,1055.3617495999788,1055.8969640999567,k,right,0,15,6,8,109,26,None,245.03913199994713,245.03953459998593,1055.8975427999976,1055.9112496000016,1055.9112496000016,1058.9309214999666,1058.9309214999666,1058.9100215999642,248.05212989996653,248.05218649999006,1058.9241521999938,1058.9309214999666,1058.9309214999666,1059.9253163000103,stimuli/box_empty_transparent.png,249.0673937999527,249.06744409998646,1059.925446899957,1059.9410259999568,1061.4572065999964,1061.4411820999812,250.58325389999663,0.5274937999784015,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
48,0,48,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,250.58571969997138,k,None,250.951148299966,250.95155719999457,252.46483399998397,252.464890299947,253.48012739996193,253.4801776999957,256.99448349996237,0.3382347999722697,None,,,,,,,2,0,2,0,48,0,48,0,1061.4572065999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.58571969997138,1061.4437428999809,1061.4572065999964,1061.4572065999964,1061.4572065999964,1061.4572065999964,1061.8089487999678,k,right,1,15,7,8,110,27,None,250.951148299966,250.95155719999457,1061.8095669999602,1061.8233252000064,1061.8233252000064,1063.3470341999782,1063.3470341999782,1063.3227278999984,252.46483399998397,252.464890299947,1063.3401701999828,1063.3470341999782,1063.3470341999782,1064.3380274999654,stimuli/box_coin_transparent.png,253.48012739996193,253.4801776999957,1064.338181399973,1064.3541797999642,1067.868714399985,1067.8524120000075,256.99448349996237,0.3382347999722697,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
49,0,49,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,256.9971030000015,k,None,257.4457180999452,257.44622699997853,258.95998139999574,258.9600388999679,259.97485790000064,259.97490759997163,259.9759158999659,0.4274451000383124,None,,,,,,,2,0,2,0,49,0,49,0,1067.868714399985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.9971030000015,1067.8551295999787,1067.868714399985,1067.868714399985,1067.868714399985,1067.868714399985,1068.3035590999643,k,right,1,15,8,8,111,28,None,257.4457180999452,257.44622699997853,1068.3042443000013,1068.3184116999619,1068.3184116999619,1069.8428398999968,1069.8428398999968,1069.8178723999881,258.95998139999574,258.9600388999679,1069.8355522999773,1069.8428398999968,1069.8428398999968,1070.8327815000084,stimuli/box_coin_transparent.png,259.97485790000064,259.97490759997163,1070.832910600002,1070.8755497999955,1070.8755497999955,1070.833843600005,259.9759158999659,0.4274451000383124,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
2,0,2,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.8701486999635,1070.8755497999955,1074.8462093999842,1074.8463241999852,1074.8628089999547,1115.829572699964,1115.813945700007,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.814119399991,1115.8145192000084,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
