thisN,thisTrialN,thisRepN,cue_resp_lp.keys,cue_resp_lp.rt,cue_resp_lp.duration,cue_resp_rp.keys,cue_resp_rp.rt,cue_resp_rp.duration,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,prac_left.started,left_box_lp.started,right_box_lp.started,cue_resp_lp.started,prac_left_text.started,prac_left.stopped,practice_loop.cue_resp_lp.keys,practice_loop.cue_resp_lp.rt,practice_loop.cue_resp_lp.duration,prac_left_response.started,left_box_lr.started,right_box_lr.started,prac_left_response.stopped,prac_right.started,left_box_rp.started,right_box_rp.started,cue_resp_rp.started,prac_right_text.started,prac_right.stopped,practice_loop.cue_resp_rp.keys,practice_loop.cue_resp_rp.rt,practice_loop.cue_resp_rp.duration,prac_right_response.started,left_box_rr.started,right_box_rr.started,prac_right_response.stopped,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,102.25346539996099,j,None,102.71933299995726,102.71979730000021,104.73296489997301,104.73302319995128,105.74782529997174,105.74787419999484,107.7629243999836,0.44138650002423674,None,,,,,,,2,0,2,0,20,0,20,0,913.1252009999589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25346539996099,913.1114950999618,913.1252009999589,913.1252009999589,913.1252009999589,913.1252009999589,913.5771725999657,j,left,1,7,1,7,92,14,None,102.71933299995726,102.71979730000021,913.5778225999675,913.591381999955,913.591381999955,915.6156420999905,915.6156420999905,915.590854799957,104.73296489997301,104.73302319995128,915.6084320999798,915.6156420999905,915.6156420999905,916.605748699978,stimuli/box_coin_transparent.png,105.74782529997174,105.74787419999484,916.6058790999814,916.6216715999763,918.6373356999829,918.6208535999758,107.7629243999836,0.44138650002423674,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
21,0,21,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,107.76536199997645,None,None,109.26284219999798,109.26295759994537,112.27734879998025,112.27739829994971,113.29192079999484,113.29197539994493,114.79120799998054,,,,,,,,,2,0,2,0,21,0,21,0,918.6373356999829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.76536199997645,918.6233843999798,918.6373356999829,918.6373356999829,918.6373356999829,918.6373356999829,920.1207002999727,None,left,1,7,1,7,92,14,None,109.26284219999798,109.26295759994537,920.1209639000008,920.1362816999899,920.1362816999899,923.1569260999677,923.1569260999677,923.1352380999597,112.27734879998025,112.27739829994971,923.149555699958,923.1569260999677,923.1569260999677,924.1498403999722,no selection made,113.29192079999484,113.29197539994493,924.1499761999585,924.1659268999938,925.6653837999911,925.649135399959,114.79120799998054,,,,,,,,,,,,,,920.1362816999899,920.1362816999899,920.1362816999899,920.1362816999899,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
22,0,22,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,114.79379189998144,j,['j'],115.89200239995262,115.89246079995064,117.40599109994946,117.40604439994786,118.42111649998697,118.42116999998689,120.43663729995023,1.0705762999714352,None,[0.3326929999748245],[0.09049879998201504],,,,,2,0,2,0,22,0,22,0,925.6653837999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.79379189998144,925.6518172000069,925.6653837999911,925.6653837999911,925.6653837999911,925.6653837999911,926.7497901999741,j,left,1,7,2,7,93,15,['j'],115.89200239995262,115.89246079995064,926.7504734999966,926.7643963999581,926.7643963999581,928.288006799994,928.288006799994,928.26388340001,117.40599109994946,117.40604439994786,928.2811817000038,928.288006799994,928.288006799994,929.2790356999612,stimuli/box_coin_transparent.png,118.42111649998697,118.42116999998689,929.2791695999913,929.2950535999844,931.3103307999554,931.2945649999892,120.43663729995023,1.0705762999714352,None,[0.3326929999748245],[0.09049879998201504],,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
23,0,23,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,120.43940949998796,j,None,120.93822559999535,120.93869359995006,122.45185269997455,122.45190669997828,123.46730179997394,123.46735229995102,124.98288799996953,0.4719040000345558,None,,,,,,,2,0,2,0,23,0,23,0,931.3103307999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.43940949998796,931.2974422999541,931.3103307999554,931.3103307999554,931.3103307999554,931.3103307999554,931.7960236999788,j,left,1,7,3,7,94,16,None,120.93822559999535,120.93869359995006,931.7967045999831,931.8105400999775,931.8105400999775,933.3337386999629,933.3337386999629,933.3097449999768,122.45185269997455,122.45190669997828,933.3269377999823,933.3337386999629,933.3337386999629,934.3252195999958,stimuli/box_coin_transparent.png,123.46730179997394,123.46735229995102,934.3253576999996,934.3409232999547,935.8570750000072,935.84081590001,124.98288799996953,0.4719040000345558,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
24,0,24,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,124.98544799996307,j,None,125.51712529995712,125.51744139997754,127.53102059999947,127.53107769996859,128.54636949999258,128.54641839995747,130.0457810999942,0.512109600007534,None,,,,,,,2,0,2,0,24,0,24,0,935.8570750000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.98544799996307,935.8434694999596,935.8570750000072,935.8570750000072,935.8570750000072,935.8570750000072,936.3750080000027,j,left,1,7,4,7,95,17,None,125.51712529995712,125.51744139997754,936.3754375999561,936.389902099967,936.389902099967,938.4128661999712,938.4128661999712,938.3889160999679,127.53102059999947,127.53107769996859,938.4060495999875,938.4128661999712,938.4128661999712,939.4042915999889,stimuli/box_coin_transparent.png,128.54636949999258,128.54641839995747,939.4044393000077,939.4204133999883,940.9194299000083,940.9037110999925,130.0457810999942,0.512109600007534,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
25,0,25,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,130.04823839996243,j,None,130.74708189995727,130.7475407999591,131.76151909999317,131.7615810999996,132.77670269994996,132.77675209997687,136.2905410999665,0.6828850999590941,None,,,,,,,2,0,2,0,25,0,25,0,940.9194299000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.04823839996243,940.9062596999574,940.9194299000083,940.9194299000083,940.9194299000083,940.9194299000083,941.6049244999886,j,left,0,7,4,7,96,17,None,130.74708189995727,130.7475407999591,941.6055530000012,941.6195355000091,941.6195355000091,942.6406423999579,942.6406423999579,942.6194099999848,131.76151909999317,131.7615810999996,942.6335012000054,942.6406423999579,942.6406423999579,943.6346258000121,stimuli/box_empty_transparent.png,132.77670269994996,132.77675209997687,943.6347554000095,943.6502710999921,947.1645723999827,947.1484695000108,136.2905410999665,0.6828850999590941,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
26,0,26,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,136.29312249994837,None,['j'],137.79006539995316,137.7902109999559,138.28956089995336,138.28961709997384,139.30453339999076,139.30458199995337,142.8183717999491,,,[1.0161384999519214],[0.08260080002946779],,,,,2,0,2,0,26,0,26,0,947.1645723999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.29312249994837,947.1511450000107,947.1645723999827,947.1645723999827,947.1645723999827,947.1645723999827,948.6478783999919,None,left,0,7,4,7,96,17,['j'],137.79006539995316,137.7902109999559,948.6482149999938,948.6634878999903,948.6634878999903,949.1691091000102,949.1691091000102,949.1474535999587,138.28956089995336,138.28961709997384,949.1619041999802,949.1691091000102,949.1691091000102,950.1624565999955,no selection made,139.30453339999076,139.30458199995337,950.1625833999715,950.1784820999601,953.6926574999816,953.6763019000064,142.8183717999491,,,[1.0161384999519214],[0.08260080002946779],,,,,,,,,,948.6634878999903,948.6634878999903,948.6634878999903,948.6634878999903,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
27,0,27,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,142.82082859997172,j,None,143.1205247999751,143.12097969994647,144.6340985999559,144.63413520000177,145.64920699998038,145.64925539999967,146.64926689997083,0.27905939996708184,None,,,,,,,2,0,2,0,27,0,27,0,953.6926574999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.82082859997172,953.6788517999812,953.6926574999816,953.6926574999816,953.6926574999816,953.6926574999816,953.978363799979,j,left,0,7,4,7,97,17,None,143.1205247999751,143.12097969994647,953.9789915999863,953.9926635999582,953.9926635999582,955.5081258999999,955.5081258999999,955.4920132000116,144.6340985999559,144.63413520000177,955.5002679000027,955.5081258999999,955.5081258999999,956.5071301999851,stimuli/box_empty_transparent.png,145.64920699998038,145.64925539999967,956.5072587999748,956.5231728999643,957.5233590999851,957.5071945000091,146.64926689997083,0.27905939996708184,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
28,0,28,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,146.65185039996868,j,None,146.9341310999589,146.9345833999687,147.93144079996273,147.9314951999695,148.9470997999888,148.947153599991,152.46112009999342,0.2604027999914251,None,,,,,,,2,0,2,0,28,0,28,0,957.5233590999851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.65185039996868,957.5098757999949,957.5233590999851,957.5233590999851,957.5233590999851,957.5233590999851,957.7919606000069,j,left,1,7,5,7,98,18,None,146.9341310999589,146.9345833999687,957.7925953000085,957.8060396999936,957.8060396999936,958.8132771999808,958.8132771999808,958.7893350999802,147.93144079996273,147.9314951999695,958.8064750999911,958.8132771999808,958.8132771999808,959.8050224999897,stimuli/box_coin_transparent.png,148.9470997999888,148.947153599991,959.8051579999737,959.8212327999645,963.335558199964,963.3190480999765,152.46112009999342,0.2604027999914251,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
29,0,29,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,152.46366309997393,j,None,152.9459253999521,152.946389299992,154.95924449997256,154.95929859997705,155.9743195999763,155.97436860000016,156.973950399959,0.46491410001181066,None,,,,,,,2,0,2,0,29,0,29,0,963.335558199964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.46366309997393,963.3216880999971,963.335558199964,963.335558199964,963.335558199964,963.335558199964,963.8037650999613,j,left,1,7,6,7,99,19,None,152.9459253999521,152.946389299992,963.8044012999744,963.8180154999718,963.8180154999718,965.8410285999998,965.8410285999998,965.8171382999863,154.95924449997256,154.95929859997705,965.8342690999852,965.8410285999998,965.8410285999998,966.8322430999833,stimuli/box_coin_transparent.png,155.9743195999763,155.97436860000016,966.8323721999768,966.848361100012,967.8481542000081,967.8318765999866,156.973950399959,0.46491410001181066,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
30,0,30,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,156.97656569996616,j,None,157.3581454999512,157.35858229995938,158.35700369998813,158.3570585999987,159.37189599999692,159.3719451999641,160.3879965999513,0.3612357000238262,None,,,,,,,2,0,2,0,30,0,30,0,967.8481542000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.97656569996616,967.8345993999974,967.8481542000081,967.8481542000081,967.8481542000081,967.8481542000081,968.2159910000046,j,left,0,7,6,7,100,19,None,157.3581454999512,157.35858229995938,968.2165924999863,968.2312112000072,968.2312112000072,969.23658659996,969.23658659996,969.2148945999797,158.35700369998813,158.3570585999987,969.2286825999618,969.23658659996,969.23658659996,970.2298200000077,stimuli/box_empty_transparent.png,159.37189599999692,159.3719451999641,970.2299486999982,970.2461328000063,971.2621622000006,971.2459219999728,160.3879965999513,0.3612357000238262,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
31,0,31,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,160.39056169998366,j,None,160.9730890999781,160.9735454999609,163.98590390000027,163.98595899995416,165.00091609999072,165.00096829998074,167.51531799999066,0.5580237000249326,None,,,,,,,2,0,2,0,31,0,31,0,971.2621622000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.39056169998366,971.2485866000061,971.2621622000006,971.2621622000006,971.2621622000006,971.2621622000006,971.8309315000079,j,left,1,7,7,7,101,20,None,160.9730890999781,160.9735454999609,971.8315581000061,971.8451751999673,971.8451751999673,974.8688118999708,974.8688118999708,974.843793899985,163.98590390000027,163.98595899995416,974.8613824999775,974.8688118999708,974.8688118999708,975.8588403000031,stimuli/box_coin_transparent.png,165.00091609999072,165.00096829998074,975.8589719999582,975.874877299997,978.3895114999614,978.3732467999798,167.51531799999066,0.5580237000249326,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
32,0,32,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,167.5177891999483,j,None,167.8840406999807,167.88449789996957,168.89905179996276,168.89910769998096,169.91343749995576,169.91348619997734,170.91264999995474,0.3496014000265859,None,,,,,,,2,0,2,0,32,0,32,0,978.3895114999614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5177891999483,978.3758129999624,978.3895114999614,978.3895114999614,978.3895114999614,978.3895114999614,978.741881599999,j,right,1,15,0,8,101,20,None,167.8840406999807,167.88449789996957,978.7425384999951,978.7568521999638,978.7568521999638,979.7783571999753,979.7783571999753,979.7569336000015,168.89905179996276,168.89910769998096,979.7710169999627,979.7783571999753,979.7783571999753,980.7713595000096,stimuli/box_empty_transparent.png,169.91343749995576,169.91348619997734,980.7714908999624,980.7871741999988,981.7872230999637,981.7705809999607,170.91264999995474,0.3496014000265859,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
33,0,33,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,170.91512969997711,j,None,171.73004429996945,171.73048279999057,173.74445800000103,173.7445128999534,174.7595381999854,174.75959089997923,176.2587782999617,0.7941646999679506,None,,,,,,,2,0,2,0,33,0,33,0,981.7872230999637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.91512969997711,981.7731610999908,981.7872230999637,981.7872230999637,981.7872230999637,981.7872230999637,982.587880600011,j,right,1,15,0,8,101,20,None,171.73004429996945,171.73048279999057,982.5884931999608,982.6033821000019,982.6033821000019,984.623777300003,984.623777300003,984.6023528999649,173.74445800000103,173.7445128999534,984.6165107999695,984.623777300003,984.623777300003,985.6174623999977,stimuli/box_empty_transparent.png,174.7595381999854,174.75959089997923,985.6175957999658,985.6334507999709,987.1328180999844,987.1167064000037,176.2587782999617,0.7941646999679506,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
34,0,34,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,176.26131779997377,j,None,177.05989089998184,177.06035990000237,180.07311349996598,180.07317389996024,181.08765889995266,181.08772279997356,183.60265989997424,0.767816000035964,None,,,,,,,2,0,2,0,34,0,34,0,987.1328180999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.26131779997377,987.1193422999931,987.1328180999844,987.1328180999844,987.1328180999844,987.1328180999844,987.9177320000017,j,right,1,15,0,8,101,20,None,177.05989089998184,177.06035990000237,987.918375899957,987.9323499999591,987.9323499999591,990.9526695999666,990.9526695999666,990.9309756999719,180.07311349996598,180.07317389996024,990.9451160999597,990.9526695999666,990.9526695999666,991.945582699962,stimuli/box_empty_transparent.png,181.08765889995266,181.08772279997356,991.9457281999639,991.9616095999954,994.4769170999643,994.4605914999847,183.60265989997424,0.767816000035964,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
35,0,35,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,183.60523979994468,j,None,184.00450669997372,184.00496879999992,185.5183547999477,185.51841079996666,186.53349629999138,186.5335453999578,187.53292789997067,0.37986470002215356,None,,,,,,,2,0,2,0,35,0,35,0,994.4769170999643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.60523979994468,994.4632705000113,994.4769170999643,994.4769170999643,994.4769170999643,994.4769170999643,994.8623475999921,j,right,1,15,0,8,101,20,None,184.00450669997372,184.00496879999992,994.8629806999816,994.8766444000066,994.8766444000066,996.3969667999772,996.3969667999772,996.3762470000074,185.5183547999477,185.51841079996666,996.3901021999773,996.3969667999772,996.3969667999772,997.3914183999877,stimuli/box_empty_transparent.png,186.53349629999138,186.5335453999578,997.3915491999942,997.4072909000097,998.4070231000078,998.3908588999766,187.53292789997067,0.37986470002215356,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
36,0,36,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,187.53551859996514,j,None,188.267315999954,188.2677612999687,189.78149129997473,189.78154820000054,190.79665859998204,190.79671539994888,194.3110976999742,0.7082468000007793,None,,,,,,,2,0,2,0,36,0,36,0,998.4070231000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.53551859996514,998.3935460000066,998.4070231000078,998.4070231000078,998.4070231000078,998.4070231000078,999.1251607000013,j,right,1,15,0,8,101,20,None,188.267315999954,188.2677612999687,999.125774199958,999.1398412999697,999.1398412999697,1000.6609320999705,1000.6609320999705,1000.639381099958,189.78149129997473,189.78154820000054,1000.6536199999973,1000.6609320999705,1000.6609320999705,1001.654581299983,stimuli/box_empty_transparent.png,190.79665859998204,190.79671539994888,1001.6547182999784,1001.6707165999687,1005.1851969999843,1005.1690248000086,194.3110976999742,0.7082468000007793,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
37,0,37,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,194.3136706999503,k,None,194.64594109996688,194.64637139998376,196.6596001999569,196.6596558999736,197.674778399989,197.67482639994705,198.6904597999528,0.30144929996458814,None,,,,,,,2,0,2,0,37,0,37,0,1005.1851969999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3136706999503,1005.1716949999682,1005.1851969999843,1005.1851969999843,1005.1851969999843,1005.1851969999843,1005.503782499989,k,right,1,15,1,8,102,21,None,194.64594109996688,194.64637139998376,1005.5043820999563,1005.5182602999848,1005.5182602999848,1007.5423076999723,1007.5423076999723,1007.5174904000014,196.6596001999569,196.6596558999736,1007.5349014999811,1007.5423076999723,1007.5423076999723,1008.532704000012,stimuli/box_coin_transparent.png,197.674778399989,197.67482639994705,1008.5328769999905,1008.5489049999742,1009.5647793000098,1009.5483880999964,198.6904597999528,0.30144929996458814,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
38,0,38,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,198.69290849997196,None,None,200.19037809997099,200.1904936999781,201.20597109996015,201.20602259994484,202.22117489995435,202.22122509998735,203.7370755999582,,,,,,,,,2,0,2,0,38,0,38,0,1009.5647793000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.69290849997196,1009.5509324999875,1009.5647793000098,1009.5647793000098,1009.5647793000098,1009.5647793000098,1011.0482138000079,None,right,1,15,1,8,102,21,None,200.19037809997099,200.1904936999781,1011.0484960000031,1011.0638180999667,1011.0638180999667,1012.0859447999974,1012.0859447999974,1012.0638657999807,201.20597109996015,201.20602259994484,1012.0788710999768,1012.0859447999974,1012.0859447999974,1013.0790936999838,no selection made,202.22117489995435,202.22122509998735,1013.0792240999872,1013.0953401000006,1014.6112915999838,1014.5950051000109,203.7370755999582,,,,,,,,,,,,,,1011.0638180999667,1011.0638180999667,1011.0638180999667,1011.0638180999667,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
39,0,39,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,203.73965499998303,k,None,204.2548347999691,204.2552409999771,205.25264539994532,205.25269959995057,206.2679431999568,206.26799759996356,207.28382029995555,0.4922361999633722,None,,,,,,,2,0,2,0,39,0,39,0,1014.6112915999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.73965499998303,1014.5976780999918,1014.6112915999838,1014.6112915999838,1014.6112915999838,1014.6112915999838,1015.1126743999775,k,right,0,15,1,8,103,21,None,204.2548347999691,204.2552409999771,1015.1132501999964,1015.1270122999558,1015.1270122999558,1016.1312915000017,1016.1312915000017,1016.1105395999621,205.25264539994532,205.25269959995057,1016.1244769999757,1016.1312915000017,1016.1312915000017,1017.1258666999638,stimuli/box_empty_transparent.png,206.2679431999568,206.26799759996356,1017.1260005999939,1017.1422258999664,1018.157535300008,1018.141747799993,207.28382029995555,0.4922361999633722,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
40,0,40,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,207.2863672999665,k,None,207.95115909999004,207.95156519999728,209.46601539995754,209.46607119997498,210.4813038999564,210.4813535999856,211.48032789997524,0.6398004000075161,None,,,,,,,2,0,2,0,40,0,40,0,1018.157535300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.2863672999665,1018.1443984999787,1018.157535300008,1018.157535300008,1018.157535300008,1018.157535300008,1018.8090040999814,k,right,1,15,2,8,104,22,None,207.95115909999004,207.95156519999728,1018.809573800012,1018.8240851999726,1018.8240851999726,1020.3491461999947,1020.3491461999947,1020.3239114999888,209.46601539995754,209.46607119997498,1020.341992600006,1020.3491461999947,1020.3491461999947,1021.3392256000079,stimuli/box_coin_transparent.png,210.4813038999564,210.4813535999856,1021.3393576999661,1021.3549589999602,1022.3547394999769,1022.3382575999713,211.48032789997524,0.6398004000075161,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
41,0,41,,,,,,,space,2.782220499997493,None,5,0.7238782999920659,None,211.4828192999703,k,None,212.0149695999571,212.01522609998938,213.0131398999947,213.0131943000015,214.02827989996877,214.02833069994813,217.04285469994647,0.5028881999896839,None,,,,,,,2,0,2,0,41,0,41,0,1022.3547394999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4828192999703,1022.3408413999714,1022.3547394999769,1022.3547394999769,1022.3547394999769,1022.3547394999769,1022.872857099981,k,right,1,15,3,8,105,23,None,212.0149695999571,212.01522609998938,1022.8732164999819,1022.8876071999548,1022.8876071999548,1023.896939600003,1023.896939600003,1023.871030499984,213.0131398999947,213.0131943000015,1023.8896420999663,1023.896939600003,1023.896939600003,1024.8862033999758,stimuli/box_coin_transparent.png,214.02827989996877,214.02833069994813,1024.8863349999883,1024.9022671999992,1027.9170422999887,1027.9007831999916,217.04285469994647,0.5028881999896839,None,,,,,,,,,,,,,,,,,,390092,right,yes,None,2025-05-06_11h49.00.376,RL_out-of-scanner,2024.2.4,60.038352505050334,2025-05-06 11h49.09.092266 -0700,
