thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,4.223659799899906,None,5,4.011576100252569,None,40.75111929979175,j,0.3284483999013901,None,None,41.09921719972044,41.09946390008554,44.09863149980083,44.09866329981014,45.0990512999706,45.099076400045305,46.598313299939036,,,,,,,0,0,0,0,8,0,8,0,93.68064820021391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75111929979175,93.66609340021387,93.68064820021391,93.68064820021391,93.68064820021391,93.68064820021391,94.01411480037495,j,0.3284483999013901,None,right,1,13,2,0,3,2,None,41.09921719972044,41.09946390008554,94.01443130010739,94.03027430037037,94.03027430037037,97.03045100020245,97.03045100020245,97.01355030015111,44.09863149980083,44.09866329981014,97.01884170016274,97.03045100020245,97.03045100020245,98.01397950015962,stimuli/box_empty_transparent.png,45.0990512999706,45.099076400045305,98.0140419001691,98.02953950036317,99.52988730045035,99.51324630016461,46.598313299939036,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
9,0,9,space,4.223659799899906,None,5,4.011576100252569,None,46.599409400019795,k,0.34276269981637597,None,None,46.966188800055534,46.96642469987273,48.46527240006253,48.46530500007793,49.46690859971568,49.46693849982694,51.465082000009716,,,,,,,0,0,0,0,9,0,9,0,99.52988730045035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.599409400019795,99.51437790039927,99.52988730045035,99.52988730045035,99.52988730045035,99.52988730045035,99.88108640024439,k,0.34276269981637597,None,right,1,13,3,0,4,3,None,46.966188800055534,46.96642469987273,99.88139570038766,99.89682830031961,99.89682830031961,101.3969492004253,101.3969492004253,101.38019190030172,48.46527240006253,48.46530500007793,101.38641650043428,101.3969492004253,101.3969492004253,102.3818353000097,stimuli/box_coin_transparent.png,49.46690859971568,49.46693849982694,102.38191020023078,102.39692120021209,104.39618500042707,104.38001590035856,51.465082000009716,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
10,0,10,space,4.223659799899906,None,5,4.011576100252569,None,51.4660704000853,k,0.3113803002052009,None,None,51.79886960005388,51.799064999911934,53.298425999935716,53.29845689982176,54.29916509985924,54.29919759975746,55.30127379996702,,,,,,,0,0,0,0,10,0,10,0,104.39618500042707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4660704000853,104.3810365004465,104.39618500042707,104.39618500042707,104.39618500042707,104.39618500042707,104.71375680016354,k,0.3113803002052009,None,right,1,13,4,0,5,4,None,51.79886960005388,51.799064999911934,104.71402890002355,104.73029450001195,104.73029450001195,106.2304928000085,106.2304928000085,106.21334640029818,53.298425999935716,53.29845689982176,106.22054040012881,106.2304928000085,106.2304928000085,107.2140951002948,stimuli/box_coin_transparent.png,54.29916509985924,54.29919759975746,107.21416180022061,107.22890060022473,108.23353930003941,108.21620860043913,55.30127379996702,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
11,0,11,space,4.223659799899906,None,5,4.011576100252569,None,55.30231550009921,k,0.26655729999765754,None,None,55.58658239990473,55.586780400015414,57.5855979998596,57.58563190000132,58.598243799991906,58.59827459976077,60.0976656996645,,,,,,,0,0,0,0,11,0,11,0,108.23353930003941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.30231550009921,108.21728290012106,108.23353930003941,108.23353930003941,108.23353930003941,108.23353930003941,108.50148370023817,k,0.26655729999765754,None,right,1,13,5,0,6,5,None,55.58658239990473,55.586780400015414,108.5017438000068,108.51316140033305,108.51316140033305,110.51817770022899,110.51817770022899,110.50051180040464,57.5855979998596,57.58563190000132,110.50818330002949,110.51817770022899,110.51817770022899,111.51316990004852,stimuli/box_coin_transparent.png,58.598243799991906,58.59827459976077,111.51325680036098,111.52919800020754,113.02934690006077,113.0126019003801,60.0976656996645,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
12,0,12,space,4.223659799899906,None,5,4.011576100252569,None,60.09878939995542,k,0.48868760000914335,None,None,60.61599810002372,60.61620179982856,61.615129499696195,61.61516369972378,62.6153066996485,62.615333899855614,65.6142506999895,,,,,,,0,0,0,0,12,0,12,0,113.02934690006077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09878939995542,113.0137595999986,113.02934690006077,113.02934690006077,113.02934690006077,113.02934690006077,113.53089080005884,k,0.48868760000914335,None,right,1,13,6,0,7,6,None,60.61599810002372,60.61620179982856,113.53117050044239,113.54602190013975,113.54602190013975,114.54717030003667,114.54717030003667,114.53004430001602,61.615129499696195,61.61516369972378,114.53747390024364,114.54717030003667,114.54717030003667,115.53023650031537,stimuli/box_coin_transparent.png,62.6153066996485,62.615333899855614,115.53030130034313,115.54568090010434,118.54586550034583,118.52918320009485,65.6142506999895,115.54568090010434,115.54568090010434,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
13,0,13,space,4.223659799899906,None,5,4.011576100252569,None,65.61537309968844,k,0.37605590000748634,None,None,66.0159527999349,66.01616559969261,66.51880599977449,66.51883969968185,67.5310780997388,67.5311062997207,69.5316296000965,,,,,,,0,0,0,0,13,0,13,0,118.54586550034583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.61537309968844,118.53034160006791,118.54586550034583,118.54586550034583,118.54586550034583,118.54586550034583,118.93084450019524,k,0.37605590000748634,None,right,0,13,6,0,8,6,None,66.0159527999349,66.01616559969261,118.93113430030644,118.94623720040545,118.94623720040545,119.44987770030275,119.44987770030275,119.43372210022062,66.51880599977449,66.51883969968185,119.43928730022162,119.44987770030275,119.44987770030275,120.44600560003892,stimuli/box_empty_transparent.png,67.5310780997388,67.5311062997207,120.4460774003528,120.46201050002128,122.4623891999945,122.44656180031598,69.5316296000965,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
14,0,14,space,4.223659799899906,None,5,4.011576100252569,None,69.53276739967987,k,0.315077000297606,None,None,69.8648067000322,69.8649796997197,71.36457429965958,71.36460579978302,72.38157689990476,72.38161520007998,73.38075689971447,,,,,,,0,0,0,0,14,0,14,0,122.4623891999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.53276739967987,122.4477353002876,122.4623891999945,122.4623891999945,122.4623891999945,122.4623891999945,122.77970569999889,k,0.315077000297606,None,right,1,13,7,0,9,7,None,69.8648067000322,69.8649796997197,122.77994450042024,122.79680760018528,122.79680760018528,124.29753350000829,124.29753350000829,124.27949370024726,71.36457429965958,71.36460579978302,124.28585170023143,124.29753350000829,124.29753350000829,125.29650510009378,stimuli/box_coin_transparent.png,72.38157689990476,72.38161520007998,125.29658150020987,125.3117748000659,126.31566690001637,126.29568870039657,73.38075689971447,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
15,0,15,space,4.223659799899906,None,5,4.011576100252569,None,73.38193439971656,k,0.3699455000460148,None,None,73.78191709984094,73.78212819993496,74.78175819991156,74.78179439995438,75.78282599989325,75.78285630000755,77.7840060996823,,,,,,,0,0,0,0,15,0,15,0,126.31566690001637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38193439971656,126.29690070031211,126.31566690001637,126.31566690001637,126.31566690001637,126.31566690001637,126.6968093002215,k,0.3699455000460148,None,right,1,13,8,0,10,8,None,73.78191709984094,73.78212819993496,126.69709740020335,126.71267390018329,126.71267390018329,127.71482740016654,127.71482740016654,127.6966685000807,74.78175819991156,74.78179439995438,127.70400980021805,127.71482740016654,127.71482740016654,128.69774900004268,stimuli/box_coin_transparent.png,75.78282599989325,75.78285630000755,128.69782790029421,128.7119583003223,130.71611880045384,130.69893660023808,77.7840060996823,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
16,0,16,space,4.223659799899906,None,5,4.011576100252569,None,77.78526500007138,k,0.3507740995846689,None,None,78.1691228998825,78.16940649971366,80.18194739986211,80.18198399990797,81.1837335000746,81.18377899983898,82.18093369994313,,,,,,,0,0,0,0,16,0,16,0,130.71611880045384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78526500007138,130.70023890025914,130.71611880045384,130.71611880045384,130.71611880045384,130.71611880045384,131.08393350010738,k,0.3507740995846689,None,right,1,13,9,0,11,9,None,78.1691228998825,78.16940649971366,131.08437040029094,131.09960860013962,131.09960860013962,133.1135455002077,133.1135455002077,133.09686450008303,80.18194739986211,80.18198399990797,133.10422010021284,133.1135455002077,133.1135455002077,134.0986597002484,stimuli/box_coin_transparent.png,81.1837335000746,81.18377899983898,134.09875130001456,134.11168250022456,135.11205780040473,135.09586500003934,82.18093369994313,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
17,0,17,space,4.223659799899906,None,5,4.011576100252569,None,82.18223949987441,k,0.47697640024125576,None,None,82.68134289979935,82.68155330000445,83.6851260997355,83.6851586997509,84.70123940007761,84.70128249982372,85.7004750999622,,,,,,,0,0,0,0,17,0,17,0,135.11205780040473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18223949987441,135.0972227002494,135.11205780040473,135.11205780040473,135.11205780040473,135.11205780040473,135.59623170038685,k,0.47697640024125576,None,right,1,13,10,0,12,10,None,82.68134289979935,82.68155330000445,135.5965363001451,135.61453390028328,135.61453390028328,136.61746880039573,136.61746880039573,136.60004550032318,83.6851260997355,83.6851586997509,136.60668600024655,136.61746880039573,136.61746880039573,137.61616340000182,stimuli/box_coin_transparent.png,84.70123940007761,84.70128249982372,137.61624930007383,137.63164060004056,138.63266310002655,138.61539400042966,85.7004750999622,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
18,0,18,space,4.223659799899906,None,5,4.011576100252569,None,85.70157609973103,k,0.3893255000002682,None,None,86.11889169970527,86.11914519965649,89.61827189987525,89.61830809991807,90.61872809985653,90.61875949986279,92.61690559983253,,,,,,,0,0,0,0,18,0,18,0,138.63266310002655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.70157609973103,138.6165439002216,138.63266310002655,138.63266310002655,138.63266310002655,138.63266310002655,139.03378290031105,k,0.3893255000002682,None,right,1,13,11,0,13,11,None,86.11889169970527,86.11914519965649,139.0341289001517,139.049323100131,139.049323100131,142.55054230010137,142.55054230010137,142.5331761999987,89.61827189987525,89.61830809991807,142.54037370020524,142.55054230010137,142.55054230010137,143.53365460038185,stimuli/box_coin_transparent.png,90.61872809985653,90.61875949986279,143.53372960025445,143.54842910030857,145.5492897001095,145.5318356002681,92.61690559983253,143.54842910030857,143.54842910030857,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
19,0,19,space,4.223659799899906,None,5,4.011576100252569,None,92.61811670009047,k,0.3381528998725116,None,None,92.98553270008415,92.98574719997123,93.98511220002547,93.98514529969543,95.00088550010696,95.00091589987278,96.51414579991251,,,,,,,0,0,0,0,19,0,19,0,145.5492897001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.61811670009047,145.53308760002255,145.5492897001095,145.5492897001095,145.5492897001095,145.5492897001095,145.90043070027605,k,0.3381528998725116,None,right,0,13,11,0,14,11,None,92.98553270008415,92.98574719997123,145.9007166000083,145.9157744999975,145.9157744999975,146.91722690034658,146.91722690034658,146.90002740034834,93.98511220002547,93.98514529969543,146.90609579999,146.91722690034658,146.91722690034658,147.9158115000464,stimuli/box_empty_transparent.png,95.00088550010696,95.00091589987278,147.91588450036943,147.9312769002281,149.44543210044503,149.42907940037549,96.51414579991251,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
20,0,20,space,4.223659799899906,None,5,4.011576100252569,None,96.51525559974834,k,0.43808440025895834,None,None,96.98486740002409,96.98506499966606,98.99680009996518,98.99683259986341,99.99822349986061,99.99825409986079,101.99701950000599,,,,,,,0,0,0,0,20,0,20,0,149.44543210044503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.51525559974834,149.430224200245,149.44543210044503,149.44543210044503,149.44543210044503,149.44543210044503,149.8997674002312,k,0.43808440025895834,None,right,0,13,11,0,15,11,None,96.98486740002409,96.98506499966606,149.9000293002464,149.9156424002722,149.9156424002722,151.92846990004182,151.92846990004182,151.9117201003246,98.99680009996518,98.99683259986341,151.91707000043243,151.92846990004182,151.92846990004182,152.9131444003433,stimuli/box_empty_transparent.png,99.99822349986061,99.99825409986079,152.91322100022808,152.9280193001032,154.92868720041588,154.91195470001549,101.99701950000599,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
21,0,21,space,4.223659799899906,None,5,4.011576100252569,None,101.99812539992854,k,0.3359877998009324,None,None,102.36443549999967,102.36464820010588,105.3638414000161,105.36387549992651,106.36328369984403,106.36330859968439,107.8638873999007,,,,,,,0,0,0,0,21,0,21,0,154.92868720041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.99812539992854,154.91309380019084,154.92868720041588,154.92868720041588,154.92868720041588,154.92868720041588,155.27932710014284,k,0.3359877998009324,None,right,1,13,12,0,16,12,None,102.36443549999967,102.36464820010588,155.27961740037426,155.29484360013157,155.29484360013157,158.29555000038818,158.29555000038818,158.27875660033897,105.3638414000161,105.36387549992651,158.28566950000823,158.29555000038818,158.29555000038818,159.27821690030396,stimuli/box_coin_transparent.png,106.36328369984403,106.36330859968439,159.2782729002647,159.29431310016662,160.79574239999056,160.77882070001215,107.8638873999007,159.29431310016662,159.29431310016662,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
22,0,22,space,4.223659799899906,None,5,4.011576100252569,None,107.8650523996912,k,0.40037310030311346,None,None,108.2973851999268,108.29761380003765,109.79713999992236,109.79718140000477,110.79673750000075,110.7967630000785,112.79630689974874,,,,,,,0,0,0,0,22,0,22,0,160.79574239999056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.8650523996912,160.78002310032025,160.79574239999056,160.79574239999056,160.79574239999056,160.79574239999056,161.2122763004154,k,0.40037310030311346,None,right,1,13,13,0,17,13,None,108.2973851999268,108.29761380003765,161.21258220029995,161.22824890026823,161.22824890026823,162.7282744999975,162.7282744999975,162.71206040028483,109.79713999992236,109.79718140000477,162.7193229002878,162.7282744999975,162.7282744999975,163.71166890021414,stimuli/box_coin_transparent.png,110.79673750000075,110.7967630000785,163.71172660030425,163.72726429998875,165.72799860034138,165.71122820023447,112.79630689974874,163.72726429998875,163.72726429998875,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
23,0,23,space,4.223659799899906,None,5,4.011576100252569,None,112.79753559967503,k,0.3203608999028802,None,None,113.14787899982184,113.14806849975139,114.64664210006595,114.64667350007221,115.64728329982609,115.64730919990689,117.14703769981861,,,,,,,0,0,0,0,23,0,23,0,165.72799860034138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.79753559967503,165.71250530006364,165.72799860034138,165.72799860034138,165.72799860034138,165.72799860034138,166.06277230009437,k,0.3203608999028802,None,left,1,12,0,1,17,13,None,113.14787899982184,113.14806849975139,166.06303369998932,166.07797079999,166.07797079999,167.57853510044515,167.57853510044515,167.56155250035226,114.64664210006595,114.64667350007221,167.5676009003073,167.57853510044515,167.57853510044515,168.56220520008355,stimuli/box_empty_transparent.png,115.64728329982609,115.64730919990689,168.56227410025895,168.57725900039077,170.0786555004306,170.0619712001644,117.14703769981861,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
24,0,24,space,4.223659799899906,None,5,4.011576100252569,None,117.14823869988322,None,,,['k'],118.64697899995372,118.6470229998231,120.64683729968965,120.64687109971419,121.64717079978436,121.64720209967345,123.14693639986217,[0.31691950000822544],[0.111642399802804],,,,,0,0,0,0,24,0,24,0,170.0786555004306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.14823869988322,170.06320630013943,170.0786555004306,170.0786555004306,170.0786555004306,170.0786555004306,171.5618594000116,None,,,left,1,12,0,1,17,13,['k'],118.64697899995372,118.6470229998231,171.5619854000397,171.5787802003324,171.5787802003324,173.57895210012794,173.57895210012794,173.56175290001556,120.64683729968965,120.64687109971419,173.56817040033638,173.57895210012794,173.57895210012794,174.56210190011188,no selection made,121.64717079978436,121.64720209967345,174.56216560024768,174.5773456003517,176.077707500197,176.0618682000786,123.14693639986217,174.5773456003517,174.5773456003517,171.5787802003324,171.5787802003324,171.5787802003324,171.5787802003324,[0.31691950000822544],[0.111642399802804],,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
25,0,25,space,4.223659799899906,None,5,4.011576100252569,None,123.14792699972168,k,0.32384510012343526,None,None,123.49687050003558,123.49706250010058,124.49649979965761,124.49653350003064,125.49631340010092,125.49634219985455,128.99553649965674,,,,,,,0,0,0,0,25,0,25,0,176.077707500197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.14792699972168,176.06289580045268,176.077707500197,176.077707500197,176.077707500197,176.077707500197,176.4117705002427,k,0.32384510012343526,None,left,1,12,0,1,17,13,None,123.49687050003558,123.49706250010058,176.41202760022134,176.4279471002519,176.4279471002519,177.42803010018542,177.42803010018542,177.41141640022397,124.49649979965761,124.49653350003064,177.41738970018923,177.42803010018542,177.42803010018542,178.41124180005863,stimuli/box_empty_transparent.png,125.49631340010092,125.49634219985455,178.4113095002249,178.426909300033,181.92769260006025,181.91046720044687,128.99553649965674,178.426909300033,178.426909300033,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
26,0,26,space,4.223659799899906,None,5,4.011576100252569,None,128.99668539967388,k,0.3424586998298764,None,None,129.36345389997587,129.36363969976082,129.86275509977713,129.86278769979253,130.86265080003068,130.86267949966714,134.36366169992834,,,,,,,0,0,0,0,26,0,26,0,181.92769260006025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.99668539967388,181.91165360016748,181.92769260006025,181.92769260006025,181.92769260006025,181.92769260006025,182.27835470018908,k,0.3424586998298764,None,left,1,12,0,1,17,13,None,129.36345389997587,129.36363969976082,182.27860930003226,182.2944097002037,182.2944097002037,182.79452720005065,182.79452720005065,182.77767219999805,129.86275509977713,129.86278769979253,182.78381400043145,182.79452720005065,182.79452720005065,183.77758100023493,stimuli/box_empty_transparent.png,130.86265080003068,130.86267949966714,183.77764620026574,183.7942451001145,187.29393350007012,187.2785950000398,134.36366169992834,183.7942451001145,183.7942451001145,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
27,0,27,space,4.223659799899906,None,5,4.011576100252569,None,134.36485649971291,k,0.33677450008690357,None,None,134.72961559984833,134.7298389999196,136.23004449997097,136.23007609974593,137.24598959973082,137.2460178998299,138.246690900065,,,,,,,0,0,0,0,27,0,27,0,187.29393350007012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.36485649971291,187.27982750022784,187.29393350007012,187.29393350007012,187.29393350007012,187.29393350007012,187.64450970012695,k,0.33677450008690357,None,left,1,12,0,1,17,13,None,134.72961559984833,134.7298389999196,187.6448079003021,187.6608340004459,187.6608340004459,189.16191040026024,189.16191040026024,189.14496700000018,136.23004449997097,136.23007609974593,189.15106170019135,189.16191040026024,189.16191040026024,190.16091170022264,stimuli/box_empty_transparent.png,137.24598959973082,137.2460178998299,190.16098540043458,190.17770250001922,191.1770411003381,191.16162710031494,138.246690900065,,,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
28,0,28,space,4.223659799899906,None,5,4.011576100252569,None,138.24778739968315,j,0.40202359994873405,None,None,138.68043390009552,138.68069679988548,139.68007709970698,139.6801116000861,140.67974669998512,140.6797706000507,144.17836359981447,,,,,,,0,0,0,0,28,0,28,0,191.1770411003381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.24778739968315,191.162755000405,191.1770411003381,191.1770411003381,191.1770411003381,191.1770411003381,191.59532710025087,j,0.40202359994873405,None,left,1,12,1,1,18,14,None,138.68043390009552,138.68069679988548,191.59566410025582,191.61065510008484,191.61065510008484,192.61114160018042,192.61114160018042,192.59499200014398,139.68007709970698,139.6801116000861,192.60237460024655,192.61114160018042,192.61114160018042,193.59468050021678,stimuli/box_coin_transparent.png,140.67974669998512,140.6797706000507,193.59473420027643,193.6100824000314,197.1100012003444,197.09329500002787,144.17836359981447,193.6100824000314,193.6100824000314,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
29,0,29,space,4.223659799899906,None,5,4.011576100252569,None,144.17953839991242,j,0.5493906000629067,None,None,144.74677229998633,144.74701999966055,146.74569769995287,146.7457316997461,147.74548509996384,147.74551409995183,148.7449917998165,,,,,,,0,0,0,0,29,0,29,0,197.1100012003444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.17953839991242,197.09450390003622,197.1100012003444,197.1100012003444,197.1100012003444,197.1100012003444,197.66167080029845,j,0.5493906000629067,None,left,0,12,1,1,19,14,None,144.74677229998633,144.74701999966055,197.6619863002561,197.67712190002203,197.67712190002203,199.67706920020282,199.67706920020282,199.66061350004748,146.74569769995287,146.7457316997461,199.66674100002274,199.67706920020282,199.67706920020282,200.66041360003874,stimuli/box_empty_transparent.png,147.74548509996384,147.74551409995183,200.66048180032521,200.67606860026717,201.67719490034506,201.6599222002551,148.7449917998165,200.67606860026717,200.67606860026717,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
30,0,30,space,4.223659799899906,None,5,4.011576100252569,None,148.74608579976484,k,0.3032054998911917,None,None,149.07924959994853,149.0794581999071,150.08007150003687,150.08010570006445,151.07989419996738,151.07993289968,152.0950825996697,,,,,,,0,0,0,0,30,0,30,0,201.67719490034506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.74608579976484,201.66105340002105,201.67719490034506,201.67719490034506,201.67719490034506,201.67719490034506,201.99414600012824,k,0.3032054998911917,None,left,0,12,1,1,19,14,None,149.07924959994853,149.0794581999071,201.99442690005526,202.01033550035208,202.01033550035208,203.01069210004061,203.01069210004061,202.9949857001193,150.08007150003687,150.08010570006445,203.00082600023597,203.01069210004061,203.01069210004061,203.99482560018077,stimuli/box_empty_transparent.png,151.07989419996738,151.07993289968,203.9948973003775,204.0105898003094,205.0274810004048,205.0100153000094,152.0950825996697,204.0105898003094,204.0105898003094,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
31,0,31,space,4.223659799899906,None,5,4.011576100252569,None,152.09622159972787,k,0.292117599863559,None,None,152.4169564000331,152.41719119995832,155.41257539996877,155.41261289967224,156.41245479974896,156.41247909981757,158.91183779994026,,,,,,,0,0,0,0,31,0,31,0,205.0274810004048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.09622159972787,205.01118910033256,205.0274810004048,205.0274810004048,205.0274810004048,205.0274810004048,205.3318497003056,k,0.292117599863559,None,left,0,12,1,1,19,14,None,152.4169564000331,152.41719119995832,205.33216080022976,205.3441850002855,205.3441850002855,208.34393250010908,208.34393250010908,208.32749350043014,155.41257539996877,155.41261289967224,208.33298530010507,208.34393250010908,208.34393250010908,209.32738770032302,stimuli/box_empty_transparent.png,156.41245479974896,156.41247909981757,209.3274426003918,209.34375180024654,211.84310670010746,211.82676740037277,158.91183779994026,209.34375180024654,209.34375180024654,,,,,,,,,,,,,,,,,22222,right,no,None,2025-05-07_14h07.02.934,RL_out-of-scanner,2024.2.4,60.5493277023731,2025-05-07 14h07.15.943248 -0500,
