thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,all_keys.keys,cue_resp.rt,cue_resp.duration,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin_img.stopped,magic_coin_text.stopped,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_switch_selec.stopped,right_switch_selec.stopped,left_box_switch_out.stopped,right_box_switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.cue_resp.rt,trials.cue_resp.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,10.986933700274676,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,205.06317560002208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.03129610000178,194.04631930030882,194.04631930030882,205.0469587002881,j,10.986933700274676,None,205.0489271003753,205.06317560002208,205.06317560002208,205.06317560002208,205.06317560002208,206.5627461001277,206.5627461001277,206.5627461001277,206.5627461001277,206.5464694001712,None,left,1,7,0,0,0,0,None,206.55202620010823,206.5627461001277,206.5627461001277,207.56339290039614,207.56339290039614,207.5465072002262,207.55297160008922,207.56339290039614,207.56339290039614,208.5468467003666,no selection made,208.5468876999803,208.56342640006915,210.56404870003462,210.54629570012912,,,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
1,0,1,,,,,,,,,,j,10.986933700274676,None,k,None,0.36231689993292093,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,210.56404870003462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.54732450004667,210.56404870003462,210.56404870003462,210.56404870003462,210.56404870003462,,,,,210.9309714003466,k,left,1,7,0,0,0,0,None,210.9345866004005,210.9463260001503,210.9463260001503,212.4468315001577,212.4468315001577,212.4312096000649,212.43685680022463,212.4468315001577,212.4468315001577,213.4471058002673,stimuli/box_empty_transparent.png,213.44715430028737,213.46241110004485,214.96325240004808,214.94633459998295,0.36231689993292093,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
2,0,2,,,,,,,,,,j,10.986933700274676,None,j,None,0.3570129000581801,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,214.96325240004808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.94749710010365,214.96325240004808,214.96325240004808,214.96325240004808,214.96325240004808,,,,,215.32993600005284,j,left,1,7,1,0,1,1,None,215.33362490031868,215.34579340042546,215.34579340042546,216.3465466001071,216.3465466001071,216.33006100030616,216.3363585001789,216.3465466001071,216.3465466001071,217.33070320030674,stimuli/box_coin_transparent.png,217.33074980042875,217.3478372003883,220.36268590018153,220.34574600029737,0.3570129000581801,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
3,0,3,,,,,,,,,,j,10.986933700274676,None,j,None,0.3352303998544812,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,220.36268590018153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.34687070036307,220.36268590018153,220.36268590018153,220.36268590018153,220.36268590018153,,,,,220.71356310043484,j,left,1,7,2,0,2,2,None,220.7174851000309,220.72893040021881,220.72893040021881,222.72973370039836,222.72973370039836,222.7125759003684,222.71877770032734,222.72973370039836,222.72973370039836,223.71336479997262,stimuli/box_coin_transparent.png,223.71340830018744,223.72938550030813,224.73005330003798,224.71355620026588,0.3352303998544812,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
4,0,4,,,,,,,,,,j,10.986933700274676,None,j,None,0.38679629983380437,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,224.73005330003798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.71482300013304,224.73005330003798,224.73005330003798,224.73005330003798,224.73005330003798,,,,,225.13002080004662,j,left,0,7,2,0,3,2,None,225.1341470000334,225.14614020008594,225.14614020008594,226.14703950006515,226.14703950006515,226.1303218002431,226.13650670042261,226.14703950006515,226.14703950006515,227.14594660000876,stimuli/box_empty_transparent.png,227.14599410025403,227.16260400041938,229.66213860036805,229.64590210001916,0.38679629983380437,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
5,0,5,,,,,,,,,,j,10.986933700274676,None,k,None,0.361145599745214,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,229.66213860036805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.64708920009434,229.66213860036805,229.66213860036805,229.66213860036805,229.66213860036805,,,,,230.03025280032307,k,left,0,7,2,0,3,2,None,230.03449930017814,230.04567110026255,230.04567110026255,233.54607470007613,233.54607470007613,233.529634100385,233.53505250019953,233.54607470007613,233.54607470007613,234.52953559998423,stimuli/box_empty_transparent.png,234.52956770034507,234.5458324002102,236.54553910018876,236.5294325002469,0.361145599745214,None,234.5458324002102,234.5458324002102,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
6,0,6,,,,,,,,,,j,10.986933700274676,None,k,None,0.40722010005265474,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,236.54553910018876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.53056230023503,236.54553910018876,236.54553910018876,236.54553910018876,236.54553910018876,,,,,236.96383900009096,k,left,0,7,2,0,3,2,None,236.9679654003121,236.979319000151,236.979319000151,237.97965500038117,237.97965500038117,237.96264530019835,237.96833860035986,237.97965500038117,237.97965500038117,238.96252060029656,stimuli/box_empty_transparent.png,238.96256890008226,238.97883450007066,239.97895919997245,239.96307250019163,0.40722010005265474,None,238.97883450007066,238.97883450007066,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
7,0,7,,,,,,,,,,j,10.986933700274676,None,j,None,1.2078202995471656,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,239.97895919997245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.96423180028796,239.97895919997245,239.97895919997245,239.97895919997245,239.97895919997245,,,,,241.19578800024465,j,left,1,7,3,0,4,3,None,241.19946809997782,241.21225770004094,241.21225770004094,243.21165850013494,243.21165850013494,243.19530100002885,243.20151900034398,243.21165850013494,243.21165850013494,244.19547580042854,stimuli/box_coin_transparent.png,244.1955111999996,244.213886000216,246.22850440023467,246.211523800157,1.2078202995471656,None,244.213886000216,244.213886000216,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
8,0,8,,,,,,,,,,j,10.986933700274676,None,k,None,0.4303739997558296,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,246.22850440023467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.21274390025064,246.22850440023467,246.22850440023467,246.22850440023467,246.22850440023467,,,,,246.66426150035113,k,left,1,7,3,0,4,3,None,246.66786080040038,246.6781905000098,246.6781905000098,249.6835941001773,249.6835941001773,249.6620732001029,249.66732000000775,249.6835941001773,249.6835941001773,250.67943330015987,stimuli/box_empty_transparent.png,250.6794930002652,250.69464160036296,252.1961620002985,252.1780962003395,0.4303739997558296,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
9,0,9,,,,,,,,,,j,10.986933700274676,None,j,None,1.0643390999175608,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,252.1961620002985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.1792848003097,252.1961620002985,252.1961620002985,252.1961620002985,252.1961620002985,,,,,253.2637993004173,j,left,1,7,4,0,5,4,None,253.26771180005744,253.27836009999737,253.27836009999737,254.77833720017225,254.77833720017225,254.76192900026217,254.76859590038657,254.77833720017225,254.77833720017225,255.76422260003164,stimuli/box_coin_transparent.png,255.76425790041685,255.7786660999991,257.79551320010796,257.77826450020075,1.0643390999175608,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
10,0,10,,,,,,,,,,j,10.986933700274676,None,j,None,0.6494560996070504,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,257.79551320010796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.7793801003136,257.79551320010796,257.79551320010796,257.79551320010796,257.79551320010796,,,,,258.46322070015594,j,left,1,7,5,0,6,5,None,258.46678520040587,258.47821780014783,258.47821780014783,259.9785196003504,259.9785196003504,259.96151160029694,259.9679988003336,259.9785196003504,259.9785196003504,260.96163610043004,stimuli/box_coin_transparent.png,260.9616841003299,260.97771040024236,261.9786392999813,261.96173020033166,0.6494560996070504,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
11,0,11,,,,,,,,,,j,10.986933700274676,None,j,None,0.5114429998211563,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,261.9786392999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9630273003131,261.9786392999813,261.9786392999813,261.9786392999813,261.9786392999813,,,,,262.495512700174,j,left,1,7,6,0,7,6,None,262.49973400030285,262.5116217001341,262.5116217001341,264.5125657003373,264.5125657003373,264.49560270039365,264.50270570022985,264.5125657003373,264.5125657003373,265.49549740040675,stimuli/box_coin_transparent.png,265.4955280004069,265.51104690041393,267.01119380025193,266.99540780019015,0.5114429998211563,None,265.51104690041393,265.51104690041393,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
12,0,12,,,,,,,,,,j,10.986933700274676,None,j,None,1.0530340997502208,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,267.01119380025193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.99654890038073,267.01119380025193,267.01119380025193,267.01119380025193,267.01119380025193,,,,,268.0796484001912,j,left,1,7,7,0,8,7,None,268.08363350015134,268.0945085003041,268.0945085003041,269.0953542003408,269.0953542003408,269.0785149000585,269.0857733003795,269.0953542003408,269.0953542003408,270.078220800031,stimuli/box_coin_transparent.png,270.0782511001453,270.0937742004171,273.09450440015644,273.0773597001098,1.0530340997502208,None,270.0937742004171,270.0937742004171,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
13,0,13,,,,,,,,,,j,10.986933700274676,None,j,None,0.42392890015617013,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,273.09450440015644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.07849070010707,273.09450440015644,273.09450440015644,273.09450440015644,273.09450440015644,,,,,273.5280454000458,j,right,1,8,0,1,8,7,None,273.5324488002807,273.54497490031645,273.54497490031645,274.0446402002126,274.0446402002126,274.02772010024637,274.033746200148,274.0446402002126,274.0446402002126,275.0281217000447,stimuli/box_empty_transparent.png,275.02816150011495,275.04481850005686,277.0605616001412,277.0441807000898,0.42392890015617013,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
14,0,14,,,,,,,,,,j,10.986933700274676,None,k,None,0.4026985000818968,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,277.0605616001412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.045299500227,277.0605616001412,277.0605616001412,277.0605616001412,277.0605616001412,,,,,277.47812360012904,k,right,1,8,1,1,9,8,None,277.4816551003605,277.49814960034564,277.49814960034564,279.01119270035997,279.01119270035997,278.99517710041255,279.0019085002132,279.01119270035997,279.01119270035997,279.9947786000557,stimuli/box_coin_transparent.png,279.99481840012595,280.0109687000513,281.0108865001239,280.99460650002584,0.4026985000818968,None,280.0109687000513,280.0109687000513,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
15,0,15,,,,,,,,,,j,10.986933700274676,None,k,None,0.45479869982227683,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,281.0108865001239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.99573180032894,281.0108865001239,281.0108865001239,281.0108865001239,281.0108865001239,,,,,281.47918900009245,k,right,0,8,1,1,10,8,None,281.48329210001975,281.49505560006946,281.49505560006946,282.51105710025877,282.51105710025877,282.4940481004305,282.4993380000815,282.51105710025877,282.51105710025877,283.49446090031415,stimuli/box_empty_transparent.png,283.49451290024444,283.51116860006005,285.5111822001636,285.4946716004051,0.45479869982227683,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
16,0,16,,,,,,,,,,j,10.986933700274676,None,j,None,0.3437390001490712,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,285.5111822001636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4958157003857,285.5111822001636,285.5111822001636,285.5111822001636,285.5111822001636,,,,,285.86178580019623,j,right,0,8,1,1,10,8,None,285.8657601000741,285.8776194001548,285.8776194001548,287.8773470004089,287.8773470004089,287.86036440031603,287.86564360000193,287.8773470004089,287.8773470004089,288.8604145999998,stimuli/box_empty_transparent.png,288.8604507003911,288.87641190038994,289.8777689002454,289.86088330019265,0.3437390001490712,None,288.87641190038994,288.87641190038994,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
17,0,17,,,,,,,,,,j,10.986933700274676,None,j,None,0.5866351001895964,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,289.8777689002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.86210610019043,289.8777689002454,289.8777689002454,289.8777689002454,289.8777689002454,,,,,290.47872020024806,j,right,0,8,1,1,10,8,None,290.48281690012664,290.49411760037765,290.49411760037765,291.4942561001517,291.4942561001517,291.4778309999965,291.4839681000449,291.4942561001517,291.4942561001517,292.4780981000513,stimuli/box_empty_transparent.png,292.4781291000545,292.4937052000314,293.4939379002899,293.47713300026953,0.5866351001895964,None,292.4937052000314,292.4937052000314,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
18,0,18,,,,,,,,,,j,10.986933700274676,None,k,None,0.35996949998661876,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,293.4939379002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.4783765003085,293.4939379002899,293.4939379002899,293.4939379002899,293.4939379002899,,,,,293.86096400022507,k,right,1,8,2,1,11,9,None,293.8653628001921,293.8770173001103,293.8770173001103,297.3770906999707,297.3770906999707,297.3603373002261,297.3679584003985,297.3770906999707,297.3770906999707,298.36119820037857,stimuli/box_coin_transparent.png,298.36124240001664,298.3765879999846,300.3769973004237,300.3606398003176,0.35996949998661876,None,,,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
19,0,19,,,,,,,,,,j,10.986933700274676,None,k,None,0.49173259967938066,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,300.3769973004237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3618410001509,300.3769973004237,300.3769973004237,300.3769973004237,300.3769973004237,,,,,300.877782500349,k,right,0,8,2,1,12,9,None,300.8819144000299,300.89377190032974,300.89377190032974,301.89363489998505,301.89363489998505,301.8776089004241,301.88294900022447,301.89363489998505,301.89363489998505,302.8775236001238,stimuli/box_empty_transparent.png,302.87755440035835,302.8930718000047,304.39291630033404,304.3766074003652,0.49173259967938066,None,302.8930718000047,302.8930718000047,,,,,,,,,,,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
0,0,0,,,,,,,,,,j,10.986933700274676,None,,,,,c,27.377121800091118,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3810853003524,304.39291630033404,308.3926616003737,308.3765249000862,308.37655730033293,308.3926616003737,335.77633730042726,c,27.377121800091118,None,22222,right,2025-05-07_14h00.52.991,RL_practice,2024.2.4,60.038352484068774,2025-05-07 14h01.04.458085 -0500,
