thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,all_keys.keys,cue_resp.rt,cue_resp.duration,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,prac_left_box.stopped,prac_right_box.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.cue_resp.rt,trials.cue_resp.duration,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,7.205450500012375,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,212.13070283294655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.89647654199507,204.90152129193302,204.90152129193302,212.11400954192504,j,7.205450500012375,None,212.12327529198956,212.13070283294655,212.13070283294655,212.13070283294655,212.13070283294655,213.61603983293753,None,right,1,7,0,0,0,0,None,213.62404462497216,213.630273125018,213.630273125018,214.64210816693958,214.64210816693958,214.62154804193415,214.63728566700593,214.64210816693958,214.64210816693958,215.62556125002448,no selection made,215.62559708300978,215.63764129194897,217.63471183297224,217.62768912501633,,,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
1,0,1,,,,,,,,,,j,7.205450500012375,None,j,None,0.6535667499992996,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,217.63471183297224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.62973862502258,217.63471183297224,217.63471183297224,217.63471183297224,217.63471183297224,218.29285204201005,j,right,1,7,0,0,0,0,None,218.29856854199897,218.30603854195215,218.30603854195215,219.80775949999224,219.80775949999224,219.78927349997684,219.8031409579562,219.80775949999224,219.80775949999224,220.8008121669991,stimuli/box_empty_transparent.png,220.80084933293983,220.80645429203287,222.30049591697752,222.29300241696183,0.6535667499992996,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
2,0,2,,,,,,,,,,j,7.205450500012375,None,k,None,0.4226990829920396,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,222.30049591697752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.2957407499198,222.30049591697752,222.30049591697752,222.30049591697752,222.30049591697752,222.73460116703063,k,right,1,7,1,0,1,1,None,222.74061329197139,222.7483980000252,222.7483980000252,223.75720875000115,223.75720875000115,223.73408758302685,223.75244099996053,223.75720875000115,223.75720875000115,224.7466898750281,stimuli/box_coin_transparent.png,224.7467515419703,224.75158924993593,227.74141037499066,227.73517891694792,0.4226990829920396,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
3,0,3,,,,,,,,,,j,7.205450500012375,None,k,None,0.391710291034542,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,227.74141037499066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.73685354192276,227.74141037499066,227.74141037499066,227.74141037499066,227.74141037499066,228.13978470792063,k,right,1,7,2,0,2,2,None,228.1458251249278,228.15425412496552,228.15425412496552,230.16627483302727,230.16627483302727,230.14527370792348,230.16154429200105,230.16627483302727,230.16627483302727,231.14675595797598,stimuli/box_coin_transparent.png,231.14680383296218,231.15086179191712,232.1510133750271,232.14490170800127,0.391710291034542,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
4,0,4,,,,,,,,,,j,7.205450500012375,None,k,None,0.7372329579666257,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,232.1510133750271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.14647791697644,232.1510133750271,232.1510133750271,232.1510133750271,232.1510133750271,232.89426562492736,k,right,1,7,3,0,3,3,None,232.9001260829391,232.90807162493002,232.90807162493002,233.91280533291865,233.91280533291865,233.89285304199439,233.9084135419689,233.91280533291865,233.91280533291865,234.90338095801417,stimuli/box_coin_transparent.png,234.90346658299677,234.90968916693237,237.40191341692116,237.39433312497567,0.7372329579666257,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
5,0,5,,,,,,,,,,j,7.205450500012375,None,k,None,0.5379968750057742,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,237.40191341692116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.39583683293313,237.40191341692116,237.40191341692116,237.40191341692116,237.40191341692116,237.94597666698974,k,right,1,7,4,0,4,4,None,237.95224454195704,237.96068708295934,237.96068708295934,241.47078333294485,241.47078333294485,241.45103966700844,241.46663041692227,241.47078333294485,241.47078333294485,242.45156920794398,stimuli/box_coin_transparent.png,242.4516139579937,242.45438429201022,244.44711587496568,244.4397559169447,0.5379968750057742,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
6,0,6,,,,,,,,,,j,7.205450500012375,None,j,None,0.8479238329455256,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,244.44711587496568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.44250333297532,244.44711587496568,244.44711587496568,244.44711587496568,244.44711587496568,245.3004659579601,j,right,1,7,4,0,4,4,None,245.30644041695632,245.31442149996292,245.31442149996292,246.32505558303092,246.32505558303092,246.30712916702032,246.32083787501324,246.32505558303092,246.32505558303092,247.31145108293276,stimuli/box_empty_transparent.png,247.3114946669666,247.31482924998272,248.30954166699667,248.30310070794076,0.8479238329455256,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
7,0,7,,,,,,,,,,j,7.205450500012375,None,k,None,0.351037707994692,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,248.30954166699667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.30478008300997,248.30954166699667,248.30954166699667,248.30954166699667,248.30954166699667,248.6639841250144,k,right,0,7,4,0,5,4,None,248.670497666928,248.67855212499853,248.67855212499853,250.6848162499955,250.6848162499955,250.66366474993993,250.6792444579769,250.6848162499955,250.6848162499955,251.67700949998107,stimuli/box_empty_transparent.png,251.6770804580301,251.68236729199998,253.6753803329775,253.66719325003214,0.351037707994692,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
8,0,8,,,,,,,,,,j,7.205450500012375,None,j,None,1.0780843750108033,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,253.6753803329775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.66961520793848,253.6753803329775,253.6753803329775,253.6753803329775,253.6753803329775,254.7574471249245,j,right,0,7,4,0,5,4,None,254.76399016694631,254.7716132500209,254.7716132500209,257.777677666978,257.777677666978,257.75704887497704,257.77227487496566,257.777677666978,257.777677666978,258.757805250003,stimuli/box_empty_transparent.png,258.75783999997657,258.77183108299505,260.2677559169242,260.26178679196164,1.0780843750108033,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
9,0,9,,,,,,,,,,j,7.205450500012375,None,k,None,0.36118587490636855,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,260.2677559169242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.26323004195,260.2677559169242,260.2677559169242,260.2677559169242,260.2677559169242,260.6307345830137,k,right,0,7,4,0,6,4,None,260.6365344999358,260.64371291699354,260.64371291699354,262.15285291697364,262.15285291697364,262.1348863330204,262.1485867500305,262.15285291697364,262.15285291697364,263.13593237497844,stimuli/box_empty_transparent.png,263.13596479198895,263.13873966701794,265.1349398329621,265.12876658292953,0.36118587490636855,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
10,0,10,,,,,,,,,,j,7.205450500012375,None,j,None,1.3559494590153918,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,265.1349398329621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.13045133301057,265.1349398329621,265.1349398329621,265.1349398329621,265.1349398329621,266.5063123749569,j,right,0,7,4,0,6,4,None,266.5122922079172,266.5200935829198,266.5200935829198,268.0191924169194,268.0191924169194,268.00449670793023,268.0144564579241,268.0191924169194,268.0191924169194,269.0047454580199,stimuli/box_empty_transparent.png,269.00477941695135,269.0191636249656,270.020376957953,270.014023500029,1.3559494590153918,None,269.0191636249656,269.0191636249656,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
11,0,11,,,,,,,,,,j,7.205450500012375,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,270.020376957953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.01574008294847,270.020376957953,270.020376957953,270.020376957953,270.020376957953,271.5116492919624,None,right,0,7,4,0,6,4,None,271.5173189579509,271.52248245792,271.52248245792,273.5294787499588,273.5294787499588,273.5114125419641,273.5252407080261,273.5294787499588,273.5294787499588,274.5219057080103,no selection made,274.5219369579572,274.524515792029,276.0285037079593,276.020393957966,,,,,271.52248245792,271.52248245792,271.52248245792,271.52248245792,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
12,0,12,,,,,,,,,,j,7.205450500012375,None,k,None,0.31994158308953047,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,276.0285037079593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.02345504192635,276.0285037079593,276.0285037079593,276.0285037079593,276.0285037079593,276.353692958015,k,right,1,7,5,0,7,5,None,276.35946554201655,276.3673028749181,276.3673028749181,277.38452841702383,277.38452841702383,277.3617668329971,277.3797555830097,277.38452841702383,277.38452841702383,278.3696322919568,stimuli/box_coin_transparent.png,278.3696673749946,278.3736669579521,281.36447579192463,281.3591312079225,0.31994158308953047,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
13,0,13,,,,,,,,,,j,7.205450500012375,None,j,None,0.3551684169797227,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,281.36447579192463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3606572919525,281.36447579192463,281.36447579192463,281.36447579192463,281.36447579192463,281.72838391701225,j,right,1,7,5,0,7,5,None,281.73366245802026,281.74132741696667,281.74132741696667,282.25621379201766,282.25621379201766,282.2372333329404,282.25186054199,282.25621379201766,282.25621379201766,283.24287133303005,stimuli/box_empty_transparent.png,283.2429521669401,283.24886175000574,285.2436136249453,285.2378077500034,0.3551684169797227,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
14,0,14,,,,,,,,,,j,7.205450500012375,None,j,None,0.35604283306747675,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,285.2436136249453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.239317541942,285.2436136249453,285.2436136249453,285.2436136249453,285.2436136249453,285.60799595795106,j,right,1,7,5,0,7,5,None,285.6141540419776,285.6220025829971,285.6220025829971,287.1288636249956,287.1288636249956,287.1110918329796,287.124614667031,287.1288636249956,287.1288636249956,288.11278174992185,stimuli/box_empty_transparent.png,288.1128138329368,288.12717120791785,289.1284559579799,289.1211067920085,0.35604283306747675,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
15,0,15,,,,,,,,,,j,7.205450500012375,None,k,None,0.7629300830885768,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,289.1284559579799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1235826249467,289.1284559579799,289.1284559579799,289.1284559579799,289.1284559579799,289.90231537492946,k,right,1,7,6,0,8,6,None,289.90791474992875,289.9156126669841,289.9156126669841,290.9283596249297,290.9283596249297,290.9060004579369,290.9238305420149,290.9283596249297,290.9283596249297,291.9097915829625,stimuli/box_coin_transparent.png,291.90982454200275,291.91270224994514,293.9125522499671,293.9055844999384,0.7629300830885768,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
16,0,16,,,,,,,,,,j,7.205450500012375,None,k,None,0.9824614169774577,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,293.9125522499671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.9070805419469,293.9125522499671,293.9125522499671,293.9125522499671,293.9125522499671,294.90743054193445,k,right,1,7,7,0,9,7,None,294.9131231670035,294.9208624169696,294.9208624169696,296.9277447499335,296.9277447499335,296.90830362495035,296.9237120419275,296.9277447499335,296.9277447499335,297.91081779194064,stimuli/box_coin_transparent.png,297.91092737496365,297.915652583004,298.92153199994937,298.9138549580239,0.9824614169774577,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
17,0,17,,,,,,,,,,j,7.205450500012375,None,k,None,1.1023728749714792,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,298.92153199994937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9172456249362,298.92153199994937,298.92153199994937,298.92153199994937,298.92153199994937,300.0287305000238,k,left,1,8,0,1,9,7,None,300.03208695794456,300.0392714169575,300.0392714169575,301.0505669580307,301.0505669580307,301.0304159580264,301.0460834580008,301.0505669580307,301.0505669580307,302.03808091697283,stimuli/box_empty_transparent.png,302.0381156669464,302.0411122919759,303.03827545791864,303.0301150419982,1.1023728749714792,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
18,0,18,,,,,,,,,,j,7.205450500012375,None,j,None,0.5069594170199707,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,303.03827545791864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.03376000002027,303.03827545791864,303.03827545791864,303.03827545791864,303.03827545791864,303.5470271250233,j,left,1,8,1,1,10,8,None,303.55213466694113,303.559504832956,303.559504832956,307.07013749994803,307.07013749994803,307.04874745802954,307.06589224992786,307.07013749994803,307.07013749994803,308.05030054203235,stimuli/box_coin_transparent.png,308.0503415829735,308.05491499998607,310.058527666959,310.0523008329328,0.5069594170199707,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
19,0,19,,,,,,,,,,j,7.205450500012375,None,j,None,0.49231258395593613,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,310.058527666959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0539363749558,310.058527666959,310.058527666959,310.058527666959,310.058527666959,310.55626158299856,j,left,1,8,2,1,11,9,None,310.56241962499917,310.5702958749607,310.5702958749607,311.5856576249935,311.5856576249935,311.56209720799234,311.58016116695944,311.5856576249935,311.5856576249935,312.5689062079182,stimuli/box_coin_transparent.png,312.568983541918,312.57448349997867,314.07633979199454,314.06347745796666,0.49231258395593613,None,,,,,,,,,,,,,,,,,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
0,0,0,,,,,,,,,,j,7.205450500012375,None,,,,,c,23.20413000008557,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.07135324995033,314.07633979199454,318.06184233294334,318.0593770419946,318.05941587500274,318.06184233294334,341.2673192919465,c,23.20413000008557,None,99999,right,2025-06-02_10h32.42.122,RL_practice,2024.2.4,None,2025-06-02 10h32.54.110360 -0700,
