thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,space,6.922664875048213,None,space,3.459444958018139,None,119.91409787500743,j,None,120.24731566710398,120.2475827500457,121.23886308306828,121.23889495804906,122.24280066706706,122.24282700009644,125.72966754203662,0.3208520410116762,None,,,,,,,2,0,2,0,25,0,25,0,763.9414561250014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.91409787500743,763.9360930839321,763.9414561250014,763.9414561250014,763.9414561250014,763.9414561250014,,,,,764.2692137919366,j,left,0,7,1,6,93,14,None,120.24731566710398,120.2475827500457,764.2695598750142,764.2766439999687,764.2766439999687,765.2785147089744,765.2785147089744,765.2607883339515,121.23886308306828,121.23889495804906,765.2738889589673,765.2785147089744,765.2785147089744,766.264742208994,stimuli/box_empty_transparent.png,122.24280066706706,122.24282700009644,766.2648033750011,766.268452999997,769.7578359589679,769.7516114999307,125.72966754203662,0.3208520410116762,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
26,0,26,space,6.922664875048213,None,space,3.459444958018139,None,125.73118954210076,j,None,126.01382904208731,126.01413054205477,126.50327266706154,126.50337183300871,127.50945141701959,127.50949779211078,130.99764050007798,0.27526104100979865,None,,,,,,,2,0,2,0,26,0,26,0,769.7578359589679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.73118954210076,769.7531708750175,769.7578359589679,769.7578359589679,769.7578359589679,769.7578359589679,,,,,770.0357158340048,j,left,1,7,2,6,94,15,None,126.01382904208731,126.01413054205477,770.0361071670195,770.0411294589285,770.0411294589285,770.547342624981,770.547342624981,770.5251319590025,126.50327266706154,126.50337183300871,770.5424606249435,770.547342624981,770.547342624981,771.5313760419376,stimuli/box_coin_transparent.png,127.50945141701959,127.50949779211078,771.5314892919268,771.5363295839634,775.0230439170264,775.0195886249421,130.99764050007798,0.27526104100979865,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
27,0,27,space,6.922664875048213,None,space,3.459444958018139,None,130.99836933310144,j,None,131.2998034170596,131.2999947500648,132.80026204208843,132.80029450007714,133.800524875056,133.80054966709577,134.80899950000457,0.2897866669809446,None,,,,,,,2,0,2,0,27,0,27,0,775.0230439170264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.99836933310144,775.0203371669631,775.0230439170264,775.0230439170264,775.0230439170264,775.0230439170264,,,,,775.32171745901,j,left,1,7,3,6,95,16,None,131.2998034170596,131.2999947500648,775.3219636669382,775.3287951670354,775.3287951670354,776.8424952089554,776.8424952089554,776.8221885840176,132.80026204208843,132.80029450007714,776.8375163340243,776.8424952089554,776.8424952089554,777.8224659999833,stimuli/box_coin_transparent.png,133.800524875056,133.80054966709577,777.8225258339662,777.8366047090385,778.8380737500265,778.8309431249509,134.80899950000457,0.2897866669809446,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
28,0,28,space,6.922664875048213,None,space,3.459444958018139,None,134.8105729580857,j,None,135.13836525008082,135.13866333302576,136.1394370420603,136.1394672500901,137.14195675007068,137.14199129201006,140.63384725002106,0.3170899999095127,None,,,,,,,2,0,2,0,28,0,28,0,778.8380737500265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8105729580857,778.8325541670201,778.8380737500265,778.8380737500265,778.8380737500265,778.8380737500265,,,,,779.1602541250177,j,left,1,7,4,6,96,17,None,135.13836525008082,135.13866333302576,779.1606410419336,779.1673847089987,779.1673847089987,780.1815400419291,780.1815400419291,780.1613641249714,136.1394370420603,136.1394672500901,780.177377291955,780.1815400419291,780.1815400419291,781.163886958966,stimuli/box_coin_transparent.png,137.14195675007068,137.14199129201006,781.1639754170319,781.1682094170246,784.6644041249529,784.6557874589926,140.63384725002106,0.3170899999095127,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
29,0,29,space,6.922664875048213,None,space,3.459444958018139,None,140.63530683307908,j,None,140.91044433310162,140.91072829207405,142.90313387510832,142.90318516700063,143.9142643751111,143.91429841704667,144.90794179204386,0.25126925006043166,None,,,,,,,2,0,2,0,29,0,29,0,784.6644041249529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.63530683307908,784.6572890839307,784.6644041249529,784.6644041249529,784.6644041249529,784.6644041249529,,,,,784.9323315420188,j,left,0,7,4,6,97,17,None,140.91044433310162,140.91072829207405,784.9327063339297,784.9403254169738,784.9403254169738,786.9458899169695,786.9458899169695,786.9250371250091,142.90313387510832,142.90318516700063,786.9405457919929,786.9458899169695,786.9458899169695,787.9362022919813,stimuli/box_empty_transparent.png,143.9142643751111,143.91429841704667,787.9362759590149,787.9393378749955,788.937099291943,788.9298580839531,144.90794179204386,0.25126925006043166,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
30,0,30,space,6.922664875048213,None,space,3.459444958018139,None,144.91058700007852,j,None,145.2123257080093,145.2128025420243,146.2086292920867,146.2086827920284,147.20875491702463,147.20878883299883,148.2129852080252,0.2909071249887347,None,,,,,,,2,0,2,0,30,0,30,0,788.937099291943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.91058700007852,788.9325799170183,788.937099291943,788.937099291943,788.937099291943,788.937099291943,,,,,789.2341896250146,j,left,1,7,5,6,98,18,None,145.2123257080093,145.2128025420243,789.2348127090372,789.2437822499778,789.2437822499778,790.2542918749386,790.2542918749386,790.2305274170358,146.2086292920867,146.2086827920284,790.2490834170021,790.2542918749386,790.2542918749386,791.2306894590147,stimuli/box_coin_transparent.png,147.20875491702463,147.20878883299883,791.2307671669405,791.2442479999736,792.2407522499561,792.2349270000122,148.2129852080252,0.2909071249887347,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
31,0,31,space,6.922664875048213,None,space,3.459444958018139,None,148.2151815420948,j,None,148.53290608304087,148.5331854580436,151.5249668750912,151.52501183305867,152.52982700010762,152.52986383310053,155.01968595804647,0.2995139160193503,None,,,,,,,2,0,2,0,31,0,31,0,792.2407522499561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2151815420948,792.2371590839466,792.2407522499561,792.2407522499561,792.2407522499561,792.2407522499561,,,,,792.5547961669508,j,left,1,7,6,6,99,19,None,148.53290608304087,148.5331854580436,792.5551597499289,792.5625107919332,792.5625107919332,795.5687962500378,795.5687962500378,795.5468599169981,151.5249668750912,151.52501183305867,795.5637763339328,795.5687962500378,795.5687962500378,796.5517603339395,stimuli/box_coin_transparent.png,152.52982700010762,152.52986383310053,796.5518484170316,796.5569803749677,799.048716209014,799.0416265840176,155.01968595804647,0.2995139160193503,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
32,0,32,space,6.922664875048213,None,space,3.459444958018139,None,155.02146825008094,j,None,155.39177250000648,155.39206183305942,156.39251354208682,156.39258575008716,157.39487183303572,157.39490466704592,158.40126200008672,0.3563505419297144,None,,,,,,,2,0,2,0,32,0,32,0,799.048716209014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.02146825008094,799.0434497089591,799.048716209014,799.048716209014,799.048716209014,799.048716209014,,,,,799.4136578339385,j,left,1,7,7,6,100,20,None,155.39177250000648,155.39206183305942,799.4140394589631,799.4221047919709,799.4221047919709,800.4369944999926,800.4369944999926,800.4144152499503,156.39251354208682,156.39258575008716,800.431790667004,800.4369944999926,800.4369944999926,801.4168053750182,stimuli/box_coin_transparent.png,157.39487183303572,157.39490466704592,801.4168837500038,801.4281973339384,802.4304814999923,802.4231859589927,158.40126200008672,0.3563505419297144,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
33,0,33,space,6.922664875048213,None,space,3.459444958018139,None,158.4038855000399,j,None,158.77491141704377,158.77524191699922,160.76793187507428,160.76797479204834,161.76816391700413,161.7681904580677,163.25904454209376,0.3576816669665277,None,,,,,,,2,0,2,0,33,0,33,0,802.4304814999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4038855000399,802.4258802919649,802.4304814999923,802.4304814999923,802.4304814999923,802.4304814999923,,,,,802.7967870839639,j,right,1,11,0,7,100,20,None,158.77491141704377,158.77524191699922,802.7972212919267,802.8057939589489,802.8057939589489,804.8086120840162,804.8086120840162,804.7898509999504,160.76793187507428,160.76797479204834,804.8041461670073,804.8086120840162,804.8086120840162,805.7901022499427,stimuli/box_empty_transparent.png,161.76816391700413,161.7681904580677,805.7901672919979,805.7964659170248,807.286856333958,807.2809757089708,163.25904454209376,0.3576816669665277,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
34,0,34,space,6.922664875048213,None,space,3.459444958018139,None,163.26109370810445,j,None,163.6746999170864,163.67498883302324,166.66567524999846,166.66571420803666,167.6660953750834,167.66614808305167,170.16609679209068,0.40712791692931205,None,,,,,,,2,0,2,0,34,0,34,0,807.286856333958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26109370810445,807.2830877499655,807.286856333958,807.286856333958,807.286856333958,807.286856333958,,,,,807.6965865000384,j,right,1,11,0,7,100,20,None,163.6746999170864,163.67498883302324,807.696966708987,807.7016943339258,807.7016943339258,810.705000750022,810.705000750022,810.6875946669606,166.66567524999846,166.66571420803666,810.7008349589305,810.705000750022,810.705000750022,811.6880176670384,stimuli/box_empty_transparent.png,167.6660953750834,167.66614808305167,811.6881329589523,811.6937272089999,814.1957374999765,814.1880338339834,170.16609679209068,0.40712791692931205,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
35,0,35,space,6.922664875048213,None,space,3.459444958018139,None,170.16748929210007,j,None,170.5349958750885,170.5353480000049,172.0348101670388,172.0348935420625,173.05009791709017,173.05015045800246,174.04381116700824,0.35106637503486127,None,,,,,,,2,0,2,0,35,0,35,0,814.1957374999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.16748929210007,814.1894697919488,814.1957374999765,814.1957374999765,814.1957374999765,814.1957374999765,,,,,814.5568625000305,j,right,1,11,0,7,100,20,None,170.5349958750885,170.5353480000049,814.5573259169469,814.5651762919733,814.5651762919733,816.0777954589576,816.0777954589576,816.0566460420378,172.0348101670388,172.0348935420625,816.0720946249785,816.0777954589576,816.0777954589576,817.0720112919807,stimuli/box_empty_transparent.png,173.05009791709017,173.05015045800246,817.0721347089857,817.0778745419811,818.0732087090146,818.0657484999392,174.04381116700824,0.35106637503486127,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
36,0,36,space,6.922664875048213,None,space,3.459444958018139,None,174.04560204211157,k,None,174.38416254206095,174.38442720810417,175.87721437506843,175.87725000001956,176.88116695801727,176.88121870800387,180.3769250831101,0.32780729199294,None,,,,,,,2,0,2,0,36,0,36,0,818.0732087090146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.04560204211157,818.0675865419907,818.0732087090146,818.0732087090146,818.0732087090146,818.0732087090146,,,,,818.4060626670253,k,right,1,11,1,7,101,21,None,174.38416254206095,174.38442720810417,818.406402542023,818.4142987499945,818.4142987499945,819.9196616669651,819.9196616669651,819.8991388339782,175.87721437506843,175.87725000001956,819.9148372089257,819.9196616669651,819.9196616669651,820.9030828749528,stimuli/box_coin_transparent.png,176.88116695801727,176.88121870800387,820.9032033339608,820.908192666946,824.4051773339743,824.3988660839386,180.3769250831101,0.32780729199294,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
37,0,37,space,6.922664875048213,None,space,3.459444958018139,None,180.37853079207707,k,None,180.7665074580582,180.76674558303785,182.75898437504657,182.75905087508727,183.75933620810974,183.75936133309733,184.74797229201067,0.3805045420303941,None,,,,,,,2,0,2,0,37,0,37,0,824.4051773339743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.37853079207707,824.4005115840118,824.4051773339743,824.4051773339743,824.4051773339743,824.4051773339743,,,,,824.788404708961,k,right,0,11,1,7,102,21,None,180.7665074580582,180.76674558303785,824.7887227500323,824.7934142919257,824.7934142919257,826.8004688340006,826.8004688340006,826.7808847499546,182.75898437504657,182.75905087508727,826.7962229589466,826.8004688340006,826.8004688340006,827.7812768339645,stimuli/box_empty_transparent.png,183.75933620810974,183.75936133309733,827.7813374169637,827.7853181250393,828.7758743340382,828.7699158339528,184.74797229201067,0.3805045420303941,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
38,0,38,space,6.922664875048213,None,space,3.459444958018139,None,184.7494853750104,k,None,185.1101647920441,185.11039704200812,186.10426391707733,186.10429283301346,187.10596058308147,187.10598612506874,188.59220200008713,0.35358166706282645,None,,,,,,,2,0,2,0,38,0,38,0,828.7758743340382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.7494853750104,828.7714663749794,828.7758743340382,828.7758743340382,828.7758743340382,828.7758743340382,,,,,829.1320631250273,k,right,1,11,2,7,103,22,None,185.1101647920441,185.11039704200812,829.1323770419694,829.139933333965,829.139933333965,830.1470946669579,830.1470946669579,830.1261921669357,186.10426391707733,186.10429283301346,830.1426382089267,830.1470946669579,830.1470946669579,831.1279009169666,stimuli/box_coin_transparent.png,187.10596058308147,187.10598612506874,831.1279627089389,831.1310777500039,832.6282513339538,832.6141462919768,188.59220200008713,0.35358166706282645,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
39,0,39,space,6.922664875048213,None,space,3.459444958018139,None,188.59362287505064,k,None,188.96092575008515,188.96111783303786,189.9624055000022,189.96250779205002,190.97531416709535,190.9753494580509,191.96554854209535,0.3527952500153333,None,,,,,,,2,0,2,0,39,0,39,0,832.6282513339538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.59362287505064,832.6156036669854,832.6282513339538,832.6282513339538,832.6282513339538,832.6282513339538,,,,,832.9828350000316,k,right,1,11,3,7,104,23,None,188.96092575008515,188.96111783303786,832.9830917089712,832.9902671249583,832.9902671249583,834.0054473340278,834.0054473340278,833.9842718340224,189.9624055000022,189.96250779205002,834.0013618749799,834.0054473340278,834.0054473340278,834.9972555419663,stimuli/box_coin_transparent.png,190.97531416709535,190.9753494580509,834.9973255839432,835.00146708393,835.9934504589764,835.987493542023,191.96554854209535,0.3527952500153333,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
40,0,40,space,6.922664875048213,None,space,3.459444958018139,None,191.96696895803325,k,None,192.33752608310897,192.3377716250252,193.83439908304717,193.83442929200828,194.83593591710087,194.83595937502105,195.8269363750005,0.3621736670611426,None,,,,,,,2,0,2,0,40,0,40,0,835.9934504589764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.96696895803325,835.9889498749981,835.9934504589764,835.9934504589764,835.9934504589764,835.9934504589764,,,,,836.3594199590152,k,right,1,11,4,7,105,24,None,192.33752608310897,192.3377716250252,836.359747834038,836.3664702089736,836.3664702089736,837.8767940419493,837.8767940419493,837.8563239589566,193.83439908304717,193.83442929200828,837.871987291961,837.8767940419493,837.8767940419493,838.8578780000098,stimuli/box_coin_transparent.png,194.83593591710087,194.83595937502105,838.8579346670303,838.8619419169845,839.8548603749368,839.8488776669838,195.8269363750005,0.3621736670611426,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
41,0,41,space,6.922664875048213,None,space,3.459444958018139,None,195.82839691708796,k,None,196.1805849170778,196.18083387508523,197.17018579202704,197.17020587506704,198.16825050010812,198.16827379202005,201.17679812503047,0.33849358395673335,None,,,,,,,2,0,2,0,41,0,41,0,839.8548603749368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.82839691708796,839.8503777920268,839.8548603749368,839.8548603749368,839.8548603749368,839.8548603749368,,,,,840.2024828339927,k,right,1,11,5,7,106,25,None,196.1805849170778,196.18083387508523,840.202811416937,840.2093624169938,840.2093624169938,841.2055586669594,841.2055586669594,841.1921250419691,197.17018579202704,197.17020587506704,841.201203249977,841.2055586669594,841.2055586669594,842.1901922499528,stimuli/box_coin_transparent.png,198.16825050010812,198.16827379202005,842.1902487919433,842.2051084999694,845.2059615419712,845.1987291249679,201.17679812503047,0.33849358395673335,None,,,,,,,,842.2051084999694,842.2051084999694,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
42,0,42,space,6.922664875048213,None,space,3.459444958018139,None,201.17906545801088,k,None,201.49414287507534,201.494380832999,203.48700737510808,203.48704016709235,204.50020937505178,204.50023608305492,207.99244641710538,0.29560945904813707,None,,,,,,,2,0,2,0,42,0,42,0,845.2059615419712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.17906545801088,845.2010593749583,845.2059615419712,845.2059615419712,845.2059615419712,845.2059615419712,,,,,845.5160333339591,k,right,1,11,6,7,107,26,None,201.49414287507534,201.494380832999,845.5163569590077,845.5239427499473,845.5239427499473,847.5288899589796,847.5288899589796,847.508931874996,203.48700737510808,203.48704016709235,847.5242738749366,847.5288899589796,847.5288899589796,848.5221493749414,stimuli/box_coin_transparent.png,204.50020937505178,204.50023608305492,848.522213249933,848.5254380420083,852.0224522090284,852.014376624953,207.99244641710538,0.29560945904813707,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
43,0,43,space,6.922664875048213,None,space,3.459444958018139,None,207.99552279210184,k,None,208.31883733300492,208.31958233308978,209.31056095811073,209.3105912921019,210.32028000010177,210.32031987502705,212.31623870809563,0.3094962079776451,None,,,,,,,2,0,2,0,43,0,43,0,852.0224522090284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.99552279210184,852.0175216250354,852.0224522090284,852.0224522090284,852.0224522090284,852.0224522090284,,,,,852.3405822089408,k,right,1,11,7,7,108,27,None,208.31883733300492,208.31958233308978,852.3415722090285,852.3493960000342,852.3493960000342,853.3526957919821,853.3526957919821,853.3324881669832,209.31056095811073,209.3105912921019,853.3478754999815,853.3526957919821,853.3526957919821,854.342221125029,stimuli/box_coin_transparent.png,210.32028000010177,210.32031987502705,854.3423036669847,854.3451964169508,856.3443537499988,856.3381804999663,212.31623870809563,0.3094962079776451,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
44,0,44,space,6.922664875048213,None,space,3.459444958018139,None,212.3177388330223,k,None,212.85832329210825,212.85856933309697,215.35102416703012,215.35105400008615,216.35573175002355,216.3557572501013,218.35273575002793,0.5285602500662208,None,,,,,,,2,0,2,0,44,0,44,0,856.3443537499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3177388330223,856.3397210419644,856.3443537499988,856.3443537499988,856.3443537499988,856.3443537499988,,,,,856.8802149590338,k,right,0,11,7,7,109,27,None,212.85832329210825,212.85856933309697,856.880546667031,856.8876854999689,856.8876854999689,859.3913765419275,859.3913765419275,859.3729493339779,215.35102416703012,215.35105400008615,859.3872443339787,859.3913765419275,859.3913765419275,860.3776727919467,stimuli/box_empty_transparent.png,216.35573175002355,216.3557572501013,860.3777329589939,860.3815409590025,862.3807650839444,862.3746814590413,218.35273575002793,0.5285602500662208,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
45,0,45,space,6.922664875048213,None,space,3.459444958018139,None,218.35391070810147,k,None,218.69153916707728,218.69181187509093,219.68657945806626,219.6866603330709,220.70031908305828,220.70035254210234,221.69898795802146,0.32569854194298387,None,,,,,,,2,0,2,0,45,0,45,0,862.3807650839444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.35391070810147,862.3758864999982,862.3807650839444,862.3807650839444,862.3807650839444,862.3807650839444,,,,,862.7134291669354,k,right,1,11,8,7,110,28,None,218.69153916707728,218.69181187509093,862.7137889999431,862.721540458966,862.721540458966,863.733589084004,863.733589084004,863.7084574169712,219.68657945806626,219.6866603330709,863.7277677919483,863.733589084004,863.733589084004,864.7222481670324,stimuli/box_coin_transparent.png,220.70031908305828,220.70035254210234,864.7223347499967,864.7258319170214,865.7277854999993,865.7209282499971,221.69898795802146,0.32569854194298387,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
46,0,46,space,6.922664875048213,None,space,3.459444958018139,None,221.70056187501177,k,None,222.13363625004422,222.13392520800699,224.1332245420199,224.13328320800792,225.13338241702877,225.13341725000646,226.13151083304547,0.42469033296220005,None,,,,,,,2,0,2,0,46,0,46,0,865.7277854999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.70056187501177,865.7225423749769,865.7277854999993,865.7277854999993,865.7277854999993,865.7277854999993,,,,,866.1555229999358,k,right,1,11,9,7,111,29,None,222.13363625004422,222.13392520800699,866.1559027920011,866.1611318340292,866.1611318340292,868.1778396249283,868.1778396249283,868.1551182089606,224.1332245420199,224.13328320800792,868.1723450419959,868.1778396249283,868.1778396249283,869.155314667034,stimuli/box_coin_transparent.png,225.13338241702877,225.13341725000646,869.1553972499678,869.1598706670338,870.1595727920067,870.1534507919569,226.13151083304547,0.42469033296220005,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
47,0,47,space,6.922664875048213,None,space,3.459444958018139,None,226.13310504204128,k,None,226.43942716706078,226.4397464171052,229.43413020810112,229.43419675005134,230.4374119170243,230.43744429200888,231.92942029202823,0.2916118330322206,None,,,,,,,2,0,2,0,47,0,47,0,870.1595727920067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.13310504204128,870.1550854999805,870.1595727920067,870.1595727920067,870.1595727920067,870.1595727920067,,,,,870.4613055839436,k,right,1,11,10,7,112,30,None,226.43942716706078,226.4397464171052,870.4617217089981,870.4690204999642,870.4690204999642,873.4800967919873,873.4800967919873,873.4560287919594,229.43413020810112,229.43419675005134,873.4748430839973,873.4800967919873,873.4800967919873,874.4593398750294,stimuli/box_coin_transparent.png,230.4374119170243,230.43744429200888,874.4594305419596,874.4650442500133,875.9569971249439,875.9513622089289,231.92942029202823,0.2916118330322206,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
48,0,48,space,6.922664875048213,None,space,3.459444958018139,None,231.93080341711175,k,None,232.30204741703346,232.3023735000752,233.7970055830665,233.79704962507822,234.79998129210435,234.80001341702882,238.2907684580423,0.3563785000005737,None,,,,,,,2,0,2,0,48,0,48,0,875.9569971249439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.93080341711175,875.952780792024,875.9569971249439,875.9569971249439,875.9569971249439,875.9569971249439,,,,,876.3239312089281,k,right,0,11,10,7,113,30,None,232.30204741703346,232.3023735000752,876.3243525000289,876.3324084170163,876.3324084170163,877.8379191249842,877.8379191249842,877.8189285419649,233.7970055830665,233.79704962507822,877.8333094170084,877.8379191249842,877.8379191249842,878.8219171250239,stimuli/box_empty_transparent.png,234.79998129210435,234.80001341702882,878.8219907500315,878.8258629590273,882.3187502089422,882.3127055419609,238.2907684580423,0.3563785000005737,None,,,,,,,,,,,,,,99999,right,no,None,2025-06-02_10h42.27.065,RL_out-of-scanner,2024.2.4,None,2025-06-02 10h42.35.213685 -0700,
