thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,77.23665510001592,None,5,20.693673999980092,None,40.58622679999098,k,0.45795920002274215,None,None,41.06823560013436,41.06864850013517,44.080864700023085,44.0809198000934,45.09639780013822,45.09644340001978,46.6115103000775,,,,,,,0,0,0,0,8,0,8,0,194.62143850000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58622679999098,194.60810089996085,194.62143850000575,194.62143850000575,194.62143850000575,194.62143850000575,195.0898834001273,k,0.45795920002274215,None,right,0,7,5,0,6,5,None,41.06823560013436,41.06864850013517,195.090519499965,195.10446289996617,195.10446289996617,198.12336630001664,198.12336630001664,198.10262080002576,44.080864700023085,44.0809198000934,198.11658350005746,198.12336630001664,198.12336630001664,199.1181775999721,stimuli/box_empty_transparent.png,45.09639780013822,45.09644340001978,199.11830039997585,199.1340707000345,200.64970030006953,200.63330420013517,46.6115103000775,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
9,0,9,space,77.23665510001592,None,5,20.693673999980092,None,46.61297280015424,j,0.47787149995565414,None,None,47.11256300006062,47.11285310005769,48.6270719000604,48.62712509999983,49.64272620016709,49.64277210016735,51.657620900077745,,,,,,,0,0,0,0,9,0,9,0,200.64970030006953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.61297280015424,200.63483340013772,200.64970030006953,200.64970030006953,200.64970030006953,200.64970030006953,201.13431450002827,j,0.47787149995565414,None,right,0,7,5,0,6,5,None,47.11256300006062,47.11285310005769,201.13469810015522,201.14929109998047,201.14929109998047,202.67010630015284,202.67010630015284,202.64882889995351,48.6270719000604,48.62712509999983,202.662936600158,202.67010630015284,202.67010630015284,203.66450870013796,stimuli/box_empty_transparent.png,49.64272620016709,49.64277210016735,203.66463320003822,203.68048950005323,205.69577660015784,205.67940329993144,51.657620900077745,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
10,0,10,space,77.23665510001592,None,5,20.693673999980092,None,51.66009410005063,j,1.4286423998419195,None,None,53.10904649994336,53.10949119995348,54.622870800085366,54.622925700154155,55.63771299994551,55.6377586000599,56.63740659994073,,,,,,,0,0,0,0,10,0,10,0,205.69577660015784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66009410005063,205.6819695001468,205.69577660015784,205.69577660015784,205.69577660015784,205.69577660015784,207.13075969996862,j,1.4286423998419195,None,right,0,7,5,0,6,5,None,53.10904649994336,53.10949119995348,207.13135319994763,207.14476169995032,207.14476169995032,208.6657028000336,208.6657028000336,208.64461810002103,54.622870800085366,54.622925700154155,208.65868130000308,208.6657028000336,208.6657028000336,209.6594929001294,stimuli/box_empty_transparent.png,55.63771299994551,55.6377586000599,209.65961460000835,209.67550430004485,210.6751290000975,210.65918950014748,56.63740659994073,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
11,0,11,space,77.23665510001592,None,5,20.693673999980092,None,56.63994999998249,k,0.7218026998452842,None,None,57.38859370001592,57.389059900073335,59.402469699969515,59.40252380003221,60.41730890003964,60.41735280002467,61.93280820013024,,,,,,,0,0,0,0,11,0,11,0,210.6751290000975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.63994999998249,210.66182769997977,210.6751290000975,210.6751290000975,210.6751290000975,210.6751290000975,211.4103066001553,k,0.7218026998452842,None,right,1,7,6,0,7,6,None,57.38859370001592,57.389059900073335,211.41092219995335,211.42480530007742,211.42480530007742,213.4483312999364,213.4483312999364,213.42421730002388,59.402469699969515,59.40252380003221,213.44137639994733,213.4483312999364,213.4483312999364,214.4390885999892,stimuli/box_coin_transparent.png,60.41730890003964,60.41735280002467,214.43920930009335,214.45505390013568,215.97082039993256,215.95459170010872,61.93280820013024,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
12,0,12,space,77.23665510001592,None,5,20.693673999980092,None,61.935205900110304,k,0.3947502998635173,None,None,62.351331799989566,62.35173610015772,63.34926309995353,63.34931610012427,64.3640334000811,64.3640797000844,67.37852900009602,,,,,,,0,0,0,0,12,0,12,0,215.97082039993256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.935205900110304,215.9570804000832,215.97082039993256,215.97082039993256,215.97082039993256,215.97082039993256,216.37303790007718,k,0.3947502998635173,None,right,1,7,7,0,8,7,None,62.351331799989566,62.35173610015772,216.37360040005296,216.38752839993685,216.38752839993685,217.39534329995513,217.39534329995513,217.37101050000638,63.34926309995353,63.34931610012427,217.3884622999467,217.39534329995513,217.39534329995513,218.38581330003217,stimuli/box_coin_transparent.png,64.3640334000811,64.3640797000844,218.38593670004047,218.40204289997928,221.41646150010638,221.40031370008364,67.37852900009602,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
13,0,13,space,77.23665510001592,None,5,20.693673999980092,None,67.38090660003945,k,0.5612753999885172,None,None,67.96359930001199,67.96399520011619,68.46156259998679,68.4616159000434,69.47696400014684,69.47700780001469,71.49229130009189,,,,,,,0,0,0,0,13,0,13,0,221.41646150010638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.38090660003945,221.4027823000215,221.41646150010638,221.41646150010638,221.41646150010638,221.41646150010638,221.98531310004182,k,0.5612753999885172,None,left,1,12,0,1,8,7,None,67.96359930001199,67.96399520011619,221.98585729999468,221.99972660001367,221.99972660001367,222.5046977000311,222.5046977000311,222.48331120004877,68.46156259998679,68.4616159000434,222.49751430004835,222.5046977000311,222.5046977000311,223.4987439000979,stimuli/box_empty_transparent.png,69.47696400014684,69.47700780001469,223.49886390008032,223.5146578999702,225.52994860010222,225.51407329994254,71.49229130009189,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
14,0,14,space,77.23665510001592,None,5,20.693673999980092,None,71.49479679996148,None,,,['j'],73.00705040013418,73.0071348999627,74.50699610006995,74.50704950001091,75.52192890015431,75.52197350002825,76.52148939995095,[0.5662521000485867],[0.0591172999702394],,,,,0,0,0,0,14,0,14,0,225.52994860010222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.49479679996148,225.51667189993896,225.52994860010222,225.52994860010222,225.52994860010222,225.52994860010222,227.02877259999514,None,,,left,1,12,0,1,8,7,['j'],73.00705040013418,73.0071348999627,227.02897430001758,227.0452986001037,227.0452986001037,228.54966070014052,228.54966070014052,228.5287488999311,74.50699610006995,74.50704950001091,228.54317840002477,228.54966070014052,228.54966070014052,229.5437078999821,no selection made,75.52192890015431,75.52197350002825,229.54382869997062,229.55967430002056,230.55951329995878,230.5432728000451,76.52148939995095,[0.5662521000485867],[0.0591172999702394],,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
15,0,15,space,77.23665510001592,None,5,20.693673999980092,None,76.52387210004963,j,0.39704960002563894,None,None,76.93986780010164,76.94036599993706,77.93739340011962,77.93744609993882,78.952709000092,78.95275419997051,80.9680678001605,,,,,,,0,0,0,0,15,0,15,0,230.55951329995878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52387210004963,230.54574790014885,230.55951329995878,230.55951329995878,230.55951329995878,230.55951329995878,230.9615807000082,j,0.39704960002563894,None,left,1,12,1,1,9,8,None,76.93986780010164,76.94036599993706,230.96223650011234,230.97579810000025,230.97579810000025,231.98348479997367,231.98348479997367,231.95914330007508,77.93739340011962,77.93744609993882,231.97665970004164,231.98348479997367,231.98348479997367,232.97448870004155,stimuli/box_coin_transparent.png,78.952709000092,78.95275419997051,232.97461230005138,232.99051870009862,235.00593980005942,234.989847100107,80.9680678001605,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
16,0,16,space,77.23665510001592,None,5,20.693673999980092,None,80.97059189993888,j,0.35563960019499063,None,None,81.35293589998037,81.35339810000733,83.36633999994956,83.36639310000464,84.38155520008877,84.38160199997947,85.38127720006742,,,,,,,0,0,0,0,16,0,16,0,235.00593980005942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.97059189993888,234.992471100064,235.00593980005942,235.00593980005942,235.00593980005942,235.00593980005942,235.37464169994928,j,0.35563960019499063,None,left,0,12,1,1,10,8,None,81.35293589998037,81.35339810000733,235.37526510003954,235.38914970005862,235.38914970005862,237.40910020004958,237.40910020004958,237.38809020002373,83.36633999994956,83.36639310000464,237.40242250007577,237.40910020004958,237.40910020004958,238.40333000011742,stimuli/box_empty_transparent.png,84.38155520008877,84.38160199997947,238.4034613999538,238.41920999996364,239.41920200013556,239.40305950003676,85.38127720006742,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
17,0,17,space,77.23665510001592,None,5,20.693673999980092,None,85.38404490007088,j,0.6848824000917375,None,None,86.09904789994471,86.0994975999929,87.11333289998583,87.11338510015048,88.12881330004893,88.12886409997009,89.12813180009834,,,,,,,0,0,0,0,17,0,17,0,239.41920200013556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.38404490007088,239.4059218999464,239.41920200013556,239.41920200013556,239.41920200013556,239.41920200013556,240.12075649993494,j,0.6848824000917375,None,left,1,12,2,1,11,9,None,86.09904789994471,86.0994975999929,240.1213595001027,240.13527600001544,240.13527600001544,241.15942079992965,241.15942079992965,241.13508290005848,87.11333289998583,87.11338510015048,241.15251410007477,241.15942079992965,241.15942079992965,242.15059420000762,stimuli/box_coin_transparent.png,88.12881330004893,88.12886409997009,242.1507210000418,242.16650900011882,243.165885000024,243.14991610008292,89.12813180009834,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
18,0,18,space,77.23665510001592,None,5,20.693673999980092,None,89.13062259997241,j,0.48438799986615777,None,None,89.64632600010373,89.64677430014126,93.158020199975,93.15805330011062,94.17371500004083,94.17375990003347,96.18932360014878,,,,,,,0,0,0,0,18,0,18,0,243.165885000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13062259997241,243.1524980000686,243.165885000024,243.165885000024,243.165885000024,243.165885000024,243.6680324000772,j,0.48438799986615777,None,left,1,12,3,1,12,10,None,89.64632600010373,89.64677430014126,243.66863740002736,243.68242420000024,243.68242420000024,247.1962574000936,247.1962574000936,247.1797927999869,93.158020199975,93.15805330011062,247.18998329993337,247.1962574000936,247.1962574000936,248.19549580011517,stimuli/box_coin_transparent.png,94.17371500004083,94.17375990003347,248.19561700010672,248.21143899997696,250.22722960007377,250.21110670012422,96.18932360014878,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
19,0,19,space,77.23665510001592,None,5,20.693673999980092,None,96.1926496999804,j,0.3964370999019593,None,None,96.60727729997598,96.60773089993745,97.60513080004603,97.60518319997936,98.62037730007432,98.62042669998482,100.13575260015205,,,,,,,0,0,0,0,19,0,19,0,250.22722960007377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1926496999804,250.2145364000462,250.22722960007377,250.22722960007377,250.22722960007377,250.22722960007377,250.62898100004531,j,0.3964370999019593,None,left,1,12,4,1,13,11,None,96.60727729997598,96.60773089993745,250.62959429994226,250.64349439996295,250.64349439996295,251.65151720005088,251.65151720005088,251.62687640008517,97.60513080004603,97.60518319997936,251.64433420007117,251.65151720005088,251.65151720005088,252.64215810014866,stimuli/box_coin_transparent.png,98.62037730007432,98.62042669998482,252.64228440006264,252.65817690012045,254.1737868001219,254.1575385001488,100.13575260015205,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
20,0,20,space,77.23665510001592,None,5,20.693673999980092,None,100.13812700007111,j,0.4929706999100745,None,None,100.65395259996876,100.65443140012212,102.66791100008413,102.66796929994598,103.68273550015874,103.68278010003269,105.69796140003018,,,,,,,0,0,0,0,20,0,20,0,254.1737868001219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13812700007111,254.1600013000425,254.1737868001219,254.1737868001219,254.1737868001219,254.1737868001219,254.67565750004724,j,0.4929706999100745,None,left,1,12,5,1,14,12,None,100.65395259996876,100.65443140012212,254.67629970004782,254.69039739994332,254.69039739994332,256.71448640013114,256.71448640013114,256.68965610000305,102.66791100008413,102.66796929994598,256.7074752000626,256.71448640013114,256.71448640013114,257.70451549999416,stimuli/box_coin_transparent.png,103.68273550015874,103.68278010003269,257.70516290003434,257.72056269994937,259.7359118000604,259.719746600138,105.69796140003018,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
21,0,21,space,77.23665510001592,None,5,20.693673999980092,None,105.70033899997361,j,0.36919579980894923,None,None,106.0983146999497,106.0986089000944,109.11254200013354,109.11259230016731,110.12777380016632,110.12782160006464,111.64327250001952,,,,,,,0,0,0,0,21,0,21,0,259.7359118000604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.70033899997361,259.7222130000591,259.7359118000604,259.7359118000604,259.7359118000604,259.7359118000604,260.1200625000056,j,0.36919579980894923,None,left,0,12,5,1,15,12,None,106.0983146999497,106.0986089000944,260.1204554999713,260.135501800105,260.135501800105,263.1548049999401,263.1548049999401,263.13429800001904,109.11254200013354,109.11259230016731,263.14836700004525,263.1548049999401,263.1548049999401,264.14955490012653,stimuli/box_empty_transparent.png,110.12777380016632,110.12782160006464,264.14968000003137,264.1656716000289,265.68145740008913,265.66505950014107,111.64327250001952,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
22,0,22,space,77.23665510001592,None,5,20.693673999980092,None,111.64565420011058,k,0.3851206998806447,None,None,112.06198420003057,112.06238040002063,113.5757631000597,113.57581580011174,114.59061580011621,114.59066099999472,116.60599269997329,,,,,,,0,0,0,0,22,0,22,0,265.68145740008913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.64565420011058,265.6675293999724,265.68145740008913,265.68145740008913,265.68145740008913,265.68145740008913,266.08369809994474,k,0.3851206998806447,None,left,0,12,5,1,15,12,None,112.06198420003057,112.06238040002063,266.0842427001335,266.09777950006537,266.09777950006537,267.618768400047,267.618768400047,267.59751120000146,113.5757631000597,113.57581580011174,267.6117591999937,267.618768400047,267.618768400047,268.61239499994554,stimuli/box_empty_transparent.png,114.59061580011621,114.59066099999472,268.6125167000573,268.6285596000962,270.64396760007367,270.62777959997766,116.60599269997329,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
23,0,23,space,77.23665510001592,None,5,20.693673999980092,None,116.60836890013888,k,0.4882475999183953,None,None,117.12433689995669,117.12473500007764,118.63859959994443,118.63865260011517,119.65378209995106,119.65382790006697,121.1692576999776,,,,,,,0,0,0,0,23,0,23,0,270.64396760007367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.60836890013888,270.63024369999766,270.64396760007367,270.64396760007367,270.64396760007367,270.64396760007367,271.14605060010217,k,0.4882475999183953,None,left,0,12,5,1,15,12,None,117.12433689995669,117.12473500007764,271.14659649995156,271.160436199978,271.160436199978,272.68123380001634,272.68123380001634,272.6603491001297,118.63859959994443,118.63865260011517,272.67445000004955,272.68123380001634,272.68123380001634,273.67556250002235,stimuli/box_empty_transparent.png,119.65378209995106,119.65382790006697,273.67568750004284,273.691415600013,275.2073920001276,275.1910331000108,121.1692576999776,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
24,0,24,space,77.23665510001592,None,5,20.693673999980092,None,121.17165040015243,k,1.223637499846518,None,['k'],122.42089539999142,122.42129250010476,124.43374270014465,124.43379570008256,125.44866050011478,125.44870710000396,126.96458339993842,[0.3832347998395562],[0.1075573000125587],,,,,0,0,0,0,24,0,24,0,275.2073920001276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.17165040015243,275.19352590013295,275.2073920001276,275.2073920001276,275.2073920001276,275.2073920001276,276.4425542000681,k,1.223637499846518,None,left,0,12,5,1,15,12,['k'],122.42089539999142,122.42129250010476,276.44315330008976,276.45629380014725,276.45629380014725,278.4765906999819,278.4765906999819,278.45549089997075,124.43374270014465,124.43379570008256,278.46959830005653,278.4765906999819,278.4765906999819,279.470435900148,stimuli/box_empty_transparent.png,125.44866050011478,125.44870710000396,279.4705598000437,279.48655589995906,281.00262670009397,280.98636139999144,126.96458339993842,[0.3832347998395562],[0.1075573000125587],,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
25,0,25,space,77.23665510001592,None,5,20.693673999980092,None,126.96697210008278,j,0.4679828998632729,None,None,127.46601029997692,127.46646140003577,128.48056900012307,128.48062129993923,129.49558890005574,129.49563290015794,133.00944350007921,,,,,,,0,0,0,0,25,0,25,0,281.00262670009397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.96697210008278,280.98884800006635,281.00262670009397,281.00262670009397,281.00262670009397,281.00262670009397,281.48772330000065,j,0.4679828998632729,None,left,1,12,6,1,16,13,None,127.46601029997692,127.46646140003577,281.4883247001562,281.5024978001602,281.5024978001602,282.5268147001043,282.5268147001043,282.5023149999324,128.48056900012307,128.48062129993923,282.5199066000059,282.5268147001043,282.5268147001043,283.5173691001255,stimuli/box_coin_transparent.png,129.49558890005574,129.49563290015794,283.51748770009726,283.53336190013215,287.04782290011644,287.03123249998316,133.00944350007921,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
26,0,26,space,77.23665510001592,None,5,20.693673999980092,None,133.01183070009574,j,0.4911558001767844,None,None,133.5278789999429,133.52840310009196,134.02583419997245,134.0258845000062,135.04114680015482,135.04117600014433,138.5552891001571,,,,,,,0,0,0,0,26,0,26,0,287.04782290011644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.01183070009574,287.0337062999606,287.04782290011644,287.04782290011644,287.04782290011644,287.04782290011644,287.54958380013704,j,0.4911558001767844,None,left,0,12,6,1,17,13,None,133.5278789999429,133.52840310009196,287.5502752000466,287.56407660013065,287.56407660013065,288.0687315000687,288.0687315000687,288.04759149998426,134.02583419997245,134.0258845000062,288.0615952000953,288.0687315000687,288.0687315000687,289.0629374999553,stimuli/box_empty_transparent.png,135.04114680015482,135.04117600014433,289.06301630008966,289.0790177001618,292.5932410999667,292.57707420014776,138.5552891001571,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
27,0,27,space,77.23665510001592,None,5,20.693673999980092,None,138.5576709001325,j,0.48235490010119975,None,None,139.05654200003482,139.05691920011304,140.5545743999537,140.55462790001184,141.56945500010625,141.56950590014458,142.56889570015483,,,,,,,0,0,0,0,27,0,27,0,292.5932410999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5576709001325,292.5795442999806,292.5932410999667,292.5932410999667,292.5932410999667,292.5932410999667,293.0782495001331,j,0.48235490010119975,None,left,1,12,7,1,18,14,None,139.05654200003482,139.05691920011304,293.0787631999701,293.0928299999796,293.0928299999796,294.6009087001439,294.6009087001439,294.5763224000111,140.5545743999537,140.55462790001184,294.59376830002293,294.6009087001439,294.6009087001439,295.5912353999447,stimuli/box_coin_transparent.png,141.56945500010625,141.56950590014458,295.5913619999774,295.60732010006905,296.606686900137,296.5906774001196,142.56889570015483,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
28,0,28,space,77.23665510001592,None,5,20.693673999980092,None,142.57137100002728,j,0.5757950998377055,None,None,143.1703250000719,143.17089170007966,144.18500120006502,144.18505359999835,145.1997473000083,145.19979270012118,148.71374969999306,,,,,,,0,0,0,0,28,0,28,0,296.606686900137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.57137100002728,296.59324590000324,296.606686900137,296.606686900137,296.606686900137,296.606686900137,297.1919561000541,j,0.5757950998377055,None,left,0,12,7,1,19,14,None,143.1703250000719,143.17089170007966,297.19275539997034,297.206412400119,297.206412400119,298.22717740014195,298.22717740014195,298.20675120013766,144.18500120006502,144.18505359999835,298.2207746000495,298.22717740014195,298.22717740014195,299.2215275999624,stimuli/box_empty_transparent.png,145.1997473000083,145.19979270012118,299.221648799954,299.2375217000954,302.75176730006933,302.73553579999134,148.71374969999306,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
29,0,29,space,77.23665510001592,None,5,20.693673999980092,None,148.71612480003387,j,0.45204850006848574,None,None,149.19860110012814,149.1990529000759,151.21211570012383,151.21216810005717,152.22714350000024,152.22717280010693,153.22707260004245,,,,,,,0,0,0,0,29,0,29,0,302.75176730006933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.71612480003387,302.7379970001057,302.75176730006933,302.75176730006933,302.75176730006933,302.75176730006933,303.22030559997074,j,0.45204850006848574,None,left,1,12,8,1,20,15,None,149.19860110012814,149.1990529000759,303.2209157999605,303.2347953999415,303.2347953999415,305.2579785999842,305.2579785999842,305.2338739000261,151.21211570012383,151.21216810005717,305.2513421999756,305.2579785999842,305.2579785999842,306.2489360999316,stimuli/box_coin_transparent.png,152.22714350000024,152.22717280010693,306.2490137000568,306.2649622000754,307.26500010001473,307.2488568001427,153.22707260004245,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
30,0,30,space,77.23665510001592,None,5,20.693673999980092,None,153.229455600027,None,,,['k'],154.74242849997245,154.74254390015267,155.75883690011688,155.7588897999376,156.77370620006695,156.7737778001465,157.77354860003106,[0.5499725001864135],[0.0866536998655647],,,,,0,0,0,0,30,0,30,0,307.26500010001473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.229455600027,307.2513298999984,307.26500010001473,307.26500010001473,307.26500010001473,307.26500010001473,308.76409970014356,None,,,left,1,12,8,1,20,15,['k'],154.74242849997245,154.74254390015267,308.76439979998395,308.78068380011246,308.78068380011246,309.80161450011656,309.80161450011656,309.7805856000632,155.75883690011688,155.7588897999376,309.7947947999928,309.80161450011656,309.80161450011656,310.7954830999952,no selection made,156.77370620006695,156.7737778001465,310.79563509998843,310.8116250000894,311.81147429998964,311.7953318001237,157.77354860003106,[0.5499725001864135],[0.0866536998655647],,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
31,0,31,space,77.23665510001592,None,5,20.693673999980092,None,157.7759583001025,k,0.31204949994571507,None,None,158.1083073001355,158.1087128999643,161.1212816000916,161.1213347001467,162.13641000003554,162.13646830013022,164.65126070007682,,,,,,,0,0,0,0,31,0,31,0,311.81147429998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7759583001025,311.79783269995824,311.81147429998964,311.81147429998964,311.81147429998964,311.81147429998964,312.1300208000466,k,0.31204949994571507,None,left,1,12,8,1,20,15,None,158.1083073001355,158.1087128999643,312.1305746999569,312.1445092000067,312.1445092000067,315.16403890005313,315.16403890005313,315.14303030003794,161.1212816000916,161.1213347001467,315.157183600124,315.16403890005313,315.16403890005313,316.15815869998187,stimuli/box_empty_transparent.png,162.13641000003554,162.13646830013022,316.15833030012436,316.17425490007736,318.68925980012864,318.6730432000477,164.65126070007682,,,,,,,,,,,,,,,,,,967191,right,no,None,2025-05-14_14h25.25.739,RL_out-of-scanner,2024.2.4,60.066048570526306,2025-05-14 14h26.07.238798 -0700,
