thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
32,0,32,space,2.467731500044465,None,5,2.641512700356543,None,157.31373890023679,k,1.2704511997289956,None,None,158.61278149997815,158.61304129986092,159.61268049990758,159.61271640006453,160.61272739991546,160.61276370007545,161.61196460016072,,,,,,,0,0,0,0,32,0,32,0,165.28744900040329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.31373890023679,165.27270440012217,165.28744900040329,165.28744900040329,165.28744900040329,165.28744900040329,166.57165609998628,k,1.2704511997289956,None,left,0,12,2,1,20,15,None,158.61278149997815,158.61304129986092,166.57200419995934,166.5869122003205,166.5869122003205,167.58699560025707,167.58699560025707,167.57158220000565,159.61268049990758,159.61271640006453,167.57967570004985,167.58699560025707,167.58699560025707,168.58739370014518,168.58739370014518,168.57163979997858,stimuli/box_empty_transparent.png,160.61272739991546,160.61276370007545,168.57173170009628,168.58739370014518,169.58764730021358,169.57088110037148,161.61196460016072,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
33,0,33,space,2.467731500044465,None,5,2.641512700356543,None,161.61351680010557,k,0.535727399867028,None,None,162.18002209998667,162.18028490012512,164.17804110003635,164.178084500134,165.1784744001925,165.17850709985942,166.67817169986665,,,,,,,0,0,0,0,33,0,33,0,169.58764730021358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.61351680010557,169.57248090021312,169.58764730021358,169.58764730021358,169.58764730021358,169.58764730021358,170.13889950001612,k,0.535727399867028,None,left,0,12,2,1,20,15,None,162.18002209998667,162.18028490012512,170.13924690010026,170.15395490033552,170.15395490033552,172.15373280039057,172.15373280039057,172.13693900033832,164.17804110003635,164.178084500134,172.14578599995002,172.15373280039057,172.15373280039057,,,173.13739020004869,stimuli/box_empty_transparent.png,165.1784744001925,165.17850709985942,173.13747020019218,173.15340880025178,174.6536905001849,174.63708800030872,166.67817169986665,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
34,0,34,space,2.467731500044465,None,5,2.641512700356543,None,166.67968480009586,j,0.3487931997515261,None,None,167.04683959996328,167.04730670014396,170.04505670024082,170.04510019998997,171.04556829994544,171.04559980006889,173.54516940005124,,,,,,,0,0,0,0,34,0,34,0,174.6536905001849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.67968480009586,174.63864949997514,174.6536905001849,174.6536905001849,174.6536905001849,174.6536905001849,175.0057186000049,j,0.3487931997515261,None,left,0,12,2,1,21,15,None,167.04683959996328,167.04730670014396,175.0062726000324,175.02086709998548,175.02086709998548,178.02027320023626,178.02027320023626,178.0039510000497,170.04505670024082,170.04510019998997,178.01298500038683,178.02027320023626,178.02027320023626,179.0199013003148,179.0199013003148,179.00448420038447,stimuli/box_empty_transparent.png,171.04556829994544,171.04559980006889,179.0045596002601,179.0199013003148,181.52007770026103,181.5040851002559,173.54516940005124,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
35,0,35,space,2.467731500044465,None,5,2.641512700356543,None,173.54661510000005,k,0.517875200137496,None,None,174.0963249001652,174.0966260000132,175.59426659997553,175.59431520011276,176.59483140008524,176.59487270005047,177.59508110024035,,,,,,,0,0,0,0,35,0,35,0,181.52007770026103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.54661510000005,181.50557940034196,181.52007770026103,181.52007770026103,181.52007770026103,181.52007770026103,182.05519250035286,k,0.517875200137496,None,left,0,12,2,1,21,15,None,174.0963249001652,174.0966260000132,182.05560020031407,182.07030210038647,182.07030210038647,183.57001410005614,183.57001410005614,183.55315460031852,175.59426659997553,175.59431520011276,183.563493499998,183.57001410005614,183.57001410005614,,,184.55374320037663,stimuli/box_empty_transparent.png,176.59483140008524,176.59487270005047,184.5538361002691,184.56961819995195,185.56999540003017,185.55399730009958,177.59508110024035,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
36,0,36,space,2.467731500044465,None,5,2.641512700356543,None,177.59684879984707,k,0.6443879003636539,None,None,178.26251860009506,178.26278659980744,179.76230539986864,179.76234170002863,180.76094170007855,180.76098390016705,184.26112490007654,,,,,,,0,0,0,0,36,0,36,0,185.56999540003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.59684879984707,185.55581980012357,185.56999540003017,185.56999540003017,185.56999540003017,185.56999540003017,186.22138310037553,k,0.6443879003636539,None,left,0,12,2,1,21,15,None,178.26251860009506,178.26278659980744,186.22174950037152,186.23766250023618,186.23766250023618,187.73630750039592,187.73630750039592,187.72120220027864,179.76230539986864,179.76234170002863,187.7294169999659,187.73630750039592,187.73630750039592,188.73540880018845,188.73540880018845,188.71985080000013,stimuli/box_empty_transparent.png,180.76094170007855,180.76098390016705,188.71995660010725,188.73540880018845,192.23688740003854,192.22003810014576,184.26112490007654,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
37,0,37,space,2.467731500044465,None,5,2.641512700356543,None,184.26268270006403,k,0.40825309976935387,None,None,184.69586669979617,184.69619930023327,186.69506670022383,186.69510990008712,187.6952235000208,187.6952547999099,188.69446759996936,,,,,,,0,0,0,0,37,0,37,0,192.23688740003854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.26268270006403,192.22164740040898,192.23688740003854,192.23688740003854,192.23688740003854,192.23688740003854,192.65473160007969,k,0.40825309976935387,None,left,0,12,2,1,21,15,None,184.69586669979617,184.69619930023327,192.65516780037433,192.67021570028737,192.67021570028737,194.66957930009812,194.66957930009812,194.65396020002663,186.69506670022383,186.69510990008712,194.66241610003635,194.66957930009812,194.66957930009812,,,195.65413960022852,stimuli/box_empty_transparent.png,187.6952235000208,187.6952547999099,195.6542176003568,195.6694371001795,196.6692182002589,196.65338330017403,188.69446759996936,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
38,0,38,space,2.467731500044465,None,5,2.641512700356543,None,188.6963193998672,k,0.39413970010355115,None,None,189.11141860019416,189.11171639990062,190.12729440024123,190.1273384001106,191.1275802999735,191.12761100009084,192.62664460018277,,,,,,,0,0,0,0,38,0,38,0,196.6692182002589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.6963193998672,196.65528580034152,196.6692182002589,196.6692182002589,196.6692182002589,196.6692182002589,197.07028250023723,k,0.39413970010355115,None,left,0,12,2,1,21,15,None,189.11141860019416,189.11171639990062,197.0706844003871,197.0868508000858,197.0868508000858,198.10320060001686,198.10320060001686,198.08618790004402,190.12729440024123,190.1273384001106,198.0951609001495,198.10320060001686,198.10320060001686,,,199.0864926003851,stimuli/box_empty_transparent.png,191.1275802999735,191.12761100009084,199.0865720002912,199.10264590010047,200.60233320016414,200.58555840002373,192.62664460018277,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
39,0,39,space,2.467731500044465,None,5,2.641512700356543,None,192.62880160007626,j,0.23087080009281635,None,None,192.87796070007607,192.87840070016682,193.87883180007339,193.87887750007212,194.87796780001372,194.87801019987091,195.8933179001324,,,,,,,0,0,0,0,39,0,39,0,200.60233320016414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.62880160007626,200.5877790004015,200.60233320016414,200.60233320016414,200.60233320016414,200.60233320016414,200.83679280010983,j,0.23087080009281635,None,left,0,12,2,1,22,15,None,192.87796070007607,192.87840070016682,200.83737700013444,200.85246280021966,200.85246280021966,201.8525841999799,201.8525841999799,201.837722199969,193.87883180007339,193.87887750007212,201.84613399999216,201.8525841999799,201.8525841999799,202.8529882002622,202.8529882002622,202.8368775001727,stimuli/box_empty_transparent.png,194.87796780001372,194.87801019987091,202.8369762999937,202.8529882002622,203.86917020007968,203.85223289998248,195.8933179001324,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
40,0,40,space,2.467731500044465,None,5,2.641512700356543,None,195.8948518000543,k,0.336147699970752,None,None,196.26143199997023,196.2616954999976,197.7623419999145,197.76239300007,198.7767456001602,198.7767769000493,199.77719670021906,,,,,,,0,0,0,0,40,0,40,0,203.86917020007968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.8948518000543,203.85381830018014,203.86917020007968,203.86917020007968,203.86917020007968,203.86917020007968,204.2203136002645,k,0.336147699970752,None,left,0,12,2,1,22,15,None,196.26143199997023,196.2616954999976,204.22065770020708,204.23570370022207,204.23570370022207,205.73923639999703,205.73923639999703,205.7212279001251,197.7623419999145,197.76239300007,205.7322447001934,205.73923639999703,205.73923639999703,,,206.7356620002538,stimuli/box_empty_transparent.png,198.7767456001602,198.7767769000493,206.73573740012944,206.7526802001521,207.75235890038311,207.73610810004175,199.77719670021906,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
41,0,41,space,2.467731500044465,None,5,2.641512700356543,None,199.77942560007796,j,0.41867770021781325,None,None,200.22844310011715,200.2287926999852,201.22762629995123,201.227670900058,202.22771340003237,202.22774389991537,205.2271304000169,,,,,,,0,0,0,0,41,0,41,0,207.75235890038311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.77942560007796,207.7384022003971,207.75235890038311,207.75235890038311,207.75235890038311,207.75235890038311,208.18730290001258,j,0.41867770021781325,None,left,1,12,3,1,23,16,None,200.22844310011715,200.2287926999852,208.1877586003393,208.20210530003533,208.20210530003533,209.20254039997235,209.20254039997235,209.1865205001086,201.22762629995123,201.227670900058,209.1969695002772,209.20254039997235,209.20254039997235,210.20215320028365,210.20215320028365,210.18663280038163,stimuli/box_coin_transparent.png,202.22771340003237,202.22774389991537,210.18670319998637,210.20215320028365,213.20238610031083,213.1860510003753,205.2271304000169,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
42,0,42,space,2.467731500044465,None,5,2.641512700356543,None,205.22861849982291,k,0.6463581002317369,None,None,205.89521849993616,205.89548140019178,207.89441990014166,207.89446299988776,208.89471790008247,208.8947518998757,212.39369519986212,,,,,,,0,0,0,0,42,0,42,0,213.20238610031083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.22861849982291,213.18758300039917,213.20238610031083,213.20238610031083,213.20238610031083,213.20238610031083,213.8540982999839,k,0.6463581002317369,None,left,1,12,3,1,23,16,None,205.89521849993616,205.89548140019178,213.85444390028715,213.86926360009238,213.86926360009238,215.86888390034437,215.86888390034437,215.85331010026857,207.89441990014166,207.89446299988776,215.86163680022582,215.86888390034437,215.86888390034437,216.8691345001571,216.8691345001571,216.85363380005583,stimuli/box_empty_transparent.png,208.89471790008247,208.8947518998757,216.85371570009738,216.8691345001571,220.36910130036995,220.35261030029505,212.39369519986212,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
43,0,43,space,2.467731500044465,None,5,2.641512700356543,None,212.3955207001418,j,0.35296889999881387,None,None,212.77826979989186,212.77867020014673,213.7774900002405,213.77752690017223,214.77737879985943,214.77740960009396,216.77721079997718,,,,,,,0,0,0,0,43,0,43,0,220.36910130036995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3955207001418,220.35449140006676,220.36910130036995,220.36910130036995,220.36910130036995,220.36910130036995,220.73713180003688,j,0.35296889999881387,None,left,1,12,4,1,24,17,None,212.77826979989186,212.77867020014673,220.73764030029997,220.75251860031858,220.75251860031858,221.75212060008198,221.75212060008198,221.7363841002807,213.7774900002405,213.77752690017223,221.74651830038056,221.75212060008198,221.75212060008198,222.7521079001017,222.7521079001017,222.73629630031064,stimuli/box_coin_transparent.png,214.77737879985943,214.77740960009396,222.7363699004054,222.7521079001017,224.75244670035318,224.7361300000921,216.77721079997718,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
44,0,44,space,2.467731500044465,None,5,2.641512700356543,None,216.77871329989284,j,0.8735992000438273,None,None,217.6785099999979,217.67888339981437,220.1942886998877,220.19433420011774,221.19294540025294,221.19298670021817,223.19371950021014,,,,,,,0,0,0,0,44,0,44,0,224.75244670035318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.77871329989284,224.73767770035192,224.75244670035318,224.75244670035318,224.75244670035318,224.75244670035318,225.63736509997398,j,0.8735992000438273,None,left,1,12,5,1,25,18,None,217.6785099999979,217.67888339981437,225.63784810015932,225.6542845000513,225.6542845000513,228.1686154003255,228.1686154003255,228.15317860012874,220.1942886998877,220.19433420011774,228.16362170036882,228.1686154003255,228.1686154003255,229.1676079002209,229.1676079002209,229.15185640007257,stimuli/box_coin_transparent.png,221.19294540025294,221.19298670021817,229.15196030028164,229.1676079002209,231.168778100051,231.1526383999735,223.19371950021014,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
45,0,45,space,2.467731500044465,None,5,2.641512700356543,None,223.1952398000285,j,0.6185755003243685,None,None,223.84485810017213,223.84521820023656,224.84398850006983,224.84402529988438,225.84407729981467,225.84410949982703,226.8422226998955,,,,,,,0,0,0,0,45,0,45,0,231.168778100051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1952398000285,231.15420390013605,231.168778100051,231.168778100051,231.168778100051,231.168778100051,231.80373210040852,j,0.6185755003243685,None,left,1,12,6,1,26,19,None,223.84485810017213,223.84521820023656,231.80418130010366,231.81958839995787,231.81958839995787,232.81852830015123,232.81852830015123,232.80288770003244,224.84398850006983,224.84402529988438,232.81285490002483,232.81852830015123,232.81852830015123,233.8183047999628,233.8183047999628,233.8029962000437,stimuli/box_coin_transparent.png,225.84407729981467,225.84410949982703,233.80307080037892,233.8183047999628,234.81790310004726,234.80113920010626,226.8422226998955,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
46,0,46,space,2.467731500044465,None,5,2.641512700356543,None,226.8439019001089,j,0.39054759964346886,None,None,227.26086100004613,227.2612386001274,229.26030750013888,229.2603444000706,230.26061550015584,230.2606521998532,231.27716579986736,,,,,,,0,0,0,0,46,0,46,0,234.81790310004726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8439019001089,234.80287320027128,234.81790310004726,234.81790310004726,234.81790310004726,234.81790310004726,235.2197227999568,j,0.39054759964346886,None,left,1,12,7,1,27,20,None,227.26086100004613,227.2612386001274,235.22020410001278,235.23481480032206,235.23481480032206,237.23497800016776,237.23497800016776,237.2192057003267,229.26030750013888,229.2603444000706,237.22910960018635,237.23497800016776,237.23497800016776,,,238.21952170040458,stimuli/box_coin_transparent.png,230.26061550015584,230.2606521998532,238.21961570018902,238.23562930012122,239.25230840034783,239.2360847000964,231.27716579986736,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
47,0,47,space,2.467731500044465,None,5,2.641512700356543,None,231.278627499938,j,0.4480755003169179,None,None,231.7447322998196,231.74505629995838,234.74401339981705,234.7440499002114,235.7438000999391,235.74383179983124,237.24365200009197,,,,,,,0,0,0,0,47,0,47,0,239.25230840034783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.278627499938,239.23759220028296,239.25230840034783,239.25230840034783,239.25230840034783,239.25230840034783,239.70361210033298,j,0.4480755003169179,None,left,1,12,8,1,28,21,None,231.7447322998196,231.74505629995838,239.70401870040223,239.71852590003982,239.71852590003982,242.71806820016354,242.71806820016354,242.70291510038078,234.74401339981705,234.7440499002114,242.71278920024633,242.71806820016354,242.71806820016354,243.71807880001143,243.71807880001143,243.70271720038727,stimuli/box_coin_transparent.png,235.7438000999391,235.74383179983124,243.70279290014878,243.71807880001143,245.2184458002448,245.2025696001947,237.24365200009197,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
48,0,48,space,2.467731500044465,None,5,2.641512700356543,None,237.2451666998677,j,0.5035854000598192,None,None,237.7775472002104,237.77790109999478,239.277083999943,239.27712580002844,240.27695959992707,240.2769949999638,243.79181009996682,,,,,,,0,0,0,0,48,0,48,0,245.2184458002448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.2451666998677,245.20413170009851,245.2184458002448,245.2184458002448,245.2184458002448,245.2184458002448,245.7364161000587,j,0.5035854000598192,None,left,1,12,9,1,29,22,None,237.7775472002104,237.77790109999478,245.7368860002607,245.7516652001068,245.7516652001068,247.25164759997278,247.25164759997278,247.23597900010645,239.277083999943,239.27712580002844,247.24645740026608,247.25164759997278,247.25164759997278,248.25155499996617,248.25155499996617,248.23587319999933,stimuli/box_coin_transparent.png,240.27695959992707,240.2769949999638,248.2359609999694,248.25155499996617,251.7674630000256,251.75072970008478,243.79181009996682,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
49,0,49,space,2.467731500044465,None,5,2.641512700356543,None,243.7933235000819,j,0.5720783001743257,None,None,244.39340660022572,244.39378810022026,245.89335370017216,245.89339740015566,246.8934646998532,246.89349550008774,246.8939088000916,,,,,,,0,0,0,0,49,0,49,0,251.7674630000256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.7933235000819,251.75228970032185,251.7674630000256,251.7674630000256,251.7674630000256,251.7674630000256,252.35227070003748,j,0.5720783001743257,None,left,1,12,10,1,30,23,None,244.39340660022572,244.39378810022026,252.35275800013915,252.3676499002613,252.3676499002613,253.86766650015488,253.86766650015488,253.8522453000769,245.89335370017216,245.89339740015566,253.86220150021836,253.86766650015488,253.86766650015488,254.87317500030622,254.87317500030622,254.8523818999529,stimuli/box_coin_transparent.png,246.8934646998532,246.89349550008774,254.85245610028505,254.87317500030622,254.87317500030622,254.8528301003389,246.8939088000916,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
0,0,0,space,2.467731500044465,None,5,2.641512700356543,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.86862300010398,254.87317500030622,258.86786710005254,258.8706150003709,258.8847030000761,311.49965550005436,311.4834191002883,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
0,0,0,space,8.577396600041538,None,5,1.9895828003063798,None,0.0017059999518096447,None,,,['j'],1.500604699831456,1.5006812997162342,2.5008640997111797,2.500901599880308,3.499018100090325,3.4990623998455703,5.499433199875057,[1.0838953000493348],[0.09238630020990968],,,,,1,0,1,0,0,0,0,0,322.1159532000311,,,,,,,,,,,,,,,,311.4836371000856,311.49965550005436,311.49965550005436,320.0825571999885,space,8.577396600041538,None,320.0826891004108,320.09822789998725,320.09822789998725,322.1002196003683,5,1.9895828003063798,None,0.0017059999518096447,322.10199560038745,322.1159532000311,322.1159532000311,322.1159532000311,322.1159532000311,323.60078340023756,None,,,right,1,10,0,2,30,0,['j'],1.500604699831456,1.5006812997162342,323.60096510034055,323.6165777002461,323.6165777002461,324.61623050039634,324.61623050039634,324.6010857000947,2.5008640997111797,2.500901599880308,324.6096343002282,324.61623050039634,324.61623050039634,325.61493090027943,325.61493090027943,325.5992505000904,no selection made,3.499018100090325,3.4990623998455703,325.59935780009255,325.61493090027943,327.61564830038697,327.59967740019783,5.499433199875057,,,,,,,,323.6165777002461,323.6165777002461,323.6165777002461,323.6165777002461,[1.0838953000493348],[0.09238630020990968],,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
1,0,1,space,8.577396600041538,None,5,1.9895828003063798,None,5.500878899823874,j,0.26653339993208647,None,None,5.7841710997745395,5.784575399942696,7.283548499923199,7.283591900020838,8.283227200154215,8.283258399926126,9.781868000049144,,,,,,,1,0,1,0,1,0,1,0,327.61564830038697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.500878899823874,327.60116820037365,327.61564830038697,327.61564830038697,327.61564830038697,327.61564830038697,327.88435410009697,j,0.26653339993208647,None,right,1,10,0,2,30,0,None,5.7841710997745395,5.784575399942696,327.8848697002977,327.89949570037425,327.89949570037425,329.398878400214,329.398878400214,329.3837659000419,7.283548499923199,7.283591900020838,329.3921856000088,329.398878400214,329.398878400214,330.39866250008345,330.39866250008345,330.3834677999839,stimuli/box_empty_transparent.png,8.283227200154215,8.283258399926126,330.3835444999859,330.39866250008345,331.89868320012465,331.88210980035365,9.781868000049144,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
2,0,2,space,8.577396600041538,None,5,1.9895828003063798,None,9.783786399755627,k,1.2353759002871811,None,None,11.05027490016073,11.050536000169814,12.049552499782294,12.049589799717069,13.049222399946302,13.049253299832344,16.048958799801767,,,,,,,1,0,1,0,2,0,2,0,331.89868320012465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.783786399755627,331.88408720027655,331.89868320012465,331.89868320012465,331.89868320012465,331.89868320012465,333.15047380002216,k,1.2353759002871811,None,right,1,10,1,2,31,1,None,11.05027490016073,11.050536000169814,333.1508233002387,333.1655246000737,333.1655246000737,334.1653905999847,334.1653905999847,334.1497766999528,12.049552499782294,12.049589799717069,334.1595625001937,334.1653905999847,334.1653905999847,335.16565230023116,335.16565230023116,335.14946390036494,stimuli/box_coin_transparent.png,13.049222399946302,13.049253299832344,335.14953860035166,335.16565230023116,338.16575010027736,338.14920280035585,16.048958799801767,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
3,0,3,space,8.577396600041538,None,5,1.9895828003063798,None,16.050399099942297,k,0.4199839001521468,None,None,16.499978499952704,16.500270599965006,18.499100199900568,18.499139199964702,19.499846099875867,19.499882800038904,20.514848799910396,,,,,,,1,0,1,0,3,0,3,0,338.16575010027736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.050399099942297,338.1506890002638,338.16575010027736,338.16575010027736,338.16575010027736,338.16575010027736,338.6001784000546,k,0.4199839001521468,None,right,0,10,1,2,32,1,None,16.499978499952704,16.500270599965006,338.6005590003915,338.616287200246,338.616287200246,340.61619780026376,340.61619780026376,340.59932340029627,18.499100199900568,18.499139199964702,340.60755280032754,340.61619780026376,340.61619780026376,341.6187557000667,341.6187557000667,341.60008410038427,stimuli/box_empty_transparent.png,19.499846099875867,19.499882800038904,341.6001727003604,341.6187557000667,342.6316289999522,342.6150927999988,20.514848799910396,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
4,0,4,space,8.577396600041538,None,5,1.9895828003063798,None,20.51630390016362,j,0.47885920014232397,None,None,21.01561040012166,21.01596499979496,22.015896399971098,22.015941800083965,23.016365400049835,23.016423900146037,25.515378300100565,,,,,,,1,0,1,0,4,0,4,0,342.6316289999522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51630390016362,342.61659550014883,342.6316289999522,342.6316289999522,342.6316289999522,342.6316289999522,343.11581150023267,j,0.47885920014232397,None,right,0,10,1,2,32,1,None,21.01561040012166,21.01596499979496,343.1162606002763,343.13141439994797,343.13141439994797,344.13185130013153,344.13185130013153,344.11611710023135,22.015896399971098,22.015941800083965,344.1259854002856,344.13185130013153,344.13185130013153,,,345.11658590007573,stimuli/box_empty_transparent.png,23.016365400049835,23.016423900146037,345.1167323002592,345.1315518999472,347.6323667000979,347.61562480032444,25.515378300100565,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
