thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,2.467731500044465,None,5,2.641512700356543,None,38.94963030004874,k,0.2620546002872288,None,None,39.23277659993619,39.23309580003843,42.23287399997935,42.23291510017589,43.23257659981027,43.232610600069165,44.730980299878865,,,,,,,0,0,0,0,8,0,8,0,46.923541700001806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.94963030004874,46.9086032002233,46.923541700001806,46.923541700001806,46.923541700001806,46.923541700001806,47.191636400297284,k,0.2620546002872288,None,right,1,13,4,0,5,4,None,39.23277659993619,39.23309580003843,47.19206569995731,47.207115600351244,47.207115600351244,50.20728290034458,50.20728290034458,50.19177280040458,42.23287399997935,42.23291510017589,50.20190940005705,50.20728290034458,50.20728290034458,51.206975399982184,51.206975399982184,51.19149230001494,stimuli/box_coin_transparent.png,43.23257659981027,43.232610600069165,51.19157240027562,51.206975399982184,52.70669780019671,52.68989720009267,44.730980299878865,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
9,0,9,space,2.467731500044465,None,5,2.641512700356543,None,44.733022700063884,k,0.4229017999023199,None,None,45.184061999898404,45.18438420025632,46.68267579982057,46.68271510023624,47.682157000061125,47.682190199848264,49.68186639994383,,,,,,,0,0,0,0,9,0,9,0,52.70669780019671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.733022700063884,52.69199700001627,52.70669780019671,52.70669780019671,52.70669780019671,52.70669780019671,53.1429314003326,k,0.4229017999023199,None,right,1,13,5,0,6,5,None,45.184061999898404,45.18438420025632,53.14335300028324,53.15765260020271,53.15765260020271,54.65764790028334,54.65764790028334,54.641578500159085,46.68267579982057,46.68271510023624,54.65230179997161,54.65764790028334,54.65764790028334,55.656736799981445,55.656736799981445,55.64107360038906,stimuli/box_coin_transparent.png,47.682157000061125,47.682190199848264,55.641150400042534,55.656736799981445,57.65847030002624,57.64078480005264,49.68186639994383,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
10,0,10,space,2.467731500044465,None,5,2.641512700356543,None,49.68330489983782,k,0.5276647000573575,None,None,50.23205489991233,50.23234170023352,51.73213189980015,51.73217689990997,52.732117500156164,52.73215170018375,53.748735500033945,,,,,,,0,0,0,0,10,0,10,0,57.65847030002624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.68330489983782,57.64226990006864,57.65847030002624,57.65847030002624,57.65847030002624,57.65847030002624,58.19091110024601,k,0.5276647000573575,None,right,1,13,6,0,7,6,None,50.23205489991233,50.23234170023352,58.191325900144875,58.20645880000666,58.20645880000666,59.70673420000821,59.70673420000821,59.69102380005643,51.73213189980015,51.73217689990997,59.70086880028248,59.70673420000821,59.70673420000821,60.70718780020252,60.70718780020252,60.69103420013562,stimuli/box_coin_transparent.png,52.732117500156164,52.73215170018375,60.6911129001528,60.70718780020252,61.7242151000537,61.70765370037407,53.748735500033945,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
11,0,11,space,2.467731500044465,None,5,2.641512700356543,None,53.750171000137925,j,0.45547489961609244,None,None,54.232763399835676,54.23313040006906,56.23173179989681,56.23177119996399,57.232074399944395,57.23211310012266,58.73204689985141,,,,,,,0,0,0,0,11,0,11,0,61.7242151000537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.750171000137925,61.70913580013439,61.7242151000537,61.7242151000537,61.7242151000537,61.7242151000537,62.191628200002015,j,0.45547489961609244,None,right,1,13,6,0,7,6,None,54.232763399835676,54.23313040006906,62.19209850020707,62.20728540001437,62.20728540001437,64.20689989998937,64.20689989998937,64.19063250022009,56.23173179989681,56.23177119996399,64.19947610003874,64.20689989998937,64.20689989998937,65.20686070015654,65.20686070015654,65.19098700024188,stimuli/box_empty_transparent.png,57.232074399944395,57.23211310012266,65.19107860000804,65.20686070015654,66.70706519996747,66.6909631001763,58.73204689985141,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
12,0,12,space,2.467731500044465,None,5,2.641512700356543,None,58.73414329998195,j,0.2602705997414887,None,None,59.01604259992018,59.01648599980399,60.015215599909425,60.01526390016079,61.01538209989667,61.01542480010539,64.0144869000651,,,,,,,0,0,0,0,12,0,12,0,66.70706519996747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.73414329998195,66.69310809997842,66.70706519996747,66.70706519996747,66.70706519996747,66.70706519996747,66.97490620007738,j,0.2602705997414887,None,right,1,13,6,0,7,6,None,59.01604259992018,59.01648599980399,66.97545689996332,66.99041830003262,66.99041830003262,67.98979350039735,67.98979350039735,67.97410969994962,60.015215599909425,60.01526390016079,67.98256270028651,67.98979350039735,67.98979350039735,,,68.97429090039805,stimuli/box_empty_transparent.png,61.01538209989667,61.01542480010539,68.9744086000137,68.99002740019932,71.99022389994934,71.97340690018609,64.0144869000651,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
13,0,13,space,2.467731500044465,None,5,2.641512700356543,None,64.01618719985709,k,0.45524320006370544,None,None,64.49932749988511,64.49960710015148,65.01497610006481,65.01501440024003,66.01504490012303,66.01508190017194,68.01378520019352,,,,,,,0,0,0,0,13,0,13,0,71.99022389994934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01618719985709,71.97515190020204,71.99022389994934,71.99022389994934,71.99022389994934,71.99022389994934,72.45820050034672,k,0.45524320006370544,None,right,1,13,7,0,8,7,None,64.49932749988511,64.49960710015148,72.45856930036098,72.4750410001725,72.4750410001725,72.99048379994929,72.99048379994929,72.97386580007151,65.01497610006481,65.01501440024003,72.98501540021971,72.99048379994929,72.99048379994929,73.98980390001088,73.98980390001088,73.9739570999518,stimuli/box_coin_transparent.png,66.01504490012303,66.01508190017194,73.97404660005122,73.98980390001088,75.98940910026431,75.9727026000619,68.01378520019352,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
14,0,14,space,2.467731500044465,None,5,2.641512700356543,None,68.01549539994448,k,0.22729049995541573,None,None,68.26478660013527,68.26507080020383,69.76501070009544,69.76505130017176,70.76507609989494,70.76510860025883,71.7812900999561,,,,,,,0,0,0,0,14,0,14,0,75.98940910026431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.01549539994448,75.97446099994704,75.98940910026431,75.98940910026431,75.98940910026431,75.98940910026431,76.22363220015541,k,0.22729049995541573,None,right,0,13,7,0,9,7,None,68.26478660013527,68.26507080020383,76.2240393999964,76.23920630011708,76.23920630011708,77.74038129998371,77.74038129998371,77.72391270007938,69.76501070009544,69.76505130017176,77.73232760000974,77.74038129998371,77.74038129998371,78.73998340032995,78.73998340032995,78.72399300010875,stimuli/box_empty_transparent.png,70.76507609989494,70.76510860025883,78.72406900022179,78.73998340032995,79.75648600002751,79.7402099003084,71.7812900999561,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
15,0,15,space,2.467731500044465,None,5,2.641512700356543,None,71.78279979992658,j,0.3758899001404643,None,None,72.182327600196,72.18269390007481,73.18058279994875,73.1806298000738,74.1811199998483,74.18116600019857,76.18083330010995,,,,,,,0,0,0,0,15,0,15,0,79.75648600002751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.78279979992658,79.7417654003948,79.75648600002751,79.75648600002751,79.75648600002751,79.75648600002751,80.14120159996673,j,0.3758899001404643,None,right,0,13,7,0,9,7,None,72.182327600196,72.18269390007481,80.14165890030563,80.15671250037849,80.15671250037849,81.15624900022522,81.15624900022522,81.1394794001244,73.18058279994875,73.1806298000738,81.14934350037947,81.15624900022522,81.15624900022522,,,82.14002010039985,stimuli/box_empty_transparent.png,74.1811199998483,74.18116600019857,82.14013650035486,82.15655710035935,84.15628240024671,84.13975470000878,76.18083330010995,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
16,0,16,space,2.467731500044465,None,5,2.641512700356543,None,76.18245449988171,k,0.26394749991595745,None,None,76.4650694001466,76.46548670018092,78.48066970007494,78.48072879994288,79.48123090015724,79.4812742001377,80.48060210002586,,,,,,,0,0,0,0,16,0,16,0,84.15628240024671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18245449988171,84.14142590016127,84.15628240024671,84.15628240024671,84.15628240024671,84.15628240024671,84.42391570005566,k,0.26394749991595745,None,right,1,13,8,0,10,8,None,76.4650694001466,76.46548670018092,84.42446350026876,84.44083320023492,84.44083320023492,86.45775800012052,86.45775800012052,86.43955080024898,78.48066970007494,78.48072879994288,86.45263230009004,86.45775800012052,86.45775800012052,,,87.440140100196,stimuli/box_coin_transparent.png,79.48123090015724,79.4812742001377,87.44025560002774,87.45609110035002,88.45680489996448,88.43952240003273,80.48060210002586,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
17,0,17,space,2.467731500044465,None,5,2.641512700356543,None,80.4821254000999,k,0.41568000009283423,None,None,80.91578519996256,80.91607209993526,81.93068000022322,81.93072530021891,82.9312171000056,82.93126149987802,83.92982990015298,,,,,,,0,0,0,0,17,0,17,0,88.45680489996448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4821254000999,88.44109089998528,88.45680489996448,88.45680489996448,88.45680489996448,88.45680489996448,88.87462030025199,k,0.41568000009283423,None,right,0,13,8,0,11,8,None,80.91578519996256,80.91607209993526,88.87503560027108,88.8910594000481,88.8910594000481,89.90616280026734,89.90616280026734,89.88957680016756,81.93068000022322,81.93072530021891,89.89840430021286,89.90616280026734,89.90616280026734,,,90.8901162003167,stimuli/box_empty_transparent.png,82.9312171000056,82.93126149987802,90.8902349001728,90.90568310022354,91.90548000019044,91.88874670024961,83.92982990015298,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
18,0,18,space,2.467731500044465,None,5,2.641512700356543,None,83.93153600022197,k,0.23472370021045208,None,None,84.19816680019721,84.19854080025107,87.69804760022089,87.6980928000994,88.69785510003567,88.69788810005412,90.6975790001452,,,,,,,0,0,0,0,18,0,18,0,91.90548000019044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.93153600022197,91.89050880027935,91.90548000019044,91.90548000019044,91.90548000019044,91.90548000019044,92.15701339999214,k,0.23472370021045208,None,right,1,13,9,0,12,9,None,84.19816680019721,84.19854080025107,92.15751710021868,92.1723871002905,92.1723871002905,95.67244650004432,95.67244650004432,95.65693789999932,87.69804760022089,87.6980928000994,95.66688700020313,95.67244650004432,95.67244650004432,96.67201820015907,96.67201820015907,96.65677310014144,stimuli/box_coin_transparent.png,88.69785510003567,88.69788810005412,96.6568469000049,96.67201820015907,98.67298330040649,98.65649880003184,90.6975790001452,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
19,0,19,space,2.467731500044465,None,5,2.641512700356543,None,90.69901120010763,k,0.47135249990969896,None,None,91.19847209984437,91.19878710014746,92.19810339994729,92.19814340025187,93.19691530009732,93.19694790011272,94.69720340007916,,,,,,,0,0,0,0,19,0,19,0,98.67298330040649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69901120010763,98.6579760001041,98.67298330040649,98.67298330040649,98.67298330040649,98.67298330040649,99.15732889994979,k,0.47135249990969896,None,right,1,13,10,0,13,10,None,91.19847209984437,91.19878710014746,99.15775670018047,99.1730553000234,99.1730553000234,100.17232120037079,100.17232120037079,100.15700210025534,92.19810339994729,92.19814340025187,100.16684680012986,100.17232120037079,100.17232120037079,101.17135760001838,101.17135760001838,101.1558318999596,stimuli/box_coin_transparent.png,93.19691530009732,93.19694790011272,101.1559088001959,101.17135760001838,102.67340700002387,102.65612270031124,94.69720340007916,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
20,0,20,space,2.467731500044465,None,5,2.641512700356543,None,94.69872929994017,k,0.9507924998179078,None,None,95.68078090017661,95.6811629999429,97.68124910024926,97.68129600025713,98.68001329991966,98.68005450023338,100.68037350010127,,,,,,,0,0,0,0,20,0,20,0,102.67340700002387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.69872929994017,102.65769450040534,102.67340700002387,102.67340700002387,102.67340700002387,102.67340700002387,103.63962600007653,k,0.9507924998179078,None,right,1,13,11,0,14,11,None,95.68078090017661,95.6811629999429,103.6401444002986,103.65518760029227,103.65518760029227,105.65571180032566,105.65571180032566,105.64014710020274,97.68124910024926,97.68129600025713,105.6499980003573,105.65571180032566,105.65571180032566,106.65454060025513,106.65454060025513,106.6389240003191,stimuli/box_coin_transparent.png,98.68001329991966,98.68005450023338,106.63902720017359,106.65454060025513,108.65559540037066,108.63928640028462,100.68037350010127,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
21,0,21,space,2.467731500044465,None,5,2.641512700356543,None,100.6819295999594,k,0.29316520038992167,None,None,100.99726899992675,100.99756379984319,103.99743189988658,103.99747220007703,104.99698159983382,104.99702059989795,106.49712039995939,,,,,,,0,0,0,0,21,0,21,0,108.65559540037066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6819295999594,108.64089530007914,108.65559540037066,108.65559540037066,108.65559540037066,108.65559540037066,108.9561278000474,k,0.29316520038992167,None,right,1,13,12,0,15,12,None,100.99726899992675,100.99756379984319,108.95653360011056,108.97172449994832,108.97172449994832,111.97206269996241,111.97206269996241,111.95633020019159,103.99743189988658,103.99747220007703,111.9661504002288,111.97206269996241,111.97206269996241,112.97111769998446,112.97111769998446,112.95589520037174,stimuli/box_coin_transparent.png,104.99698159983382,104.99702059989795,112.95598620036617,112.97111769998446,114.47207040013745,114.45604040008038,106.49712039995939,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
22,0,22,space,2.467731500044465,None,5,2.641512700356543,None,106.49857970001176,k,0.3679577000439167,None,None,106.89717460004613,106.89745970023796,108.39675610000268,108.39679649984464,109.39933930011466,109.39937489992008,111.39659229991958,,,,,,,0,0,0,0,22,0,22,0,114.47207040013745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.49857970001176,114.45754490001127,114.47207040013745,114.47207040013745,114.47207040013745,114.47207040013745,114.85603030025959,k,0.3679577000439167,None,right,1,13,13,0,16,13,None,106.89717460004613,106.89745970023796,114.8564284001477,114.87150630028918,114.87150630028918,116.37176320003346,116.37176320003346,116.3556544999592,108.39675610000268,108.39679649984464,116.36543190013617,116.37176320003346,116.37176320003346,,,117.35825450019911,stimuli/box_coin_transparent.png,109.39933930011466,109.39937489992008,117.35834020003676,117.37183200009167,119.37181550031528,119.35551170026883,111.39659229991958,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
23,0,23,space,2.467731500044465,None,5,2.641512700356543,None,111.39814179996029,k,0.3392690001055598,None,None,111.7650147001259,111.76534799998626,113.26388989994302,113.26392919989303,114.2641496998258,114.2641829000786,115.76353219989687,,,,,,,0,0,0,0,23,0,23,0,119.37181550031528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.39814179996029,119.35710770031437,119.37181550031528,119.37181550031528,119.37181550031528,119.37181550031528,119.72386780008674,k,0.3392690001055598,None,left,1,12,0,1,16,13,None,111.7650147001259,111.76534799998626,119.72431730013341,119.73868119996041,119.73868119996041,121.23954100022092,121.23954100022092,121.22278970014304,113.26388989994302,113.26392919989303,121.23101010033861,121.23954100022092,121.23954100022092,122.23846899997443,122.23846899997443,122.22306610038504,stimuli/box_empty_transparent.png,114.2641496998258,114.2641829000786,122.22314400039613,122.23846899997443,123.73874210007489,123.72244920022786,115.76353219989687,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
24,0,24,space,2.467731500044465,None,5,2.641512700356543,None,115.76527909981087,k,0.32598969992250204,None,None,116.11399739980698,116.11431219987571,118.11273400019854,118.11278349999338,119.11326989997178,119.11331119993702,120.61291350005195,,,,,,,0,0,0,0,24,0,24,0,123.73874210007489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.76527909981087,123.72425020020455,123.73874210007489,123.73874210007489,123.73874210007489,123.73874210007489,124.07285260036588,k,0.32598969992250204,None,left,1,12,0,1,16,13,None,116.11399739980698,116.11431219987571,124.07328160014004,124.08846920030192,124.08846920030192,126.08834900008515,126.08834900008515,126.07162760011852,118.11273400019854,118.11278349999338,126.08084519999102,126.08834900008515,126.08834900008515,127.08729680022225,127.08729680022225,127.07218800019473,stimuli/box_empty_transparent.png,119.11326989997178,119.11331119993702,127.0722861001268,127.08729680022225,128.58901640027761,128.57183200027794,120.61291350005195,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
25,0,25,space,2.467731500044465,None,5,2.641512700356543,None,120.61438649985939,j,0.3697621999308467,None,None,121.01437170011923,121.01478260010481,122.01377469999716,122.01381460018456,123.01428359979764,123.01431739982218,126.51296450011432,,,,,,,0,0,0,0,25,0,25,0,128.58901640027761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.61438649985939,128.57335170032457,128.58901640027761,128.58901640027761,128.58901640027761,128.58901640027761,128.9732362003997,j,0.3697621999308467,None,left,1,12,1,1,17,14,None,121.01437170011923,121.01478260010481,128.97375340014696,128.98856159998104,128.98856159998104,129.98812820017338,129.98812820017338,129.97267349995673,122.01377469999716,122.01381460018456,129.98273809999228,129.98812820017338,129.98812820017338,130.98830550024286,130.98830550024286,130.97319440031424,stimuli/box_coin_transparent.png,123.01428359979764,123.01431739982218,130.9732786002569,130.98830550024286,134.48851170018315,134.4718662002124,126.51296450011432,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
26,0,26,space,2.467731500044465,None,5,2.641512700356543,None,126.51444509997964,k,0.02768369996920228,None,None,126.56428499985486,126.56454870011657,127.06386200012639,127.06390159996226,128.06338539998978,128.06341909989715,131.56271089985967,,,,,,,0,0,0,0,26,0,26,0,134.48851170018315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.51444509997964,134.47341010021046,134.48851170018315,134.48851170018315,134.48851170018315,134.48851170018315,134.52316030021757,k,0.02768369996920228,None,left,1,12,1,1,17,14,None,126.56428499985486,126.56454870011657,134.52351130032912,134.53846150031313,134.53846150031313,135.03806240018457,135.03806240018457,135.02276189997792,127.06386200012639,127.06390159996226,135.03093660017475,135.03806240018457,135.03806240018457,136.03765420010313,136.03765420010313,136.0223008999601,stimuli/box_empty_transparent.png,128.06338539998978,128.06341909989715,136.02237980021164,136.03765420010313,139.53854420036077,139.5216298000887,131.56271089985967,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
27,0,27,space,2.467731500044465,None,5,2.641512700356543,None,131.56421760004014,j,0.6354061001911759,None,None,132.23120700009167,132.23159920005128,133.7302688001655,133.73031450016424,134.72952950000763,134.72956269979477,135.72836130019277,,,,,,,0,0,0,0,27,0,27,0,139.53854420036077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.56421760004014,139.52318290015683,139.53854420036077,139.53854420036077,139.53854420036077,139.53854420036077,140.190064500086,j,0.6354061001911759,None,left,1,12,2,1,18,15,None,132.23120700009167,132.23159920005128,140.19056850019842,140.20503680035472,140.20503680035472,141.7046565003693,141.7046565003693,141.68915900029242,133.7302688001655,133.73031450016424,141.69915240025148,141.7046565003693,141.7046565003693,142.70436530001462,142.70436530001462,142.68844570033252,stimuli/box_coin_transparent.png,134.72952950000763,134.72956269979477,142.68852350022644,142.70436530001462,143.70406690007076,143.68725900026038,135.72836130019277,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
28,0,28,space,2.467731500044465,None,5,2.641512700356543,None,135.73008210025728,k,0.9627535999752581,None,None,136.71420620009303,136.71446839999408,137.713030599989,137.71307240007445,138.71302430005744,138.71305820019916,142.212547800038,,,,,,,0,0,0,0,28,0,28,0,143.70406690007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.73008210025728,143.68905510008335,143.70406690007076,143.70406690007076,143.70406690007076,143.70406690007076,144.6730812001042,k,0.9627535999752581,None,left,1,12,2,1,18,15,None,136.71420620009303,136.71446839999408,144.67343079997227,144.68853839999065,144.68853839999065,145.68855680013075,145.68855680013075,145.6719150999561,137.713030599989,137.71307240007445,145.68018990010023,145.68855680013075,145.68855680013075,146.68788750004023,146.68788750004023,146.67194090038538,stimuli/box_empty_transparent.png,138.71302430005744,138.71305820019916,146.6720194001682,146.68788750004023,150.18780840002,150.1714650001377,142.212547800038,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
29,0,29,space,2.467731500044465,None,5,2.641512700356543,None,142.2143176002428,j,0.3387140999548137,None,None,142.58042419981211,142.5808230000548,144.5799296000041,144.57997790025547,145.57977499999106,145.5798117998056,146.57812689989805,,,,,,,0,0,0,0,29,0,29,0,150.18780840002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.2143176002428,150.1732895001769,150.18780840002,150.18780840002,150.18780840002,150.18780840002,150.53928090026602,j,0.3387140999548137,None,left,0,12,2,1,19,15,None,142.58042419981211,142.5808230000548,150.53979280032218,150.55486860033125,150.55486860033125,152.55395630002022,152.55395630002022,152.53882340015844,144.5799296000041,144.57997790025547,152.54847849998623,152.55395630002022,152.55395630002022,153.55419120006263,153.55419120006263,153.53868990018964,stimuli/box_empty_transparent.png,145.57977499999106,145.5798117998056,153.53877550037578,153.55419120006263,154.55361200030893,154.53704780014232,146.57812689989805,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
30,0,30,space,2.467731500044465,None,5,2.641512700356543,None,146.57979589980096,k,0.6346118999645114,None,None,147.24618220003322,147.2465027999133,148.24703750014305,148.24708139989525,149.2463135998696,149.24634600011632,150.2461704001762,,,,,,,0,0,0,0,30,0,30,0,154.55361200030893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.57979589980096,154.53876970009878,154.55361200030893,154.55361200030893,154.55361200030893,154.55361200030893,155.2050562002696,k,0.6346118999645114,None,left,0,12,2,1,19,15,None,147.24618220003322,147.2465027999133,155.20546820014715,155.22058220021427,155.22058220021427,156.22080530039966,156.22080530039966,156.2059304001741,148.24703750014305,148.24708139989525,156.21453860029578,156.22080530039966,156.22080530039966,157.22056620009243,157.22056620009243,157.20522959996015,stimuli/box_empty_transparent.png,149.2463135998696,149.24634600011632,157.2053056000732,157.22056620009243,158.2213502000086,158.20508930040523,150.2461704001762,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
31,0,31,space,2.467731500044465,None,5,2.641512700356543,None,150.24765660008416,j,0.5479468000121415,None,None,150.813222900033,150.8135816999711,153.81289000017568,153.81292759999633,154.81179240019992,154.81183440005407,157.3121707001701,,,,,,,0,0,0,0,31,0,31,0,158.2213502000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.24765660008416,158.2066222000867,158.2213502000086,158.2213502000086,158.2213502000086,158.2213502000086,158.77210110006854,j,0.5479468000121415,None,left,0,12,2,1,20,15,None,150.813222900033,150.8135816999711,158.7725470000878,158.78804840007797,158.78804840007797,161.78697160026059,161.78697160026059,161.77178870001808,153.81289000017568,153.81292759999633,161.78012940008193,161.78697160026059,161.78697160026059,162.78635570034385,162.78635570034385,162.770702900365,stimuli/box_empty_transparent.png,154.81179240019992,154.81183440005407,162.77082270011306,162.78635570034385,165.28744900040329,165.27108650002629,157.3121707001701,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
