thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,all_keys.keys,cue_resp.rt,cue_resp.duration,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin_img.stopped,magic_coin_text.stopped,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_left_box.stopped,prac_right_box.stopped,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_box_switch_out.stopped,right_box_switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.cue_resp.rt,trials.cue_resp.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,10.644854200072587,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,198.53251100005582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.84756049979478,187.86354079982266,187.86354079982266,198.51342229964212,j,10.644854200072587,None,198.5159291997552,198.53251100005582,198.53251100005582,198.53251100005582,198.53251100005582,200.02985499985516,None,left,0,7,0,0,0,0,None,200.0387164996937,200.0454529998824,200.0454529998824,201.04741399968043,201.04741399968043,201.0299517000094,201.03975779982284,201.04741399968043,201.04741399968043,202.04663249989972,no selection made,202.0466904998757,202.06297339964658,204.0630834000185,204.0465657999739,,,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
1,0,1,,,,,,,,,,j,10.644854200072587,None,j,None,0.4077766998670995,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,204.0630834000185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0480732000433,204.0630834000185,204.0630834000185,204.0630834000185,204.0630834000185,204.48160440009087,j,left,1,7,1,0,1,1,None,204.4871976999566,204.49620490008965,204.49620490008965,205.99820929998532,205.99820929998532,205.97936019999906,205.99240149976686,205.99820929998532,205.99820929998532,206.99597609974444,stimuli/box_coin_transparent.png,206.99604119965807,207.01168480003253,208.51254789996892,208.49524619989097,0.4077766998670995,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
2,0,2,,,,,,,,,,j,10.644854200072587,None,k,None,0.5147045999765396,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,208.51254789996892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.49678639974445,208.51254789996892,208.51254789996892,208.51254789996892,208.51254789996892,209.03013469977304,k,left,1,7,1,0,1,1,None,209.03542419988662,209.04546139994636,209.04546139994636,210.0457623996772,210.0457623996772,210.0297723999247,210.03888050001115,210.0457623996772,210.0457623996772,211.03018049988896,stimuli/box_empty_transparent.png,211.0302230999805,211.04554039984941,214.04631939996034,214.0291443997994,0.5147045999765396,None,211.04554039984941,211.04554039984941,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
3,0,3,,,,,,,,,,j,10.644854200072587,None,j,None,0.3106862995773554,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,214.04631939996034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.03071040008217,214.04631939996034,214.04631939996034,214.04631939996034,214.04631939996034,214.3640520996414,j,left,1,7,2,0,2,2,None,214.3698478997685,214.3795376997441,214.3795376997441,216.37876989971846,216.37876989971846,216.3629449000582,216.37287029996514,216.37876989971846,216.37876989971846,217.36282399995252,stimuli/box_coin_transparent.png,217.36286820005625,217.37872250005603,218.37856399966404,218.3620648998767,0.3106862995773554,None,217.37872250005603,217.37872250005603,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
4,0,4,,,,,,,,,,j,10.644854200072587,None,j,None,0.42998669994995,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,218.37856399966404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.36387689970434,218.37856399966404,218.37856399966404,218.37856399966404,218.37856399966404,218.81339620007202,j,left,0,7,2,0,3,2,None,218.81879979977384,218.8285179999657,218.8285179999657,219.8288767999038,219.8288767999038,219.81334210000932,219.82252239994705,219.8288767999038,219.8288767999038,220.81341039994732,stimuli/box_empty_transparent.png,220.8134594997391,220.82846569968387,223.32828339980915,223.31150009995326,0.42998669994995,None,220.82846569968387,220.82846569968387,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
5,0,5,,,,,,,,,,j,10.644854200072587,None,j,None,0.2807558001950383,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,223.32828339980915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.31310530006886,223.32828339980915,223.32828339980915,223.32828339980915,223.32828339980915,223.6128404000774,j,left,1,7,3,0,4,3,None,223.61837349971756,223.62845620000735,223.62845620000735,227.12845759978518,227.12845759978518,227.11287149973214,227.1228943997994,227.12845759978518,227.12845759978518,228.1132521997206,stimuli/box_coin_transparent.png,228.11329919984564,228.12857519974932,230.12903899978846,230.11235870001838,0.2807558001950383,None,228.12857519974932,228.12857519974932,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
6,0,6,,,,,,,,,,j,10.644854200072587,None,k,None,0.24860610021278262,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,230.12903899978846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.11391229974106,230.12903899978846,230.12903899978846,230.12903899978846,230.12903899978846,230.38013389986008,k,left,1,7,3,0,4,3,None,230.3857352999039,230.3952739997767,230.3952739997767,231.39537219982594,231.39537219982594,231.38069920009002,231.3890792997554,231.39537219982594,231.39537219982594,232.3796815997921,stimuli/box_empty_transparent.png,232.37973379995674,232.3950025998056,233.39540969999507,233.37934240000322,0.24860610021278262,None,232.3950025998056,232.3950025998056,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
7,0,7,,,,,,,,,,j,10.644854200072587,None,j,None,0.3918853998184204,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,233.39540969999507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.3808744000271,233.39540969999507,233.39540969999507,233.39540969999507,233.39540969999507,233.7968505998142,j,left,1,7,4,0,5,4,None,233.8026397996582,233.81166979996487,233.81166979996487,235.81297359988093,235.81297359988093,235.79508649976924,235.80683750007302,235.81297359988093,235.81297359988093,236.79583879979327,stimuli/box_coin_transparent.png,236.79591539967805,236.81139759998769,238.8118372000754,238.7951911999844,0.3918853998184204,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
8,0,8,,,,,,,,,,j,10.644854200072587,None,k,None,0.36103569995611906,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,238.8118372000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7967985998839,238.8118372000754,238.8118372000754,238.8118372000754,238.8118372000754,239.17997499974445,k,left,1,7,4,0,5,4,None,239.1855731997639,239.19488579966128,239.19488579966128,242.19477629987523,242.19477629987523,242.17899829987437,242.18746259994805,242.19477629987523,242.19477629987523,243.17912789992988,stimuli/box_empty_transparent.png,243.17917219968513,243.19463449995965,244.69444409990683,244.6780563998036,0.36103569995611906,None,243.19463449995965,243.19463449995965,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
9,0,9,,,,,,,,,,j,10.644854200072587,None,k,None,0.4881523000076413,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,244.69444409990683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6803311998956,244.69444409990683,244.69444409990683,244.69444409990683,244.69444409990683,245.19698699982837,k,left,1,7,4,0,5,4,None,245.20285120001063,245.21202349988744,245.21202349988744,246.72807839978486,246.72807839978486,246.7113133999519,246.71975869964808,246.72807839978486,246.72807839978486,247.71173950005323,stimuli/box_empty_transparent.png,247.71179870003834,247.7279252000153,249.728494099807,249.7123676999472,0.4881523000076413,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
10,0,10,,,,,,,,,,j,10.644854200072587,None,j,None,0.28443589992821217,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,249.728494099807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.71389069966972,249.728494099807,249.728494099807,249.728494099807,249.728494099807,250.03048649989069,j,left,1,7,5,0,6,5,None,250.03589779976755,250.04512189980596,250.04512189980596,251.54449199978262,251.54449199978262,251.52871009986848,251.5390824000351,251.54449199978262,251.54449199978262,252.52792409993708,stimuli/box_coin_transparent.png,252.52797379996628,252.54353050002828,253.54493370000273,253.5284372996539,0.28443589992821217,None,252.54353050002828,252.54353050002828,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
11,0,11,,,,,,,,,,j,10.644854200072587,None,j,None,0.27552130026742816,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,253.54493370000273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.52993989968672,253.54493370000273,253.54493370000273,253.54493370000273,253.54493370000273,253.82978340005502,j,left,1,7,6,0,7,6,None,253.8355179997161,253.84475529985502,253.84475529985502,255.84419609978795,255.84419609978795,255.8288531997241,255.83896469976753,255.84419609978795,255.84419609978795,256.8288026000373,stimuli/box_coin_transparent.png,256.82884849980474,256.8444489999674,258.3606457998976,258.3436966999434,0.27552130026742816,None,256.8444489999674,256.8444489999674,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
12,0,12,,,,,,,,,,j,10.644854200072587,None,j,None,0.3060262999497354,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,258.3606457998976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.3456668998115,258.3606457998976,258.3606457998976,258.3606457998976,258.3606457998976,258.67908499995247,j,left,1,7,7,0,8,7,None,258.68509300006554,258.6939543997869,258.6939543997869,259.69421579968184,259.69421579968184,259.6782490997575,259.6882163998671,259.69421579968184,259.69421579968184,260.67827489972115,stimuli/box_coin_transparent.png,260.67831989983097,260.6940950998105,263.6936145997606,263.6768359998241,0.3060262999497354,None,260.6940950998105,260.6940950998105,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
13,0,13,,,,,,,,,,j,10.644854200072587,None,j,None,0.3382777003571391,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,263.6936145997606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.67863659979776,263.6936145997606,263.6936145997606,263.6936145997606,263.6936145997606,264.04561359994113,j,right,1,8,0,1,8,7,None,264.0530526000075,264.0603815000504,264.0603815000504,264.56152389990166,264.56152389990166,264.5449338997714,264.55315749999136,264.56152389990166,264.56152389990166,265.545042200014,stimuli/box_empty_transparent.png,265.5450865998864,265.56077149976045,267.5611187997274,267.54467980004847,0.3382777003571391,None,265.56077149976045,265.56077149976045,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
14,0,14,,,,,,,,,,j,10.644854200072587,None,j,None,0.4349090997129679,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,267.5611187997274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.54618399962783,267.5611187997274,267.5611187997274,267.5611187997274,267.5611187997274,268.0124397999607,j,right,1,8,0,1,8,7,None,268.0181783000007,268.0279564000666,268.0279564000666,269.54468519985676,269.54468519985676,269.52720959996805,269.53944560000673,269.54468519985676,269.54468519985676,270.52790009975433,stimuli/box_empty_transparent.png,270.527952299919,270.54383839992806,271.54414759995416,271.5276836999692,0.4349090997129679,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
15,0,15,,,,,,,,,,j,10.644854200072587,None,j,None,0.36395510006695986,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,271.54414759995416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.5292539000511,271.54414759995416,271.54414759995416,271.54414759995416,271.54414759995416,271.9118286999874,j,right,1,8,0,1,8,7,None,271.917845999822,271.9271370000206,271.9271370000206,272.9277585996315,272.9277585996315,272.91118529997766,272.919492200017,272.9277585996315,272.9277585996315,273.911352599971,stimuli/box_empty_transparent.png,273.9113984000869,273.92719059996307,275.926999299787,275.91100819967687,0.36395510006695986,None,273.92719059996307,273.92719059996307,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
16,0,16,,,,,,,,,,j,10.644854200072587,None,j,None,0.21763049997389317,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,275.926999299787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9128761999309,275.926999299787,275.926999299787,275.926999299787,275.926999299787,276.16227189963683,j,right,1,8,0,1,8,7,None,276.16866429988295,276.17734809964895,276.17734809964895,278.177559199743,278.177559199743,278.1614103000611,278.169706299901,278.177559199743,278.177559199743,279.1613791999407,stimuli/box_empty_transparent.png,279.1614262997173,279.17686589993536,280.1777419000864,280.1614526999183,0.21763049997389317,None,279.17686589993536,279.17686589993536,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
17,0,17,,,,,,,,,,j,10.644854200072587,None,j,None,0.5214545000344515,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,280.1777419000864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.1630007997155,280.1777419000864,280.1777419000864,280.1777419000864,280.1777419000864,280.71085109980777,j,right,1,8,0,1,8,7,None,280.7172093996778,280.72653919970617,280.72653919970617,281.7272497997619,281.7272497997619,281.71155539993197,281.7196486997418,281.7272497997619,281.7272497997619,282.7113143997267,stimuli/box_empty_transparent.png,282.7113691000268,282.72689739987254,283.7264356999658,283.7097231000662,0.5214545000344515,None,282.72689739987254,282.72689739987254,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
18,0,18,,,,,,,,,,j,10.644854200072587,None,j,None,0.356228900142014,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,283.7264356999658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7115507996641,283.7264356999658,283.7264356999658,283.7264356999658,283.7264356999658,284.0942199998535,j,right,1,8,0,1,8,7,None,284.09960999991745,284.1097850999795,284.1097850999795,287.61073519987985,287.61073519987985,287.59415109967813,287.6025613998063,287.61073519987985,287.61073519987985,288.5943971998058,stimuli/box_empty_transparent.png,288.59446060005575,288.6094998996705,290.61018459964544,290.5948215997778,0.356228900142014,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
19,0,19,,,,,,,,,,j,10.644854200072587,None,k,None,0.3008337002247572,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,290.61018459964544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.5964627000503,290.61018459964544,290.61018459964544,290.61018459964544,290.61018459964544,290.9280392997898,k,right,1,8,1,1,9,8,None,290.9337196997367,290.9434791998938,290.9434791998938,291.94411469995975,291.94411469995975,291.92662280006334,291.9381653997116,291.94411469995975,291.94411469995975,292.9279569997452,stimuli/box_coin_transparent.png,292.9280198998749,292.94343989994377,294.44216279964894,294.4272022000514,0.3008337002247572,None,,,,,,,,,,,,,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
0,0,0,,,,,,,,,,j,10.644854200072587,None,,,,,c,16.73933479981497,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.435965300072,294.44216279964894,298.44241150002927,298.4263331000693,298.4263741998002,298.44241150002927,315.19238139968365,c,16.73933479981497,None,55555,right,2025-05-15_11h28.04.509,RL_practice,2024.2.4,59.77514986558352,2025-05-15 11h28.21.623229 -0500,
