thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
18,0,18,space,4.392554400023073,None,5,2.8438530997373164,None,85.61623739963397,j,None,86.0656837997958,86.06610849965364,89.56549639999866,89.56553569994867,90.56450049998239,90.56453269999474,92.56361039960757,0.42605700017884374,None,,,,,,,0,0,0,0,18,0,18,0,163.44305839994922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.61623739963397,163.42872689990327,163.44305839994922,163.44305839994922,163.44305839994922,163.44305839994922,163.87803759984672,j,right,0,10,8,0,11,8,None,86.0656837997958,86.06610849965364,163.8786011999473,163.89330579992384,163.89330579992384,167.3934579999186,167.3934579999186,167.3779071997851,89.56549639999866,89.56553569994867,167.3865731996484,167.3934579999186,167.3934579999186,168.3925810996443,168.3925810996443,168.37693419959396,stimuli/box_empty_transparent.png,90.56450049998239,90.56453269999474,168.37700959993526,168.3925810996443,170.39290099963546,170.37604479957372,92.56361039960757,0.42605700017884374,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
19,0,19,space,4.392554400023073,None,5,2.8438530997373164,None,92.56516959983855,k,None,92.93185169994831,92.9323077998124,93.93383109988645,93.93386959983036,94.93071249965578,94.93075049994513,96.43027219967917,0.34912850009277463,None,,,,,,,0,0,0,0,19,0,19,0,170.39290099963546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.56516959983855,170.37765329983085,170.39290099963546,170.39290099963546,170.39290099963546,170.39290099963546,170.74420379986987,k,right,0,10,8,0,12,8,None,92.93185169994831,92.9323077998124,170.7448040000163,170.7594883996062,170.7594883996062,171.76032330002636,171.76032330002636,171.7462403997779,93.93383109988645,93.93386959983036,171.7544310996309,171.76032330002636,171.76032330002636,172.7589469999075,172.7589469999075,172.74314329959452,stimuli/box_empty_transparent.png,94.93071249965578,94.93075049994513,172.74323169980198,172.7589469999075,174.2604260998778,174.24270119983703,96.43027219967917,0.34912850009277463,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
20,0,20,space,4.392554400023073,None,5,2.8438530997373164,None,96.43213899992406,k,['k'],97.8488423996605,97.84910679981112,99.84831869974732,99.84835569979623,100.84857379971072,100.84861369989812,102.86331669986248,1.3909577000886202,None,[0.3323591002263129],[0.10550399962812662],,,,,0,0,0,0,20,0,20,0,174.2604260998778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.43213899992406,174.24463109998032,174.2604260998778,174.2604260998778,174.2604260998778,174.2604260998778,175.6611992996186,k,right,1,10,9,0,13,9,['k'],97.8488423996605,97.84910679981112,175.6615861998871,175.6760998996906,175.6760998996906,177.67640340002254,177.67640340002254,177.66073039965704,99.84831869974732,99.84835569979623,177.67095389962196,177.67640340002254,177.67640340002254,178.67657779995352,178.67657779995352,178.66100049996749,stimuli/box_coin_transparent.png,100.84857379971072,100.84861369989812,178.66109349997714,178.67657779995352,180.69248549966142,180.67574669979513,102.86331669986248,1.3909577000886202,None,[0.3323591002263129],[0.10550399962812662],,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
21,0,21,space,4.392554400023073,None,5,2.8438530997373164,None,102.8655711999163,k,None,103.21514280000702,103.21551219979301,106.21496019978076,106.21499959984794,107.21461469959468,107.2146477997303,108.71309509966522,0.32100340025499463,None,,,,,,,0,0,0,0,21,0,21,0,180.69248549966142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8655711999163,180.67806739965454,180.69248549966142,180.69248549966142,180.69248549966142,180.69248549966142,181.0274985996075,k,right,0,10,9,0,14,9,None,103.21514280000702,103.21551219979301,181.02800149982795,181.0427067996934,181.0427067996934,184.04353839997202,184.04353839997202,184.02737309969962,106.21496019978076,106.21499959984794,184.0353933996521,184.04353839997202,184.04353839997202,185.0423872997053,185.0423872997053,185.027047699783,stimuli/box_empty_transparent.png,107.21461469959468,107.2146477997303,185.0271254000254,185.0423872997053,186.54229749972,186.5255312998779,108.71309509966522,0.32100340025499463,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
22,0,22,space,4.392554400023073,None,5,2.8438530997373164,None,108.71459469990805,k,None,109.01480240002275,109.01511149993166,110.51505159959197,110.51509189978242,111.51486909994856,111.51490859966725,113.51415629964322,0.2806474999524653,None,,,,,,,0,0,0,0,22,0,22,0,186.54229749972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.71459469990805,186.52707789978012,186.54229749972,186.54229749972,186.54229749972,186.54229749972,186.82715229969472,k,right,1,10,10,0,15,10,None,109.01480240002275,109.01511149993166,186.82759739970788,186.8424798999913,186.8424798999913,188.34266649978235,188.34266649978235,188.3274659998715,110.51505159959197,110.51509189978242,188.33722169976681,188.34266649978235,188.34266649978235,189.34262140002102,189.34262140002102,189.32729789987206,stimuli/box_coin_transparent.png,111.51486909994856,111.51490859966725,189.32739239977673,189.34262140002102,191.34279419993982,191.32658879971132,113.51415629964322,0.2806474999524653,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
23,0,23,space,4.392554400023073,None,5,2.8438530997373164,None,113.51566769974306,k,None,113.9141523996368,113.91444629989564,115.41458409978077,115.41462369961664,116.41488269995898,116.41492249956354,117.9138142997399,0.3666134001687169,None,,,,,,,0,0,0,0,23,0,23,0,191.34279419993982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51566769974306,191.32814929960296,191.34279419993982,191.34279419993982,191.34279419993982,191.34279419993982,191.72653979994357,k,left,1,7,0,1,15,10,None,113.9141523996368,113.91444629989564,191.72692779963836,191.7422024998814,191.7422024998814,193.2433515000157,193.2433515000157,193.22699799994007,115.41458409978077,115.41462369961664,193.23516779998317,193.2433515000157,193.2433515000157,194.24235559999943,194.24235559999943,194.22731329966336,stimuli/box_empty_transparent.png,116.41488269995898,116.41492249956354,194.22740569990128,194.24235559999943,195.74252419965342,195.726249799598,117.9138142997399,0.3666134001687169,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
24,0,24,space,4.392554400023073,None,5,2.8438530997373164,None,117.91532509960234,k,None,118.26414179988205,118.26438609976321,120.26380749978125,120.26385809993371,121.26426249975339,121.26429619966075,122.76367499958724,0.321809200104326,None,,,,,,,0,0,0,0,24,0,24,0,195.74252419965342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.91532509960234,195.727807499934,195.74252419965342,195.74252419965342,195.74252419965342,195.74252419965342,196.07652779994532,k,left,1,7,0,1,15,10,None,118.26414179988205,118.26438609976321,196.07686569960788,196.09291030000895,196.09291030000895,198.09243279974908,198.09243279974908,198.07621389999986,120.26380749978125,120.26385809993371,198.08594929985702,198.09243279974908,198.09243279974908,199.0920609999448,199.0920609999448,199.0766954999417,stimuli/box_empty_transparent.png,121.26426249975339,121.26429619966075,199.07677389960736,199.0920609999448,200.59247969975695,200.57611189968884,122.76367499958724,0.321809200104326,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
25,0,25,space,4.392554400023073,None,5,2.8438530997373164,None,122.76519949967042,j,None,123.13164949975908,123.13201299961656,124.13140639988706,124.1314462996088,125.13163740001619,125.13167079957202,128.63022269960493,0.33808450028300285,None,,,,,,,0,0,0,0,25,0,25,0,200.59247969975695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.76519949967042,200.57768079964444,200.59247969975695,200.59247969975695,200.59247969975695,200.59247969975695,200.94403749983758,j,left,1,7,1,1,16,11,None,123.13164949975908,123.13201299961656,200.94449549959973,200.95968549977988,200.95968549977988,201.9593863999471,201.9593863999471,201.943820099812,124.13140639988706,124.1314462996088,201.9535908997059,201.9593863999471,201.9593863999471,202.95796509971842,202.95796509971842,202.9440720998682,stimuli/box_coin_transparent.png,125.13163740001619,125.13167079957202,202.94414679985493,202.95796509971842,206.45927469991148,206.44265859993175,128.63022269960493,0.33808450028300285,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
26,0,26,space,4.392554400023073,None,5,2.8438530997373164,None,128.63166720001027,j,None,129.04771329974756,129.04805829981342,129.54727949993685,129.54731729999185,130.54774379963055,130.54777649976313,134.0465711997822,0.39511430030688643,None,,,,,,,0,0,0,0,26,0,26,0,206.45927469991148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.63166720001027,206.44414889998734,206.45927469991148,206.45927469991148,206.45927469991148,206.45927469991148,206.86010129982606,j,left,1,7,2,1,17,12,None,129.04771329974756,129.04805829981342,206.8605406000279,206.87572699971497,206.87572699971497,207.37532609980553,207.37532609980553,207.35969589976594,129.54727949993685,129.54731729999185,207.36946940002963,207.37532609980553,207.37532609980553,208.3755605998449,208.3755605998449,208.360177999828,stimuli/box_coin_transparent.png,130.54774379963055,130.54777649976313,208.36025339970365,208.3755605998449,211.87554109981284,211.8590064998716,134.0465711997822,0.39511430030688643,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
27,0,27,space,4.392554400023073,None,5,2.8438530997373164,None,134.0480318996124,k,None,134.64830809971318,134.64858769997954,136.14708869997412,136.147129799705,137.1461702999659,137.14621599996462,138.14666059985757,0.5704157999716699,None,,,,,,,0,0,0,0,27,0,27,0,211.87554109981284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0480318996124,211.8605132997036,211.87554109981284,211.87554109981284,211.87554109981284,211.87554109981284,212.46066959993914,k,left,1,7,2,1,17,12,None,134.64830809971318,134.64858769997954,212.46106709958985,212.4757315996103,212.4757315996103,213.97527559986338,213.97527559986338,213.9595013000071,136.14708869997412,136.147129799705,213.96765000000596,213.97527559986338,213.97527559986338,214.9742716997862,214.9742716997862,214.95859629986808,stimuli/box_empty_transparent.png,137.1461702999659,137.14621599996462,214.95870709978044,214.9742716997862,215.975902099628,215.95909669995308,138.14666059985757,0.5704157999716699,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
28,0,28,space,4.392554400023073,None,5,2.8438530997373164,None,138.1481203995645,j,None,139.564372099936,139.56472969986498,140.56421929970384,140.5642721997574,141.56404369976372,141.5640763998963,145.0637864996679,1.384188299998641,None,,,,,,,0,0,0,0,28,0,28,0,215.975902099628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1481203995645,215.9606017000042,215.975902099628,215.975902099628,215.975902099628,215.975902099628,217.37675919989124,j,left,1,7,3,1,18,13,None,139.564372099936,139.56472969986498,217.37721229996532,217.39184449985623,217.39184449985623,218.39278909983113,218.39278909983113,218.37663289997727,140.56421929970384,140.5642721997574,218.38754409970716,218.39278909983113,218.39278909983113,219.39132799999788,219.39132799999788,219.37647689972073,stimuli/box_coin_transparent.png,141.56404369976372,141.5640763998963,219.376553399954,219.39132799999788,222.89257409982383,222.8762182998471,145.0637864996679,1.384188299998641,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
29,0,29,space,4.392554400023073,None,5,2.8438530997373164,None,145.06533449981362,k,None,145.89737849961966,145.89767709979787,147.89705649996176,147.89710129983723,148.89675559988245,148.8967915996909,149.89625199977309,0.8077985001727939,None,,,,,,,0,0,0,0,29,0,29,0,222.89257409982383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.06533449981362,222.87781579978764,222.89257409982383,222.89257409982383,222.89257409982383,222.89257409982383,223.70976729970425,k,left,1,7,3,1,18,13,None,145.89737849961966,145.89767709979787,223.71016549970955,223.72553739976138,223.72553739976138,225.7249795999378,225.7249795999378,225.70946589997038,147.89705649996176,147.89710129983723,225.71885209996253,225.7249795999378,225.7249795999378,226.7244769996032,226.7244769996032,226.7091876999475,stimuli/box_empty_transparent.png,148.89675559988245,148.8967915996909,226.70927219977602,226.7244769996032,227.7251561000012,227.70868569985032,149.89625199977309,0.8077985001727939,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
30,0,30,space,4.392554400023073,None,5,2.8438530997373164,None,149.8978052996099,k,None,150.61433429969475,150.61465199990198,151.61370489979163,151.6137486998923,152.61309389956295,152.61313249962404,153.6128154997714,0.6997662000358105,None,,,,,,,0,0,0,0,30,0,30,0,227.7251561000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8978052996099,227.71028639981523,227.7251561000012,227.7251561000012,227.7251561000012,227.7251561000012,228.42669979995117,k,left,1,7,3,1,18,13,None,150.61433429969475,150.61465199990198,228.42713759979233,228.44180549960583,228.44180549960583,229.4412984997034,229.4412984997034,229.42611379968002,151.61370489979163,151.6137486998923,229.43448559986427,229.4412984997034,229.4412984997034,230.44159309985116,230.44159309985116,230.42552169971168,stimuli/box_empty_transparent.png,152.61309389956295,152.61313249962404,230.42561609996483,230.44159309985116,231.44097849959508,231.4252440999262,153.6128154997714,0.6997662000358105,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
31,0,31,space,4.392554400023073,None,5,2.8438530997373164,None,153.61486489977688,k,None,153.99674009997398,153.9969950998202,156.99626199994236,156.9963091998361,157.9960208996199,157.9960533999838,160.49593669967726,0.3604427999816835,None,,,,,,,0,0,0,0,31,0,31,0,231.44097849959508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.61486489977688,231.42735160002485,231.44097849959508,231.44097849959508,231.44097849959508,231.44097849959508,231.80912959994748,k,left,1,7,3,1,18,13,None,153.99674009997398,153.9969950998202,231.80947479978204,231.82449549995363,231.82449549995363,234.8246610998176,234.8246610998176,234.8086691997014,156.99626199994236,156.9963091998361,234.81732879998162,234.8246610998176,234.8246610998176,235.82462059985846,235.82462059985846,235.80845449957997,stimuli/box_empty_transparent.png,157.9960208996199,157.9960533999838,235.80852989992127,235.82462059985846,238.32503009960055,238.30837389966473,160.49593669967726,0.3604427999816835,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
32,0,32,space,4.392554400023073,None,5,2.8438530997373164,None,160.49748289957643,None,None,161.99634219985455,161.99641639972106,162.99638689961284,162.9964226000011,163.99672629963607,163.99676419980824,164.99599399976432,,,,,,,,,0,0,0,0,32,0,32,0,238.32503009960055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.49748289957643,238.30996469967067,238.32503009960055,238.32503009960055,238.32503009960055,238.32503009960055,239.80873900000006,None,left,1,7,3,1,18,13,None,161.99634219985455,161.99641639972106,239.80889309989288,239.8248745999299,239.8248745999299,240.82493159966543,240.82493159966543,240.80879979999736,162.99638689961284,162.9964226000011,240.81705860001966,240.82493159966543,240.82493159966543,241.82441619969904,241.82441619969904,241.80915359966457,no selection made,163.99672629963607,163.99676419980824,241.809243099764,241.82441619969904,242.824937899597,242.80842529982328,164.99599399976432,,,,,239.8248745999299,239.8248745999299,239.8248745999299,239.8248745999299,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
33,0,33,space,4.392554400023073,None,5,2.8438530997373164,None,164.99752569990233,k,None,165.41309759998694,165.4134153998457,167.41271399986,167.41275319969282,168.41292279958725,168.41295879986137,169.91335219983011,0.39682280039414763,None,,,,,,,0,0,0,0,33,0,33,0,242.824937899597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.99752569990233,242.81000669999048,242.824937899597,242.824937899597,242.824937899597,242.824937899597,243.2254645996727,k,left,1,7,3,1,18,13,None,165.41309759998694,165.4134153998457,243.22590159997344,243.24061629967764,243.24061629967764,245.24212889978662,245.24212889978662,245.22512919967994,167.41271399986,167.41275319969282,245.23354229982942,245.24212889978662,245.24212889978662,246.2410657997243,246.2410657997243,246.2253518998623,stimuli/box_empty_transparent.png,168.41292279958725,168.41295879986137,246.2254408998415,246.2410657997243,247.74123149970546,247.72578509990126,169.91335219983011,0.39682280039414763,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
34,0,34,space,4.392554400023073,None,5,2.8438530997373164,None,169.91491499962285,j,None,170.27909359987825,170.27942729974166,173.27948919963092,173.27953519998118,174.2784378998913,174.27848189976066,176.79446499980986,0.3400050001218915,None,,,,,,,0,0,0,0,34,0,34,0,247.74123149970546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.91491499962285,247.72739619994536,247.74123149970546,247.74123149970546,247.74123149970546,247.74123149970546,248.09148149983957,j,left,1,7,4,1,19,14,None,170.27909359987825,170.27942729974166,248.09190789982677,248.10704549960792,248.10704549960792,251.1073427000083,251.1073427000083,251.09189539961517,173.27948919963092,173.27953519998118,251.10228729993105,251.1073427000083,251.1073427000083,252.10757819982246,252.10757819982246,252.09086649958044,stimuli/box_coin_transparent.png,174.2784378998913,174.27848189976066,252.0909690996632,252.10757819982246,254.62350749969482,254.60690339980647,176.79446499980986,0.3400050001218915,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
35,0,35,space,4.392554400023073,None,5,2.8438530997373164,None,176.79640469979495,j,None,177.32890409976244,177.32926149992272,178.83008209988475,178.83011919958517,179.82940069958568,179.82943219970912,180.82874999986961,0.5144472001120448,None,,,,,,,0,0,0,0,35,0,35,0,254.62350749969482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.79640469979495,254.60888789966702,254.62350749969482,254.62350749969482,254.62350749969482,254.62350749969482,255.14129179995507,j,left,1,7,5,1,20,15,None,177.32890409976244,177.32926149992272,255.1417483999394,255.15694319969043,255.15694319969043,256.6575179998763,256.6575179998763,256.64249909995124,178.83008209988475,178.83011919958517,256.65225399984047,256.6575179998763,256.6575179998763,257.65759389987215,257.65759389987215,257.64183479966596,stimuli/box_coin_transparent.png,179.82940069958568,179.82943219970912,257.64190759975463,257.65759389987215,258.6574855996296,258.64118539961055,180.82874999986961,0.5144472001120448,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
36,0,36,space,4.392554400023073,None,5,2.8438530997373164,None,180.83030089968815,j,None,181.4632677999325,181.46365689998493,182.9614460999146,182.9614996998571,183.96199989970773,183.96203329972923,187.46191989956424,0.6094233999028802,None,,,,,,,0,0,0,0,36,0,36,0,258.6574855996296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.83030089968815,258.6427818997763,258.6574855996296,258.6574855996296,258.6574855996296,258.6574855996296,259.2756608999334,j,left,1,7,6,1,21,16,None,181.4632677999325,181.46365689998493,259.2761371997185,259.2906879996881,259.2906879996881,260.7906734999269,260.7906734999269,260.7738416995853,182.9614460999146,182.9614996998571,260.78481689980254,260.7906734999269,260.7906734999269,,,261.7744311997667,stimuli/box_coin_transparent.png,183.96199989970773,183.96203329972923,261.7745149997063,261.7897135997191,265.2905676998198,265.2743556997739,187.46191989956424,0.6094233999028802,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
37,0,37,space,4.392554400023073,None,5,2.8438530997373164,None,187.46337429992855,j,None,187.92931239958853,187.92963579995558,189.94545089965686,189.9454942997545,190.94556629983708,190.94559839973226,191.94593649962917,0.4452727003954351,None,,,,,,,0,0,0,0,37,0,37,0,265.2905676998198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.46337429992855,265.2758551998995,265.2905676998198,265.2905676998198,265.2905676998198,265.2905676998198,265.7417053999379,j,left,1,7,7,1,22,17,None,187.92931239958853,187.92963579995558,265.7421150999144,265.7602224997245,265.7602224997245,267.7735044998117,267.7735044998117,267.7578564998694,189.94545089965686,189.9454942997545,267.7677988996729,267.7735044998117,267.7735044998117,268.7733700997196,268.7733700997196,268.7580002998002,stimuli/box_coin_transparent.png,190.94556629983708,190.94559839973226,268.7580749997869,268.7733700997196,269.77399619994685,269.75837209960446,191.94593649962917,0.4452727003954351,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
38,0,38,space,4.392554400023073,None,5,2.8438530997373164,None,191.9474918995984,j,None,193.37874529976398,193.37905430002138,194.3777123996988,194.37775559956208,195.37842520000413,195.37845719978213,196.87825049972162,1.4068293999880552,None,,,,,,,0,0,0,0,38,0,38,0,269.77399619994685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.9474918995984,269.7599725998007,269.77399619994685,269.77399619994685,269.77399619994685,269.77399619994685,271.1911360998638,j,right,1,11,0,2,22,17,None,193.37874529976398,193.37905430002138,271.19153439998627,271.207286299672,271.207286299672,272.20697229960933,272.20697229960933,272.1901238998398,194.3777123996988,194.37775559956208,272.1988588999957,272.20697229960933,272.20697229960933,,,273.19085709983483,stimuli/box_empty_transparent.png,195.37842520000413,195.37845719978213,273.1909366999753,273.2064668997191,274.7069333996624,274.6906832996756,196.87825049972162,1.4068293999880552,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
39,0,39,space,4.392554400023073,None,5,2.8438530997373164,None,196.88003759970888,j,None,198.19605789985508,198.1963822999969,199.19523199973628,199.1952711995691,200.19477159995586,200.19480349961668,201.19477629987523,1.2991050998680294,None,,,,,,,0,0,0,0,39,0,39,0,274.7069333996624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.88003759970888,274.6925248997286,274.7069333996624,274.7069333996624,274.7069333996624,274.7069333996624,276.00844909995794,j,right,1,11,0,2,22,17,None,198.19605789985508,198.1963822999969,276.0088618998416,276.02346919989213,276.02346919989213,277.0233012996614,277.0233012996614,277.00764669990167,199.19523199973628,199.1952711995691,277.0159762999974,277.0233012996614,277.0233012996614,278.02262329962105,278.02262329962105,278.0072060995735,stimuli/box_empty_transparent.png,200.19477159995586,200.19480349961668,278.0072796996683,278.02262329962105,279.0239832997322,279.0072114998475,201.19477629987523,1.2991050998680294,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
40,0,40,space,4.392554400023073,None,5,2.8438530997373164,None,201.19631799962372,j,None,201.89622059976682,201.89662219956517,203.39495199965313,203.394997399766,204.39561529969797,204.39565530000255,205.39372639963403,0.6770637999288738,None,,,,,,,0,0,0,0,40,0,40,0,279.0239832997322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.19631799962372,279.008798699826,279.0239832997322,279.0239832997322,279.0239832997322,279.0239832997322,279.7085937997326,j,right,1,11,0,2,22,17,None,201.89622059976682,201.89662219956517,279.70910829957575,279.7236969997175,279.7236969997175,281.223912499845,281.223912499845,281.2073543998413,203.39495199965313,203.394997399766,281.215964499861,281.223912499845,281.223912499845,,,282.20804119994864,stimuli/box_empty_transparent.png,204.39561529969797,204.39565530000255,282.2081558997743,282.2231280999258,283.2230917997658,283.2061625998467,205.39372639963403,0.6770637999288738,None,,,,,,,,,,,,,,,,55555,right,no,None,2025-05-15_11h34.03.973,RL_out-of-scanner,2024.2.4,59.42572172362194,2025-05-15 11h34.18.394943 -0500,
