thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,all_keys.rt,all_keys.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_switch_selec.stopped,right_switch_selec.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.all_keys.rt,trials.all_keys.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,15.354555899975821,None,j,1.0977547999937087,None,None,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,197.7893035998568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.36715870001353,182.38270090008155,182.38270090008155,197.7386387998704,j,15.354555899975821,None,197.78340670000762,197.7893035998568,197.7893035998568,197.7893035998568,197.7893035998568,198.8895314000547,j,1.0977547999937087,None,right,1,7,0,0,0,0,None,198.9044504999183,198.91250850004144,198.91250850004144,199.92656579986215,199.92656579986215,199.90332209994085,199.9174442999065,199.92656579986215,199.92656579986215,200.91862859996036,stimuli/box_empty_transparent.png,200.91870939987712,200.93462880002335,202.94978809985332,202.93373199994676,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
1,0,1,,,,,,,,,,j,15.354555899975821,None,k,0.6615463998168707,None,None,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,202.94978809985332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.93627940001898,202.94978809985332,202.94978809985332,202.94978809985332,202.94978809985332,203.6176316998899,k,0.6615463998168707,None,right,1,7,1,0,1,1,None,203.62722339993343,203.6345196000766,203.6345196000766,205.15696389996447,205.15696389996447,205.1321982999798,205.14971140003763,205.15696389996447,205.15696389996447,206.14744329988025,stimuli/box_coin_transparent.png,206.14751389995217,206.16343130008318,207.67929570004344,207.6629997000564,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
2,0,2,,,,,,,,,,j,15.354555899975821,None,k,0.6712799000088125,None,None,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,207.67929570004344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.66560179996304,207.67929570004344,207.67929570004344,207.67929570004344,207.67929570004344,208.36458819988184,k,0.6712799000088125,None,right,1,7,2,0,2,2,None,208.3748371999245,208.38227059994824,208.38227059994824,209.40364739997312,209.40364739997312,209.3794156999793,209.39662889996544,209.40364739997312,209.40364739997312,210.39417520002462,stimuli/box_coin_transparent.png,210.39424789999612,210.41005819989368,213.4248937999364,213.40860609989613,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
3,0,3,,,,,,,,,,j,15.354555899975821,None,k,0.9956207000650465,None,None,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,213.4248937999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.41116959997453,213.4248937999364,213.4248937999364,213.4248937999364,213.4248937999364,214.42598080006428,k,0.9956207000650465,None,right,1,7,3,0,3,3,None,214.43139140005223,214.44075719988905,214.44075719988905,216.46502969996072,216.46502969996072,216.44023349997588,216.45784409996122,216.46502969996072,216.46502969996072,217.455348999938,stimuli/box_coin_transparent.png,217.45542500005104,217.47160320007242,218.48729919991456,218.47110509988852,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
4,0,4,,,,,,,,,,j,15.354555899975821,None,k,0.4038468999788165,None,None,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,218.48729919991456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.47363849985413,218.48729919991456,218.48729919991456,218.48729919991456,218.48729919991456,218.90595559985377,k,0.4038468999788165,None,right,0,7,3,0,4,3,None,218.9822471998632,218.98806570004672,218.98806570004672,220.01151570002548,220.01151570002548,219.98717519990169,220.0014821998775,220.01151570002548,220.01151570002548,221.00227830000222,stimuli/box_empty_transparent.png,221.00235299998894,221.01830470003188,223.5336638998706,223.51717730006203,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
5,0,5,,,,,,,,,,j,15.354555899975821,None,j,0.6174868000671268,None,None,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,223.5336638998706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.51963749993593,223.5336638998706,223.5336638998706,223.5336638998706,223.5336638998706,224.16789709986188,j,0.6174868000671268,None,right,0,7,3,0,4,3,None,224.17720829998143,224.1847134998534,224.1847134998534,227.70196989993565,227.70196989993565,227.68094659992494,227.6948508999776,227.70196989993565,227.70196989993565,228.6961725000292,stimuli/box_empty_transparent.png,228.69624580000527,228.7122609000653,230.7277885999065,230.71161959995516,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
6,0,6,,,,,,,,,,j,15.354555899975821,None,j,0.37408270011655986,None,None,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,230.7277885999065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.71407909994014,230.7277885999065,230.7277885999065,230.7277885999065,230.7277885999065,231.11283529992215,j,0.37408270011655986,None,right,0,7,3,0,4,3,None,231.1220738000702,231.1294885999523,231.1294885999523,232.14894340001047,232.14894340001047,232.12767479987815,232.14141430007294,232.14894340001047,232.14894340001047,233.14273689989932,stimuli/box_empty_transparent.png,233.14280949998647,233.1590454999823,234.17490249988623,234.1585168999154,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
7,0,7,,,,,,,,,,j,15.354555899975821,None,None,,,['k'],[0.4338554998394102],[0.18325490015558898],,,,,,,,,,,,,0,0,0,0,7,0,7,0,234.17490249988623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.1610469999723,234.17490249988623,234.17490249988623,234.17490249988623,234.17490249988623,235.67385830008425,None,,,right,0,7,3,0,4,3,['k'],235.68308539991267,235.6905825000722,235.6905825000722,237.71090339985676,237.71090339985676,237.68955140002072,237.70410680002533,237.71090339985676,237.71090339985676,238.7049189999234,no selection made,238.70499049988575,238.72116980003193,240.73674890003167,240.72026990004815,[0.4338554998394102],[0.18325490015558898],,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
8,0,8,,,,,,,,,,j,15.354555899975821,None,k,0.30990499979816377,None,None,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,240.73674890003167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.72273349994794,240.73674890003167,240.73674890003167,240.73674890003167,240.73674890003167,241.05445469985716,k,0.30990499979816377,None,right,1,7,4,0,5,4,None,241.06379040004686,241.07131520006806,241.07131520006806,244.09270819998346,244.09270819998346,244.06782680004835,244.08547519985586,244.09270819998346,244.09270819998346,245.08291830006056,stimuli/box_coin_transparent.png,245.08296529995278,245.09908870002255,246.59837749996223,246.58225489989854,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
9,0,9,,,,,,,,,,j,15.354555899975821,None,k,0.4443778998684138,None,None,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,246.59837749996223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.58483910001814,246.59837749996223,246.59837749996223,246.59837749996223,246.59837749996223,247.05032030004077,k,0.4443778998684138,None,right,1,7,5,0,6,5,None,247.05949319992214,247.06696849991567,247.06696849991567,248.5887382000219,248.5887382000219,248.56458880007267,248.58155209990218,248.5887382000219,248.5887382000219,249.57956769992597,stimuli/box_coin_transparent.png,249.57964879996143,249.59544970002025,251.61129330005497,251.59500400000252,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
10,0,10,,,,,,,,,,j,15.354555899975821,None,j,0.6513070999644697,None,None,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,251.61129330005497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.59746750001796,251.61129330005497,251.61129330005497,251.61129330005497,251.61129330005497,252.2794339999091,j,0.6513070999644697,None,right,1,7,5,0,6,5,None,252.28898569988087,252.29654260003008,252.29654260003008,253.81521989987232,253.81521989987232,253.7935697999783,253.8078552999068,253.81521989987232,253.81521989987232,254.80919969989918,stimuli/box_empty_transparent.png,254.80927239987068,254.82499379990622,255.84093329985626,255.8250420000404,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
11,0,11,,,,,,,,,,j,15.354555899975821,None,k,0.44517640001140535,None,None,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,255.84093329985626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.82763669989072,255.84093329985626,255.84093329985626,255.84093329985626,255.84093329985626,256.29301619995385,k,0.44517640001140535,None,right,0,7,5,0,7,5,None,256.3022433000151,256.30981040000916,256.30981040000916,258.3278451000806,258.3278451000806,258.30669949995354,258.32089009997435,258.3278451000806,258.3278451000806,259.3217454000842,stimuli/box_empty_transparent.png,259.321817799937,259.33777839993127,260.8536916000303,260.8378274999559,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
12,0,12,,,,,,,,,,j,15.354555899975821,None,k,0.5836754001211375,None,None,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,260.8536916000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.84041789988987,260.8536916000303,260.8536916000303,260.8536916000303,260.8536916000303,261.4547965999227,k,0.5836754001211375,None,right,1,7,6,0,8,6,None,261.4648201998789,261.4716310000513,261.4716310000513,262.4948541999329,262.4948541999329,262.47036199993454,262.4874233000446,262.4948541999329,262.4948541999329,263.4850061000325,stimuli/box_coin_transparent.png,263.4850806000177,263.5012226998806,266.51566140004434,266.4997010999359,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
13,0,13,,,,,,,,,,j,15.354555899975821,None,k,0.4784834000747651,None,None,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,266.51566140004434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.5013937000185,266.51566140004434,266.51566140004434,266.51566140004434,266.51566140004434,267.0005751000717,k,0.4784834000747651,None,right,1,7,7,0,9,7,None,267.006203699857,267.0156870998908,267.0156870998908,267.51603289996274,267.51603289996274,267.4991890999954,267.50964160007425,267.51603289996274,267.51603289996274,268.5149405999109,stimuli/box_coin_transparent.png,268.5150133999996,268.5305703000631,270.54587440006435,270.52964810002595,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
14,0,14,,,,,,,,,,j,15.354555899975821,None,j,0.8649750999175012,None,None,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,270.54587440006435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.5322054999415,270.54587440006435,270.54587440006435,270.54587440006435,270.54587440006435,271.41364919999614,j,0.8649750999175012,None,left,1,8,1,1,10,8,None,271.4193567999173,271.4285909999162,271.4285909999162,272.93874459993094,272.93874459993094,272.9120700999629,272.9310307998676,272.93874459993094,272.93874459993094,273.92657439992763,stimuli/box_coin_transparent.png,273.9266222000588,273.9428856000304,274.9426478999667,274.9265572000295,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
15,0,15,,,,,,,,,,j,15.354555899975821,None,j,1.0975556001067162,None,None,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,274.9426478999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.9290521000512,274.9426478999667,274.9426478999667,274.9426478999667,274.9426478999667,276.04395510000177,j,1.0975556001067162,None,left,1,8,2,1,11,9,None,276.05358439986594,276.0612756998744,276.0612756998744,277.08508250000887,277.08508250000887,277.0586301998701,277.0777072000783,277.08508250000887,277.08508250000887,278.07361009996384,stimuli/box_coin_transparent.png,278.07368559995666,278.0896971998736,280.10524429986253,280.0888571999967,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
16,0,16,,,,,,,,,,j,15.354555899975821,None,k,0.3683565999381244,None,None,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,280.10524429986253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0903546998743,280.10524429986253,280.10524429986253,280.10524429986253,280.10524429986253,280.48975230008364,k,0.3683565999381244,None,left,1,8,2,1,11,9,None,280.49516659998335,280.5051613000687,280.5051613000687,282.52647789986804,282.52647789986804,282.5043710998725,282.51872049993835,282.52647789986804,282.52647789986804,283.5190822998993,stimuli/box_empty_transparent.png,283.5191581000108,283.5352966999635,284.53518750006333,284.5185354000423,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
17,0,17,,,,,,,,,,j,15.354555899975821,None,j,0.47574930009432137,None,None,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,284.53518750006333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.52121669985354,284.53518750006333,284.53518750006333,284.53518750006333,284.53518750006333,285.0193882000167,j,0.47574930009432137,None,left,1,8,3,1,12,10,None,285.02932929992676,285.03663729992695,285.03663729992695,286.0593200000003,286.0593200000003,286.0346504000481,286.05201649991795,286.0593200000003,286.0593200000003,287.0493926999625,stimuli/box_coin_transparent.png,287.04944039997645,287.0656939998735,288.0816782999318,288.0656576999463,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
18,0,18,,,,,,,,,,j,15.354555899975821,None,j,0.5161663999315351,None,None,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,288.0816782999318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0671582999639,288.0816782999318,288.0816782999318,288.0816782999318,288.0816782999318,288.6002728000749,j,0.5161663999315351,None,left,0,8,3,1,13,10,None,288.6060979999602,288.6149502999615,288.6149502999615,292.12901689996943,292.12901689996943,292.1133292000741,292.1216410000343,292.12901689996943,292.12901689996943,293.1124400999397,stimuli/box_empty_transparent.png,293.11251190002076,293.1276565999724,295.143508200068,295.127132399939,,,293.1276565999724,293.1276565999724,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
19,0,19,,,,,,,,,,j,15.354555899975821,None,k,0.9416981001850218,None,None,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,295.143508200068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.13006130000576,295.143508200068,295.143508200068,295.143508200068,295.143508200068,296.09436609991826,k,0.9416981001850218,None,left,0,8,3,1,13,10,None,296.1043767000083,296.1122154998593,296.1122154998593,297.1300977000501,297.1300977000501,297.10900390008464,297.12278979993425,297.1300977000501,297.1300977000501,298.1245498000644,stimuli/box_empty_transparent.png,298.12462650006637,298.14028279995546,299.6589438999072,299.6400158999022,,,,,,,,,,281126,right,2025-05-15_08h37.55.754,RL_practice,2024.2.4,59.5529834719634,2025-05-15 08h38.04.154422 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.65263550006784,299.6589438999072,303.65277069993317,303.6528511000797,303.6690302998759,,,,,,,,
