thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
46,0,46,space,31.22362730000168,None,5,18.504495300119743,None,228.68651859997772,k,0.31037540012039244,None,None,229.01894430001266,229.01934459991753,231.03270750003867,231.03276160010137,232.0473138000816,232.0473446000833,233.06304510007612,,,,,,,0,0,0,0,46,0,46,0,489.90795379993506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.68651859997772,489.8941373999696,489.90795379993506,489.90795379993506,489.90795379993506,489.90795379993506,490.2264048999641,k,0.31037540012039244,None,right,1,13,3,2,29,22,None,229.01894430001266,229.01934459991753,490.2269490000326,490.2407043001149,490.2407043001149,492.2647355000954,492.2647355000954,492.24020060012117,231.03270750003867,231.03276160010137,492.25723129999824,492.2647355000954,492.2647355000954,493.25485119991936,stimuli/box_coin_transparent.png,232.0473138000816,232.0473446000833,493.2549272000324,493.2711460001301,494.286992700072,494.27058509993367,233.06304510007612,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
47,0,47,space,31.22362730000168,None,5,18.504495300119743,None,233.06452669994906,j,0.3588260000105947,None,None,233.4480944001116,233.44855719991028,236.46135649993084,236.4614093999844,237.4769039999228,237.47695020004176,238.9923646999523,,,,,,,0,0,0,0,47,0,47,0,494.286992700072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.06452669994906,494.2721237000078,494.286992700072,494.286992700072,494.286992700072,494.286992700072,494.6555487001315,j,0.3588260000105947,None,right,1,13,3,2,29,22,None,233.4480944001116,233.44855719991028,494.6561668999493,494.6701251999475,494.6701251999475,497.6900730000343,497.6900730000343,497.6688475999981,236.46135649993084,236.4614093999844,497.68298149993643,497.6900730000343,497.6900730000343,498.6844300001394,stimuli/box_empty_transparent.png,237.4769039999228,237.47695020004176,498.6845492001157,498.7000877999235,500.2159086000174,500.19989309995435,238.9923646999523,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
48,0,48,space,31.22362730000168,None,5,18.504495300119743,None,238.99481420009397,j,0.3652453999966383,None,None,239.3770322999917,239.37749210000038,240.8911405999679,240.89119399990886,241.90612830012105,241.90617430000566,245.42059960006736,,,,,,,0,0,0,0,48,0,48,0,500.2159086000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.99481420009397,500.2024326999672,500.2159086000174,500.2159086000174,500.2159086000174,500.2159086000174,500.58449369994923,j,0.3652453999966383,None,right,1,13,3,2,29,22,None,239.3770322999917,239.37749210000038,500.58510040002875,500.5993659000378,500.5993659000378,502.1192300999537,502.1192300999537,502.098634300055,240.8911405999679,240.89119399990886,502.1125201000832,502.1192300999537,502.1192300999537,503.11365350009874,stimuli/box_empty_transparent.png,241.90612830012105,241.90617430000566,503.11377250007354,503.1297720000148,506.6440934999846,506.6281276999507,245.42059960006736,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
49,0,49,space,31.22362730000168,None,5,18.504495300119743,None,245.42308009997942,k,0.6359014001209289,None,None,246.0877821999602,246.08804220007733,247.6027665999718,247.6028213999234,248.61762550007552,248.61768570006825,248.61862790002488,,,,,,,0,0,0,0,49,0,49,0,506.6440934999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.42308009997942,506.63070890004747,506.6440934999846,506.6440934999846,506.6440934999846,506.6440934999846,507.2952773999423,k,0.6359014001209289,None,right,1,13,4,2,30,23,None,246.0877821999602,246.08804220007733,507.29563280008733,507.3104207001161,507.3104207001161,508.83582510007545,508.83582510007545,508.8102591999341,247.6027665999718,247.6028213999234,508.8285036999732,508.83582510007545,508.83582510007545,509.8251205000561,stimuli/box_coin_transparent.png,248.61762550007552,248.61768570006825,509.82529049995355,509.86220690002665,509.86220690002665,509.8261607999448,248.61862790002488,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
0,0,0,space,31.22362730000168,None,5,18.504495300119743,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.85597619996406,509.86220690002665,513.8381972000934,513.8432784001343,513.8545546000823,566.1796190000605,566.1639650000725,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
0,0,0,space,7.151933399960399,None,5,3.562584900064394,None,0.0033760000951588154,j,0.4244699999690056,None,None,0.4503915999084711,0.45085610006935894,1.4482414999511093,1.448296400019899,2.46334380004555,2.463393999962136,4.478882800089195,,,,,,,1,0,1,0,0,0,0,0,576.9381918001454,,,,,,,,,,,,,,,,566.1642505999189,566.1796190000605,566.1796190000605,573.3422382001299,space,7.151933399960399,None,573.3423685999587,573.3574030001182,573.3574030001182,576.9229071000591,5,3.562584900064394,None,0.0033760000951588154,576.9264152001124,576.9381918001454,576.9381918001454,576.9381918001454,576.9381918001454,577.3732620000374,j,0.4244699999690056,None,right,1,11,0,3,30,0,None,0.4503915999084711,0.45085610006935894,577.3738798999693,577.3878476000391,577.3878476000391,578.3921161000617,578.3921161000617,578.3711514000315,1.4482414999511093,1.448296400019899,578.3850813000463,578.3921161000617,578.3921161000617,579.3862865001429,stimuli/box_empty_transparent.png,2.46334380004555,2.463393999962136,579.3864065001253,579.4023597999476,581.4178301999345,581.40182680008,4.478882800089195,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
1,0,1,space,7.151933399960399,None,5,3.562584900064394,None,4.481314399978146,j,0.39495560014620423,None,None,4.897012799978256,4.897526399930939,6.410867500118911,6.410923599964008,7.4261449000332505,7.426192299928516,8.941724200034514,,,,,,,1,0,1,0,1,0,1,0,581.4178301999345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.481314399978146,581.404349999968,581.4178301999345,581.4178301999345,581.4178301999345,581.4178301999345,581.8198876001406,j,0.39495560014620423,None,right,1,11,0,3,30,0,None,4.897012799978256,4.897526399930939,581.8205516999587,581.8345558000728,581.8345558000728,583.3548314999789,583.3548314999789,583.3337855001446,6.410867500118911,6.410923599964008,583.348052999936,583.3548314999789,583.3548314999789,584.3490873000119,stimuli/box_empty_transparent.png,7.4261449000332505,7.426192299928516,584.3492089000065,584.3650434999727,585.8809458999895,585.8646742999554,8.941724200034514,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
2,0,2,space,7.151933399960399,None,5,3.562584900064394,None,8.94422830012627,None,,,['k'],10.457189399981871,10.4573037000373,11.456982899922878,11.457141400082037,12.472177600022405,12.472224999917671,15.486823600018397,[0.28353810007683933],[0.15036329999566078],,,,,1,0,1,0,2,0,2,0,585.8809458999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94422830012627,585.867263500113,585.8809458999895,585.8809458999895,585.8809458999895,585.8809458999895,587.3800186000299,None,,,right,1,11,0,3,30,0,['k'],10.457189399981871,10.4573037000373,587.3803206000011,587.396522300085,587.396522300085,588.4018592000939,588.4018592000939,588.379894600017,11.456982899922878,11.457141400082037,588.3949247000273,588.4018592000939,588.4018592000939,589.3951195001137,no selection made,12.472177600022405,12.472224999917671,589.3952463001478,589.4114222000353,592.4261593001429,592.4097678000107,15.486823600018397,[0.28353810007683933],[0.15036329999566078],,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
3,0,3,space,7.151933399960399,None,5,3.562584900064394,None,15.48924329993315,j,0.4272495999466628,None,None,15.938440300058573,15.938909000018612,17.951201899908483,17.951237099943683,18.95096869999543,18.951014999998733,19.96622830000706,,,,,,,1,0,1,0,3,0,3,0,592.4261593001429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48924329993315,592.4122796999291,592.4261593001429,592.4261593001429,592.4261593001429,592.4261593001429,592.8613146999851,j,0.4272495999466628,None,right,1,11,0,3,30,0,None,15.938440300058573,15.938909000018612,592.8619335000403,592.8755709999241,592.8755709999241,594.8906533000991,594.8906533000991,594.8741411999799,17.951201899908483,17.951237099943683,594.8825700001325,594.8906533000991,594.8906533000991,595.8739084999543,stimuli/box_empty_transparent.png,18.95096869999543,18.951014999998733,595.8740318000782,595.889549100073,596.9058020999655,596.8891730001196,19.96622830000706,,,595.889549100073,595.889549100073,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
4,0,4,space,7.151933399960399,None,5,3.562584900064394,None,19.968732699984685,j,0.329232000047341,None,None,20.318029900081456,20.318482999922708,21.3325398999732,21.33259529992938,22.34759150003083,22.34763909992762,24.86274620005861,,,,,,,1,0,1,0,4,0,4,0,596.9058020999655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.968732699984685,596.8917692000978,596.9058020999655,596.9058020999655,596.9058020999655,596.9058020999655,597.2409051000141,j,0.329232000047341,None,right,1,11,0,3,30,0,None,20.318029900081456,20.318482999922708,597.2415074000601,597.2556620000396,597.2556620000396,598.275914600119,598.275914600119,598.2554496999364,21.3325398999732,21.33259529992938,598.2692184001207,598.275914600119,598.275914600119,599.2705351000186,stimuli/box_empty_transparent.png,22.34759150003083,22.34763909992762,599.2706555000041,599.286775500048,601.8018541999627,601.7857020001393,24.86274620005861,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
5,0,5,space,7.151933399960399,None,5,3.562584900064394,None,24.86426099995151,k,0.2563757000025362,None,None,25.146074699936435,25.146346000023186,28.6593436000403,28.659379499964416,29.674607400083914,29.67463929997757,31.690364300040528,,,,,,,1,0,1,0,5,0,5,0,601.8018541999627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.86426099995151,601.7872776000295,601.8018541999627,601.8018541999627,601.8018541999627,601.8018541999627,602.0689848000184,k,0.2563757000025362,None,right,1,11,1,3,31,1,None,25.146074699936435,25.146346000023186,602.0693501001224,602.0844529999886,602.0844529999886,605.5989004999865,605.5989004999865,605.5822721000295,28.6593436000403,28.659379499964416,605.592751899967,605.5989004999865,605.5989004999865,606.5975611000322,stimuli/box_coin_transparent.png,29.674607400083914,29.67463929997757,606.5976398000494,606.6137248999439,608.6295046999585,608.6133065000176,31.690364300040528,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
6,0,6,space,7.151933399960399,None,5,3.562584900064394,None,31.69294139998965,k,0.38022360019385815,None,None,32.09103529993445,32.09129279991612,33.08948160009459,33.08951580012217,34.104408000130206,34.104439000133425,35.104357399977744,,,,,,,1,0,1,0,6,0,6,0,608.6295046999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.69294139998965,608.6159840000328,608.6295046999585,608.6295046999585,608.6295046999585,608.6295046999585,609.0139423001092,k,0.38022360019385815,None,right,0,11,1,3,32,1,None,32.09103529993445,32.09129279991612,609.0142957000062,609.0292984000407,609.0292984000407,610.0285464001354,610.0285464001354,610.0124202000443,33.08948160009459,33.08951580012217,610.0208606000524,610.0285464001354,610.0285464001354,611.0273625000846,stimuli/box_empty_transparent.png,34.104408000130206,34.104439000133425,611.0274398999754,611.043719700072,612.0437086999882,612.0273116999306,35.104357399977744,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
7,0,7,space,7.151933399960399,None,5,3.562584900064394,None,35.105929899960756,k,0.4669361999258399,None,None,35.604178600013256,35.60443400009535,37.61934530013241,37.61939919996075,38.63455790001899,38.63461389997974,40.649759700056165,,,,,,,1,0,1,0,7,0,7,0,612.0437086999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.105929899960756,612.0289499000646,612.0437086999882,612.0437086999882,612.0437086999882,612.0437086999882,612.5270960999187,k,0.4669361999258399,None,right,1,11,2,3,33,2,None,35.604178600013256,35.60443400009535,612.5274358000606,612.5431763001252,612.5431763001252,614.5662033001427,614.5662033001427,614.5422573001124,37.61934530013241,37.61939919996075,614.5597725000698,614.5662033001427,614.5662033001427,615.557497800095,stimuli/box_coin_transparent.png,38.63455790001899,38.63461389997974,615.5576309000608,615.5736217000522,617.5889179001097,617.5727065000683,40.649759700056165,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
8,0,8,space,7.151933399960399,None,5,3.562584900064394,None,40.65269859996624,k,0.44759540003724396,None,None,41.118160099955276,41.11855629994534,44.13091489998624,44.13097120006569,45.14628729992546,45.14634500001557,46.661195599939674,,,,,,,1,0,1,0,8,0,8,0,617.5889179001097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65269859996624,617.5757371000946,617.5889179001097,617.5889179001097,617.5889179001097,617.5889179001097,618.0410351001192,k,0.44759540003724396,None,right,0,11,2,3,34,2,None,41.118160099955276,41.11855629994534,618.0415783000644,618.0555046999361,618.0555046999361,621.0745808000211,621.0745808000211,621.0538304001093,44.13091489998624,44.13097120006569,621.0678827001248,621.0745808000211,621.0745808000211,622.0692282000091,stimuli/box_empty_transparent.png,45.14628729992546,45.14634500001557,622.0693616999779,622.0853427001275,623.600589599926,623.5841556000523,46.661195599939674,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
9,0,9,space,7.151933399960399,None,5,3.562584900064394,None,46.662626000121236,k,0.3038591998629272,None,None,46.996796699939296,46.99719689995982,48.51101649994962,48.5110718999058,49.52609680010937,49.52614440000616,51.54146030009724,,,,,,,1,0,1,0,9,0,9,0,623.600589599926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.662626000121236,623.5856343000196,623.600589599926,623.600589599926,623.600589599926,623.600589599926,623.9196536000818,k,0.3038591998629272,None,right,1,11,3,3,35,3,None,46.996796699939296,46.99719689995982,623.9202183000743,623.9345229000319,623.9345229000319,625.458705099998,625.458705099998,625.433927499922,48.51101649994962,48.5110718999058,625.4514935000334,625.458705099998,625.458705099998,626.4490388999693,stimuli/box_coin_transparent.png,49.52609680010937,49.52614440000616,626.44916440011,626.4648887000512,628.4805815001018,628.4644059999846,51.54146030009724,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
10,0,10,space,7.151933399960399,None,5,3.562584900064394,None,51.54431780008599,j,0.24754730006679893,None,None,51.809139400022104,51.80958190001547,53.307206799974665,53.30726570007391,54.32223289995454,54.32228059996851,55.321841600118205,,,,,,,1,0,1,0,10,0,10,0,628.4805815001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.54431780008599,628.4673552999739,628.4805815001018,628.4805815001018,628.4805815001018,628.4805815001018,628.7320167999715,j,0.24754730006679893,None,right,1,11,3,3,35,3,None,51.809139400022104,51.80958190001547,628.7326045001391,628.746790900128,628.746790900128,630.2517049999442,630.2517049999442,630.2300863000564,53.307206799974665,53.30726570007391,630.2447794000618,630.2517049999442,630.2517049999442,631.2451752000488,stimuli/box_empty_transparent.png,54.32223289995454,54.32228059996851,631.2452970999293,631.261269700015,632.2609363000374,632.2447848999873,55.321841600118205,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
11,0,11,space,7.151933399960399,None,5,3.562584900064394,None,55.32425820012577,j,0.3948486999142915,None,None,55.73999879998155,55.740481399931014,57.75364620005712,57.75370240001939,58.76849450008012,58.76854300010018,60.284107899991795,,,,,,,1,0,1,0,11,0,11,0,632.2609363000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.32425820012577,632.2472922999877,632.2609363000374,632.2609363000374,632.2609363000374,632.2609363000374,632.6628739000298,j,0.3948486999142915,None,right,1,11,3,3,35,3,None,55.73999879998155,55.740481399931014,632.663507899968,632.6775269999634,632.6775269999634,634.698359400034,634.698359400034,634.6765564000234,57.75364620005712,57.75370240001939,634.6911377999932,634.698359400034,634.698359400034,635.6914367999416,stimuli/box_empty_transparent.png,58.76849450008012,58.76854300010018,635.691559900064,635.70750889997,637.2234235000797,637.2070577000268,60.284107899991795,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
12,0,12,space,7.151933399960399,None,5,3.562584900064394,None,60.28657290013507,k,0.7494254000484943,None,None,61.05268869991414,61.05308640003204,62.066951600136235,62.06700709997676,63.08181190001778,63.08186269993894,66.0965044000186,,,,,,,1,0,1,0,12,0,12,0,637.2234235000797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28657290013507,637.2096061001066,637.2234235000797,637.2234235000797,637.2234235000797,637.2234235000797,637.9755625999533,k,0.7494254000484943,None,right,1,11,4,3,36,4,None,61.05268869991414,61.05308640003204,637.9761085999198,637.9898779001087,637.9898779001087,639.0142804000061,639.0142804000061,638.9898614999838,62.066951600136235,62.06700709997676,639.0075098001398,639.0142804000061,639.0142804000061,640.0047546999995,stimuli/box_coin_transparent.png,63.08181190001778,63.08186269993894,640.0048794001341,640.0208751999307,643.035646900069,643.0194501001388,66.0965044000186,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
13,0,13,space,7.151933399960399,None,5,3.562584900064394,None,66.09893060009927,k,0.9942809999920428,None,['k'],67.11420119996183,67.11464260006323,67.61220370000228,67.6122576999478,68.62753030005842,68.62758000008762,70.64262329996563,[0.29970579990185797],[0.17764390003867447],,,,,1,0,1,0,13,0,13,0,643.035646900069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.09893060009927,643.0219660999719,643.035646900069,643.035646900069,643.035646900069,643.035646900069,644.0370261999778,k,0.9942809999920428,None,right,1,11,5,3,37,5,['k'],67.11420119996183,67.11464260006323,644.0376723001245,644.051471099956,644.051471099956,644.5589574999176,644.5589574999176,644.5351126000751,67.61220370000228,67.6122576999478,644.5521687001456,644.5589574999176,644.5589574999176,645.5504697000142,stimuli/box_coin_transparent.png,68.62753030005842,68.62758000008762,645.5505947000347,645.566444600001,647.5819190000184,647.5655686000828,70.64262329996563,[0.29970579990185797],[0.17764390003867447],,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
14,0,14,space,7.151933399960399,None,5,3.562584900064394,None,70.64510790002532,k,0.2817079999949783,None,None,70.94417040003464,70.94457680010237,72.45853970013559,72.4586016999092,73.47342279995792,73.4734706999734,74.47277570003644,,,,,,,1,0,1,0,14,0,14,0,647.5819190000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.64510790002532,647.5681416001171,647.5819190000184,647.5819190000184,647.5819190000184,647.5819190000184,647.8670455999672,k,0.2817079999949783,None,right,1,11,6,3,38,6,None,70.94417040003464,70.94457680010237,647.8675995999947,647.8819140000269,647.8819140000269,649.4062670001294,649.4062670001294,649.3814481000882,72.45853970013559,72.4586016999092,649.3996294999961,649.4062670001294,649.4062670001294,650.3963651999366,stimuli/box_coin_transparent.png,73.47342279995792,73.4734706999734,650.3964869000483,650.4124084000941,651.4120585001074,651.3957259999588,74.47277570003644,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
15,0,15,space,7.151933399960399,None,5,3.562584900064394,None,74.475283900043,k,0.2711449998896569,None,None,74.77468289993703,74.77509810007177,75.78933609998785,75.78939180006273,76.80410169996321,76.80415019998327,78.81967140012421,,,,,,,1,0,1,0,15,0,15,0,651.4120585001074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.475283900043,651.3983213999309,651.4120585001074,651.4120585001074,651.4120585001074,651.4120585001074,651.6975573999807,k,0.2711449998896569,None,right,1,11,7,3,39,7,None,74.77468289993703,74.77509810007177,651.6981222000904,651.7122907999437,651.7122907999437,652.7366325000767,652.7366325000767,652.7122456000652,75.78933609998785,75.78939180006273,652.7297315001488,652.7366325000767,652.7366325000767,653.7270444999449,stimuli/box_coin_transparent.png,76.80410169996321,76.80415019998327,653.7271660000551,653.7431566999294,655.758795300033,655.7426124999765,78.81967140012421,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
16,0,16,space,7.151933399960399,None,5,3.562584900064394,None,78.82213980006054,k,0.2716155000962317,None,None,79.12020420003682,79.12046670005657,81.13478929991834,81.13484150008298,82.14980429993011,82.14985279995017,83.14921090006828,,,,,,,1,0,1,0,16,0,16,0,655.758795300033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.82213980006054,655.7451794000808,655.758795300033,655.758795300033,655.758795300033,655.758795300033,656.0431168000214,k,0.2716155000962317,None,right,0,11,7,3,40,7,None,79.12020420003682,79.12046670005657,656.0434709999245,656.0583602001425,656.0583602001425,658.0791313000955,658.0791313000955,658.0577076000627,81.13478929991834,81.13484150008298,658.0720472999383,658.0791313000955,658.0791313000955,659.0727397000883,stimuli/box_empty_transparent.png,82.14980429993011,82.14985279995017,659.0728708000388,659.0888541999739,660.0886810999364,660.0721577000804,83.14921090006828,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
17,0,17,space,7.151933399960399,None,5,3.562584900064394,None,83.15170020004734,j,0.3410400999709964,None,None,83.51778690004721,83.51824200013652,84.51529640005901,84.51534890010953,85.53057810012251,85.530627500033,86.53016460011713,,,,,,,1,0,1,0,17,0,17,0,660.0886810999364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.15170020004734,660.0747362000402,660.0886810999364,660.0886810999364,660.0886810999364,660.0886810999364,660.4406653000042,j,0.3410400999709964,None,right,0,11,7,3,40,7,None,83.51778690004721,83.51824200013652,660.4413257001434,660.4550507001113,660.4550507001113,661.4594857001211,661.4594857001211,661.4382059001364,84.51529640005901,84.51534890010953,661.4525330001488,661.4594857001211,661.4594857001211,662.4535125000402,stimuli/box_empty_transparent.png,85.53057810012251,85.530627500033,662.4536459001247,662.469495800091,663.4694119000342,663.453108600108,86.53016460011713,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
18,0,18,space,7.151933399960399,None,5,3.562584900064394,None,86.53192660002969,k,0.4236324999947101,None,None,86.98177330009639,86.98218729998916,90.49419629992917,90.49425139999948,91.50903000007384,91.50907599995844,93.5245904000476,,,,,,,1,0,1,0,18,0,18,0,663.4694119000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53192660002969,663.4549390000757,663.4694119000342,663.4694119000342,663.4694119000342,663.4694119000342,663.9046426001005,k,0.4236324999947101,None,right,1,11,8,3,41,8,None,86.98177330009639,86.98218729998916,663.9052095001098,663.9188584999647,663.9188584999647,667.4409755000379,667.4409755000379,667.4171029999852,90.49419629992917,90.49425139999948,667.4341647999827,667.4409755000379,667.4409755000379,668.4319714000449,stimuli/box_coin_transparent.png,91.50903000007384,91.50907599995844,668.4320922999177,668.4480183001142,670.4636842000764,670.4475354999304,93.5245904000476,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
19,0,19,space,7.151933399960399,None,5,3.562584900064394,None,93.52707899990492,k,0.5836841999553144,None,None,94.14195489999838,94.14236499997787,95.15677020000294,95.15684489998966,96.17193230008706,96.1719776999671,97.68763149995357,,,,,,,1,0,1,0,19,0,19,0,670.4636842000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52707899990492,670.4501138001215,670.4636842000764,670.4636842000764,670.4636842000764,670.4636842000764,671.0648310999386,k,0.5836841999553144,None,right,1,11,9,3,42,9,None,94.14195489999838,94.14236499997787,671.0653894001152,671.0798653000966,671.0798653000966,672.1038224999793,672.1038224999793,672.0796892000362,95.15677020000294,95.15684489998966,672.0972146999557,672.1038224999793,672.1038224999793,673.09487479995,stimuli/box_coin_transparent.png,96.17193230008706,96.1719776999671,673.0949941000436,673.1110177999362,674.6268689001445,674.6105806000996,97.68763149995357,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
