thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,space,31.22362730000168,None,5,18.504495300119743,None,109.11554910009727,None,,,['j'],110.62812680006027,110.62821709993295,112.12789679993875,112.1279516001232,113.14274460007437,113.14279740001075,115.15813240013085,[0.4494857999961823],[0.1902651998680085],,,,,0,0,0,0,22,0,22,0,370.3369144999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.11554910009727,370.32316870009527,370.3369144999888,370.3369144999888,370.3369144999888,370.3369144999888,371.83559380006045,None,,,left,1,10,0,1,12,9,['j'],110.62812680006027,110.62821709993295,371.83580100000836,371.85203250008635,371.85203250008635,373.3572084000334,373.3572084000334,373.3353927999269,112.12789679993875,112.1279516001232,373.3500262000598,373.3572084000334,373.3572084000334,374.35026900004596,no selection made,113.14274460007437,113.14279740001075,374.35039680008776,374.3665859999601,376.3820805000141,376.365657400107,115.15813240013085,[0.4494857999961823],[0.1902651998680085],,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
23,0,23,space,31.22362730000168,None,5,18.504495300119743,None,115.16060970001854,j,0.3965193999465555,None,None,115.57602449995466,115.57648240006529,117.09065839997493,117.09071350004524,118.10558980004862,118.10563990008086,119.62048429995775,,,,,,,0,0,0,0,23,0,23,0,376.3820805000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.16060970001854,376.36822770000435,376.3820805000141,376.3820805000141,376.3820805000141,376.3820805000141,376.7834801999852,j,0.3965193999465555,None,left,1,10,1,1,13,10,None,115.57602449995466,115.57648240006529,376.78409050009213,376.7983953000512,376.7983953000512,378.32324560009874,378.32324560009874,378.29815139994025,117.09065839997493,117.09071350004524,378.3159811999649,378.32324560009874,378.32324560009874,379.3131129001267,stimuli/box_coin_transparent.png,118.10558980004862,118.10563990008086,379.3132416999433,379.32933080010116,380.84479000000283,380.8280247000512,119.62048429995775,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
24,0,24,space,31.22362730000168,None,5,18.504495300119743,None,119.62198409996927,j,0.5107879000715911,None,None,120.15436920011416,120.15466389991343,122.16928469995037,122.16932000010274,123.18434830009937,123.18438200000674,124.69990439992398,,,,,,,0,0,0,0,24,0,24,0,380.84479000000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62198409996927,380.8295823999215,380.84479000000283,380.84479000000283,380.84479000000283,380.84479000000283,381.3618682001252,j,0.5107879000715911,None,left,0,10,1,1,14,10,None,120.15436920011416,120.15466389991343,381.3622515001334,381.37761149997823,381.37761149997823,383.393239099998,383.393239099998,383.3768027999904,122.16928469995037,122.16932000010274,383.385454100091,383.393239099998,383.393239099998,384.3918741000816,stimuli/box_empty_transparent.png,123.18434830009937,123.18438200000674,384.39196590008214,384.40811499999836,385.92394719994627,385.90743510005996,124.69990439992398,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
25,0,25,space,31.22362730000168,None,5,18.504495300119743,None,124.70154780009761,k,0.4590209999587387,None,None,125.18453470012173,125.18481989996508,126.18270740006119,126.18274240009487,127.19806730002165,127.19809859991074,130.71257969993167,,,,,,,0,0,0,0,25,0,25,0,385.92394719994627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.70154780009761,385.90914380014874,385.92394719994627,385.92394719994627,385.92394719994627,385.92394719994627,386.39202870009467,k,0.4590209999587387,None,left,0,10,1,1,14,10,None,125.18453470012173,125.18481989996508,386.3924088999629,386.40694100013934,386.40694100013934,387.40656129992567,387.40656129992567,387.3902221999597,126.18270740006119,126.18274240009487,387.3990466000978,387.40656129992567,387.40656129992567,388.4056043999735,stimuli/box_empty_transparent.png,127.19806730002165,127.19809859991074,388.40568269998766,388.42158870003186,391.9361201999709,391.9201049001422,130.71257969993167,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
26,0,26,space,31.22362730000168,None,5,18.504495300119743,None,130.71497739991173,k,0.4849237999878824,None,None,131.2306333000306,131.231033799937,131.72872469993308,131.72881000000052,132.74390230001882,132.74393710005097,136.25767299998552,,,,,,,0,0,0,0,26,0,26,0,391.9361201999709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.71497739991173,391.9225972001441,391.9361201999709,391.9361201999709,391.9361201999709,391.9361201999709,392.43808869994245,k,0.4849237999878824,None,left,0,10,1,1,14,10,None,131.2306333000306,131.231033799937,392.4386398999486,392.4526635000948,392.4526635000948,392.9579086001031,392.9579086001031,392.9362180000171,131.72872469993308,131.72881000000052,392.95045360014774,392.9579086001031,392.9579086001031,393.95142429997213,stimuli/box_empty_transparent.png,132.74390230001882,132.74393710005097,393.95152160013095,393.96706090006046,397.4814737001434,397.46520430012606,136.25767299998552,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
27,0,27,space,31.22362730000168,None,5,18.504495300119743,None,136.2601680001244,j,0.3963028001599014,None,None,136.67621910013258,136.67667790013365,138.18960519996472,138.18964250013232,139.18980990001,139.1898562000133,140.187952300068,,,,,,,0,0,0,0,27,0,27,0,397.4814737001434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.2601680001244,397.46778900013305,397.4814737001434,397.4814737001434,397.4814737001434,397.4814737001434,397.8836634999607,j,0.3963028001599014,None,left,0,10,1,1,15,10,None,136.67621910013258,136.67667790013365,397.8842871999368,397.89831400010735,397.89831400010735,399.41384320007637,399.41384320007637,399.39711549994536,138.18960519996472,138.18964250013232,399.40538979996927,399.41384320007637,399.41384320007637,400.397333299974,stimuli/box_empty_transparent.png,139.18980990001,139.1898562000133,400.3974558999762,400.4122747001238,401.41193750011735,401.39547799993306,140.187952300068,,,400.4122747001238,400.4122747001238,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
28,0,28,space,31.22362730000168,None,5,18.504495300119743,None,140.1904241000302,k,0.48286390001885593,None,None,140.6899812000338,140.6903913000133,141.70388470008038,141.70393939991482,142.71905780001543,142.7191047000233,146.23338029999286,,,,,,,0,0,0,0,28,0,28,0,401.41193750011735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.1904241000302,401.3980429000221,401.41193750011735,401.41193750011735,401.41193750011735,401.41193750011735,401.8974361999426,k,0.48286390001885593,None,left,0,10,1,1,15,10,None,140.6899812000338,140.6903913000133,401.8979977001436,401.911656799959,401.911656799959,402.93292890000157,402.93292890000157,402.9113827000838,141.70388470008038,141.70393939991482,402.9258540000301,402.93292890000157,402.93292890000157,403.92658079997636,stimuli/box_empty_transparent.png,142.71905780001543,142.7191047000233,403.92670530010946,403.94264960009605,407.45715319993906,407.4409064000938,146.23338029999286,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
29,0,29,space,31.22362730000168,None,5,18.504495300119743,None,146.23590530012734,k,0.29101549996994436,None,None,146.55092790001072,146.55135550000705,148.56536690006033,148.56542180012912,149.58031570003368,149.58036600006744,150.579905499937,,,,,,,0,0,0,0,29,0,29,0,407.45715319993906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.23590530012734,407.44352410011925,407.45715319993906,407.45715319993906,407.45715319993906,407.45715319993906,407.75838360004127,k,0.29101549996994436,None,left,0,10,1,1,15,10,None,146.55092790001072,146.55135550000705,407.758963300148,407.77333340002224,407.77333340002224,409.79400460002944,409.79400460002944,409.77285600011237,148.56536690006033,148.56542180012912,409.78672560001723,409.79400460002944,409.79400460002944,410.7878310000524,stimuli/box_empty_transparent.png,149.58031570003368,149.58036600006744,410.78796819993295,410.8038943000138,411.80362510005943,411.78740140004084,150.579905499937,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
30,0,30,space,31.22362730000168,None,5,18.504495300119743,None,150.58252870012075,j,0.3744914000853896,None,None,150.98140019993298,150.98185229999945,151.97960849991068,151.97966399998404,152.99481940013357,152.99486749991775,153.99388570012525,,,,,,,0,0,0,0,30,0,30,0,411.80362510005943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.58252870012075,411.79015190014616,411.80362510005943,411.80362510005943,411.80362510005943,411.80362510005943,412.18884840002283,j,0.3744914000853896,None,left,1,10,2,1,16,11,None,150.98140019993298,150.98185229999945,412.1894609001465,412.20315150008537,412.20315150008537,413.2116442001425,413.2116442001425,413.18709890008904,151.97960849991068,151.97966399998404,413.2042223000899,413.2116442001425,413.2116442001425,414.2023438999895,stimuli/box_coin_transparent.png,152.99481940013357,152.99486749991775,414.2024725000374,414.21812640014105,415.21745550003834,415.2014135001227,153.99388570012525,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
31,0,31,space,31.22362730000168,None,5,18.504495300119743,None,153.99643910001032,j,0.49023550003767014,None,None,154.51170130004175,154.51215450000018,157.52409359999,157.52414870006032,158.53929520002566,158.53934390004724,161.05447320011444,,,,,,,0,0,0,0,31,0,31,0,415.21745550003834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.99643910001032,415.2040611000266,415.21745550003834,415.21745550003834,415.21745550003834,415.21745550003834,415.7191530999262,j,0.49023550003767014,None,left,1,10,3,1,17,12,None,154.51170130004175,154.51215450000018,415.7197629001457,415.73378619994037,415.73378619994037,418.7555849000346,418.7555849000346,418.73158710007556,157.52409359999,157.52414870006032,418.749064499978,418.7555849000346,418.7555849000346,419.74681939999573,stimuli/box_coin_transparent.png,158.53929520002566,158.53934390004724,419.74694640003145,419.7631616999861,422.2780130999163,422.261994499946,161.05447320011444,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
32,0,32,space,31.22362730000168,None,5,18.504495300119743,None,161.05685520009138,j,0.376234499970451,None,None,161.4558616001159,161.45631500007585,162.45416490011849,162.45421910006553,163.46870819991454,163.46875449991785,164.4687974001281,,,,,,,0,0,0,0,32,0,32,0,422.2780130999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.05685520009138,422.26447620010003,422.2780130999163,422.2780130999163,422.2780130999163,422.2780130999163,422.663319400046,j,0.376234499970451,None,left,1,10,4,1,18,13,None,161.4558616001159,161.45631500007585,422.66392159997486,422.6776483000722,422.6776483000722,423.6858445000835,423.6858445000835,423.66165750008076,162.45416490011849,162.45421910006553,423.678852400044,423.6858445000835,423.6858445000835,424.6762340001296,stimuli/box_coin_transparent.png,163.46870819991454,163.46875449991785,424.6763768000528,424.6922094000038,425.6919313000981,425.6763244001195,164.4687974001281,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
33,0,33,space,31.22362730000168,None,5,18.504495300119743,None,164.47120329993777,j,0.3846980999223888,None,None,164.88686769991182,164.88732640002854,166.90008480008692,166.90013750013895,167.91557550011203,167.9156212999951,169.43097670003772,,,,,,,0,0,0,0,33,0,33,0,425.6919313000981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.47120329993777,425.67881990014575,425.6919313000981,425.6919313000981,425.6919313000981,425.6919313000981,426.094328999985,j,0.3846980999223888,None,left,1,10,5,1,19,14,None,164.88686769991182,164.88732640002854,426.09497340000235,426.1085828000214,426.1085828000214,428.1321781000588,428.1321781000588,428.107580000069,166.90008480008692,166.90013750013895,428.1252326001413,428.1321781000588,428.1321781000588,429.1231015000958,stimuli/box_coin_transparent.png,167.91557550011203,167.9156212999951,429.12322079995647,429.13916110014543,430.65506360004656,430.6385019000154,169.43097670003772,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
34,0,34,space,31.22362730000168,None,5,18.504495300119743,None,169.43342630006373,k,0.2986328999977559,None,None,169.7486731999088,169.74907339992933,172.76233000005595,172.762384200003,173.77728169993497,173.77733039995655,176.29192500002682,,,,,,,0,0,0,0,34,0,34,0,430.65506360004656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43342630006373,430.641044100048,430.65506360004656,430.65506360004656,430.65506360004656,430.65506360004656,430.956115799956,k,0.2986328999977559,None,left,1,10,5,1,19,14,None,169.7486731999088,169.74907339992933,430.95667720003985,430.9710532000754,430.9710532000754,433.9909016001038,433.9909016001038,433.9698235001415,172.76233000005595,172.762384200003,433.9842713000253,433.9909016001038,433.9909016001038,434.98480050009675,stimuli/box_empty_transparent.png,173.77728169993497,173.77733039995655,434.9849308000412,435.00073310011066,437.51623239996843,437.4994574999437,176.29192500002682,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
35,0,35,space,31.22362730000168,None,5,18.504495300119743,None,176.29440540005453,j,0.3420825998764485,None,None,176.6606495999731,176.66110979998484,178.1746461999137,178.17470000009052,179.18961589992978,179.1896631999407,180.18881920003332,,,,,,,0,0,0,0,35,0,35,0,437.51623239996843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.29440540005453,437.5020226999186,437.51623239996843,437.51623239996843,437.51623239996843,437.51623239996843,437.8681113999337,j,0.3420825998764485,None,left,1,10,6,1,20,15,None,176.6606495999731,176.66110979998484,437.86871589999646,437.8825509001035,437.8825509001035,439.40611560014077,439.40611560014077,439.38213140005246,178.1746461999137,178.17470000009052,439.39917990006506,439.40611560014077,439.40611560014077,440.3971343000885,stimuli/box_coin_transparent.png,179.18961589992978,179.1896631999407,440.3972642000299,440.4130929999519,441.4126182999462,441.3963520000689,180.18881920003332,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
36,0,36,space,31.22362730000168,None,5,18.504495300119743,None,180.1915859999135,j,0.40195000008679926,None,None,180.62382290000096,180.62427389994264,182.13782449997962,182.1378768000286,183.153023699997,183.15307020000182,186.66738520003855,,,,,,,0,0,0,0,36,0,36,0,441.4126182999462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1915859999135,441.3992186000105,441.4126182999462,441.4126182999462,441.4126182999462,441.4126182999462,441.83128340006806,j,0.40195000008679926,None,left,1,10,7,1,21,16,None,180.62382290000096,180.62427389994264,441.8318799000699,441.84591150004417,441.84591150004417,443.3691145000048,443.3691145000048,443.34532220009714,182.13782449997962,182.1378768000286,443.36236550007015,443.3691145000048,443.3691145000048,444.36054949997924,stimuli/box_coin_transparent.png,183.153023699997,183.15307020000182,444.3606694000773,444.3766060001217,447.89140830002725,447.87491760007106,186.66738520003855,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
37,0,37,space,31.22362730000168,None,5,18.504495300119743,None,186.66883939993568,j,0.35825990000739694,None,None,187.05084939999506,187.05114330002107,189.06580470013432,189.0658390999306,190.0807497999631,190.0807803000789,191.080657399958,,,,,,,0,0,0,0,37,0,37,0,447.89140830002725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.66883939993568,447.87643770012073,447.89140830002725,447.89140830002725,447.89140830002725,447.89140830002725,448.25834559998475,j,0.35825990000739694,None,left,1,10,8,1,22,17,None,187.05084939999506,187.05114330002107,448.25873060012236,448.2741912000347,448.2741912000347,450.28972729993984,450.28972729993984,450.2733219000511,189.06580470013432,189.0658390999306,450.28392700012773,450.28972729993984,450.28972729993984,451.2882870999165,stimuli/box_coin_transparent.png,190.0807497999631,190.0807803000789,451.2883651999291,451.3045602000784,452.3043364000041,452.2881865000818,191.080657399958,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
38,0,38,space,31.22362730000168,None,5,18.504495300119743,None,191.08315449999645,j,0.4818651999812573,None,None,191.58207929995842,191.58254129998386,192.5795237000566,192.57957890001126,193.59468540013768,193.59473030013032,195.1106265000999,,,,,,,0,0,0,0,38,0,38,0,452.3043364000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.08315449999645,452.29077670001425,452.3043364000041,452.3043364000041,452.3043364000041,452.3043364000041,452.78954000002705,j,0.4818651999812573,None,left,1,10,9,1,23,18,None,191.58207929995842,191.58254129998386,452.79014900000766,452.8036480001174,452.8036480001174,453.81128460005857,453.81128460005857,453.78701510000974,192.5795237000566,192.57957890001126,453.8045004000887,453.81128460005857,453.81128460005857,454.8022108001169,stimuli/box_coin_transparent.png,193.59468540013768,193.59473030013032,454.80232929997146,454.8183557000011,456.3343198001385,456.31815390009433,195.1106265000999,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
39,0,39,space,31.22362730000168,None,5,18.504495300119743,None,195.1130314001348,j,0.3915864999871701,None,None,195.52881060005166,195.52927240007557,196.54304030002095,196.54309329995885,197.55845539993607,197.55850240006112,198.5580635999795,,,,,,,0,0,0,0,39,0,39,0,456.3343198001385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1130314001348,456.32064950000495,456.3343198001385,456.3343198001385,456.3343198001385,456.3343198001385,456.73627030011266,j,0.3915864999871701,None,left,1,10,10,1,24,19,None,195.52881060005166,195.52927240007557,456.73688039998524,456.75085079995915,456.75085079995915,457.77475510002114,457.77475510002114,457.7505403000396,196.54304030002095,196.54309329995885,457.7678767000325,457.77475510002114,457.77475510002114,458.76598139991984,stimuli/box_coin_transparent.png,197.55845539993607,197.55850240006112,458.7661071999464,458.7821224001236,459.78170259995386,459.7655909000896,198.5580635999795,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
40,0,40,space,31.22362730000168,None,5,18.504495300119743,None,198.56045909994282,j,0.4064374000299722,None,None,198.99249420012347,198.99294800008647,200.50641839997843,200.50646890001372,201.52187500009313,201.52192079997621,202.5212165999692,,,,,,,0,0,0,0,40,0,40,0,459.78170259995386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.56045909994282,459.7680760000367,459.78170259995386,459.78170259995386,459.78170259995386,459.78170259995386,460.19993859995157,j,0.4064374000299722,None,right,1,13,0,2,24,19,None,198.99249420012347,198.99294800008647,460.2005555999931,460.21466870000586,460.21466870000586,461.7347916001454,461.7347916001454,461.71391819999553,200.50641839997843,200.50646890001372,461.72886499995366,461.7347916001454,461.7347916001454,462.72940040007234,stimuli/box_empty_transparent.png,201.52187500009313,201.52192079997621,462.72952300007455,462.7454721000977,463.7454391999636,463.7287439999636,202.5212165999692,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
41,0,41,space,31.22362730000168,None,5,18.504495300119743,None,202.52368810004555,k,0.34622579999268055,None,None,202.8887966000475,202.88920060009696,203.88754549995065,203.88759910012595,204.90246549993753,204.9025123999454,207.91680080001242,,,,,,,0,0,0,0,41,0,41,0,463.7454391999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.52368810004555,463.731306000147,463.7454391999636,463.7454391999636,463.7454391999636,463.7454391999636,464.096257600002,k,0.34622579999268055,None,right,1,13,1,2,25,20,None,202.8887966000475,202.88920060009696,464.09680310008116,464.11129799997434,464.11129799997434,465.119165699929,465.119165699929,465.0950375001412,203.88754549995065,203.88759910012595,465.1121646000538,465.119165699929,465.119165699929,466.10999169992283,stimuli/box_coin_transparent.png,204.90246549993753,204.9025123999454,466.11011480004527,466.12622470012866,469.14082280010916,469.1243302000221,207.91680080001242,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
42,0,42,space,31.22362730000168,None,5,18.504495300119743,None,207.9193530001212,k,0.2836126999463886,None,None,208.23492940003052,208.23536169994622,210.24885790003464,210.24891300010495,211.2640970000066,211.2641451000236,214.77817149995826,,,,,,,0,0,0,0,42,0,42,0,469.14082280010916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.9193530001212,469.12697060010396,469.14082280010916,469.14082280010916,469.14082280010916,469.14082280010916,469.44238999998197,k,0.2836126999463886,None,right,0,13,1,2,26,20,None,208.23492940003052,208.23536169994622,469.44297059997916,469.45746679999866,469.45746679999866,471.478178499965,471.478178499965,471.4563523000106,210.24885790003464,210.24891300010495,471.4709799999837,471.478178499965,471.478178499965,472.4716161999386,stimuli/box_empty_transparent.png,211.2640970000066,211.2641451000236,472.47176950005814,472.4875473000575,476.002066800138,475.98569849994965,214.77817149995826,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
43,0,43,space,31.22362730000168,None,5,18.504495300119743,None,214.78054980002344,j,0.3436134001240134,None,None,215.14640350011177,215.1468555999454,216.144120400073,216.14417210011743,217.15934680006467,217.15940709994175,219.175077999942,,,,,,,0,0,0,0,43,0,43,0,476.002066800138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.78054980002344,475.98816680000164,476.002066800138,476.002066800138,476.002066800138,476.002066800138,476.35386579995975,j,0.3436134001240134,None,right,0,13,1,2,26,20,None,215.14640350011177,215.1468555999454,476.3544650999829,476.36827869992703,476.36827869992703,477.37199370004237,477.37199370004237,477.3516208000947,216.144120400073,216.14417210011743,477.3656315000262,477.37199370004237,477.37199370004237,478.3668227000162,stimuli/box_empty_transparent.png,217.15934680006467,217.15940709994175,478.36701250006445,478.3829010000918,480.39853340014815,480.3826057999395,219.175077999942,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
44,0,44,space,31.22362730000168,None,5,18.504495300119743,None,219.1774695001077,k,0.6354171000421047,None,None,219.841761500109,219.84218459995463,222.3564367000945,222.3564901999198,223.3714358001016,223.37148299999535,225.38619569991715,,,,,,,0,0,0,0,44,0,44,0,480.39853340014815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.1774695001077,480.385093400022,480.39853340014815,480.39853340014815,480.39853340014815,480.39853340014815,481.0492275999859,k,0.6354171000421047,None,right,1,13,2,2,27,21,None,219.841761500109,219.84218459995463,481.04978989996016,481.06445920001715,481.06445920001715,483.5878697000444,483.5878697000444,483.5639289000537,222.3564367000945,222.3564901999198,483.58094140002504,483.5878697000444,483.5878697000444,484.5789610000793,stimuli/box_coin_transparent.png,223.3714358001016,223.37148299999535,484.57908400008455,484.5947454001289,486.6099271001294,486.5937242999207,225.38619569991715,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
45,0,45,space,31.22362730000168,None,5,18.504495300119743,None,225.388661300065,k,0.2516699999105185,None,None,225.67131910007447,225.6717566999141,226.6695487999823,226.66960299992934,227.6842235000804,227.6842692999635,228.6840018001385,,,,,,,0,0,0,0,45,0,45,0,486.6099271001294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.388661300065,486.5962779999245,486.6099271001294,486.6099271001294,486.6099271001294,486.6099271001294,486.8787787000183,k,0.2516699999105185,None,right,0,13,2,2,28,21,None,225.67131910007447,225.6717566999141,486.87936310004443,486.89333380013704,486.89333380013704,487.897871500114,487.897871500114,487.87704219995067,226.6695487999823,226.66960299992934,487.8913378000725,487.897871500114,487.897871500114,488.89174930006266,stimuli/box_empty_transparent.png,227.6842235000804,227.6842692999635,488.89186830003746,488.90785610000603,489.90795379993506,489.8915230000857,228.6840018001385,,,,,,,,,,,,,,143158,right,no,None,2025-05-15_08h44.32.175,RL_out-of-scanner,2024.2.4,59.78651430387378,2025-05-15 08h44.42.241977 -0700,
