thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
4,0,4,space,6.350223699584603,None,5,1.5730491997674108,None,19.000797300133854,j,0.3424064996652305,None,None,19.367001300211996,19.367398499976844,20.367269000038505,20.367306100204587,21.36734290001914,21.367373900022358,23.866129300091416,,,,,,,1,0,1,0,4,0,4,0,341.7213281998411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.000797300133854,341.70622329972684,341.7213281998411,341.7213281998411,341.7213281998411,341.7213281998411,342.072318600025,j,0.3424064996652305,None,right,0,14,1,3,33,1,None,19.367001300211996,19.367398499976844,342.0728354998864,342.0880185998976,342.0880185998976,343.0886149001308,343.0886149001308,343.0726295001805,20.367269000038505,20.367306100204587,343.0811959998682,343.0886149001308,343.0886149001308,344.08844990003854,344.08844990003854,344.0727214999497,stimuli/box_empty_transparent.png,21.36734290001914,21.367373900022358,344.07279590005055,344.08844990003854,346.58875390002504,346.57151080016047,23.866129300091416,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
5,0,5,space,6.350223699584603,None,5,1.5730491997674108,None,23.86761200008914,k,0.3651606999337673,None,None,24.250583700370044,24.25089710019529,27.750846800394356,27.750884900335222,28.750838600099087,28.750869899988174,30.765450600069016,,,,,,,1,0,1,0,5,0,5,0,346.58875390002504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.86761200008914,346.5730385999195,346.58875390002504,346.58875390002504,346.58875390002504,346.58875390002504,346.9559002998285,k,0.3651606999337673,None,right,1,14,2,3,34,2,None,24.250583700370044,24.25089710019529,346.95632380014285,346.9712314000353,346.9712314000353,350.47133590001613,350.47133590001613,350.45620599994436,27.750846800394356,27.750884900335222,350.46599359996617,350.47133590001613,350.47133590001613,351.4718921999447,351.4718921999447,351.4562173001468,stimuli/box_coin_transparent.png,28.750838600099087,28.750869899988174,351.45629270002246,351.4718921999447,353.4875698001124,353.4708289997652,30.765450600069016,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
6,0,6,space,6.350223699584603,None,5,1.5730491997674108,None,30.767211799975485,k,0.4533020998351276,None,None,31.250003500375897,31.25031530018896,32.25098020024598,32.25101700006053,33.25060460017994,33.250634600408375,34.24952370021492,,,,,,,1,0,1,0,6,0,6,0,353.4875698001124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.767211799975485,353.472645400092,353.4875698001124,353.4875698001124,353.4875698001124,353.4875698001124,353.9553160001524,k,0.4533020998351276,None,right,1,14,3,3,35,3,None,31.250003500375897,31.25031530018896,353.95574470004067,353.97074409993365,353.97074409993365,354.9711039997637,354.9711039997637,354.9563429998234,32.25098020024598,32.25101700006053,354.9661127999425,354.9711039997637,354.9711039997637,355.9713192000054,355.9713192000054,355.9559840001166,stimuli/box_coin_transparent.png,33.25060460017994,33.250634600408375,355.95605559973046,355.9713192000054,356.97156499978155,356.9549066000618,34.24952370021492,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
7,0,7,space,6.350223699584603,None,5,1.5730491997674108,None,34.251058500260115,k,0.3956422000192106,None,None,34.667868399992585,34.66818780032918,36.68249090015888,36.68254140019417,37.69995390018448,37.69998890021816,39.6995334001258,,,,,,,1,0,1,0,7,0,7,0,356.97156499978155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.251058500260115,356.95648470008746,356.97156499978155,356.97156499978155,356.97156499978155,356.97156499978155,357.3731909999624,k,0.3956422000192106,None,right,1,14,4,3,36,4,None,34.667868399992585,34.66818780032918,357.373618000187,357.3886179998517,357.3886179998517,359.4056190000847,359.4056190000847,359.3878385000862,36.68249090015888,36.68254140019417,359.40047460002825,359.4056190000847,359.4056190000847,,,360.4053190997802,stimuli/box_coin_transparent.png,37.69995390018448,37.69998890021816,360.40541409980506,360.42125259991735,362.4238411998376,362.40491149993613,39.6995334001258,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
8,0,8,space,6.350223699584603,None,5,1.5730491997674108,None,39.70115300035104,k,0.3079618997871876,None,None,40.03385000023991,40.03416190017015,43.03234430029988,43.032389000058174,44.03295930009335,44.03300180006772,45.53349980013445,,,,,,,1,0,1,0,8,0,8,0,362.4238411998376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.70115300035104,362.4065791000612,362.4238411998376,362.4238411998376,362.4238411998376,362.4238411998376,362.73915020003915,k,0.3079618997871876,None,right,0,14,4,3,37,4,None,40.03385000023991,40.03416190017015,362.73959069978446,362.75474409991875,362.75474409991875,365.7545555001125,365.7545555001125,365.73770149983466,43.03234430029988,43.032389000058174,365.74695240007713,365.7545555001125,365.7545555001125,,,366.7383217001334,stimuli/box_empty_transparent.png,44.03295930009335,44.03300180006772,366.7384337000549,366.7545435000211,368.2550523998216,368.23888040008023,45.53349980013445,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
9,0,9,space,6.350223699584603,None,5,1.5730491997674108,None,45.53501110011712,j,0.2809118996374309,None,None,45.833917000330985,45.83428440010175,47.334435400087386,47.33447340037674,48.33204030012712,48.33208140032366,50.33252560021356,,,,,,,1,0,1,0,9,0,9,0,368.2550523998216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.53501110011712,368.2404375001788,368.2550523998216,368.2550523998216,368.2550523998216,368.2550523998216,368.53925639996305,j,0.2809118996374309,None,right,0,14,4,3,37,4,None,45.833917000330985,45.83428440010175,368.53971070004627,368.55486869998276,368.55486869998276,370.05413269996643,370.05413269996643,370.03979329997674,47.334435400087386,47.33447340037674,370.04797279974446,370.05413269996643,370.05413269996643,371.0532558998093,371.0532558998093,371.037394199986,stimuli/box_empty_transparent.png,48.33204030012712,48.33208140032366,371.0375172998756,371.0532558998093,373.0546454000287,373.03790709981695,50.33252560021356,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
10,0,10,space,6.350223699584603,None,5,1.5730491997674108,None,50.33397290017456,k,0.9725755997933447,None,['k'],51.33380840020254,51.334072600118816,52.83284900011495,52.83288430003449,53.83296440029517,53.83299680007622,54.831397200003266,[0.2668768996372819],[0.11025460017845035],,,,,1,0,1,0,10,0,10,0,373.0546454000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.33397290017456,373.0393984997645,373.0546454000287,373.0546454000287,373.0546454000287,373.0546454000287,374.0391130000353,k,0.9725755997933447,None,right,1,14,5,3,38,5,['k'],51.33380840020254,51.334072600118816,374.0394962998107,374.0545295998454,374.0545295998454,375.5539861000143,375.5539861000143,375.53820879990235,52.83284900011495,52.83288430003449,375.54798839986324,375.5539861000143,375.5539861000143,376.5535464999266,376.5535464999266,376.5383389000781,stimuli/box_coin_transparent.png,53.83296440029517,53.83299680007622,376.5384161998518,376.5535464999266,377.5533833000809,377.53676899988204,54.831397200003266,,,,,,,,,,,,[0.2668768996372819],[0.11025460017845035],,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
11,0,11,space,6.350223699584603,None,5,1.5730491997674108,None,54.83356760023162,k,0.3458328996784985,None,None,55.199784700293094,55.200110600329936,57.200271900277585,57.200308999978006,58.198546500410885,58.198589500039816,59.69909540005028,,,,,,,1,0,1,0,11,0,11,0,377.5533833000809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83356760023162,377.5390067999251,377.5533833000809,377.5533833000809,377.5533833000809,377.5533833000809,377.9051067000255,k,0.3458328996784985,None,right,1,14,6,3,39,6,None,55.199784700293094,55.200110600329936,377.9055492999032,377.9207978998311,377.9207978998311,379.92040659999475,379.92040659999475,379.90563130006194,57.200271900277585,57.200308999978006,379.91536490013823,379.92040659999475,379.92040659999475,380.9197987001389,380.9197987001389,380.9039154998027,stimuli/box_coin_transparent.png,58.198546500410885,58.198589500039816,380.9040278997272,380.9197987001389,382.4221776998602,382.4044765001163,59.69909540005028,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
12,0,12,space,6.350223699584603,None,5,1.5730491997674108,None,59.700536200311035,k,1.231264099944383,None,None,60.96589810028672,60.9662630003877,61.96632870007306,61.96636650012806,62.966519200243056,62.96655080001801,65.96622780011967,,,,,,,1,0,1,0,12,0,12,0,382.4221776998602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.700536200311035,382.40596209978685,382.4221776998602,382.4221776998602,382.4221776998602,382.4221776998602,383.6712083001621,k,1.231264099944383,None,right,0,14,6,3,40,6,None,60.96589810028672,60.9662630003877,383.6717044999823,383.68675519991666,383.68675519991666,384.6875184997916,384.6875184997916,384.6716895997524,61.96632870007306,61.96636650012806,384.67984580015764,384.6875184997916,384.6875184997916,,,385.67189610004425,stimuli/box_empty_transparent.png,62.966519200243056,62.96655080001801,385.6719885999337,385.6871404000558,388.6868992000818,388.67160680005327,65.96622780011967,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
13,0,13,space,6.350223699584603,None,5,1.5730491997674108,None,65.96798600023612,j,0.29498889995738864,None,None,66.28245210042223,66.28287450037897,66.78162780031562,66.78167150029913,67.78204670036212,67.7820853004232,69.78166260011494,,,,,,,1,0,1,0,13,0,13,0,388.6868992000818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.96798600023612,388.67342119989917,388.6868992000818,388.6868992000818,388.6868992000818,388.6868992000818,388.98776119994,j,0.29498889995738864,None,right,0,14,6,3,40,6,None,66.28245210042223,66.28287450037897,388.9883186998777,389.0032140999101,389.0032140999101,389.5037036999129,389.5037036999129,389.4869833001867,66.78162780031562,66.78167150029913,389.4963712999597,389.5037036999129,389.5037036999129,,,390.4874176001176,stimuli/box_empty_transparent.png,67.78204670036212,67.7820853004232,390.4875305998139,390.5034586000256,392.50367939984426,392.48704360006377,69.78166260011494,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
14,0,14,space,6.350223699584603,None,5,1.5730491997674108,None,69.78315120004117,k,0.30628230003640056,None,None,70.11679710028693,70.1170598003082,71.61629300005734,71.61633820040151,72.63105460023507,72.63108970038593,73.63228989997879,,,,,,,1,0,1,0,14,0,14,0,392.50367939984426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.78315120004117,392.4885768997483,392.50367939984426,392.50367939984426,392.50367939984426,392.50367939984426,392.82213590014726,k,0.30628230003640056,None,right,1,14,7,3,41,7,None,70.11679710028693,70.1170598003082,392.8224832001142,392.83770920010284,392.83770920010284,394.33797319978476,394.33797319978476,394.32163289980963,71.61629300005734,71.61633820040151,394.33203659998253,394.33797319978476,394.33797319978476,,,395.33642790000886,stimuli/box_coin_transparent.png,72.63105460023507,72.63108970038593,395.33651869976893,395.3524531000294,396.3549768999219,396.33766459999606,73.63228989997879,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
15,0,15,space,6.350223699584603,None,5,1.5730491997674108,None,73.63425220036879,k,0.4296232000924647,None,None,74.08359080040827,74.08385320007801,75.08238270040601,75.08242750028148,76.08255770010874,76.08258859999478,78.0974793001078,,,,,,,1,0,1,0,15,0,15,0,396.3549768999219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.63425220036879,396.3396863001399,396.3549768999219,396.3549768999219,396.3549768999219,396.3549768999219,396.788929999806,k,0.4296232000924647,None,right,1,14,8,3,42,8,None,74.08359080040827,74.08385320007801,396.7892768997699,396.80380260013044,396.80380260013044,397.80315379984677,397.80315379984677,397.7877340000123,75.08238270040601,75.08242750028148,397.798159299884,397.80315379984677,397.80315379984677,398.803934100084,398.803934100084,398.78793579991907,stimuli/box_coin_transparent.png,76.08255770010874,76.08258859999478,398.7880099997856,398.803934100084,400.81953949993476,400.80285880016163,78.0974793001078,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
16,0,16,space,6.350223699584603,None,5,1.5730491997674108,None,78.09923710022122,k,0.2847774000838399,None,None,78.41532120015472,78.41560930013657,80.41536830039695,80.41540640033782,81.41594930039719,81.41597960004583,82.43154140003026,,,,,,,1,0,1,0,16,0,16,0,400.81953949993476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.09923710022122,400.8046705001034,400.81953949993476,400.81953949993476,400.81953949993476,400.81953949993476,401.12064450001344,k,0.2847774000838399,None,right,1,14,9,3,43,9,None,78.41532120015472,78.41560930013657,401.1210400001146,401.1361520001665,401.1361520001665,403.1364241000265,403.1364241000265,403.1207284000702,80.41536830039695,80.41540640033782,403.1305073997937,403.1364241000265,403.1364241000265,404.1382332001813,404.1382332001813,404.1213249997236,stimuli/box_coin_transparent.png,81.41594930039719,81.41597960004583,404.121401600074,404.1382332001813,405.15379479993135,405.1369206998497,82.43154140003026,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
17,0,17,space,6.350223699584603,None,5,1.5730491997674108,None,82.43336490029469,k,0.28043629974126816,None,None,82.7325938004069,82.7329068002291,83.74794130027294,83.74798390036449,84.74816399998963,84.74819680023938,85.7485140003264,,,,,,,1,0,1,0,17,0,17,0,405.15379479993135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.43336490029469,405.1387972999364,405.15379479993135,405.15379479993135,405.15379479993135,405.15379479993135,405.43790529994294,k,0.28043629974126816,None,right,0,14,9,3,44,9,None,82.7325938004069,82.7329068002291,405.43833599984646,405.4541436000727,405.4541436000727,406.469830899965,406.469830899965,406.45329950004816,83.74794130027294,83.74798390036449,406.46262319991365,406.469830899965,406.469830899965,,,407.45352850016207,stimuli/box_empty_transparent.png,84.74816399998963,84.74819680023938,407.45362270018086,407.4690776001662,408.46935460017994,408.45389509992674,85.7485140003264,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
18,0,18,space,6.350223699584603,None,5,1.5730491997674108,None,85.75002000015229,j,0.3590088998898864,None,None,86.13177690003067,86.13206600025296,89.63099570013583,89.63104070024565,90.63141999999061,90.63145750015974,92.63176540005952,,,,,,,1,0,1,0,18,0,18,0,408.46935460017994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.75002000015229,408.45544590009376,408.46935460017994,408.46935460017994,408.46935460017994,408.46935460017994,408.8371172999032,j,0.3590088998898864,None,right,0,14,9,3,44,9,None,86.13177690003067,86.13206600025296,408.837490899954,408.8526889998466,408.8526889998466,412.3531411997974,412.3531411997974,412.33635370014235,89.63099570013583,89.63104070024565,412.34548769984394,412.3531411997974,412.3531411997974,413.35365519998595,413.35365519998595,413.3367952001281,stimuli/box_empty_transparent.png,90.63141999999061,90.63145750015974,413.33688540011644,413.35365519998595,415.3532611997798,415.33714739978313,92.63176540005952,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
19,0,19,space,6.350223699584603,None,5,1.5730491997674108,None,92.63324490003288,k,0.2499122996814549,None,None,92.90007840003818,92.90039880014956,93.89854940026999,93.89859390025958,94.89878410007805,94.89881850033998,96.39682810008526,,,,,,,1,0,1,0,19,0,19,0,415.3532611997798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63324490003288,415.3386703999713,415.3532611997798,415.3532611997798,415.3532611997798,415.3532611997798,415.60541709978133,k,0.2499122996814549,None,right,1,14,10,3,45,10,None,92.90007840003818,92.90039880014956,415.605824300088,415.61942690005526,415.61942690005526,416.61971249990165,416.61971249990165,416.6039009001106,93.89854940026999,93.89859390025958,416.61435109982267,416.61971249990165,416.61971249990165,417.6192441000603,417.6192441000603,417.6041581998579,stimuli/box_coin_transparent.png,94.89878410007805,94.89881850033998,417.6042451001704,417.6192441000603,419.1189685999416,419.1022104998119,96.39682810008526,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
20,0,20,space,6.350223699584603,None,5,1.5730491997674108,None,96.39832670008764,None,,,None,97.89774910034612,97.8978330004029,99.89916500030085,99.89920530002564,100.89881180040538,100.89884999999776,102.89767860015854,,,,,,,1,0,1,0,20,0,20,0,419.1189685999416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39832670008764,419.10375380003825,419.1189685999416,419.1189685999416,419.1189685999416,419.1189685999416,420.6030863998458,None,,,right,1,14,10,3,45,10,None,97.89774910034612,97.8978330004029,420.6032603001222,420.6198848998174,420.6198848998174,422.6192636000924,422.6192636000924,422.6045169001445,99.89916500030085,99.89920530002564,422.6131178000942,422.6192636000924,422.6192636000924,423.61919969972223,423.61919969972223,423.60418740008026,no selection made,100.89881180040538,100.89884999999776,423.6042741998099,423.61919969972223,425.61964359972626,425.60306009976193,102.89767860015854,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
21,0,21,space,6.350223699584603,None,5,1.5730491997674108,None,102.89911950007081,j,0.305430700071156,None,None,103.23277800017968,103.23317570006475,106.23159700026736,106.23164120037109,107.23133070021868,107.23136690026149,108.73075460037217,,,,,,,1,0,1,0,21,0,21,0,425.61964359972626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.89911950007081,425.6045454000123,425.61964359972626,425.61964359972626,425.61964359972626,425.61964359972626,425.9380982001312,j,0.305430700071156,None,right,1,14,10,3,45,10,None,103.23277800017968,103.23317570006475,425.9386062999256,425.9529213998467,425.9529213998467,428.95248989993706,428.95248989993706,428.9369505997747,106.23159700026736,106.23164120037109,428.94531079987064,428.95248989993706,428.95248989993706,429.951949799899,429.951949799899,429.93670640001073,stimuli/box_empty_transparent.png,107.23133070021868,107.23136690026149,429.9367956998758,429.951949799899,431.45275099994615,431.43613759987056,108.73075460037217,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
22,0,22,space,6.350223699584603,None,5,1.5730491997674108,None,108.73227480007336,k,0.36066569993272424,None,None,109.11560490028933,109.11587320035324,110.61535080010071,110.6153967003338,111.61458900012076,111.61462480016053,113.61467320006341,,,,,,,1,0,1,0,22,0,22,0,431.45275099994615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.73227480007336,431.4377011000179,431.45275099994615,431.45275099994615,431.45275099994615,431.45275099994615,431.8209235998802,k,0.36066569993272424,None,right,1,14,11,3,46,11,None,109.11560490028933,109.11587320035324,431.8212963999249,431.8359940997325,431.8359940997325,433.3361303000711,433.3361303000711,433.3207060000859,110.61535080010071,110.6153967003338,433.33095759991556,433.3361303000711,433.3361303000711,434.33569339988753,434.33569339988753,434.31996480003,stimuli/box_coin_transparent.png,111.61458900012076,111.61462480016053,434.3200528998859,434.33569339988753,436.3353074998595,436.32005199976265,113.61467320006341,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
23,0,23,space,6.350223699584603,None,5,1.5730491997674108,None,113.61634030006826,k,0.4147243998013437,None,None,114.04759730026126,114.04786350019276,115.5476585002616,115.54769680043682,116.5476800003089,116.54771040007472,118.04736710013822,,,,,,,1,0,1,0,23,0,23,0,436.3353074998595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.61634030006826,436.3217739001848,436.3353074998595,436.3353074998595,436.3353074998595,436.3353074998595,436.7529056998901,k,0.4147243998013437,None,right,0,14,11,3,47,11,None,114.04759730026126,114.04786350019276,436.7532868999988,436.76838519982994,436.76838519982994,438.2693782998249,438.2693782998249,438.25301889982074,115.5476585002616,115.54769680043682,438.2614802001044,438.2693782998249,438.2693782998249,439.26882109977305,439.26882109977305,439.25305739976466,stimuli/box_empty_transparent.png,116.5476800003089,116.54771040007472,439.2531324001029,439.26882109977305,440.7699385001324,440.7527486998588,118.04736710013822,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
24,0,24,space,6.350223699584603,None,5,1.5730491997674108,None,118.0488567003049,j,0.5865185996517539,None,None,118.66485800035298,118.66518480004743,120.6644717999734,120.66451030038297,121.66454900009558,121.6645844001323,123.16431310027838,,,,,,,1,0,1,0,24,0,24,0,440.7699385001324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0488567003049,440.75428219977766,440.7699385001324,440.7699385001324,440.7699385001324,440.7699385001324,441.37019759975374,j,0.5865185996517539,None,right,0,14,11,3,47,11,None,118.66485800035298,118.66518480004743,441.37060880009085,441.38607810018584,441.38607810018584,443.3854883997701,443.3854883997701,443.36983199976385,120.6644717999734,120.66451030038297,443.37796609988436,443.3854883997701,443.3854883997701,444.3858125000261,444.3858125000261,444.36992379976436,stimuli/box_empty_transparent.png,121.66454900009558,121.6645844001323,444.37001139996573,444.3858125000261,445.8861046000384,445.8696912997402,123.16431310027838,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
25,0,25,space,6.350223699584603,None,5,1.5730491997674108,None,123.16617750003934,k,0.3579858997836709,None,None,123.54874170012772,123.54900450026616,124.54789690021425,124.54793480038643,125.54649170022458,125.54652720037848,129.0489102001302,,,,,,,1,0,1,0,25,0,25,0,445.8861046000384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.16617750003934,445.87160399975255,445.8861046000384,445.8861046000384,445.8861046000384,445.8861046000384,446.2540802001022,k,0.3579858997836709,None,right,1,14,12,3,48,12,None,123.54874170012772,123.54900450026616,446.25442769983783,446.26946899993345,446.26946899993345,447.2687085000798,447.2687085000798,447.25325619988143,124.54789690021425,124.54793480038643,447.26297929976135,447.2687085000798,447.2687085000798,448.2676177001558,448.2676177001558,448.25186740001664,stimuli/box_coin_transparent.png,125.54649170022458,125.54652720037848,448.2519553001039,448.2676177001558,451.7686820998788,451.7542885001749,129.0489102001302,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
26,0,26,space,6.350223699584603,None,5,1.5730491997674108,None,129.05046270042658,j,0.5160702001303434,None,None,129.58200450008735,129.58236630028114,130.08083270024508,130.0808704001829,131.07960670022294,131.07963629998267,134.58012290019542,,,,,,,1,0,1,0,26,0,26,0,451.7686820998788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.05046270042658,451.75588880013674,451.7686820998788,451.7686820998788,451.7686820998788,451.7686820998788,452.2873455998488,j,0.5160702001303434,None,right,1,14,12,3,48,12,None,129.58200450008735,129.58236630028114,452.28779219975695,452.3018077998422,452.3018077998422,452.801804699935,452.801804699935,452.7861938998103,130.08083270024508,130.0808704001829,452.7945341998711,452.801804699935,452.801804699935,453.800820000004,453.800820000004,453.7849869001657,stimuli/box_empty_transparent.png,131.07960670022294,131.07963629998267,453.7850572001189,453.800820000004,457.3021812001243,457.2855035997927,134.58012290019542,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
27,0,27,space,6.350223699584603,None,5,1.5730491997674108,None,134.58158360002562,k,0.5338517003692687,None,None,135.1478997003287,135.14817920001224,136.64732930017635,136.647372700274,137.64676090003923,137.6468086000532,138.64668840030208,,,,,,,1,0,1,0,27,0,27,0,457.3021812001243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.58158360002562,457.2870093998499,457.3021812001243,457.3021812001243,457.3021812001243,457.3021812001243,457.8532404000871,k,0.5338517003692687,None,right,1,14,13,3,49,13,None,135.1478997003287,135.14817920001224,457.85360240004957,457.86879019998014,457.86879019998014,459.3683321001008,459.3683321001008,459.352682699915,136.64732930017635,136.647372700274,459.36273710010573,459.3683321001008,459.3683321001008,460.3672261000611,460.3672261000611,460.3521282998845,stimuli/box_coin_transparent.png,137.64676090003923,137.6468086000532,460.3522514998913,460.3672261000611,461.36861679982394,461.35207000002265,138.64668840030208,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
