thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,1.8479798999615014,None,5,2.8734221002086997,None,40.13368150033057,k,0.26643519988283515,None,None,40.41720120003447,40.41748489998281,43.416955100372434,43.41699369996786,44.41601289995015,44.416048400104046,45.91534820012748,,,,,,,0,0,0,0,8,0,8,0,51.43047889973968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.13368150033057,51.41520379995927,51.43047889973968,51.43047889973968,51.43047889973968,51.43047889973968,51.6986333001405,k,0.26643519988283515,None,right,1,7,6,0,7,6,None,40.41720120003447,40.41748489998281,51.699004699941725,51.71423949999735,51.71423949999735,54.71336229983717,54.71336229983717,54.698411100078374,43.416955100372434,43.41699369996786,54.70815380010754,54.71336229983717,54.71336229983717,55.712773100007325,55.712773100007325,55.69748440012336,stimuli/box_coin_transparent.png,44.41601289995015,44.416048400104046,55.697570899967104,55.712773100007325,57.213157000020146,57.19681920018047,45.91534820012748,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
9,0,9,space,1.8479798999615014,None,5,2.8734221002086997,None,45.91741240024567,k,0.7469875002279878,None,None,46.68347349995747,46.68373610032722,48.18220590008423,48.18224350037053,49.1821926003322,49.182225400116295,51.18197440030053,,,,,,,0,0,0,0,9,0,9,0,57.213157000020146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.91741240024567,57.19894549995661,57.213157000020146,57.213157000020146,57.213157000020146,57.213157000020146,57.96490570018068,k,0.7469875002279878,None,right,1,7,7,0,8,7,None,46.68347349995747,46.68373610032722,57.965256799943745,57.98010740010068,57.98010740010068,59.48026550002396,59.48026550002396,59.46366210002452,48.18220590008423,48.18224350037053,59.473928899969906,59.48026550002396,59.48026550002396,60.47948190011084,60.47948190011084,60.46366639994085,stimuli/box_coin_transparent.png,49.1821926003322,49.182225400116295,60.46374290017411,60.47948190011084,62.47970899986103,62.46344760013744,51.18197440030053,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
10,0,10,space,1.8479798999615014,None,5,2.8734221002086997,None,51.1838173000142,None,,,None,52.682337700389326,52.68241150025278,54.181965900119394,54.182001600041986,55.18168559996411,55.181719300337136,56.18268630001694,,,,,,,0,0,0,0,10,0,10,0,62.47970899986103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1838173000142,62.46535150008276,62.47970899986103,62.47970899986103,62.47970899986103,62.47970899986103,63.9637808999978,None,,,left,1,8,0,1,8,7,None,52.682337700389326,52.68241150025278,63.963928800076246,63.97971699992195,63.97971699992195,65.48014809982851,65.48014809982851,65.46342260017991,54.181965900119394,54.182001600041986,65.47187520004809,65.48014809982851,65.48014809982851,66.47897640010342,66.47897640010342,66.46315649989992,no selection made,55.18168559996411,55.181719300337136,66.4632345000282,66.47897640010342,67.48068019980565,67.46416290011257,56.18268630001694,63.97971699992195,63.97971699992195,63.97971699992195,63.97971699992195,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
11,0,11,space,1.8479798999615014,None,5,2.8734221002086997,None,56.18415000010282,k,0.4455367997288704,None,None,56.65018750028685,56.65044800005853,58.64953069994226,58.649569700006396,59.6483159000054,59.64835310028866,61.14817960001528,,,,,,,0,0,0,0,11,0,11,0,67.48068019980565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.18415000010282,67.46567169995978,67.48068019980565,67.48068019980565,67.48068019980565,67.48068019980565,67.93161559989676,k,0.4455367997288704,None,left,1,8,0,1,8,7,None,56.65018750028685,56.65044800005853,67.93196729989722,67.94737059995532,67.94737059995532,69.94658019999042,69.94658019999042,69.93098609987646,58.64953069994226,58.649569700006396,69.9401003997773,69.94658019999042,69.94658019999042,70.94542790018022,70.94542790018022,70.92978580016643,stimuli/box_empty_transparent.png,59.6483159000054,59.64835310028866,70.92987710004672,70.94542790018022,72.44616949977353,72.42964790016413,61.14817960001528,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
12,0,12,space,1.8479798999615014,None,5,2.8734221002086997,None,61.15032390039414,j,0.530404900200665,None,None,61.69901520013809,61.69947120035067,62.69840270001441,62.698457200080156,63.71483390033245,63.714879900217056,66.71494590025395,,,,,,,0,0,0,0,12,0,12,0,72.44616949977353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.15032390039414,72.43185799987987,72.44616949977353,72.44616949977353,72.44616949977353,72.44616949977353,72.98041700012982,j,0.530404900200665,None,left,1,8,1,1,9,8,None,61.69901520013809,61.69947120035067,72.98101070011035,72.99586150003597,72.99586150003597,73.99859760003164,73.99859760003164,73.97984329983592,62.69840270001441,62.698457200080156,73.99136479990557,73.99859760003164,73.99859760003164,,,74.9962957999669,stimuli/box_coin_transparent.png,63.71483390033245,63.714879900217056,74.99641659995541,75.01197759993374,78.01319169998169,77.99642289988697,66.71494590025395,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
13,0,13,space,1.8479798999615014,None,5,2.8734221002086997,None,66.71640740009025,j,0.45876580011099577,None,None,67.19968950003386,67.20008960040286,67.69911080040038,67.6991508002393,68.6991249001585,68.69916180009022,70.69875039998442,,,,,,,0,0,0,0,13,0,13,0,78.01319169998169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.71640740009025,77.99794230004773,78.01319169998169,78.01319169998169,78.01319169998169,78.01319169998169,78.48110760003328,j,0.45876580011099577,None,left,0,8,1,1,10,8,None,67.19968950003386,67.20008960040286,78.4816160001792,78.4959829999134,78.4959829999134,78.9963484001346,78.9963484001346,78.98056649975479,67.69911080040038,67.6991508002393,78.98912760009989,78.9963484001346,78.9963484001346,79.99577380018309,79.99577380018309,79.98059540009126,stimuli/box_empty_transparent.png,68.6991249001585,68.69916180009022,79.98068400006741,79.99577380018309,81.99673159979284,81.98022669972852,70.69875039998442,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
14,0,14,space,1.8479798999615014,None,5,2.8734221002086997,None,70.70075160032138,k,0.5113486996851861,None,None,71.23190800007433,71.23213910032064,72.73212120030075,72.73216430004686,73.73217830015346,73.73221389995888,74.74776110006496,,,,,,,0,0,0,0,14,0,14,0,81.99673159979284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.70075160032138,81.9822863000445,81.99673159979284,81.99673159979284,81.99673159979284,81.99673159979284,82.51334329973906,k,0.5113486996851861,None,left,0,8,1,1,10,8,None,71.23190800007433,71.23213910032064,82.51365830004215,82.52982070017606,82.52982070017606,84.02922770008445,84.02922770008445,84.0135742998682,72.73212120030075,72.73216430004686,84.02274429984391,84.02922770008445,84.02922770008445,85.02948360005394,85.02948360005394,85.01364809973165,stimuli/box_empty_transparent.png,73.73217830015346,73.73221389995888,85.01373609993607,85.02948360005394,86.04563369974494,86.02923159999773,74.74776110006496,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
15,0,15,space,1.8479798999615014,None,5,2.8734221002086997,None,74.75009760027751,j,0.7215847000479698,None,None,75.49900030018762,75.4993882002309,76.49855890031904,76.49859670037404,77.49836250022054,77.49839700013399,79.49768560007215,,,,,,,0,0,0,0,15,0,15,0,86.04563369974494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.75009760027751,86.03163419989869,86.04563369974494,86.04563369974494,86.04563369974494,86.04563369974494,86.78041470004246,j,0.7215847000479698,None,left,0,8,1,1,11,8,None,75.49900030018762,75.4993882002309,86.78092319983989,86.79625699995086,86.79625699995086,87.79616180015728,87.79616180015728,87.78001570003107,76.49855890031904,76.49859670037404,87.78820159984753,87.79616180015728,87.79616180015728,88.79508769977838,88.79508769977838,88.77983570005745,stimuli/box_empty_transparent.png,77.49836250022054,77.49839700013399,88.77991859987378,88.79508769977838,90.79558270005509,90.77916389983147,79.49768560007215,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
16,0,16,space,1.8479798999615014,None,5,2.8734221002086997,None,79.49953770032153,k,0.21231819968670607,None,None,79.7321824003011,79.73246060032398,81.73138830019161,81.73143120016903,82.73107310011983,82.7310991003178,83.73067270033062,,,,,,,0,0,0,0,16,0,16,0,90.79558270005509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49953770032153,90.78106419974938,90.79558270005509,90.79558270005509,90.79558270005509,90.79558270005509,91.01359649980441,k,0.21231819968670607,None,left,0,8,1,1,11,8,None,79.7321824003011,79.73246060032398,91.01398140005767,91.02891180012375,91.02891180012375,93.02937240013853,93.02937240013853,93.01283869985491,81.73138830019161,81.73143120016903,93.02255970006809,93.02937240013853,93.02937240013853,94.02839539991692,94.02839539991692,94.01255099987611,stimuli/box_empty_transparent.png,82.73107310011983,82.7310991003178,94.0126184001565,94.02839539991692,95.02879930008203,95.01215109974146,83.73067270033062,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
17,0,17,space,1.8479798999615014,None,5,2.8734221002086997,None,83.73234860040247,k,0.3994709998369217,None,None,84.1486406000331,84.14885690016672,85.14766130037606,85.14770660037175,86.14801070000976,86.14804650004953,87.14755080034956,,,,,,,0,0,0,0,17,0,17,0,95.02879930008203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73234860040247,95.01387420017272,95.02879930008203,95.02879930008203,95.02879930008203,95.02879930008203,95.43008409999311,k,0.3994709998369217,None,left,0,8,1,1,11,8,None,84.1486406000331,84.14885690016672,95.43037169985473,95.44541769986972,95.44541769986972,96.4458663999103,96.4458663999103,96.42911199992523,85.14766130037606,85.14770660037175,96.43757670000196,96.4458663999103,96.4458663999103,97.44503830000758,97.44503830000758,97.42948180017993,stimuli/box_empty_transparent.png,86.14801070000976,86.14804650004953,97.42956699989736,97.44503830000758,98.44517790013924,98.42902679974213,87.14755080034956,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
18,0,18,space,1.8479798999615014,None,5,2.8734221002086997,None,87.14911960018799,j,0.3126727999188006,None,None,87.4835920999758,87.4839264000766,90.98081420036033,90.98085140017793,91.98086850019172,91.98090249998495,93.98037210013717,,,,,,,0,0,0,0,18,0,18,0,98.44517790013924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14911960018799,98.43063759990036,98.44517790013924,98.44517790013924,98.44517790013924,98.44517790013924,98.7650199001655,j,0.3126727999188006,None,left,1,8,2,1,12,9,None,87.4835920999758,87.4839264000766,98.76545940013602,98.77845089975744,98.77845089975744,102.27868749992922,102.27868749992922,102.26227409997955,90.98081420036033,90.98085140017793,102.27068509999663,102.27868749992922,102.27868749992922,103.27799879992381,103.27799879992381,103.26234079990536,stimuli/box_coin_transparent.png,91.98086850019172,91.98090249998495,103.26242299983278,103.27799879992381,105.27828809991479,105.26184970000759,93.98037210013717,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
19,0,19,space,1.8479798999615014,None,5,2.8734221002086997,None,93.98182940017432,None,,,None,95.4809219003655,95.48099820036441,96.48178370017558,96.48182150023058,97.4811392002739,97.48119230009615,98.99668680038303,,,,,,,0,0,0,0,19,0,19,0,105.27828809991479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.98182940017432,105.2633540998213,105.27828809991479,105.27828809991479,105.27828809991479,105.27828809991479,106.7623604000546,None,,,left,1,8,2,1,12,9,None,95.4809219003655,95.48099820036441,106.76251849997789,106.7791006998159,106.7791006998159,107.77891909983009,107.77891909983009,107.76323670009151,96.48178370017558,96.48182150023058,107.7727776998654,107.77891909983009,107.77891909983009,108.77870350005105,108.77870350005105,108.76260979985818,no selection made,97.4811392002739,97.48119230009615,108.76271290006116,108.77870350005105,110.29470890015364,110.2781559000723,98.99668680038303,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
20,0,20,space,1.8479798999615014,None,5,2.8734221002086997,None,98.99898550007492,k,0.2229228001087904,None,None,99.24790150020272,99.24828719999641,101.24855090025812,101.24859010009095,102.24840010004118,102.2484369003214,104.24665230000392,,,,,,,0,0,0,0,20,0,20,0,110.29470890015364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.99898550007492,110.2805225001648,110.29470890015364,110.29470890015364,110.29470890015364,110.29470890015364,110.52930659987032,k,0.2229228001087904,None,left,1,8,2,1,12,9,None,99.24790150020272,99.24828719999641,110.52982369996607,110.54486310016364,110.54486310016364,112.54537159996107,112.54537159996107,112.53000980010256,101.24855090025812,101.24859010009095,112.53828219976276,112.54537159996107,112.54537159996107,113.54488779976964,113.54488779976964,113.52987129986286,stimuli/box_empty_transparent.png,102.24840010004118,102.2484369003214,113.52996019972488,113.54488779976964,115.54492839984596,115.52812220016494,104.24665230000392,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
21,0,21,space,1.8479798999615014,None,5,2.8734221002086997,None,104.24890600005165,j,0.5854478999972343,None,None,104.86493539996445,104.86537620006129,107.86390840029344,107.86395200015977,108.86409500008449,108.86413739994168,110.37984330020845,,,,,,,0,0,0,0,21,0,21,0,115.54492839984596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.24890600005165,115.53043949976563,115.54492839984596,115.54492839984596,115.54492839984596,115.54492839984596,116.14633779972792,j,0.5854478999972343,None,left,1,8,3,1,13,10,None,104.86493539996445,104.86537620006129,116.14691350003704,116.1614430998452,116.1614430998452,119.16155660012737,119.16155660012737,119.145358200185,107.86390840029344,107.86395200015977,119.15569909987971,119.16155660012737,119.16155660012737,120.16186370002106,120.16186370002106,120.14555929973722,stimuli/box_coin_transparent.png,108.86409500008449,108.86413739994168,120.14567840006202,120.16186370002106,121.6778917000629,121.66132010007277,110.37984330020845,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
22,0,22,space,1.8479798999615014,None,5,2.8734221002086997,None,110.38150110002607,k,0.27494770009070635,None,None,110.68144730012864,110.6817457000725,112.18087000027299,112.18091550003737,113.18145180027932,113.18149770004675,115.18078870000318,,,,,,,0,0,0,0,22,0,22,0,121.6778917000629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.38150110002607,121.66303199995309,121.6778917000629,121.6778917000629,121.6778917000629,121.6778917000629,121.96286709979177,k,0.27494770009070635,None,left,1,8,3,1,13,10,None,110.68144730012864,110.6817457000725,121.9632708998397,121.9780557998456,121.9780557998456,123.47836819989607,123.47836819989607,123.46232090005651,112.18087000027299,112.18091550003737,123.4710002001375,123.47836819989607,123.47836819989607,124.47733289981261,124.47733289981261,124.4629155001603,stimuli/box_empty_transparent.png,113.18145180027932,113.18149770004675,124.46303529990837,124.47733289981261,126.47829120000824,126.46226229984313,115.18078870000318,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
23,0,23,space,1.8479798999615014,None,5,2.8734221002086997,None,115.18254530010745,j,0.6707716998644173,None,None,115.88156939996406,115.88199520017952,117.37998550012708,117.38003700040281,118.38019479997456,118.38022980000824,119.87949299998581,,,,,,,0,0,0,0,23,0,23,0,126.47829120000824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.18254530010745,126.46406710008159,126.47829120000824,126.47829120000824,126.47829120000824,126.47829120000824,127.16297450009733,j,0.6707716998644173,None,left,1,8,4,1,14,11,None,115.88156939996406,115.88199520017952,127.16351900016889,127.1781207001768,127.1781207001768,128.68071400001645,128.68071400001645,128.6614304999821,117.37998550012708,117.38003700040281,128.67499019997194,128.68071400001645,128.68071400001645,,,129.66165609983727,stimuli/box_coin_transparent.png,118.38019479997456,118.38022980000824,129.66175199998543,129.6778421998024,131.17772600008175,131.1609625997953,119.87949299998581,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
24,0,24,space,1.8479798999615014,None,5,2.8734221002086997,None,119.88189190020785,k,0.712062300182879,None,None,120.61451210035011,120.61481259996071,122.61423680000007,122.61428089998662,123.61319610010833,123.61323700007051,125.1135440999642,,,,,,,0,0,0,0,24,0,24,0,131.17772600008175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.88189190020785,131.16343489987776,131.17772600008175,131.17772600008175,131.17772600008175,131.17772600008175,131.89593910006806,k,0.712062300182879,None,left,1,8,4,1,14,11,None,120.61451210035011,120.61481259996071,131.89633730007336,131.91125429980457,131.91125429980457,133.91112609999254,133.91112609999254,133.89569009980187,122.61423680000007,122.61428089998662,133.9041251000017,133.91112609999254,133.91112609999254,134.91036009974778,134.91036009974778,134.89466230012476,stimuli/box_empty_transparent.png,123.61319610010833,123.61323700007051,134.8947636000812,134.91036009974778,136.41165839973837,136.39501099986956,125.1135440999642,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
25,0,25,space,1.8479798999615014,None,5,2.8734221002086997,None,125.1151433000341,j,0.518157500308007,None,None,125.6649795002304,125.66542360000312,126.66344920033589,126.66348920017481,127.66374200023711,127.6637733001262,131.16239090031013,,,,,,,0,0,0,0,25,0,25,0,136.41165839973837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1151433000341,136.39666529977694,136.41165839973837,136.41165839973837,136.41165839973837,136.41165839973837,136.9463943997398,j,0.518157500308007,None,left,0,8,4,1,15,11,None,125.6649795002304,125.66542360000312,136.94695049989969,136.96138430014253,136.96138430014253,137.96104669990018,137.96104669990018,137.94490509992465,126.66344920033589,126.66348920017481,137.9532249001786,137.96104669990018,137.96104669990018,138.96046339999884,138.96046339999884,138.94521880010143,stimuli/box_empty_transparent.png,127.66374200023711,127.6637733001262,138.94528939994052,138.96046339999884,142.46134069981053,142.44386530015618,131.16239090031013,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
26,0,26,space,1.8479798999615014,None,5,2.8734221002086997,None,131.16462799999863,k,0.3780269999988377,None,None,131.5639154999517,131.5642592003569,132.0629500001669,132.0629877001047,133.063585200347,133.06362200016156,136.56228019995615,,,,,,,0,0,0,0,26,0,26,0,142.46134069981053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.16462799999863,142.44616409996524,142.46134069981053,142.46134069981053,142.46134069981053,142.46134069981053,142.84534880006686,k,0.3780269999988377,None,left,0,8,4,1,15,11,None,131.5639154999517,131.5642592003569,142.84579430008307,142.86072199977934,142.86072199977934,143.36106739984825,143.36106739984825,143.3444018997252,132.0629500001669,132.0629877001047,143.35388199985027,143.36106739984825,143.36106739984825,144.35998489987105,144.35998489987105,144.34505689982325,stimuli/box_empty_transparent.png,133.063585200347,133.06362200016156,144.34514639992267,144.35998489987105,147.86055540014058,147.843751499895,136.56228019995615,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
27,0,27,space,1.8479798999615014,None,5,2.8734221002086997,None,136.56438670028,j,0.5159582998603582,None,None,137.09693900030106,137.09727200027555,138.5962530001998,138.59630980016664,139.6126097002998,139.6126431999728,140.61190400039777,,,,,,,0,0,0,0,27,0,27,0,147.86055540014058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.56438670028,147.84592140000314,147.86055540014058,147.86055540014058,147.86055540014058,147.86055540014058,148.37837189994752,j,0.5159582998603582,None,left,1,8,5,1,16,12,None,137.09693900030106,137.09727200027555,148.3787962999195,148.39384339982644,148.39384339982644,149.89668009988964,149.89668009988964,149.87769170012325,138.5962530001998,138.59630980016664,149.8906517000869,149.89668009988964,149.89668009988964,,,150.89407959999517,stimuli/box_coin_transparent.png,139.6126097002998,139.6126431999728,150.89416009979323,150.9095827001147,151.91021119989455,151.89337950013578,140.61190400039777,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
28,0,28,space,1.8479798999615014,None,5,2.8734221002086997,None,140.61328530032188,k,0.7565502999350429,None,None,141.3964400002733,141.3966971002519,142.3958742003888,142.39590940019116,143.41200629994273,143.41204240033403,146.91193350031972,,,,,,,0,0,0,0,28,0,28,0,151.91021119989455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.61328530032188,151.89480199990794,151.91021119989455,151.91021119989455,151.91021119989455,151.91021119989455,152.67786550009623,k,0.7565502999350429,None,left,1,8,5,1,16,12,None,141.3964400002733,141.3966971002519,152.67821600008756,152.6937333997339,152.6937333997339,153.69473600015044,153.69473600015044,153.6773334997706,142.3958742003888,142.39590940019116,153.6842526998371,153.69473600015044,153.69473600015044,,,154.6934759998694,stimuli/box_empty_transparent.png,143.41200629994273,143.41204240033403,154.693565600086,154.70941790007055,158.21008750004694,158.19341109972447,146.91193350031972,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
29,0,29,space,1.8479798999615014,None,5,2.8734221002086997,None,146.91334680002183,k,0.28798120003193617,None,None,147.22978490032256,147.23010740010068,149.22876690002158,149.22881520027295,150.22865439997986,150.22868560021743,151.22822630032897,,,,,,,0,0,0,0,29,0,29,0,158.21008750004694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.91334680002183,158.19486990012228,158.21008750004694,158.21008750004694,158.21008750004694,158.21008750004694,158.51120560010895,k,0.28798120003193617,None,left,1,8,5,1,16,12,None,147.22978490032256,147.23010740010068,158.51163480011746,158.5267940000631,158.5267940000631,160.52712969994172,160.52712969994172,160.510212500114,149.22876690002158,149.22881520027295,160.51797459973022,160.52712969994172,160.52712969994172,161.525984399952,161.525984399952,161.5101308999583,stimuli/box_empty_transparent.png,150.22865439997986,150.22868560021743,161.51020319992676,161.525984399952,162.5265350001864,162.5097023001872,151.22822630032897,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
30,0,30,space,1.8479798999615014,None,5,2.8734221002086997,None,151.22973240027204,j,0.35886779986321926,None,None,151.61249700002372,151.61280870018527,152.61200059996918,152.61203910037875,153.612505200319,153.61255730036646,154.61176889995113,,,,,,,0,0,0,0,30,0,30,0,162.5265350001864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.22973240027204,162.51125979982316,162.5265350001864,162.5265350001864,162.5265350001864,162.5265350001864,162.8939376999624,j,0.35886779986321926,None,left,1,8,6,1,17,13,None,151.61249700002372,151.61280870018527,162.89432619977742,162.9098348999396,162.9098348999396,163.91018150001764,163.91018150001764,163.8934491998516,152.61200059996918,152.61203910037875,163.90238089999184,163.91018150001764,163.91018150001764,164.90937869995832,164.90937869995832,164.8939681998454,stimuli/box_coin_transparent.png,153.612505200319,153.61255730036646,164.89408400002867,164.90937869995832,165.90960599994287,165.89324699994177,154.61176889995113,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
