thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin_img.stopped,magic_coin_text.stopped,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,prac_left_box.stopped,prac_right_box.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_box_switch_out.stopped,right_box_switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,10.625742099713534,None,j,1.1469649001955986,None,None,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,182.42189700016752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7324021998793,171.74776090029627,171.74776090029627,182.38048020005226,j,10.625742099713534,None,182.41548020020127,182.42189700016752,182.42189700016752,182.42189700016752,182.42189700016752,183.57290050014853,j,1.1469649001955986,None,right,1,7,0,0,0,0,None,183.5844093002379,183.59011110011488,183.59011110011488,184.60546580003574,184.60546580003574,184.58854020014405,184.59705130010843,184.60546580003574,184.60546580003574,185.60443319985643,185.60443319985643,185.58871300006285,stimuli/box_empty_transparent.png,185.5887667001225,185.60443319985643,187.60504550021142,187.58831610018387,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
1,0,1,,,,,,,,,,j,10.625742099713534,None,j,0.4634611001238227,None,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,187.60504550021142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.58990760007873,187.60504550021142,187.60504550021142,187.60504550021142,187.60504550021142,188.07239180011675,j,0.4634611001238227,None,right,1,7,0,0,0,0,None,188.07901800004765,188.08797520026565,188.08797520026565,189.58836770011112,189.58836770011112,189.57187979994342,189.58170789992437,189.58836770011112,189.58836770011112,190.58723310008645,190.58723310008645,190.57154190028086,stimuli/box_empty_transparent.png,190.57159329997376,190.58723310008645,192.0876019001007,192.07082260027528,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
2,0,2,,,,,,,,,,j,10.625742099713534,None,k,0.3508766000159085,None,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,192.0876019001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0722595001571,192.0876019001007,192.0876019001007,192.0876019001007,192.0876019001007,192.45510540017858,k,0.3508766000159085,None,right,1,7,1,0,1,1,None,192.46217280020937,192.47110230010003,192.47110230010003,193.47141649993137,193.47141649993137,193.45470859995112,193.46353009995073,193.47141649993137,193.47141649993137,194.47078059986234,194.47078059986234,194.45504180015996,stimuli/box_coin_transparent.png,194.4550920999609,194.47078059986234,197.47092480026186,197.45480820024386,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
3,0,3,,,,,,,,,,j,10.625742099713534,None,k,0.6434447001665831,None,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,197.47092480026186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.45649830019102,197.47092480026186,197.47092480026186,197.47092480026186,197.47092480026186,198.12200810015202,k,0.6434447001665831,None,right,0,7,1,0,2,1,None,198.12733509996906,198.13766760006547,198.13766760006547,200.13811320019886,200.13811320019886,200.12149799987674,200.12999660009518,200.13811320019886,200.13811320019886,201.1370037999004,201.1370037999004,201.1217807000503,stimuli/box_empty_transparent.png,201.12181860022247,201.1370037999004,202.13740039989352,202.12132829986513,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
4,0,4,,,,,,,,,,j,10.625742099713534,None,j,0.7776977000758052,None,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,202.13740039989352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.12277889996767,202.13740039989352,202.13740039989352,202.13740039989352,202.13740039989352,202.92280129995197,j,0.7776977000758052,None,right,0,7,1,0,2,1,None,202.9312637001276,202.93779930006713,202.93779930006713,203.93815970001742,203.93815970001742,203.92161099985242,203.93082730006427,203.93815970001742,203.93815970001742,204.9371314998716,204.9371314998716,204.9214523001574,stimuli/box_empty_transparent.png,204.92151369992644,204.9371314998716,207.43751459987834,207.4209304000251,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
5,0,5,,,,,,,,,,j,10.625742099713534,None,j,0.43974640034139156,None,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,207.43751459987834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4226691001095,207.43751459987834,207.43751459987834,207.43751459987834,207.43751459987834,207.8885222002864,j,0.43974640034139156,None,right,0,7,1,0,2,1,None,207.89398030005395,207.9043030999601,207.9043030999601,211.4045446999371,211.4045446999371,211.38912239996716,211.39724719990045,211.4045446999371,211.4045446999371,212.40340990014374,212.40340990014374,212.38767680013552,stimuli/box_empty_transparent.png,212.3877266999334,212.40340990014374,214.4055929002352,214.38881410006434,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
6,0,6,,,,,,,,,,j,10.625742099713534,None,k,0.8553774999454618,None,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,214.4055929002352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3903284999542,214.4055929002352,214.4055929002352,214.4055929002352,214.4055929002352,215.27301720017567,k,0.8553774999454618,None,right,1,7,2,0,3,2,None,215.27823030017316,215.28789860010147,215.28789860010147,216.28770369989797,216.28770369989797,216.2716647000052,216.28165889997035,216.28770369989797,216.28770369989797,,,217.27210830012336,stimuli/box_coin_transparent.png,217.2721615000628,217.28784740017727,218.30405469983816,218.28723799996078,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
7,0,7,,,,,,,,,,j,10.625742099713534,None,j,0.7240053000859916,None,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,218.30405469983816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2888251002878,218.30405469983816,218.30405469983816,218.30405469983816,218.30405469983816,219.03963220026344,j,0.7240053000859916,None,right,1,7,2,0,3,2,None,219.0448834002018,219.05429770005867,219.05429770005867,221.05426080012694,221.05426080012694,221.03958330024034,221.04796080011874,221.05426080012694,221.05426080012694,222.05433640023693,222.05433640023693,222.03859120002016,stimuli/box_empty_transparent.png,222.03864370007068,222.05433640023693,224.07025239989161,224.0535478000529,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
8,0,8,,,,,,,,,,j,10.625742099713534,None,k,0.6925754002295434,None,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,224.07025239989161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.05573010025546,224.07025239989161,224.07025239989161,224.07025239989161,224.07025239989161,224.77245560009032,k,0.6925754002295434,None,right,1,7,3,0,4,3,None,224.77770720003173,224.78762459987774,224.78762459987774,227.78778310026973,227.78778310026973,227.77203739993274,227.7820945000276,227.78778310026973,227.78778310026973,228.7877263999544,228.7877263999544,228.77253640023991,stimuli/box_coin_transparent.png,228.77258520014584,228.7877263999544,230.30370309995487,230.28662540018559,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
9,0,9,,,,,,,,,,j,10.625742099713534,None,k,0.5315133002586663,None,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,230.30370309995487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.28898200020194,230.30370309995487,230.30370309995487,230.30370309995487,230.30370309995487,230.83916210010648,k,0.5315133002586663,None,right,1,7,4,0,5,4,None,230.84491490013897,230.8542740000412,230.8542740000412,232.35641380026937,232.35641380026937,232.33726949989796,232.350509500131,232.35641380026937,232.35641380026937,,,233.35369209991768,stimuli/box_coin_transparent.png,233.3537393999286,233.3698972002603,235.37004090007395,235.35397560009733,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
10,0,10,,,,,,,,,,j,10.625742099713534,None,k,0.7492967997677624,None,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,235.37004090007395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3558078999631,235.37004090007395,235.37004090007395,235.37004090007395,235.37004090007395,236.1212157001719,k,0.7492967997677624,None,right,0,7,4,0,6,4,None,236.12717110011727,236.13650160003453,236.13650160003453,237.637144099921,237.637144099921,237.62038489989936,237.6291431998834,237.637144099921,237.637144099921,238.6362624000758,238.6362624000758,238.62041229987517,stimuli/box_empty_transparent.png,238.62046260014176,238.6362624000758,239.63646980002522,239.61970499996096,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
11,0,11,,,,,,,,,,j,10.625742099713534,None,k,0.6607401999644935,None,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,239.63646980002522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.62173590017483,239.63646980002522,239.63646980002522,239.63646980002522,239.63646980002522,240.30581359984353,k,0.6607401999644935,None,right,1,7,5,0,7,5,None,240.31184819992632,240.31994839990512,240.31994839990512,242.32104919990525,242.32104919990525,242.30419950000942,242.31471170019358,242.32104919990525,242.32104919990525,243.3195406999439,243.3195406999439,243.30416070017964,stimuli/box_coin_transparent.png,243.3042053002864,243.3195406999439,244.81960260029882,244.80391560029238,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
12,0,12,,,,,,,,,,j,10.625742099713534,None,j,0.494764800183475,None,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,244.81960260029882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.8054229002446,244.81960260029882,244.81960260029882,244.81960260029882,244.81960260029882,245.32161109987646,j,0.494764800183475,None,right,1,7,5,0,7,5,None,245.3275712998584,245.33577670017257,245.33577670017257,246.33691019983962,246.33691019983962,246.32033939985558,246.32864279998466,246.33691019983962,246.33691019983962,,,247.33573389984667,stimuli/box_empty_transparent.png,247.33578070020303,247.35187030024827,250.35298850014806,250.33667579991743,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
13,0,13,,,,,,,,,,j,10.625742099713534,None,j,0.49114879965782166,None,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,250.35298850014806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.33825530018657,250.35298850014806,250.35298850014806,250.35298850014806,250.35298850014806,250.85436880029738,j,0.49114879965782166,None,right,1,7,5,0,7,5,None,250.8606332000345,250.87040710030124,250.87040710030124,251.36952390009537,251.36952390009537,251.35387169988826,251.36230840021744,251.36952390009537,251.36952390009537,252.36917540011927,252.36917540011927,252.35402589989826,stimuli/box_empty_transparent.png,252.3540759999305,252.36917540011927,254.36950100027025,254.3533872999251,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
14,0,14,,,,,,,,,,j,10.625742099713534,None,k,0.42931250017136335,None,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,254.36950100027025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.35500140022486,254.36950100027025,254.36950100027025,254.36950100027025,254.36950100027025,254.80423949984834,k,0.42931250017136335,None,right,1,7,6,0,8,6,None,254.81001350004226,254.8195501002483,254.8195501002483,256.3193033998832,256.3193033998832,256.3034544000402,256.3136908998713,256.3193033998832,256.3193033998832,,,257.30377930030227,stimuli/box_coin_transparent.png,257.3038511001505,257.31897150026634,258.32004720019177,258.303173399996,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
15,0,15,,,,,,,,,,j,10.625742099713534,None,k,0.5281790997833014,None,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,258.32004720019177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.30468200007454,258.32004720019177,258.32004720019177,258.32004720019177,258.32004720019177,258.8536332002841,k,0.5281790997833014,None,right,1,7,7,0,9,7,None,258.8594868001528,258.8698179000057,258.8698179000057,259.886410899926,259.886410899926,259.8691898002289,259.8810203000903,259.886410899926,259.886410899926,260.8849931000732,260.8849931000732,260.8693619002588,stimuli/box_coin_transparent.png,260.8694124002941,260.8849931000732,262.8854347001761,262.8686866001226,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
16,0,16,,,,,,,,,,j,10.625742099713534,None,k,0.4199804998934269,None,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,262.8854347001761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.8702734000981,262.8854347001761,262.8854347001761,262.8854347001761,262.8854347001761,263.3204246000387,k,0.4199804998934269,None,left,1,8,0,1,9,7,None,263.3283635000698,263.3373018000275,263.3373018000275,265.3526806002483,265.3526806002483,265.33575010020286,265.34463840024546,265.3526806002483,265.3526806002483,,,266.3358995001763,stimuli/box_empty_transparent.png,266.335967999883,266.3523400002159,267.3523556999862,267.336942799855,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
17,0,17,,,,,,,,,,j,10.625742099713534,None,k,0.7539359997026622,None,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,267.3523556999862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.3387750000693,267.3523556999862,267.3523556999862,267.3523556999862,267.3523556999862,268.12050369987264,k,0.7539359997026622,None,left,1,8,0,1,9,7,None,268.12596150022,268.1351278000511,268.1351278000511,269.13534499984235,269.13534499984235,269.12029290013015,269.1288804002106,269.13534499984235,269.13534499984235,270.135529700201,270.135529700201,270.11973559996113,stimuli/box_empty_transparent.png,270.11977980006486,270.135529700201,271.15173659985885,271.13492379989475,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
18,0,18,,,,,,,,,,j,10.625742099713534,None,k,0.4373893002048135,None,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,271.15173659985885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1366941998713,271.15173659985885,271.15173659985885,271.15173659985885,271.15173659985885,271.6029525999911,k,0.4373893002048135,None,left,1,8,0,1,9,7,None,271.60895780008286,271.6184026002884,271.6184026002884,275.11870720004663,275.11870720004663,275.103459100239,275.1128739998676,275.11870720004663,275.11870720004663,276.118373000063,276.118373000063,276.1029586000368,stimuli/box_empty_transparent.png,276.1030021002516,276.118373000063,278.11902899993584,278.10260890005156,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
19,0,19,,,,,,,,,,j,10.625742099713534,None,k,0.3870222996920347,None,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,278.11902899993584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.10419209999964,278.11902899993584,278.11902899993584,278.11902899993584,278.11902899993584,278.519801300019,k,0.3870222996920347,None,left,1,8,0,1,9,7,None,278.52548110019416,278.5355644002557,278.5355644002557,279.53608469991013,279.53608469991013,279.51967350021005,279.5279840002768,279.53608469991013,279.53608469991013,280.536609900184,280.536609900184,280.5195197002031,stimuli/box_empty_transparent.png,280.5195633000694,280.536609900184,282.05091929994524,282.03568630013615,,,,,,,,,,,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
0,0,0,,,,,,,,,,j,10.625742099713534,None,,,,,c,20.016191499773413,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.04391400003806,282.05091929994524,286.0515682999976,286.03623740002513,286.036284300033,286.0515682999976,306.069064500276,c,20.016191499773413,None,33333,right,2025-05-09_11h02.51.773,RL_practice,2024.2.4,60.088750991531406,2025-05-09 11h03.10.547868 -0500,
