thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_left_box.stopped,prac_right_box.stopped,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,38.90841019991785,None,j,0.7755656999070197,None,None,,,,,,,,,,,,,0,0,0,0,0,0,0,0,256.60760619980283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.65555959986523,217.67183999996632,217.67183999996632,256.5916208999697,j,38.90841019991785,None,256.5973919997923,256.60760619980283,256.60760619980283,256.60760619980283,256.60760619980283,257.3919402998872,j,0.7755656999070197,None,left,1,7,1,0,1,1,None,257.3983440999873,257.4071372000035,257.4071372000035,258.40673319995403,258.40673319995403,258.3900961999316,258.3973691998981,258.40673319995403,258.40673319995403,259.40548919979483,stimuli/box_coin_transparent.png,259.4055326997768,259.421663899906,261.4371545999311,261.42073689983226,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
1,0,1,,,,,,,,,,j,38.90841019991785,None,j,0.3779207000043243,None,None,,,,,,,,,,,,,0,0,0,0,1,0,1,0,261.4371545999311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.421906999778,261.4371545999311,261.4371545999311,261.4371545999311,261.4371545999311,261.8217941999901,j,0.3779207000043243,None,left,0,7,1,0,2,1,None,261.82622389984317,261.83687539980747,261.83687539980747,263.3527926998213,263.3527926998213,263.3360717999749,263.3422251997981,263.3527926998213,263.3527926998213,264.35165159986354,stimuli/box_empty_transparent.png,264.3516876997892,264.3678308997769,265.8668489998672,265.8511533997953,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
2,0,2,,,,,,,,,,j,38.90841019991785,None,k,0.43228930002078414,None,None,,,,,,,,,,,,,0,0,0,0,2,0,2,0,265.8668489998672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.8521877999883,265.8668489998672,265.8668489998672,265.8668489998672,265.8668489998672,266.3010909999721,k,0.43228930002078414,None,left,0,7,1,0,2,1,None,266.3046825998463,266.31676650000736,266.31676650000736,267.31648759986274,267.31648759986274,267.29995989985764,267.3056783999782,267.31648759986274,267.31648759986274,268.31727049988694,stimuli/box_empty_transparent.png,268.3173080999404,268.3312529998366,271.3461221999023,271.3293898999691,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
3,0,3,,,,,,,,,,j,38.90841019991785,None,k,0.34418630017898977,None,None,,,,,,,,,,,,,0,0,0,0,3,0,3,0,271.3461221999023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3306193999015,271.3461221999023,271.3461221999023,271.3461221999023,271.3461221999023,271.6966662998311,k,0.34418630017898977,None,left,0,7,1,0,2,1,None,271.7002126998268,271.7119852998294,271.7119852998294,273.7275562998839,273.7275562998839,273.7109071998857,273.7166042998433,273.7275562998839,273.7275562998839,274.7272540999111,stimuli/box_empty_transparent.png,274.7272886999417,274.7424724998418,275.7420493999962,275.72557169990614,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
4,0,4,,,,,,,,,,j,38.90841019991785,None,k,0.6814943000208586,None,None,,,,,,,,,,,,,0,0,0,0,4,0,4,0,275.7420493999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7267295999918,275.7420493999962,275.7420493999962,275.7420493999962,275.7420493999962,276.42610369995236,k,0.6814943000208586,None,left,0,7,1,0,2,1,None,276.4822986999061,276.488692099927,276.488692099927,277.491099299863,277.491099299863,277.4769936997909,277.48299659998156,277.491099299863,277.491099299863,278.474079699954,stimuli/box_empty_transparent.png,278.4741176997777,278.4896749998443,281.0051115998067,280.9880638998002,278.4896749998443,278.4896749998443,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
5,0,5,,,,,,,,,,j,38.90841019991785,None,j,0.3904475998133421,None,None,,,,,,,,,,,,,0,0,0,0,5,0,5,0,281.0051115998067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9891292999964,281.0051115998067,281.0051115998067,281.0051115998067,281.0051115998067,281.40665839985013,j,0.3904475998133421,None,left,1,7,2,0,3,2,None,281.4102205999661,281.4210312999785,281.4210312999785,284.9356865999289,284.9356865999289,284.9195903998334,284.9263324998319,284.9356865999289,284.9356865999289,285.93449749983847,stimuli/box_coin_transparent.png,285.93453869991936,285.9505863999948,287.9658351999242,287.9496492999606,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
6,0,6,,,,,,,,,,j,38.90841019991785,None,j,0.4076296000275761,None,None,,,,,,,,,,,,,0,0,0,0,6,0,6,0,287.9658351999242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.95079159992747,287.9658351999242,287.9658351999242,287.9658351999242,287.9658351999242,288.38364249980077,j,0.4076296000275761,None,left,0,7,2,0,4,2,None,288.38726029987447,288.39887379994616,288.39887379994616,289.39843579987064,289.39843579987064,289.3821554000024,289.38828569999896,289.39843579987064,289.39843579987064,290.3977659998927,stimuli/box_empty_transparent.png,290.3978146999143,290.4135353998281,291.41316919983365,291.3965548998676,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
7,0,7,,,,,,,,,,j,38.90841019991785,None,k,0.42191149992868304,None,None,,,,,,,,,,,,,0,0,0,0,7,0,7,0,291.41316919983365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3978487998247,291.41316919983365,291.41316919983365,291.41316919983365,291.41316919983365,291.84738489985466,k,0.42191149992868304,None,left,0,7,2,0,4,2,None,291.85084389988333,291.8625841999892,291.8625841999892,293.8782673999667,293.8782673999667,293.8623190999497,293.868019499816,293.8782673999667,293.8782673999667,294.87701369985007,stimuli/box_empty_transparent.png,294.87704920000397,294.8934204999823,296.90875279996544,296.8922928997781,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
8,0,8,,,,,,,,,,j,38.90841019991785,None,k,0.3962351998779923,None,None,,,,,,,,,,,,,0,0,0,0,8,0,8,0,296.90875279996544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.89362679980695,296.90875279996544,296.90875279996544,296.90875279996544,296.90875279996544,297.309429399902,k,0.3962351998779923,None,left,0,7,2,0,4,2,None,297.3130041998811,297.32536739995703,297.32536739995703,300.33977580000646,300.33977580000646,300.32380699994974,300.32943319994956,300.33977580000646,300.33977580000646,301.32267089979723,stimuli/box_empty_transparent.png,301.32270189980045,301.33821649989113,302.85397209995426,302.8378119999543,301.33821649989113,301.33821649989113,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
9,0,9,,,,,,,,,,j,38.90841019991785,None,k,0.33866659994237125,None,None,,,,,,,,,,,,,0,0,0,0,9,0,9,0,302.85397209995426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.8393468998838,302.85397209995426,302.85397209995426,302.85397209995426,302.85397209995426,303.2050030999817,k,0.33866659994237125,None,left,0,7,2,0,4,2,None,303.2087167999707,303.2203803998418,303.2203803998418,304.71995029994287,304.71995029994287,304.7034514998086,304.7098660999909,304.71995029994287,304.71995029994287,305.71895839995705,stimuli/box_empty_transparent.png,305.7190314999316,305.7347014998086,307.7517462999094,307.7342488998547,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
10,0,10,,,,,,,,,,j,38.90841019991785,None,j,0.3496664999984205,None,None,,,,,,,,,,,,,0,0,0,0,10,0,10,0,307.7517462999094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.73576449998654,307.7517462999094,307.7517462999094,307.7517462999094,307.7517462999094,308.1176852998324,j,0.3496664999984205,None,left,1,7,3,0,5,3,None,308.1213122999761,308.1332509999629,308.1332509999629,309.6491691998672,309.6491691998672,309.632592599839,309.6395586999133,309.6491691998672,309.6491691998672,310.64884719997644,stimuli/box_coin_transparent.png,310.64888199977577,310.6641273999121,311.68029399984516,311.66392729990184,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
11,0,11,,,,,,,,,,j,38.90841019991785,None,j,0.3522532000206411,None,None,,,,,,,,,,,,,0,0,0,0,11,0,11,0,311.68029399984516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.66562369978055,311.68029399984516,311.68029399984516,311.68029399984516,311.68029399984516,312.0478854998946,j,0.3522532000206411,None,left,1,7,4,0,6,4,None,312.0518168997951,312.0634364997968,312.0634364997968,314.0798042998649,314.0798042998649,314.062015599804,314.06890949979424,314.0798042998649,314.0798042998649,315.07776989997365,stimuli/box_coin_transparent.png,315.0778069999069,315.0934226999525,316.59342179982923,316.57679519988596,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
12,0,12,,,,,,,,,,j,38.90841019991785,None,j,0.31644179997965693,None,None,,,,,,,,,,,,,0,0,0,0,12,0,12,0,316.59342179982923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.57821069983765,316.59342179982923,316.59342179982923,316.59342179982923,316.59342179982923,316.926984799793,j,0.31644179997965693,None,left,1,7,5,0,7,5,None,316.930736299837,316.9429501998238,316.9429501998238,317.9424550998956,317.9424550998956,317.9261803999543,317.93305130000226,317.9424550998956,317.9424550998956,318.9415010998491,stimuli/box_coin_transparent.png,318.94157189992256,318.95747679984197,321.9722336998675,321.95568599994294,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
13,0,13,,,,,,,,,,j,38.90841019991785,None,j,0.40555529994890094,None,None,,,,,,,,,,,,,0,0,0,0,13,0,13,0,321.9722336998675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.9566770999227,321.9722336998675,321.9722336998675,321.9722336998675,321.9722336998675,322.39017699984834,j,0.40555529994890094,None,left,1,7,6,0,8,6,None,322.39405969996005,322.40516499988735,322.40516499988735,322.9051412998233,322.9051412998233,322.88839979982004,322.89510669978335,322.9051412998233,322.9051412998233,323.90405739983544,stimuli/box_coin_transparent.png,323.9040926999878,323.92018379992805,325.93566649989225,325.9194079998415,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
14,0,14,,,,,,,,,,j,38.90841019991785,None,j,0.37064310000278056,None,None,,,,,,,,,,,,,0,0,0,0,14,0,14,0,325.93566649989225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9208578998223,325.93566649989225,325.93566649989225,325.93566649989225,325.93566649989225,326.3197698998265,j,0.37064310000278056,None,left,1,7,7,0,9,7,None,326.32327539986,326.33535109995864,326.33535109995864,327.8512987999711,327.8512987999711,327.8351656999439,327.8424094999209,327.8512987999711,327.8512987999711,328.83445249986835,stimuli/box_coin_transparent.png,328.83448540000245,328.849472399801,329.8491487998981,329.83238169993274,328.849472399801,328.849472399801,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
15,0,15,,,,,,,,,,j,38.90841019991785,None,j,0.36871860013343394,None,None,,,,,,,,,,,,,0,0,0,0,15,0,15,0,329.8491487998981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.83392809983343,329.8491487998981,329.8491487998981,329.8491487998981,329.8491487998981,330.23349899984896,j,0.36871860013343394,None,right,1,8,0,1,9,7,None,330.23706869990565,330.24898949987255,330.24898949987255,331.2486112997867,331.2486112997867,331.2322348000016,331.23788129980676,331.2486112997867,331.2486112997867,332.24716699984856,stimuli/box_empty_transparent.png,332.2472029000055,332.2635186999105,334.2789332999382,334.2628180999309,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
16,0,16,,,,,,,,,,j,38.90841019991785,None,j,0.26178219984285533,None,None,,,,,,,,,,,,,0,0,0,0,16,0,16,0,334.2789332999382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.26384969986975,334.2789332999382,334.2789332999382,334.2789332999382,334.2789332999382,334.54685639985837,j,0.26178219984285533,None,right,1,8,0,1,9,7,None,334.550358899869,334.56230419990607,334.56230419990607,336.5778737999499,336.5778737999499,336.5607315998059,336.5667365998961,336.5778737999499,336.5778737999499,337.57635459979065,stimuli/box_empty_transparent.png,337.57640919997357,337.59261509985663,338.5922539997846,338.57598909991793,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
17,0,17,,,,,,,,,,j,38.90841019991785,None,k,0.3813310000114143,None,None,,,,,,,,,,,,,0,0,0,0,17,0,17,0,338.5922539997846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.57697919989005,338.5922539997846,338.5922539997846,338.5922539997846,338.5922539997846,338.97630229988135,k,0.3813310000114143,None,right,1,8,1,1,10,8,None,338.9799229998607,338.9918983997777,338.9918983997777,339.9916819999926,339.9916819999926,339.97554759983905,339.9822665997781,339.9916819999926,339.9916819999926,340.97461069980636,stimuli/box_coin_transparent.png,340.97464409982786,340.98983779991977,341.9894948999863,341.9729778999463,340.98983779991977,340.98983779991977,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
18,0,18,,,,,,,,,,j,38.90841019991785,None,k,0.3162547000683844,None,None,,,,,,,,,,,,,0,0,0,0,18,0,18,0,341.9894948999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.9742504998576,341.9894948999863,341.9894948999863,341.9894948999863,341.9894948999863,342.30729089980014,k,0.3162547000683844,None,right,0,8,1,1,11,8,None,342.31115549989045,342.32262579980306,342.32262579980306,345.8369383998215,345.8369383998215,345.82070999988355,345.8267192998901,345.8369383998215,345.8369383998215,346.83580929995514,stimuli/box_empty_transparent.png,346.8358467000071,346.8520682998933,348.867238599807,348.8508938997984,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
19,0,19,,,,,,,,,,j,38.90841019991785,None,j,0.446195499971509,None,None,,,,,,,,,,,,,0,0,0,0,19,0,19,0,348.867238599807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.85192919988185,348.867238599807,348.867238599807,348.867238599807,348.867238599807,349.31815689988434,j,0.446195499971509,None,right,0,8,1,1,11,8,None,349.32193889981136,349.3337612999603,349.3337612999603,350.3333447999321,350.3333447999321,350.3165521000046,350.32228259998374,350.3333447999321,350.3333447999321,351.3323212999385,stimuli/box_empty_transparent.png,351.3323930997867,351.34844769979827,352.8469602998812,352.8314356999472,,,,,,,,980139,right,2025-05-16_13h17.18.589,RL_practice,2024.2.4,59.74668606083439,2025-05-16 13h17.33.232588 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.83628349984065,352.8469602998812,356.84422739990987,356.8442919999361,356.86019709985703,,,,,,,,
