thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,all_keys.keys,cue_resp.rt,cue_resp.duration,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,prac_left_box.stopped,prac_right_box.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,left_box_switch_out.stopped,right_box_switch_out.stopped,switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,,,,,,,,,,j,9.984832100570202,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,269.1410707999021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.126590100117,269.1410707999021,269.1410707999021,269.1410707999021,269.1410707999021,270.64149480033666,270.64149480033666,270.64149480033666,270.64149480033666,270.6255184998736,None,left,1,7,4,0,5,4,None,270.6316020004451,270.64149480033666,270.64149480033666,272.64107399992645,272.64107399992645,272.62562610022724,272.6342896996066,272.64107399992645,272.64107399992645,273.6415480999276,273.6415480999276,273.6259038997814,no selection made,273.62594799976796,273.6415480999276,275.1420424999669,275.1254868004471,,,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
12,0,12,,,,,,,,,,j,9.984832100570202,None,j,None,0.441461599431932,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,275.1420424999669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.1274378998205,275.1420424999669,275.1420424999669,275.1420424999669,275.1420424999669,,,,,275.5923501998186,j,left,1,7,5,0,6,5,None,275.59883860033005,275.6073872996494,275.6073872996494,276.60988460015506,276.60988460015506,276.59211010020226,276.60401020012796,276.60988460015506,276.60988460015506,,,277.6073366003111,stimuli/box_coin_transparent.png,277.607390999794,277.6238086000085,280.6247158003971,280.6094998996705,0.441461599431932,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
13,0,13,,,,,,,,,,j,9.984832100570202,None,j,None,0.35642299987375736,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,280.6247158003971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.6111029004678,280.6247158003971,280.6247158003971,280.6247158003971,280.6247158003971,,,,,280.992977200076,j,left,1,7,6,0,7,6,None,280.9987351000309,281.0077234003693,281.0077234003693,281.5075585003942,281.5075585003942,281.4920365996659,281.5022005997598,281.5075585003942,281.5075585003942,282.5070107001811,282.5070107001811,282.49189439974725,stimuli/box_coin_transparent.png,282.49194619990885,282.5070107001811,284.50773790013045,284.4918322004378,0.35642299987375736,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
14,0,14,,,,,,,,,,j,9.984832100570202,None,j,None,0.35695459973067045,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,284.50773790013045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4933938002214,284.50773790013045,284.50773790013045,284.50773790013045,284.50773790013045,,,,,284.8754695998505,j,left,1,7,7,0,8,7,None,284.88378589972854,284.89077019970864,284.89077019970864,286.39093779958785,286.39093779958785,286.37555219978094,286.3854994000867,286.39093779958785,286.39093779958785,287.3906739000231,287.3906739000231,287.37488900031894,stimuli/box_coin_transparent.png,287.37493169959635,287.3906739000231,288.3910375004634,288.3757902998477,0.35695459973067045,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
15,0,15,,,,,,,,,,j,9.984832100570202,None,j,None,0.37782669998705387,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,288.3910375004634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.377353399992,288.3910375004634,288.3910375004634,288.3910375004634,288.3910375004634,,,,,288.77503320015967,j,right,1,8,0,1,8,7,None,288.78056410048157,288.7909601004794,288.7909601004794,289.7906277999282,289.7906277999282,289.77535820007324,289.78494259994477,289.7906277999282,289.7906277999282,290.7913202000782,290.7913202000782,290.7749837003648,stimuli/box_empty_transparent.png,290.7750471998006,290.7913202000782,292.79367899987847,292.77440549992025,0.37782669998705387,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
16,0,16,,,,,,,,,,j,9.984832100570202,None,k,None,0.29943230003118515,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,292.79367899987847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.77597799990326,292.79367899987847,292.79367899987847,292.79367899987847,292.79367899987847,,,,,293.10939530003816,k,right,1,8,1,1,9,8,None,293.1151922000572,293.12401899974793,293.12401899974793,295.1258030002937,295.1258030002937,295.10702729970217,295.11974009964615,295.1258030002937,295.1258030002937,,,296.1075828000903,stimuli/box_coin_transparent.png,296.1076354999095,296.1237347004935,297.1248829001561,297.10771809984,0.29943230003118515,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
17,0,17,,,,,,,,,,j,9.984832100570202,None,k,None,0.32580710016191006,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,297.1248829001561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.1094105001539,297.1248829001561,297.1248829001561,297.1248829001561,297.1248829001561,,,,,297.4585539000109,k,right,0,8,1,1,10,8,None,297.4643160002306,297.474003800191,297.474003800191,298.47396180033684,298.47396180033684,298.4583839997649,298.4671336999163,298.47396180033684,298.47396180033684,299.4735784996301,299.4735784996301,299.4581978004426,stimuli/box_empty_transparent.png,299.4582430003211,299.4735784996301,300.47331759985536,300.45655300002545,0.32580710016191006,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
18,0,18,,,,,,,,,,j,9.984832100570202,None,j,None,0.17392600048333406,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,300.47331759985536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.4583395998925,300.47331759985536,300.47331759985536,300.47331759985536,300.47331759985536,,,,,300.66089310031384,j,right,0,8,1,1,10,8,None,300.66818839963526,300.67389149963856,300.67389149963856,304.17351900041103,304.17351900041103,304.158174299635,304.1666114004329,304.17351900041103,304.17351900041103,305.17254879977554,305.17254879977554,305.15757689997554,stimuli/box_empty_transparent.png,305.15762799978256,305.17254879977554,307.1728464998305,307.1564426003024,0.17392600048333406,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
19,0,19,,,,,,,,,,j,9.984832100570202,None,j,None,0.34386019967496395,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,307.1728464998305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.15870769973844,307.1728464998305,307.1728464998305,307.1728464998305,307.1728464998305,,,,,307.5252665998414,j,right,0,8,1,1,10,8,None,307.5306136002764,307.5403704997152,307.5403704997152,308.5410345001146,308.5410345001146,308.5240826001391,308.53222469985485,308.5410345001146,308.5410345001146,309.54080890025944,309.54080890025944,309.52466659992933,stimuli/box_empty_transparent.png,309.52471090015024,309.54080890025944,311.0563551001251,311.0408314000815,0.34386019967496395,None,,,,,,,,,,,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
0,0,0,,,,,,,,,,j,9.984832100570202,None,,,,,c,25.009287900291383,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.04734539985657,311.0563551001251,315.05698690004647,315.0410861996934,315.0411310000345,315.05698690004647,340.0732738003135,c,25.009287900291383,None,88888,right,2025-05-21_17h23.09.514,RL_practice,2024.2.4,59.64725784649612,2025-05-21 17h24.08.208412 -0500,
