thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,3.623589500784874,None,5,3.0632549999281764,None,40.73494159989059,k,0.45423709973692894,None,None,41.21718029957265,41.21744249947369,44.23207729961723,44.232112899422646,45.23294539935887,45.2329788999632,46.73274349980056,,,,,,,0,0,0,0,8,0,8,0,111.66091500036418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73494159989059,111.64634230080992,111.66091500036418,111.66091500036418,111.66091500036418,111.66091500036418,112.12848890013993,k,0.45423709973692894,None,right,0,15,3,0,4,3,None,41.21718029957265,41.21744249947369,112.12883970048279,112.14405430015177,112.14405430015177,115.16029110085219,115.16029110085219,115.14341370016336,44.23207729961723,44.232112899422646,115.15232430025935,115.16029110085219,115.16029110085219,,,116.14429370034486,stimuli/box_empty_transparent.png,45.23294539935887,45.2329788999632,116.14437630027533,116.16017640009522,117.66013770084828,117.64409400057048,46.73274349980056,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
9,0,9,space,3.623589500784874,None,5,3.0632549999281764,None,46.73425669968128,j,0.533300899900496,None,None,47.2842649994418,47.28463920019567,48.7829946000129,48.78303369972855,49.78267979994416,49.78271699976176,51.782780699431896,,,,,,,0,0,0,0,9,0,9,0,117.66013770084828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73425669968128,117.64565710071474,117.66013770084828,117.66013770084828,117.66013770084828,117.66013770084828,118.19556000083685,j,0.533300899900496,None,right,0,15,3,0,4,3,None,47.2842649994418,47.28463920019567,118.19604369997978,118.2096709003672,118.2096709003672,119.71084250044078,119.71084250044078,119.69433000031859,48.7829946000129,48.78303369972855,119.70252060052007,119.71084250044078,119.71084250044078,120.71013210061938,120.71013210061938,120.69402680080384,stimuli/box_empty_transparent.png,49.78267979994416,49.78271699976176,120.69411910045892,120.71013210061938,122.71008530072868,122.69413419999182,51.782780699431896,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
10,0,10,space,3.623589500784874,None,5,3.0632549999281764,None,51.78423590026796,k,0.3444496002048254,None,None,52.14998620003462,52.150298999622464,53.64971109945327,53.64976469986141,54.64953770022839,54.6495728995651,55.649190000258386,,,,,,,0,0,0,0,10,0,10,0,122.71008530072868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.78423590026796,122.69563650060445,122.71008530072868,122.71008530072868,122.71008530072868,122.71008530072868,123.06127830035985,k,0.3444496002048254,None,right,1,15,4,0,5,4,None,52.14998620003462,52.150298999622464,123.06170270033181,123.07673410046846,123.07673410046846,124.5766248004511,124.5766248004511,124.56103490013629,53.64971109945327,53.64976469986141,124.571528499946,124.5766248004511,124.5766248004511,125.5763640999794,125.5763640999794,125.56088550016284,stimuli/box_coin_transparent.png,54.64953770022839,54.6495728995651,125.56097190082073,125.5763640999794,126.57700850069523,126.56054490059614,55.649190000258386,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
11,0,11,space,3.623589500784874,None,5,3.0632549999281764,None,55.6506476001814,k,0.40261519979685545,None,None,56.08225580025464,56.082542799413204,58.083008700050414,58.0830466998741,59.082692299969494,59.08272359985858,60.59789939969778,,,,,,,0,0,0,0,11,0,11,0,126.57700850069523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6506476001814,126.56204920075834,126.57700850069523,126.57700850069523,126.57700850069523,126.57700850069523,126.9935677004978,k,0.40261519979685545,None,right,1,15,5,0,6,5,None,56.08225580025464,56.082542799413204,126.99394240044057,127.00926650036126,127.00926650036126,129.0095266001299,129.0095266001299,128.99433960020542,58.083008700050414,58.0830466998741,129.00416140072048,129.0095266001299,129.0095266001299,130.00979469995946,130.00979469995946,129.99404470063746,stimuli/box_coin_transparent.png,59.082692299969494,59.08272359985858,129.99411990027875,130.00979469995946,131.52590220049024,131.5092545002699,60.59789939969778,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
12,0,12,space,3.623589500784874,None,5,3.0632549999281764,None,60.59984220005572,None,,,None,62.09834179934114,62.098408999852836,63.09963160008192,63.099668700248,64.09901839960366,64.09906109981239,67.09861619956791,,,,,,,0,0,0,0,12,0,12,0,131.52590220049024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.59984220005572,131.5112557001412,131.52590220049024,131.52590220049024,131.52590220049024,131.52590220049024,133.00965750031173,None,,,right,1,15,5,0,6,5,None,62.09834179934114,62.098408999852836,133.00980810075998,133.02596840076149,133.02596840076149,134.0261582005769,134.0261582005769,134.01096450071782,63.09963160008192,63.099668700248,134.01940560061485,134.0261582005769,134.0261582005769,135.02636980079114,135.02636980079114,135.0103607000783,no selection made,64.09901839960366,64.09906109981239,135.0104546006769,135.02636980079114,138.02642840053886,138.0099695008248,67.09861619956791,,,133.02596840076149,133.02596840076149,133.02596840076149,133.02596840076149,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
13,0,13,space,3.623589500784874,None,5,3.0632549999281764,None,67.10004599951208,k,0.2872486999258399,None,None,67.41686959937215,67.41713489964604,67.91472079977393,67.91476509999484,68.91508639976382,68.91512629948556,70.91792069934309,,,,,,,0,0,0,0,13,0,13,0,138.02642840053886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.10004599951208,138.0114458007738,138.02642840053886,138.02642840053886,138.02642840053886,138.02642840053886,138.3281805003062,k,0.2872486999258399,None,right,1,15,6,0,7,6,None,67.41686959937215,67.41713489964604,138.32853190042078,138.34310930036008,138.34310930036008,138.8426058003679,138.8426058003679,138.8260511001572,67.91472079977393,67.91476509999484,138.83660870045424,138.8426058003679,138.8426058003679,,,139.82642870023847,stimuli/box_coin_transparent.png,68.91508639976382,68.91512629948556,139.8265300001949,139.84287430066615,141.84260520059615,141.8292649006471,70.91792069934309,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
14,0,14,space,3.623589500784874,None,5,3.0632549999281764,None,70.91945299971849,k,0.4602912003174424,None,None,71.39988490007818,71.4001762997359,72.89916280005127,72.89920749980956,73.89792940020561,73.89796609990299,74.89864639937878,,,,,,,0,0,0,0,14,0,14,0,141.84260520059615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91945299971849,141.83085360005498,141.84260520059615,141.84260520059615,141.84260520059615,141.84260520059615,142.31118690036237,k,0.4602912003174424,None,right,1,15,7,0,8,7,None,71.39988490007818,71.4001762997359,142.31157910078764,142.32662030030042,142.32662030030042,143.82603450026363,143.82603450026363,143.81048630084842,72.89916280005127,72.89920749980956,143.82054160069674,143.82603450026363,143.82603450026363,144.82504580076784,144.82504580076784,144.80927790049464,stimuli/box_coin_transparent.png,73.89792940020561,73.89796609990299,144.80936750024557,144.82504580076784,145.82643190026283,145.80999890062958,74.89864639937878,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
15,0,15,space,3.623589500784874,None,5,3.0632549999281764,None,74.90038220025599,k,0.4120065998286009,None,None,75.33241579961032,75.33273459970951,76.33233539946377,76.332375199534,77.33231689967215,77.33234830014408,79.33146770019084,,,,,,,0,0,0,0,15,0,15,0,145.82643190026283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90038220025599,145.81178950052708,145.82643190026283,145.82643190026283,145.82643190026283,145.82643190026283,146.24370830040425,k,0.4120065998286009,None,right,0,15,7,0,9,7,None,75.33241579961032,75.33273459970951,146.24415780045092,146.25928320083767,146.25928320083767,147.25937180034816,147.25937180034816,147.2436701003462,76.33233539946377,76.332375199534,147.25224620010704,147.25937180034816,147.25937180034816,148.25930420029908,148.25930420029908,148.2436688002199,stimuli/box_empty_transparent.png,77.33231689967215,77.33234830014408,148.2437440007925,148.25930420029908,150.25986930076033,150.24282100051641,79.33146770019084,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
16,0,16,space,3.623589500784874,None,5,3.0632549999281764,None,79.33290119934827,j,0.28962779976427555,None,None,79.64852309972048,79.64894219953567,81.64916929975152,81.64921410009265,82.64892859943211,82.64896079991013,83.64870059955865,,,,,,,0,0,0,0,16,0,16,0,150.25986930076033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.33290119934827,150.24430160038173,150.25986930076033,150.25986930076033,150.25986930076033,150.25986930076033,150.55980190075934,j,0.28962779976427555,None,right,0,15,7,0,9,7,None,79.64852309972048,79.64894219953567,150.56035580020398,150.57531570084393,150.57531570084393,152.57575260009617,152.57575260009617,152.56049660034478,81.64916929975152,81.64921410009265,152.56913930084556,152.57575260009617,152.57575260009617,153.5753704002127,153.5753704002127,153.56027969997376,stimuli/box_empty_transparent.png,82.64892859943211,82.64896079991013,153.5603571999818,153.5753704002127,154.57662870083004,154.5600554002449,83.64870059955865,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
17,0,17,space,3.623589500784874,None,5,3.0632549999281764,None,83.65020109992474,j,0.3733040997758508,None,None,84.04925670009106,84.04961640015244,85.04858489986509,85.04863059986383,86.04738030023873,86.04741119965911,87.04722450021654,,,,,,,0,0,0,0,17,0,17,0,154.57662870083004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65020109992474,154.56160130072385,154.57662870083004,154.57662870083004,154.57662870083004,154.57662870083004,154.96056770067662,j,0.3733040997758508,None,right,0,15,7,0,9,7,None,84.04925670009106,84.04961640015244,154.96101690083742,154.97564580012113,154.97564580012113,155.97561360057443,155.97561360057443,155.9599145008251,85.04858489986509,85.04863059986383,155.968523000367,155.97561360057443,155.97561360057443,156.97460290044546,156.97460290044546,156.95873260032386,stimuli/box_empty_transparent.png,86.04738030023873,86.04741119965911,156.95880670007318,156.97460290044546,157.97507370077074,157.95857710018754,87.04722450021654,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
18,0,18,space,3.623589500784874,None,5,3.0632549999281764,None,87.04897900018841,k,0.22445760015398264,None,None,87.29900410026312,87.29931040015072,90.79830199945718,90.79834849946201,91.79741419944912,91.79746249970049,93.8146139997989,,,,,,,0,0,0,0,18,0,18,0,157.97507370077074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04897900018841,157.96038600057364,157.97507370077074,157.97507370077074,157.97507370077074,157.97507370077074,158.21029260009527,k,0.22445760015398264,None,right,1,15,8,0,10,8,None,87.29900410026312,87.29931040015072,158.21072320081294,158.226147999987,158.226147999987,161.72560709994286,161.72560709994286,161.70963010005653,90.79830199945718,90.79834849946201,161.7198916003108,161.72560709994286,161.72560709994286,162.729093500413,162.729093500413,162.70875400025398,stimuli/box_coin_transparent.png,91.79741419944912,91.79746249970049,162.7088702004403,162.729093500413,164.74728440027684,164.72596770059317,93.8146139997989,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
19,0,19,space,3.623589500784874,None,5,3.0632549999281764,None,93.81605549994856,k,0.34246669989079237,None,None,94.18196870014071,94.18228279985487,95.18146710004658,95.18150669988245,96.181296300143,96.18132810015231,97.69663830008358,,,,,,,0,0,0,0,19,0,19,0,164.74728440027684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.81605549994856,164.72745600063354,164.74728440027684,164.74728440027684,164.74728440027684,164.74728440027684,165.09326220024377,k,0.34246669989079237,None,right,0,15,8,0,11,8,None,94.18196870014071,94.18228279985487,165.09368650056422,165.1094614006579,165.1094614006579,166.10855980031192,166.10855980031192,166.09279830008745,95.18146710004658,95.18150669988245,166.10113740060478,166.10855980031192,166.10855980031192,167.10861060023308,167.10861060023308,167.0926472004503,stimuli/box_empty_transparent.png,96.181296300143,96.18132810015231,167.09272390045226,167.10861060023308,168.62472440022975,168.60798960085958,97.69663830008358,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
20,0,20,space,3.623589500784874,None,5,3.0632549999281764,None,97.69836500007659,k,0.35305550042539835,None,None,98.08114439994097,98.08141910005361,100.08286860026419,100.08290900010616,101.08127969969064,101.08131659962237,103.08035229984671,,,,,,,0,0,0,0,20,0,20,0,168.62472440022975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.69836500007659,168.60977400001138,168.62472440022975,168.62472440022975,168.62472440022975,168.62472440022975,168.99245540052652,k,0.35305550042539835,None,right,1,15,9,0,12,9,None,98.08114439994097,98.08141910005361,168.9928188007325,169.0080732004717,169.0080732004717,171.00899300072342,171.00899300072342,170.99419510085136,100.08286860026419,100.08290900010616,171.00400040019304,171.00899300072342,171.00899300072342,172.00818760041147,172.00818760041147,171.9926271000877,stimuli/box_coin_transparent.png,101.08127969969064,101.08131659962237,171.9927181005478,172.00818760041147,174.0089946007356,173.99170619994402,103.08035229984671,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
21,0,21,space,3.623589500784874,None,5,3.0632549999281764,None,103.08180710021406,k,0.5698415003716946,None,None,103.68088210001588,103.68113309983164,106.68140569981188,106.68144300021231,107.68152089975774,107.68155279941857,109.19632259942591,,,,,,,0,0,0,0,21,0,21,0,174.0089946007356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.08180710021406,173.9932074006647,174.0089946007356,174.0089946007356,174.0089946007356,174.0089946007356,174.59218570031226,k,0.5698415003716946,None,right,1,15,10,0,13,10,None,103.68088210001588,103.68113309983164,174.59253130014986,174.6079555004835,174.6079555004835,177.60834960080683,177.60834960080683,177.59273940045387,106.68140569981188,106.68144300021231,177.60279910080135,177.60834960080683,177.60834960080683,178.608319000341,178.608319000341,178.59287180006504,stimuli/box_coin_transparent.png,107.68152089975774,107.68155279941857,178.59294840041548,178.608319000341,180.1242778999731,180.10767289996147,109.19632259942591,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
22,0,22,space,3.623589500784874,None,5,3.0632549999281764,None,109.19801229983568,k,0.6966993995010853,None,None,109.91424029972404,109.91452450025827,111.41475419979542,111.41479959990829,112.41384159959853,112.41387339960784,114.41424669977278,,,,,,,0,0,0,0,22,0,22,0,180.1242778999731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.19801229983568,180.1094197006896,180.1242778999731,180.1242778999731,180.1242778999731,180.1242778999731,180.8255354007706,k,0.6966993995010853,None,right,1,15,11,0,14,11,None,109.91424029972404,109.91452450025827,180.825928600505,180.8409723006189,180.8409723006189,182.34178940020502,182.34178940020502,182.32608020026237,111.41475419979542,111.41479959990829,182.33632849995047,182.34178940020502,182.34178940020502,183.34043370001018,183.34043370001018,183.3251940002665,stimuli/box_coin_transparent.png,112.41384159959853,112.41387339960784,183.32527030073106,183.34043370001018,185.34137389995158,185.32559680007398,114.41424669977278,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
23,0,23,space,3.623589500784874,None,5,3.0632549999281764,None,114.4156646002084,k,0.4301055995747447,None,None,114.86531309969723,114.86562579963356,116.3632942000404,116.36335039976984,117.363978699781,117.3640163000673,118.8638621000573,,,,,,,0,0,0,0,23,0,23,0,185.34137389995158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.4156646002084,185.32706500031054,185.34137389995158,185.34137389995158,185.34137389995158,185.34137389995158,185.77660480048507,k,0.4301055995747447,None,right,1,15,12,0,15,12,None,114.86531309969723,114.86562579963356,185.77702970057726,185.79126190021634,185.79126190021634,187.29265580046922,187.29265580046922,187.2746070008725,116.3632942000404,116.36335039976984,187.28747100010514,187.29265580046922,187.29265580046922,,,188.27532510086894,stimuli/box_coin_transparent.png,117.363978699781,117.3640163000673,188.27541580051184,188.2907506003976,189.79116949997842,189.7752155000344,118.8638621000573,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
24,0,24,space,3.623589500784874,None,5,3.0632549999281764,None,118.86531499959528,k,0.5590902995318174,None,None,119.44801010005176,119.44827539939433,121.44712259992957,121.447169999592,122.44700099993497,122.44703309983015,123.9471661997959,,,,,,,0,0,0,0,24,0,24,0,189.79116949997842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.86531499959528,189.77671540062875,189.79116949997842,189.79116949997842,189.79116949997842,189.79116949997842,190.35932000074536,k,0.5590902995318174,None,right,1,15,13,0,16,13,None,119.44801010005176,119.44827539939433,190.35967310052365,190.37462860066444,190.37462860066444,192.37527550011873,192.37527550011873,192.35844470001757,121.44712259992957,121.447169999592,192.3696809001267,192.37527550011873,192.37527550011873,193.37362090032548,193.37362090032548,193.35835100058466,stimuli/box_coin_transparent.png,122.44700099993497,122.44703309983015,193.35842830035836,193.37362090032548,194.87501240056008,194.85852220002562,123.9471661997959,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
25,0,25,space,3.623589500784874,None,5,3.0632549999281764,None,123.94862939976156,j,0.7174708992242813,None,None,124.70104840025306,124.70142529997975,125.69718139991164,125.69721959996969,126.69744419958442,126.6974762994796,130.1968347998336,,,,,,,0,0,0,0,25,0,25,0,194.87501240056008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.94862939976156,194.86002980079502,194.87501240056008,194.87501240056008,194.87501240056008,194.87501240056008,195.61235620081425,j,0.7174708992242813,None,right,1,15,13,0,16,13,None,124.70104840025306,124.70142529997975,195.61282690055668,195.62491450086236,195.62491450086236,196.62443800084293,196.62443800084293,196.60851440019906,125.69718139991164,125.69721959996969,196.61685490049422,196.62443800084293,196.62443800084293,197.6247371006757,197.6247371006757,197.60879550036043,stimuli/box_empty_transparent.png,126.69744419958442,126.6974762994796,197.60887120012194,197.6247371006757,201.12486180011183,201.1081853006035,130.1968347998336,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
26,0,26,space,3.623589500784874,None,5,3.0632549999281764,None,130.1982936002314,k,1.0570084992796183,None,['k'],131.2811230001971,131.28145259991288,131.78040899988264,131.78044569958,132.7803937997669,132.78042419999838,136.28009559959173,[0.24943589977920055],[0.22296509984880686],,,,,0,0,0,0,26,0,26,0,201.12486180011183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1982936002314,201.1096938000992,201.12486180011183,201.12486180011183,201.12486180011183,201.12486180011183,202.19237630069256,k,1.0570084992796183,None,right,1,15,14,0,17,14,['k'],131.2811230001971,131.28145259991288,202.19285700004548,202.2080383002758,202.2080383002758,202.70745069999248,202.70745069999248,202.69174250029027,131.78040899988264,131.78044569958,202.7014723001048,202.70745069999248,202.70745069999248,203.70711630024016,203.70711630024016,203.6917426008731,stimuli/box_coin_transparent.png,132.7803937997669,132.78042419999838,203.69181770086288,203.70711630024016,207.2085965005681,207.1914488002658,136.28009559959173,[0.24943589977920055],[0.22296509984880686],,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
27,0,27,space,3.623589500784874,None,5,3.0632549999281764,None,136.28162639960647,k,0.36056810058653355,None,None,136.66399030014873,136.66430430021137,138.16470419988036,138.16474290005863,139.1789370002225,139.1789795998484,140.18021649960428,,,,,,,0,0,0,0,27,0,27,0,207.2085965005681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.28162639960647,207.19302690029144,207.2085965005681,207.2085965005681,207.2085965005681,207.2085965005681,207.57527430076152,k,0.36056810058653355,None,right,0,15,14,0,18,14,None,136.66399030014873,136.66430430021137,207.57570870034397,207.59114850033075,207.59114850033075,209.0912549002096,209.0912549002096,209.07603720016778,138.16470419988036,138.16474290005863,209.0841904003173,209.0912549002096,209.0912549002096,,,210.09027670044452,stimuli/box_empty_transparent.png,139.1789370002225,139.1789795998484,210.09039000049233,210.1063676001504,211.10813570022583,211.09156690072268,140.18021649960428,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
28,0,28,space,3.623589500784874,None,5,3.0632549999281764,None,140.18174279946834,k,0.30504800006747246,None,None,140.514103599824,140.51446819957346,141.5137796998024,141.5138189997524,142.51341679971665,142.51344759948552,146.01287809945643,,,,,,,0,0,0,0,28,0,28,0,211.10813570022583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.18174279946834,211.0931428000331,211.10813570022583,211.10813570022583,211.10813570022583,211.10813570022583,211.42540280055255,k,0.30504800006747246,None,right,0,15,14,0,19,14,None,140.514103599824,140.51446819957346,211.42587330006063,211.4405913008377,211.4405913008377,212.44043290056288,212.44043290056288,212.4251105003059,141.5137796998024,141.5138189997524,212.43414580076933,212.44043290056288,212.44043290056288,213.44050050061196,213.44050050061196,213.42476850003004,stimuli/box_empty_transparent.png,142.51341679971665,142.51344759948552,213.4248431008309,213.44050050061196,216.94138940051198,216.92423190083355,146.01287809945643,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
29,0,29,space,3.623589500784874,None,5,3.0632549999281764,None,146.01445840019733,j,0.4798173997551203,None,None,146.51390959974378,146.5143166994676,148.51322969980538,148.51327139977366,149.51345849968493,149.51349660009146,150.51279990002513,,,,,,,0,0,0,0,29,0,29,0,216.94138940051198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.01445840019733,216.9258593004197,216.94138940051198,216.94138940051198,216.94138940051198,216.94138940051198,217.42520340066403,j,0.4798173997551203,None,right,0,15,14,0,19,14,None,146.51390959974378,146.5143166994676,217.42572179995477,217.4405666999519,217.4405666999519,219.44053110014647,219.44053110014647,219.42456030007452,148.51322969980538,148.51327139977366,219.43405249994248,219.44053110014647,219.44053110014647,,,220.42479410022497,stimuli/box_empty_transparent.png,149.51345849968493,149.51349660009146,220.42490060068667,220.44039820041507,221.4403883004561,221.42414990067482,150.51279990002513,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
30,0,30,space,3.623589500784874,None,5,3.0632549999281764,None,150.51436019968241,k,0.3317304998636246,None,None,150.863331399858,150.86367509979755,151.86209219973534,151.86213399935514,152.86253509949893,152.8625683998689,153.86297519970685,,,,,,,0,0,0,0,30,0,30,0,221.4403883004561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.51436019968241,221.42576100025326,221.4403883004561,221.4403883004561,221.4403883004561,221.4403883004561,221.7746146004647,k,0.3317304998636246,None,right,1,15,15,0,20,15,None,150.863331399858,150.86367509979755,221.77508189994842,221.78994800057262,221.78994800057262,222.7918910002336,222.7918910002336,222.77342060022056,151.86209219973534,151.86213399935514,222.7832148000598,222.7918910002336,222.7918910002336,,,223.77388400025666,stimuli/box_coin_transparent.png,152.86253509949893,152.8625683998689,223.77396559994668,223.7898836005479,224.79077710025012,224.77432870026678,153.86297519970685,,,,,,,,,,,,,,,,99999,right,no,None,2025-05-21_17h30.01.425,RL_out-of-scanner,2024.2.4,59.69792846138299,2025-05-21 17h30.17.354836 -0500,
