thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,1.6921098995953798,None,5,1.6312656998634338,None,41.384137599729,k,0.39006709959357977,None,None,41.80012010037899,41.80039810016751,44.79921459965408,44.799259800463915,45.79837669990957,45.79840820003301,47.298947100527585,,,,,,,0,0,0,0,8,0,8,0,47.63044719956815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.384137599729,47.61623359937221,47.63044719956815,47.63044719956815,47.63044719956815,47.63044719956815,48.03212959971279,k,0.39006709959357977,None,right,0,11,7,0,9,7,None,41.80012010037899,41.80039810016751,48.03249229956418,48.04722259938717,48.04722259938717,51.046730199828744,51.046730199828744,51.031235199421644,44.79921459965408,44.799259800463915,51.03933179937303,51.046730199828744,51.046730199828744,52.03042549919337,stimuli/box_empty_transparent.png,45.79837669990957,45.79840820003301,52.030499999411404,52.045860699377954,53.54695019964129,53.53097889944911,47.298947100527585,52.045860699377954,52.045860699377954,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
9,0,9,space,1.6921098995953798,None,5,1.6312656998634338,None,47.30076210014522,k,0.8422426003962755,None,None,48.165686500258744,48.16593059990555,49.66591859981418,49.66595770046115,50.6653453996405,50.665384399704635,52.66401220019907,,,,,,,0,0,0,0,9,0,9,0,53.54695019964129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.30076210014522,53.53286419995129,53.54695019964129,53.54695019964129,53.54695019964129,53.54695019964129,54.3976932996884,k,0.8422426003962755,None,right,1,11,8,0,10,8,None,48.165686500258744,48.16593059990555,54.39802459999919,54.41378879919648,54.41378879919648,55.913507299497724,55.913507299497724,55.89794619940221,49.66591859981418,49.66595770046115,55.907802399247885,55.913507299497724,55.913507299497724,56.897387200035155,stimuli/box_coin_transparent.png,50.6653453996405,50.665384399704635,56.89749189931899,56.91253069974482,58.9128042999655,58.89606030005962,52.66401220019907,56.91253069974482,56.91253069974482,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
10,0,10,space,1.6921098995953798,None,5,1.6312656998634338,None,52.66575390007347,k,0.5303992005065084,None,None,53.216087399981916,53.21634879987687,54.71566460002214,54.71571089979261,55.715640200302005,55.71567180007696,56.715436100028455,,,,,,,0,0,0,0,10,0,10,0,58.9128042999655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.66575390007347,58.89785659965128,58.9128042999655,58.9128042999655,58.9128042999655,58.9128042999655,59.44809289928526,k,0.5303992005065084,None,right,1,11,9,0,11,9,None,53.216087399981916,53.21634879987687,59.44844309985638,59.46345979999751,59.46345979999751,60.963697699829936,60.963697699829936,60.94768629968166,54.71566460002214,54.71571089979261,60.95830459985882,60.963697699829936,60.963697699829936,61.9476868994534,stimuli/box_coin_transparent.png,55.715640200302005,55.71567180007696,61.94776329956949,61.96313669998199,62.96327739953995,62.94748689979315,56.715436100028455,61.96313669998199,61.96313669998199,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
11,0,11,space,1.6921098995953798,None,5,1.6312656998634338,None,56.716913499869406,k,0.4460893999785185,None,None,57.185312800109386,57.1855957005173,59.18261389993131,59.18266229983419,60.181908200494945,60.18193960003555,61.68140290025622,,,,,,,0,0,0,0,11,0,11,0,62.96327739953995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.716913499869406,62.9490093998611,62.96327739953995,62.96327739953995,62.96327739953995,62.96327739953995,63.41731849964708,k,0.4460893999785185,None,right,1,11,10,0,12,10,None,57.185312800109386,57.1855957005173,63.417690799571574,63.43040499929339,63.43040499929339,65.43016199953854,65.43016199953854,65.41463939938694,59.18261389993131,59.18266229983419,65.42502039950341,65.43016199953854,65.43016199953854,66.41395649965852,stimuli/box_coin_transparent.png,60.181908200494945,60.18193960003555,66.41403120011091,66.42978859972209,67.93000439926982,67.91345359943807,61.68140290025622,66.42978859972209,66.42978859972209,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
12,0,12,space,1.6921098995953798,None,5,1.6312656998634338,None,61.68288389965892,None,,,None,63.18093049991876,63.18099069967866,64.18091150000691,64.18095390032977,65.1815662002191,65.18160399980843,68.18123930040747,,,,,,,0,0,0,0,12,0,12,0,67.93000439926982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.68288389965892,67.91497999988496,67.93000439926982,67.93000439926982,67.93000439926982,67.93000439926982,69.4129484994337,None,,,right,1,11,10,0,12,10,None,63.18093049991876,63.18099069967866,69.41308220010251,69.42924419976771,69.42924419976771,70.42988279927522,70.42988279927522,70.41293669957668,64.18091150000691,64.18095390032977,70.42191829998046,70.42988279927522,70.42988279927522,71.41360799968243,no selection made,65.1815662002191,65.18160399980843,71.41369619965553,71.42941539920866,74.42960179969668,74.4132906999439,68.18123930040747,71.42941539920866,71.42941539920866,69.42924419976771,69.42924419976771,69.42924419976771,69.42924419976771,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
13,0,13,space,1.6921098995953798,None,5,1.6312656998634338,None,68.18272189982235,k,0.3026319006457925,None,None,68.51556210033596,68.51582970004529,69.01417130045593,69.01421099994332,70.03022569976747,70.03026170004159,72.03170679975301,,,,,,,0,0,0,0,13,0,13,0,74.42960179969668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18272189982235,74.41481819935143,74.42960179969668,74.42960179969668,74.42960179969668,74.42960179969668,74.7475696997717,k,0.3026319006457925,None,right,0,11,10,0,13,10,None,68.51556210033596,68.51582970004529,74.74792429991066,74.76318459957838,74.76318459957838,75.26345819979906,75.26345819979906,75.24619419965893,69.01417130045593,69.01421099994332,75.25435309950262,75.26345819979906,75.26345819979906,76.26226549968123,stimuli/box_empty_transparent.png,70.03022569976747,70.03026170004159,76.26235959958285,76.27840799931437,78.27963759936392,78.26375419925898,72.03170679975301,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
14,0,14,space,1.6921098995953798,None,5,1.6312656998634338,None,72.03348970040679,k,0.44149510003626347,None,None,72.49850140046328,72.4987706001848,73.99903750047088,73.99908110033721,75.0145097002387,75.01454250048846,76.02999019995332,,,,,,,0,0,0,0,14,0,14,0,78.27963759936392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03348970040679,78.26559169963002,78.27963759936392,78.27963759936392,78.27963759936392,78.27963759936392,78.730498499237,k,0.44149510003626347,None,right,1,11,11,0,14,11,None,72.49850140046328,72.4987706001848,78.73086469992995,78.74679829925299,78.74679829925299,80.2495959000662,80.2495959000662,80.23106299992651,73.99903750047088,73.99908110033721,80.24115750007331,80.2495959000662,80.2495959000662,81.24655339960009,stimuli/box_coin_transparent.png,75.0145097002387,75.01454250048846,81.24663729965687,81.26285739988089,82.27874759957194,82.26204219926149,76.02999019995332,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
15,0,15,space,1.6921098995953798,None,5,1.6312656998634338,None,76.03166619967669,k,0.5247094994410872,None,None,76.58193380013108,76.58227299991995,77.58202639967203,77.58206589985639,78.58162910025567,78.58166259992868,80.5811842000112,,,,,,,0,0,0,0,15,0,15,0,82.27874759957194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.03166619967669,82.26376319956034,82.27874759957194,82.27874759957194,82.27874759957194,82.27874759957194,82.81391469947994,k,0.5247094994410872,None,left,1,12,0,1,14,11,None,76.58193380013108,76.58227299991995,82.81437820009887,82.82929249946028,82.82929249946028,83.82922660000622,83.82922660000622,83.81405069958419,77.58202639967203,77.58206589985639,83.82223839964718,83.82922660000622,83.82922660000622,84.8136754995212,stimuli/box_empty_transparent.png,78.58162910025567,78.58166259992868,84.81375759933144,84.82915079966187,86.82956739980727,86.81323639955372,80.5811842000112,84.82915079966187,84.82915079966187,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
16,0,16,space,1.6921098995953798,None,5,1.6312656998634338,None,80.58270839974284,k,0.3506480995565653,None,None,80.96527490019798,80.96553710009903,82.96472620032728,82.96476500015706,83.96454619988799,83.9645779998973,84.96424769982696,,,,,,,0,0,0,0,16,0,16,0,86.82956739980727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58270839974284,86.81480449996889,86.82956739980727,86.82956739980727,86.82956739980727,86.82956739980727,87.1972819995135,k,0.3506480995565653,None,left,1,12,0,1,14,11,None,80.96527490019798,80.96553710009903,87.19763099960983,87.21234979946166,87.21234979946166,89.21236589923501,89.21236589923501,89.19675759971142,82.96472620032728,82.96476500015706,89.20518029946834,89.21236589923501,89.21236589923501,90.19659389927983,stimuli/box_empty_transparent.png,83.96454619988799,83.9645779998973,90.19667039997876,90.21257719956338,91.21276009920985,91.19629549980164,84.96424769982696,90.21257719956338,90.21257719956338,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
17,0,17,space,1.6921098995953798,None,5,1.6312656998634338,None,84.96577070001513,k,0.38124039955437183,None,None,85.3657491998747,85.36601340025663,86.36526410002261,86.36530360020697,87.36500430013984,87.36504520010203,88.36297580040991,,,,,,,0,0,0,0,17,0,17,0,91.21276009920985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.96577070001513,91.19786729943007,91.21276009920985,91.21276009920985,91.21276009920985,91.21276009920985,91.59775689989328,k,0.38124039955437183,None,left,1,12,0,1,14,11,None,85.3657491998747,85.36601340025663,91.59810739941895,91.61249949969351,91.61249949969351,92.6121350992471,92.6121350992471,92.59729319997132,86.36526410002261,86.36530360020697,92.60552879981697,92.6121350992471,92.6121350992471,93.59704529959708,stimuli/box_empty_transparent.png,87.36500430013984,87.36504520010203,93.59714780002832,93.61122019961476,94.61206379998475,94.59502050001174,88.36297580040991,93.61122019961476,93.61122019961476,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
18,0,18,space,1.6921098995953798,None,5,1.6312656998634338,None,88.3655415000394,j,0.35034980066120625,None,None,88.73213890008628,88.73246719967574,92.23117400053889,92.23121260013431,93.23098259977996,93.23101800028235,95.23052570037544,,,,,,,0,0,0,0,18,0,18,0,94.61206379998475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3655415000394,94.59765229932964,94.61206379998475,94.61206379998475,94.61206379998475,94.61206379998475,94.96414169948548,j,0.35034980066120625,None,left,1,12,1,1,15,12,None,88.73213890008628,88.73246719967574,94.96456179954112,94.97935150004923,94.97935150004923,98.47874329984188,98.47874329984188,98.46320350002497,92.23117400053889,92.23121260013431,98.47307689953595,98.47874329984188,98.47874329984188,99.46302669961005,stimuli/box_coin_transparent.png,93.23098259977996,93.23101800028235,99.4631137996912,99.47861129976809,101.47900799941272,101.4625734994188,95.23052570037544,99.47861129976809,99.47861129976809,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
19,0,19,space,1.6921098995953798,None,5,1.6312656998634338,None,95.23212109971792,j,0.49565610010176897,None,None,95.74836990050972,95.74874620046467,96.74646379984915,96.74651770014316,97.74647979997098,97.74651640001684,99.24600750021636,,,,,,,0,0,0,0,19,0,19,0,101.47900799941272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.23212109971792,101.4642165992409,101.47900799941272,101.47900799941272,101.47900799941272,101.47900799941272,101.98036439996213,j,0.49565610010176897,None,left,0,12,1,1,16,12,None,95.74836990050972,95.74874620046467,101.9808465000242,101.99554129969329,101.99554129969329,102.99526309967041,102.99526309967041,102.97847600001842,96.74646379984915,96.74651770014316,102.98954549990594,102.99526309967041,102.99526309967041,103.97852289956063,stimuli/box_empty_transparent.png,97.74647979997098,97.74651640001684,103.97861939948052,103.99492749944329,105.49467059969902,105.47805259935558,99.24600750021636,103.99492749944329,103.99492749944329,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
20,0,20,space,1.6921098995953798,None,5,1.6312656998634338,None,99.248529500328,j,0.27995690051466227,None,None,99.54774279985577,99.54808790050447,101.54761449992657,101.54765409976244,102.56300980038941,102.56304060015827,104.56347259972245,,,,,,,0,0,0,0,20,0,20,0,105.49467059969902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.248529500328,105.48064029961824,105.49467059969902,105.49467059969902,105.49467059969902,105.49467059969902,105.77973369974643,j,0.27995690051466227,None,left,1,12,2,1,17,13,None,99.54774279985577,99.54808790050447,105.78018939960748,105.7948341993615,105.7948341993615,107.79644249938428,107.79644249938428,107.7796470997855,101.54761449992657,101.54765409976244,107.79104569926858,107.79644249938428,107.79644249938428,108.79505549930036,stimuli/box_coin_transparent.png,102.56300980038941,102.56304060015827,108.79513199999928,108.8111055996269,110.81152560003102,110.79552389960736,104.56347259972245,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
21,0,21,space,1.6921098995953798,None,5,1.6312656998634338,None,104.56495090015233,j,0.35090360045433044,None,None,104.94699660036713,104.94730999972671,107.94619410019368,107.94624049961567,108.94685790035874,108.94688989967108,110.44689569994807,,,,,,,0,0,0,0,21,0,21,0,110.81152560003102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.56495090015233,110.79704710002989,110.81152560003102,110.81152560003102,110.81152560003102,110.81152560003102,111.17899379972368,j,0.35090360045433044,None,left,0,12,2,1,18,13,None,104.94699660036713,104.94730999972671,111.17940509971231,111.19453019928187,111.19453019928187,114.19513149932027,114.19513149932027,114.17821729928255,107.94619410019368,107.94624049961567,114.18703319970518,114.19513149932027,114.19513149932027,115.17890299949795,stimuli/box_empty_transparent.png,108.94685790035874,108.94688989967108,115.1789833996445,115.19521979987621,116.69524979963899,116.67894589994103,110.44689569994807,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
22,0,22,space,1.6921098995953798,None,5,1.6312656998634338,None,110.44837080035359,j,0.05846120044589043,None,None,110.53078970033675,110.53111470025033,112.02945279981941,112.02949810028076,113.03006330039352,113.03009769972414,115.0301309004426,,,,,,,0,0,0,0,22,0,22,0,116.69524979963899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.44837080035359,116.68046619929373,116.69524979963899,116.69524979963899,116.69524979963899,116.69524979963899,116.76279659941792,j,0.05846120044589043,None,left,1,12,3,1,19,14,None,110.53078970033675,110.53111470025033,116.76320859976113,116.77862469945103,116.77862469945103,118.27822329942137,118.27822329942137,118.26146199926734,112.02945279981941,112.02949810028076,118.27197819948196,118.27822329942137,118.27822329942137,119.26210929919034,stimuli/box_coin_transparent.png,113.03006330039352,113.03009769972414,119.2621938996017,119.27813049964607,121.27871359977871,121.26218189951032,115.0301309004426,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
23,0,23,space,1.6921098995953798,None,5,1.6312656998634338,None,115.03163560014218,j,0.37341600004583597,None,None,115.43068770039827,115.43101300019771,116.92985079996288,116.92990660015494,117.94570839963853,117.94574170000851,119.44678440038115,,,,,,,0,0,0,0,23,0,23,0,121.27871359977871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.03163560014218,121.26373129989952,121.27871359977871,121.27871359977871,121.27871359977871,121.27871359977871,121.66269579995424,j,0.37341600004583597,None,left,1,12,4,1,20,15,None,115.43068770039827,115.43101300019771,121.66310799960047,121.67879279982299,121.67879279982299,123.18166319932789,123.18166319932789,123.16186399944127,116.92985079996288,116.92990660015494,123.17504839971662,123.18166319932789,123.18166319932789,124.17775329947472,stimuli/box_coin_transparent.png,117.94570839963853,117.94574170000851,124.17783479951322,124.19393400009722,125.69518660008907,125.67883239965886,119.44678440038115,,,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
24,0,24,space,1.6921098995953798,None,5,1.6312656998634338,None,119.44857000000775,j,0.3628044994547963,None,None,119.8315895004198,119.83191720023751,121.83015650045127,121.8302026996389,122.83032399974763,122.83036070037633,124.32936370000243,,,,,,,0,0,0,0,24,0,24,0,125.69518660008907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.44857000000775,125.68067589960992,125.69518660008907,125.69518660008907,125.69518660008907,125.69518660008907,126.06359330005944,j,0.3628044994547963,None,left,1,12,5,1,21,16,None,119.8315895004198,119.83191720023751,126.06401180010289,126.0783669995144,126.0783669995144,128.07812869921327,128.07812869921327,128.06217939965427,121.83015650045127,121.8302026996389,128.07324529998004,128.07812869921327,128.07812869921327,129.06236569955945,stimuli/box_coin_transparent.png,122.83032399974763,122.83036070037633,129.06245339941233,129.0769181996584,130.578427599743,130.56141179986298,124.32936370000243,129.0769181996584,129.0769181996584,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
25,0,25,space,1.6921098995953798,None,5,1.6312656998634338,None,124.33089989982545,j,1.1958046006038785,None,['j'],125.54784670006484,125.54817860014737,126.54647940024734,126.54651580005884,127.54691379982978,127.54694500006735,131.04517100006342,[0.38305140007287264],[0.1267763003706932],,,,,0,0,0,0,25,0,25,0,130.578427599743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.33089989982545,130.562996099703,130.578427599743,130.578427599743,130.578427599743,130.578427599743,131.77980849985033,j,1.1958046006038785,None,left,1,12,6,1,22,17,['j'],125.54784670006484,125.54817860014737,131.78027400001884,131.79482909943908,131.79482909943908,132.79428729973733,132.79428729973733,132.77850739937276,126.54647940024734,126.54651580005884,132.7883613994345,132.79428729973733,132.79428729973733,133.77895999979228,stimuli/box_coin_transparent.png,127.54691379982978,127.54694500006735,133.77903289999813,133.79406119976193,137.29452809970826,137.27722319960594,131.04517100006342,133.79406119976193,133.79406119976193,,,,,[0.38305140007287264],[0.1267763003706932],,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
26,0,26,space,1.6921098995953798,None,5,1.6312656998634338,None,131.04664279986173,j,0.7942562000826001,None,None,131.8637554999441,131.86415189970285,132.36363629996777,132.36368220020086,133.3631094004959,133.36314070038497,136.8619536999613,,,,,,,0,0,0,0,26,0,26,0,137.29452809970826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.04664279986173,137.27873939927667,137.29452809970826,137.29452809970826,137.29452809970826,137.29452809970826,138.09574669972062,j,0.7942562000826001,None,left,0,12,6,1,23,17,None,131.8637554999441,131.86415189970285,138.09625319950283,138.11123649962246,138.11123649962246,138.61106009967625,138.61106009967625,138.59564979933202,132.36363629996777,132.36368220020086,138.60400939919055,138.61106009967625,138.61106009967625,139.5951574994251,stimuli/box_empty_transparent.png,133.3631094004959,133.36314070038497,139.59523239918053,139.6106971995905,143.110715999268,143.09400479961187,136.8619536999613,139.6106971995905,139.6106971995905,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
27,0,27,space,1.6921098995953798,None,5,1.6312656998634338,None,136.8634195998311,j,0.44565200060606003,None,None,137.33016890008003,137.33049950003624,138.8300718003884,138.83011170011014,139.8299118001014,139.8299430999905,140.82809079997241,,,,,,,0,0,0,0,27,0,27,0,143.110715999268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8634195998311,143.09551519993693,143.110715999268,143.110715999268,143.110715999268,143.110715999268,143.5621748995036,j,0.44565200060606003,None,left,1,12,7,1,24,18,None,137.33016890008003,137.33049950003624,143.56259479932487,143.57687320001423,143.57687320001423,145.07720329985023,145.07720329985023,145.06210119929165,138.8300718003884,138.83011170011014,145.071861599572,145.07720329985023,145.07720329985023,146.06195960007608,stimuli/box_coin_transparent.png,139.8299118001014,139.8299430999905,146.06203489936888,146.07718369923532,147.0768764000386,147.06013889983296,140.82809079997241,146.07718369923532,146.07718369923532,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
28,0,28,space,1.6921098995953798,None,5,1.6312656998634338,None,140.83018410019577,j,0.4440387999638915,None,None,141.29590750019997,141.29627189971507,142.29597300011665,142.29601190052927,143.29613719973713,143.29616810008883,146.81118990015239,,,,,,,0,0,0,0,28,0,28,0,147.0768764000386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.83018410019577,147.06228209938854,147.0768764000386,147.0768764000386,147.0768764000386,147.0768764000386,147.52789929974824,j,0.4440387999638915,None,left,1,12,8,1,25,19,None,141.29590750019997,141.29627189971507,147.52837330009788,147.54339659959078,147.54339659959078,148.54373649973422,148.54373649973422,148.5280019994825,142.29597300011665,142.29601190052927,148.53797309938818,148.54373649973422,148.54373649973422,149.52818509936333,stimuli/box_coin_transparent.png,143.29613719973713,143.29616810008883,149.52826209925115,149.54387239925563,153.06003259960562,153.04323559999466,146.81118990015239,149.54387239925563,149.54387239925563,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
29,0,29,space,1.6921098995953798,None,5,1.6312656998634338,None,146.81329169962555,j,0.42300739977508783,None,None,147.2627630000934,147.26318319980055,149.26258029974997,149.26262789964676,150.26314099971205,150.26317729987204,151.26143360044807,,,,,,,0,0,0,0,29,0,29,0,153.06003259960562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.81329169962555,153.0453995000571,153.06003259960562,153.06003259960562,153.06003259960562,153.06003259960562,153.49474609922618,j,0.42300739977508783,None,left,1,12,9,1,26,20,None,147.2627630000934,147.26318319980055,153.49529289919883,153.50996250007302,153.50996250007302,155.51022769976407,155.51022769976407,155.49460169952363,149.26258029974997,149.26262789964676,155.50479399971664,155.51022769976407,155.51022769976407,156.49518630001694,stimuli/box_coin_transparent.png,150.26314099971205,150.26317729987204,156.49527479987592,156.5105161992833,157.5099148992449,157.49348529987037,151.26143360044807,156.5105161992833,156.5105161992833,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
30,0,30,space,1.6921098995953798,None,5,1.6312656998634338,None,151.2629321999848,j,0.4964878000319004,None,None,151.77906550001353,151.7793687004596,152.77811690047383,152.77816119976342,153.77834860049188,153.77837910037488,154.77897940017283,,,,,,,0,0,0,0,30,0,30,0,157.5099148992449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.2629321999848,157.49502839986235,157.5099148992449,157.5099148992449,157.5099148992449,157.5099148992449,158.01107000000775,j,0.4964878000319004,None,left,1,12,10,1,27,21,None,151.77906550001353,151.7793687004596,158.01147949974984,158.02687069959939,158.02687069959939,159.02701819967479,159.02701819967479,159.0101433992386,152.77811690047383,152.77816119976342,159.02168439980596,159.02701819967479,159.02701819967479,160.01039899978787,stimuli/box_coin_transparent.png,153.77834860049188,153.77837910037488,160.01046959962696,160.02634239941835,161.02756409998983,161.0110296998173,154.77897940017283,160.02634239941835,160.02634239941835,,,,,,,,,,,,,,,,999999,right,no,None,2025-05-21_17h47.03.030,RL_out-of-scanner,2024.2.4,59.38750116072683,2025-05-21 17h47.19.278398 -0500,
