thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368439920246601,0.028603999875485897,0.028603999875485897,0.11154979933053255,j,0.07018580008298159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11180389951914549,0.12019639927893877,0.12019639927893877,1.0206468999385834,j,0.892794799990952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
0,0,0,space,1.766652600839734,None,5,1.2996477000415325,None,0.001772100105881691,k,0.5108390003442764,None,None,0.5340795004740357,0.5343748005107045,1.533424500375986,1.533466000109911,2.533372700214386,2.5333994003012776,4.5331946006044745,,,,,,,0,0,0,0,0,0,0,0,4.136743599548936,,,,,,,,,,,,,,,,1.0209852000698447,1.036344999447465,1.036344999447465,2.8038792992010713,space,1.766652600839734,None,2.8039738992229104,2.8197542000561953,2.8197542000561953,4.120313299819827,5,1.2996477000415325,None,0.001772100105881691,4.122157699428499,4.136743599548936,4.136743599548936,4.136743599548936,4.136743599548936,4.654366999864578,k,0.5108390003442764,None,right,1,11,1,0,1,1,None,0.5340795004740357,0.5343748005107045,4.654769700020552,4.67011439986527,4.67011439986527,5.6704742992296815,5.6704742992296815,5.6537448996677995,1.533424500375986,1.533466000109911,5.663615799508989,5.6704742992296815,5.6704742992296815,6.669461200013757,6.669461200013757,6.653720200061798,stimuli/box_coin_transparent.png,2.533372700214386,2.5333994003012776,6.653777999803424,6.669461200013757,8.669872500002384,8.653536099940538,4.5331946006044745,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
1,0,1,space,1.766652600839734,None,5,1.2996477000415325,None,4.535146100446582,k,0.507463600486517,None,None,5.067723300307989,5.06807570066303,6.566824600100517,6.566860199905932,7.566832000389695,7.566870500333607,9.066180900670588,,,,,,,0,0,0,0,1,0,1,0,8.669872500002384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.535146100446582,8.655545399524271,8.669872500002384,8.669872500002384,8.669872500002384,8.669872500002384,9.188010399229825,k,0.507463600486517,None,right,1,11,2,0,2,2,None,5.067723300307989,5.06807570066303,9.188474799506366,9.203416999429464,9.203416999429464,10.70397389959544,10.70397389959544,10.687146599404514,6.566824600100517,6.566860199905932,10.695433599874377,10.70397389959544,10.70397389959544,11.702850699424744,11.702850699424744,11.687169599346817,stimuli/box_coin_transparent.png,7.566832000389695,7.566870500333607,11.687265600077808,11.702850699424744,13.203414399176836,13.186528399586678,9.066180900670588,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
2,0,2,space,1.766652600839734,None,5,1.2996477000415325,None,9.067671000026166,k,0.350968100130558,None,None,9.450277800671756,9.450527500361204,10.450239799916744,10.450281700119376,11.449733600020409,11.449767700396478,14.449165700003505,,,,,,,0,0,0,0,2,0,2,0,13.203414399176836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.067671000026166,13.188061699271202,13.203414399176836,13.203414399176836,13.203414399176836,13.203414399176836,13.570581699721515,k,0.350968100130558,None,right,1,11,3,0,3,3,None,9.450277800671756,9.450527500361204,13.57091569993645,13.586410599760711,13.586410599760711,14.586885700002313,14.586885700002313,14.570562499575317,10.450239799916744,10.450281700119376,14.58064220007509,14.586885700002313,14.586885700002313,15.58580549992621,15.58580549992621,15.570076799951494,stimuli/box_coin_transparent.png,11.449733600020409,11.449767700396478,15.570159299299121,15.58580549992621,18.58617469947785,18.56951369997114,14.449165700003505,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
3,0,3,space,1.766652600839734,None,5,1.2996477000415325,None,14.450400200672448,k,0.3066837005317211,None,None,14.783417699858546,14.783640299923718,16.783274999819696,16.78330820053816,17.7836949005723,17.783731600269675,18.783973100595176,,,,,,,0,0,0,0,3,0,3,0,18.58617469947785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.450400200672448,18.57078589964658,18.58617469947785,18.58617469947785,18.58617469947785,18.58617469947785,18.90373199991882,k,0.3066837005317211,None,right,0,11,3,0,4,3,None,14.783417699858546,14.783640299923718,18.90402780007571,18.919723900035024,18.919723900035024,20.92021769937128,20.92021769937128,20.903599299490452,16.783274999819696,16.78330820053816,20.910893199965358,20.92021769937128,20.92021769937128,21.921247999183834,21.921247999183834,21.904035499319434,stimuli/box_empty_transparent.png,17.7836949005723,17.783731600269675,21.904124499298632,21.921247999183834,22.920142199844122,22.90431479923427,18.783973100595176,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
4,0,4,space,1.766652600839734,None,5,1.2996477000415325,None,18.785399400629103,j,0.2968512997031212,None,None,19.10054280050099,19.1008604997769,20.100370599888265,20.100418199785054,21.100072599947453,21.100101800635457,23.599128800444305,,,,,,,0,0,0,0,4,0,4,0,22.920142199844122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.785399400629103,22.90578889939934,22.920142199844122,22.920142199844122,22.920142199844122,22.920142199844122,23.220841699279845,j,0.2968512997031212,None,right,0,11,3,0,4,3,None,19.10054280050099,19.1008604997769,23.2212488995865,23.23618539981544,23.23618539981544,24.23661179933697,24.23661179933697,24.220688799396157,20.100370599888265,20.100418199785054,24.228756899945438,24.23661179933697,24.23661179933697,25.236061699688435,25.236061699688435,25.220417799428105,stimuli/box_empty_transparent.png,21.100072599947453,21.100101800635457,25.220486799255013,25.236061699688435,27.736069599166512,27.719477499835193,23.599128800444305,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
5,0,5,space,1.766652600839734,None,5,1.2996477000415325,None,23.600869700312614,k,1.114329599775374,None,['k'],24.73373750038445,24.733971499837935,28.232620400376618,28.232654800638556,29.23264930024743,29.23267660010606,31.232318799942732,[0.26712859980762005],[0.1062933998182416],,,,,0,0,0,0,5,0,5,0,27.736069599166512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.600869700312614,27.721264299936593,27.736069599166512,27.736069599166512,27.736069599166512,27.736069599166512,28.85402369964868,k,1.114329599775374,None,right,1,11,4,0,5,4,['k'],24.73373750038445,24.733971499837935,28.854360999539495,28.86971479933709,28.86971479933709,32.37002099957317,32.37002099957317,32.35293910000473,28.232620400376618,28.232654800638556,32.3614459997043,32.37002099957317,32.37002099957317,33.36877599917352,33.36877599917352,33.352993099950254,stimuli/box_coin_transparent.png,29.23264930024743,29.23267660010606,33.353055799379945,33.36877599917352,35.369285099208355,35.35265820007771,31.232318799942732,[0.26712859980762005],[0.1062933998182416],,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
6,0,6,space,1.766652600839734,None,5,1.2996477000415325,None,31.234052499756217,k,0.5607195999473333,None,None,31.816572800278664,31.816793899983168,32.816042699851096,32.81610590033233,33.81575720012188,33.81578399986029,34.81527379993349,,,,,,,0,0,0,0,6,0,6,0,35.369285099208355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.234052499756217,35.35445099975914,35.369285099208355,35.369285099208355,35.369285099208355,35.369285099208355,35.936873799189925,k,0.5607195999473333,None,right,0,11,4,0,6,4,None,31.816572800278664,31.816793899983168,35.93717799987644,35.95254909992218,35.95254909992218,36.953015899285674,36.953015899285674,36.93635109998286,32.816042699851096,32.81610590033233,36.944435799494386,36.953015899285674,36.953015899285674,37.95190219953656,37.95190219953656,37.93610549997538,stimuli/box_empty_transparent.png,33.81575720012188,33.81578399986029,37.93616499938071,37.95190219953656,38.95255939941853,38.935622999444604,34.81527379993349,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
7,0,7,space,1.766652600839734,None,5,1.2996477000415325,None,34.816859000362456,j,0.34163769986480474,None,None,35.18284559994936,35.183133400045335,37.182288399897516,37.182320300489664,38.18280990049243,38.1828474001959,40.181742399930954,,,,,,,0,0,0,0,7,0,7,0,38.95255939941853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.816859000362456,38.937254999764264,38.95255939941853,38.95255939941853,38.95255939941853,38.95255939941853,39.303146599791944,j,0.34163769986480474,None,right,0,11,4,0,6,4,None,35.18284559994936,35.183133400045335,39.303521199151874,39.31900569982827,39.31900569982827,41.319503099657595,41.319503099657595,41.302622399292886,37.182288399897516,37.182320300489664,41.31019369978458,41.319503099657595,41.319503099657595,42.31853469926864,42.31853469926864,42.303150199353695,stimuli/box_empty_transparent.png,38.18280990049243,38.1828474001959,42.30323929991573,42.31853469926864,44.31892779935151,44.30208659917116,40.181742399930954,,,,,,,,,,,,,,,,777777,right,no,None,2025-05-21_13h29.59.026,RL_out-of-scanner,2024.2.4,60.1920124963998,2025-05-21 13h30.13.052300 -0500,
