thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin_img.stopped,magic_coin_text.stopped,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_left_box.stopped,prac_right_box.stopped,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,left_box_switch_out.stopped,right_box_switch_out.stopped,switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,run_feedback.started,coins_won_text.started,coins_won_text.stopped,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,9.691546100191772,None,j,0.47560910042375326,None,None,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,187.5830971999094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.82908889930695,177.84503479953855,177.84503479953855,187.54560529999435,j,9.691546100191772,None,187.57731710001826,187.5830971999094,187.5830971999094,187.5830971999094,187.5830971999094,188.07003099936992,j,0.47560910042375326,None,left,1,7,1,0,1,1,None,188.07938819937408,188.0860541993752,188.0860541993752,189.08607139997184,189.08607139997184,189.06942009925842,189.07844499964267,189.08607139997184,189.08607139997184,190.08507149945945,190.08507149945945,190.06958579923958,stimuli/box_coin_transparent.png,190.0696330992505,190.08507149945945,192.0855655996129,192.06879199948162,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
1,0,1,,,,,,,,,,j,9.691546100191772,None,j,0.2918667998164892,None,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,192.0855655996129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.07033269945532,192.0855655996129,192.0855655996129,192.0855655996129,192.0855655996129,192.38697519991547,j,0.2918667998164892,None,left,0,7,1,0,2,1,None,192.39259269926697,192.4023199994117,192.4023199994117,193.90280779916793,193.90280779916793,193.88598429970443,193.8939028000459,193.90280779916793,193.90280779916793,194.9018394993618,194.9018394993618,194.88594189938158,stimuli/box_empty_transparent.png,194.88597899954766,194.9018394993618,196.4020349998027,196.38533960003406,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
2,0,2,,,,,,,,,,j,9.691546100191772,None,k,0.5633767005056143,None,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,196.4020349998027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.38737679924816,196.4020349998027,196.4020349998027,196.4020349998027,196.4020349998027,196.96961320005357,k,0.5633767005056143,None,left,0,7,1,0,2,1,None,196.97454069927335,196.98537109978497,196.98537109978497,197.9858090998605,197.9858090998605,197.96926919929683,197.97756149992347,197.9858090998605,197.9858090998605,,,198.96967959962785,stimuli/box_empty_transparent.png,198.96972499974072,198.9851175993681,201.98558949958533,201.96925919968635,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
3,0,3,,,,,,,,,,j,9.691546100191772,None,j,0.36943399999290705,None,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,201.98558949958533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.97088179923594,201.98558949958533,201.98558949958533,201.98558949958533,201.98558949958533,202.36955859977752,j,0.36943399999290705,None,left,1,7,2,0,3,2,None,202.37378179933876,202.38535499945283,202.38535499945283,204.38585739955306,204.38585739955306,204.3692755997181,204.37758369930089,204.38585739955306,204.38585739955306,205.38480529934168,205.38480529934168,205.36905409954488,stimuli/box_coin_transparent.png,205.36908899992704,205.38480529934168,206.38528139982373,206.3685581991449,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
4,0,4,,,,,,,,,,j,9.691546100191772,None,j,0.576486499980092,None,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,206.38528139982373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.37015169952065,206.38528139982373,206.38528139982373,206.38528139982373,206.38528139982373,206.96994919981807,j,0.576486499980092,None,left,1,7,3,0,4,3,None,206.9754113992676,206.98513269983232,206.98513269983232,207.98567349929363,207.98567349929363,207.9691995996982,207.9778315993026,207.98567349929363,207.98567349929363,208.984953799285,208.984953799285,208.96905369963497,stimuli/box_coin_transparent.png,208.96909449994564,208.984953799285,211.4850306995213,211.46810429915786,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
5,0,5,,,,,,,,,,j,9.691546100191772,None,j,0.3973965998739004,None,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,211.4850306995213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4695129999891,211.4850306995213,211.4850306995213,211.4850306995213,211.4850306995213,211.88595519959927,j,0.3973965998739004,None,left,1,7,4,0,5,4,None,211.89036369975656,211.90169329941273,211.90169329941273,215.4020616998896,215.4020616998896,215.38550149928778,215.39429839979857,215.4020616998896,215.4020616998896,216.40162159968168,216.40162159968168,216.38579349964857,stimuli/box_coin_transparent.png,216.38583549950272,216.40162159968168,218.40191869996488,218.38547069951892,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
6,0,6,,,,,,,,,,j,9.691546100191772,None,k,0.40570000000298023,None,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,218.40191869996488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.38690329995006,218.40191869996488,218.40191869996488,218.40191869996488,218.40191869996488,218.82103259954602,k,0.40570000000298023,None,left,1,7,4,0,5,4,None,218.82632869947702,218.83650860004127,218.83650860004127,219.85196969937533,219.85196969937533,219.8352058995515,219.84425849933177,219.85196969937533,219.85196969937533,220.8514705998823,220.8514705998823,220.83548489958048,stimuli/box_empty_transparent.png,220.83553020004183,220.8514705998823,221.8514989996329,221.8353202994913,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
7,0,7,,,,,,,,,,j,9.691546100191772,None,j,0.33603700064122677,None,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,221.8514989996329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.83690120000392,221.8514989996329,221.8514989996329,221.8514989996329,221.8514989996329,222.2027924992144,j,0.33603700064122677,None,left,0,7,4,0,6,4,None,222.20821329951286,222.21813229937106,222.21813229937106,224.2182932998985,224.2182932998985,224.20184939913452,224.20900899916887,224.2182932998985,224.2182932998985,225.21737679932266,225.21737679932266,225.20177879929543,stimuli/box_empty_transparent.png,225.20182289928198,225.21737679932266,227.21787930000573,227.2014071997255,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
8,0,8,,,,,,,,,,j,9.691546100191772,None,j,0.4355733999982476,None,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,227.21787930000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2027760995552,227.21787930000573,227.21787930000573,227.21787930000573,227.21787930000573,227.66898649930954,j,0.4355733999982476,None,left,1,7,5,0,7,5,None,227.67365579959005,227.68495169933885,227.68495169933885,230.68487689923495,230.68487689923495,230.66812859941274,230.67804179992527,230.68487689923495,230.68487689923495,231.68394489958882,231.68394489958882,231.66836629994214,stimuli/box_coin_transparent.png,231.66840309929103,231.68394489958882,233.18438539933413,233.1676661996171,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
9,0,9,,,,,,,,,,j,9.691546100191772,None,j,0.6423337003216147,None,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,233.18438539933413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.16919789928943,233.18438539933413,233.18438539933413,233.18438539933413,233.18438539933413,233.83543139975518,j,0.6423337003216147,None,left,1,7,6,0,8,6,None,233.8413894996047,233.85114789940417,233.85114789940417,235.35137049946934,235.35137049946934,235.3349755993113,235.34262489993125,235.35137049946934,235.35137049946934,236.35046869982034,236.35046869982034,236.33495229948312,stimuli/box_coin_transparent.png,236.33499509934336,236.35046869982034,238.35087169986218,238.3340424997732,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
10,0,10,,,,,,,,,,j,9.691546100191772,None,j,0.6383699998259544,None,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,238.35087169986218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3353215996176,238.35087169986218,238.35087169986218,238.35087169986218,238.35087169986218,239.00174229964614,j,0.6383699998259544,None,left,1,7,7,0,9,7,None,239.0092734992504,239.01742969918996,239.01742969918996,240.5181314991787,240.5181314991787,240.5016727000475,240.51058229990304,240.5181314991787,240.5181314991787,241.51707409974188,241.51707409974188,241.50151639990509,stimuli/box_coin_transparent.png,241.5015662992373,241.51707409974188,242.51746129989624,242.50065049994737,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
11,0,11,,,,,,,,,,j,9.691546100191772,None,j,0.6092924000695348,None,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,242.51746129989624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.501863299869,242.51746129989624,242.51746129989624,242.51746129989624,242.51746129989624,243.13540639914572,j,0.6092924000695348,None,right,1,8,0,1,9,7,None,243.14182280004025,243.15076239965856,243.15076239965856,245.1513918992132,245.1513918992132,245.13470409996808,245.14245129935443,245.1513918992132,245.1513918992132,246.15038709994406,246.15038709994406,246.13463869970292,stimuli/box_empty_transparent.png,246.1346895992756,246.15038709994406,247.65078779961914,247.63425239920616,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
12,0,12,,,,,,,,,,j,9.691546100191772,None,k,0.3593055997043848,None,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,247.65078779961914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.63624290004373,247.65078779961914,247.65078779961914,247.65078779961914,247.65078779961914,248.018721899949,k,0.3593055997043848,None,right,1,8,1,1,10,8,None,248.0253291996196,248.03392709977925,248.03392709977925,249.03451709914953,249.03451709914953,249.01804879959673,249.02850279957056,249.03451709914953,249.03451709914953,250.03704109974205,250.03704109974205,250.0184911992401,stimuli/box_coin_transparent.png,250.018541299738,250.03704109974205,253.05114009976387,253.03458049986511,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
13,0,13,,,,,,,,,,j,9.691546100191772,None,k,0.5139426998794079,None,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,253.05114009976387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.03594249952585,253.05114009976387,253.05114009976387,253.05114009976387,253.05114009976387,253.56918959971517,k,0.5139426998794079,None,right,0,8,1,1,11,8,None,253.57519089989364,253.5844846991822,253.5844846991822,254.08460809942335,254.08460809942335,254.06839579995722,254.07636339962482,254.08460809942335,254.08460809942335,255.0836650999263,255.0836650999263,255.06847589928657,stimuli/box_empty_transparent.png,255.06852129939944,255.0836650999263,257.08410989958793,257.0676790997386,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
14,0,14,,,,,,,,,,j,9.691546100191772,None,j,0.5344020994380116,None,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,257.08410989958793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0688910000026,257.08410989958793,257.08410989958793,257.08410989958793,257.08410989958793,257.6352261994034,j,0.5344020994380116,None,right,0,8,1,1,11,8,None,257.6412914991379,257.65111629944295,257.65111629944295,259.1513922000304,259.1513922000304,259.1346234995872,259.14163389988244,259.1513922000304,259.1513922000304,260.150645699352,260.150645699352,260.1348541993648,stimuli/box_empty_transparent.png,260.13490419927984,260.150645699352,261.15089569985867,261.1347831999883,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
15,0,15,,,,,,,,,,j,9.691546100191772,None,k,0.48650330025702715,None,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,261.15089569985867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.1367191998288,261.15089569985867,261.15089569985867,261.15089569985867,261.15089569985867,261.6520525999367,k,0.48650330025702715,None,right,1,8,2,1,12,9,None,261.65719089936465,261.66797699965537,261.66797699965537,262.66814909968525,262.66814909968525,262.65128549933434,262.66076079942286,262.66814909968525,262.66814909968525,263.6674125995487,263.6674125995487,263.651650399901,stimuli/box_coin_transparent.png,263.6517089996487,263.6674125995487,265.66743330005556,265.651224299334,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
16,0,16,,,,,,,,,,j,9.691546100191772,None,k,0.38113819994032383,None,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,265.66743330005556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.65248939953744,265.66743330005556,265.66743330005556,265.66743330005556,265.66743330005556,266.0516266999766,k,0.38113819994032383,None,right,1,8,3,1,13,10,None,266.05850489996374,266.06736180000007,266.06736180000007,268.06789329927415,268.06789329927415,268.05105569958687,268.0593910999596,268.06789329927415,268.06789329927415,269.06741399969906,269.06741399969906,269.0514898998663,stimuli/box_coin_transparent.png,269.0515447994694,269.06741399969906,270.06731369998306,270.05077569931746,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
17,0,17,,,,,,,,,,j,9.691546100191772,None,k,0.3464806992560625,None,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,270.06731369998306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0527162998915,270.06731369998306,270.06731369998306,270.06731369998306,270.06731369998306,270.4183585997671,k,0.3464806992560625,None,right,1,8,4,1,14,11,None,270.42512329947203,270.4338322998956,270.4338322998956,271.43481949996203,271.43481949996203,271.41784239932895,271.4273315994069,271.43481949996203,271.43481949996203,272.4331909995526,272.4331909995526,272.41772159934044,stimuli/box_coin_transparent.png,272.4177652997896,272.4331909995526,273.43391030002385,273.4170276997611,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
18,0,18,,,,,,,,,,j,9.691546100191772,None,k,0.28408230002969503,None,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,273.43391030002385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.4184075994417,273.43391030002385,273.43391030002385,273.43391030002385,273.43391030002385,273.73473079968244,k,0.28408230002969503,None,right,1,8,5,1,15,12,None,273.74207789916545,273.75045569986105,273.75045569986105,277.2506339000538,277.2506339000538,277.23410619981587,277.2445932999253,277.2506339000538,277.2506339000538,278.24967889953405,278.24967889953405,278.23424350004643,stimuli/box_coin_transparent.png,278.2342810994014,278.24967889953405,280.2501976992935,280.2348393993452,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
19,0,19,,,,,,,,,,j,9.691546100191772,None,k,0.4247666001319885,None,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,280.2501976992935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.23629319947213,280.2501976992935,280.2501976992935,280.2501976992935,280.2501976992935,280.68442389927804,k,0.4247666001319885,None,right,0,8,5,1,16,12,None,280.6885851994157,280.70016929972917,280.70016929972917,281.7014309996739,281.7014309996739,281.6841391995549,281.6907118996605,281.7014309996739,281.7014309996739,,,282.7002626992762,stimuli/box_empty_transparent.png,282.7003311999142,282.71618749946356,284.21633369941264,284.2001058999449,,,,,,,,,,,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
0,0,0,,,,,,,,,,j,9.691546100191772,None,,,,,c,20.919027999974787,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2077925996855,284.21633369941264,288.21619449928403,288.2001799996942,288.20022400002927,288.21619449928403,309.14983809925616,c,20.919027999974787,None,77777,right,2025-05-21_13h05.55.290,RL_practice,2024.2.4,60.51653258881378,2025-05-21 13h06.46.382275 -0500,
