thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,all_keys.keys,cue_resp.rt,cue_resp.duration,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,prac_left_box.stopped,prac_right_box.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_box_switch_out.stopped,right_box_switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.cue_resp.rt,trials.cue_resp.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,10.01027339976281,None,None,None,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,158.83431060006842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.78430960001424,148.80009419983253,148.80009419983253,158.8189134001732,j,10.01027339976281,None,158.821698800195,158.83431060006842,158.83431060006842,158.83431060006842,158.83431060006842,160.33324560010806,None,left,0,7,0,0,0,0,None,160.34255219995975,160.36798720015213,160.36798720015213,161.37412750022486,161.37412750022486,161.3572737998329,161.36628000019118,161.37412750022486,161.37412750022486,162.37267170008272,162.37267170008272,162.35744229983538,no selection made,162.3574923002161,162.37267170008272,164.3725926000625,164.35727690020576,,,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
1,0,1,,,,,,,,,,j,10.01027339976281,None,j,None,0.26609160006046295,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,164.3725926000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.35886389994994,164.3725926000625,164.3725926000625,164.3725926000625,164.3725926000625,164.6411557001993,j,left,1,7,1,0,1,1,None,164.64978490024805,164.65628809994087,164.65628809994087,166.17562340013683,166.17562340013683,166.1555523998104,166.1687528998591,166.17562340013683,166.17562340013683,,,167.1561202001758,stimuli/box_coin_transparent.png,167.15618679998443,167.17272640019655,168.6726437001489,168.6566584999673,0.26609160006046295,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
2,0,2,,,,,,,,,,j,10.01027339976281,None,k,None,0.3231099001131952,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,168.6726437001489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.65817860001698,168.6726437001489,168.6726437001489,168.6726437001489,168.6726437001489,169.00719329994172,k,left,1,7,1,0,1,1,None,169.01257790019736,169.02202379982919,169.02202379982919,170.0217209002003,170.0217209002003,170.00668059987947,170.01520780008286,170.0217209002003,170.0217209002003,,,171.00694080023095,stimuli/box_empty_transparent.png,171.0069903000258,171.02239790000021,174.02254150016233,174.00593300024047,0.3231099001131952,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
3,0,3,,,,,,,,,,j,10.01027339976281,None,j,None,0.7091329996474087,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,174.02254150016233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.00761120021343,174.02254150016233,174.02254150016233,174.02254150016233,174.02254150016233,174.74035109998658,j,left,1,7,2,0,2,2,None,174.74645779980347,174.75494810007513,174.75494810007513,176.75728730019182,176.75728730019182,176.74038239987567,176.7507175002247,176.75728730019182,176.75728730019182,,,177.75469009997323,stimuli/box_coin_transparent.png,177.75473750010133,177.7706860001199,178.77213490009308,178.75635389983654,0.7091329996474087,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
4,0,4,,,,,,,,,,j,10.01027339976281,None,j,None,0.5009942003525794,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,178.77213490009308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.7578614000231,178.77213490009308,178.77213490009308,178.77213490009308,178.77213490009308,179.28898200020194,j,left,0,7,2,0,3,2,None,179.2952291998081,179.30461869994178,179.30461869994178,180.30489759985358,180.30489759985358,180.28966100001708,180.29781070025638,180.30489759985358,180.30489759985358,181.30573010025546,181.30573010025546,181.29001139989123,stimuli/box_empty_transparent.png,181.2900641998276,181.30573010025546,183.8212230000645,183.80431139981374,0.5009942003525794,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
5,0,5,,,,,,,,,,j,10.01027339976281,None,k,None,0.27843920001760125,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,183.8212230000645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.80654079979286,183.8212230000645,183.8212230000645,183.8212230000645,183.8212230000645,184.10549380024895,k,left,0,7,2,0,3,2,None,184.11118280002847,184.12066589994356,184.12066589994356,187.62110640015453,187.62110640015453,187.6048306999728,187.61320219980553,187.62110640015453,187.62110640015453,,,188.60543469991535,stimuli/box_empty_transparent.png,188.605485400185,188.62205900019035,190.6219794000499,190.60620190016925,0.27843920001760125,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
6,0,6,,,,,,,,,,j,10.01027339976281,None,k,None,0.41882510017603636,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,190.6219794000499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.60775650013238,190.6219794000499,190.6219794000499,190.6219794000499,190.6219794000499,191.04279999993742,k,left,0,7,2,0,3,2,None,191.04808600014076,191.05373110016808,191.05373110016808,192.0547660002485,192.0547660002485,192.03852060018107,192.04756860015914,192.0547660002485,192.0547660002485,,,193.0392048000358,stimuli/box_empty_transparent.png,193.03926250012591,193.05532399984077,194.05609800014645,194.03888060012832,0.41882510017603636,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
7,0,7,,,,,,,,,,j,10.01027339976281,None,k,None,0.4080064999870956,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,194.05609800014645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0403859000653,194.05609800014645,194.05609800014645,194.05609800014645,194.05609800014645,194.47356660012156,k,left,0,7,2,0,3,2,None,194.47876460012048,194.4880472999066,194.4880472999066,196.488530700095,196.488530700095,196.47276319982484,196.4818845000118,196.488530700095,196.488530700095,197.48911149986088,197.48911149986088,197.4723852998577,stimuli/box_empty_transparent.png,197.4724289001897,197.48911149986088,199.48814109992236,199.472223599907,0.4080064999870956,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
8,0,8,,,,,,,,,,j,10.01027339976281,None,j,None,0.3442959003150463,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,199.48814109992236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.47401739982888,199.48814109992236,199.48814109992236,199.48814109992236,199.48814109992236,199.83942109998316,j,left,1,7,3,0,4,3,None,199.84465540014207,199.85435190005228,199.85435190005228,202.85463290009648,202.85463290009648,202.83832210022956,202.84847750002518,202.85463290009648,202.85463290009648,,,203.8387676998973,stimuli/box_coin_transparent.png,203.83882449986413,203.85476589994505,205.35399240022525,205.33862779987976,0.3442959003150463,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
9,0,9,,,,,,,,,,j,10.01027339976281,None,j,None,0.330863400362432,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,205.35399240022525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.34045779984444,205.35399240022525,205.35399240022525,205.35399240022525,205.35399240022525,205.689401099924,j,left,1,7,4,0,5,4,None,205.69529640022665,205.70355849992484,205.70355849992484,207.20404759980738,207.20404759980738,207.18734529986978,207.1973410998471,207.20404759980738,207.20404759980738,,,208.1878773001954,stimuli/box_coin_transparent.png,208.18792880000547,208.2044247998856,210.20541980024427,210.18874769983813,0.330863400362432,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
10,0,10,,,,,,,,,,j,10.01027339976281,None,j,None,0.8137650000862777,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,210.20541980024427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.19057360012084,210.20541980024427,210.20541980024427,210.20541980024427,210.20541980024427,211.02251890022308,j,left,1,7,5,0,6,5,None,211.02852129982784,211.03754359995946,211.03754359995946,212.53791290009394,212.53791290009394,212.5218531000428,212.5316889001988,212.53791290009394,212.53791290009394,213.53652149997652,213.53652149997652,213.52101340005174,stimuli/box_coin_transparent.png,213.52107350016013,213.53652149997652,214.53800600022078,214.5216647000052,0.8137650000862777,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
11,0,11,,,,,,,,,,j,10.01027339976281,None,j,None,0.34332209965214133,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,214.53800600022078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.52331550000235,214.53800600022078,214.53800600022078,214.53800600022078,214.53800600022078,214.8887825999409,j,left,1,7,6,0,7,6,None,214.89462100015953,214.90436219982803,214.90436219982803,216.9049058998935,216.9049058998935,216.8885201998055,216.89848890015855,216.9049058998935,216.9049058998935,217.9042067998089,217.9042067998089,217.88847369980067,stimuli/box_coin_transparent.png,217.88851669989526,217.9042067998089,219.41981860017404,219.4033435001038,0.34332209965214133,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
12,0,12,,,,,,,,,,j,10.01027339976281,None,j,None,0.27116260025650263,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,219.41981860017404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.40511910011992,219.41981860017404,219.41981860017404,219.41981860017404,219.41981860017404,219.70469770021737,j,left,1,7,7,0,8,7,None,219.7121816999279,219.7199177998118,219.7199177998118,220.7213457999751,220.7213457999751,220.70473350025713,220.7150798002258,220.7213457999751,220.7213457999751,221.72097160015255,221.72097160015255,221.70447150012478,stimuli/box_coin_transparent.png,221.70451480010524,221.72097160015255,224.7363574001938,224.7198414998129,0.27116260025650263,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
13,0,13,,,,,,,,,,j,10.01027339976281,None,j,None,0.4512412999756634,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,224.7363574001938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.72142850002274,224.7363574001938,224.7363574001938,224.7363574001938,224.7363574001938,225.2042148001492,j,right,1,8,0,1,8,7,None,225.21296680020168,225.21985069988295,225.21985069988295,225.72030440019444,225.72030440019444,225.7040614997968,225.71305620018393,225.72030440019444,225.72030440019444,226.72071200003847,226.72071200003847,226.70466900011525,stimuli/box_empty_transparent.png,226.70475589996204,226.72071200003847,228.7207578998059,228.70516740018502,0.4512412999756634,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
14,0,14,,,,,,,,,,j,10.01027339976281,None,k,None,0.26395959965884686,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,228.7207578998059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.70678440015763,228.7207578998059,228.7207578998059,228.7207578998059,228.7207578998059,228.9882697998546,k,right,1,8,1,1,9,8,None,228.9937096000649,229.00385600002483,229.00385600002483,230.50349330017343,230.50349330017343,230.48680579988286,230.4971106001176,230.50349330017343,230.50349330017343,231.50270899990574,231.50270899990574,231.48703869991004,stimuli/box_coin_transparent.png,231.4870907999575,231.50270899990574,232.5028575998731,232.48658039979637,0.26395959965884686,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
15,0,15,,,,,,,,,,j,10.01027339976281,None,k,None,0.3952314001508057,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,232.5028575998731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.48835839983076,232.5028575998731,232.5028575998731,232.5028575998731,232.5028575998731,232.9047797000967,k,right,0,8,1,1,10,8,None,232.9105666000396,232.92062469990924,232.92062469990924,233.92001060023904,233.92001060023904,233.9046196998097,233.91280669998378,233.92001060023904,233.92001060023904,234.92042940016836,234.92042940016836,234.90462939999998,stimuli/box_empty_transparent.png,234.9046729998663,234.92042940016836,236.9359845998697,236.91948030004278,0.3952314001508057,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
16,0,16,,,,,,,,,,j,10.01027339976281,None,j,None,0.334217700175941,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,236.9359845998697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.92189260013402,236.9359845998697,236.9359845998697,236.9359845998697,236.9359845998697,237.28726219991222,j,right,0,8,1,1,10,8,None,237.29277099994943,237.30262270011008,237.30262270011008,239.30340099986643,239.30340099986643,239.28735540015623,239.2966243000701,239.30340099986643,239.30340099986643,,,240.287586200051,stimuli/box_empty_transparent.png,240.28763790009543,240.30322859995067,241.30334299989045,241.28793310001493,0.334217700175941,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
17,0,17,,,,,,,,,,j,10.01027339976281,None,j,None,0.2819816996343434,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,241.30334299989045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.28952250024304,241.30334299989045,241.30334299989045,241.30334299989045,241.30334299989045,241.58869910007343,j,right,0,8,1,1,10,8,None,241.59411500021815,241.60333100007847,241.60333100007847,242.60575699992478,242.60575699992478,242.58728440012783,242.59774139989167,242.60575699992478,242.60575699992478,,,243.58787660021335,stimuli/box_empty_transparent.png,243.5879341000691,243.60322389984503,244.6032663998194,244.58744519995525,0.2819816996343434,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
18,0,18,,,,,,,,,,j,10.01027339976281,None,k,None,0.23253059992566705,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,244.6032663998194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.58907990017906,244.6032663998194,244.6032663998194,244.6032663998194,244.6032663998194,244.83755769999698,k,right,1,8,2,1,11,9,None,244.84349740017205,244.85370439989492,244.85370439989492,248.37109890021384,248.37109890021384,248.3530631000176,248.36414950015023,248.37109890021384,248.37109890021384,,,249.36901560006663,stimuli/box_coin_transparent.png,249.36907499982044,249.38651099987328,251.3859473001212,251.3697231998667,0.23253059992566705,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
19,0,19,,,,,,,,,,j,10.01027339976281,None,k,None,0.3205656004138291,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,251.3859473001212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.37125540012494,251.3859473001212,251.3859473001212,251.3859473001212,251.3859473001212,251.7217438002117,k,right,1,8,3,1,12,10,None,251.72732570022345,251.73640689998865,251.73640689998865,252.73779110005125,252.73779110005125,252.72151669999585,252.7314879000187,252.73779110005125,252.73779110005125,,,253.73698979988694,stimuli/box_coin_transparent.png,253.7370612998493,253.7532156999223,255.2681005001068,255.25227099983022,0.3205656004138291,None,,,,,,,,,,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
0,0,0,,,,,,,,,,j,10.01027339976281,None,,,,,c,19.59183970000595,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.2611222001724,255.2681005001068,259.25390549981967,259.2539613000117,259.26931700017303,278.86887380015105,c,19.59183970000595,None,111111,right,2025-04-28_11h00.17.878,RL_practice,2024.2.4,60.04552651535435,2025-04-28 11h00.34.728598 -0500,
