thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
32,0,32,space,2.290289199911058,None,5,1.036108999978751,None,156.67976569989696,k,None,157.02988549973816,157.03018139954656,158.02905949996784,158.02910329960287,159.028729299549,159.02876459993422,160.02878969954327,0.31954870000481606,None,,,,,0,0,0,0,32,0,32,0,222.97471900004894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.67976569989696,222.96037330012769,222.97471900004894,222.97471900004894,222.97471900004894,222.97471900004894,223.31037440011278,k,right,1,8,1,2,22,17,None,157.02988549973816,157.03018139954656,223.31077760038897,223.32630920037627,223.32630920037627,224.32528989994898,224.32528989994898,224.30957980034873,158.02905949996784,158.02910329960287,224.31975540006533,224.32528989994898,224.32528989994898,225.30927500035614,stimuli/box_coin_transparent.png,159.028729299549,159.02876459993422,225.30935310013592,225.32560200011358,226.32587920036167,226.30933930026367,160.02878969954327,0.31954870000481606,None,225.32560200011358,225.32560200011358,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
33,0,33,space,2.290289199911058,None,5,1.036108999978751,None,160.03030729992315,k,None,160.36247899988666,160.36279059993103,162.3612125995569,162.36125659989193,163.36180669954047,163.36184059968218,164.8616534997709,0.3097606999799609,None,,,,,0,0,0,0,33,0,33,0,226.32587920036167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.03030729992315,226.31090010004118,226.32587920036167,226.32587920036167,226.32587920036167,226.32587920036167,226.6429619002156,k,right,1,8,2,2,23,18,None,160.36247899988666,160.36279059993103,226.64338800031692,226.6588842002675,226.6588842002675,228.65901440009475,228.65901440009475,228.64173660008237,162.3612125995569,162.36125659989193,228.65209330013022,228.65901440009475,228.65901440009475,229.64235000032932,stimuli/box_coin_transparent.png,163.36180669954047,163.36184059968218,229.64243210013956,229.658503100276,231.1588922003284,231.14220170024782,164.8616534997709,0.3097606999799609,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
34,0,34,space,2.290289199911058,None,5,1.036108999978751,None,164.8631652998738,k,None,165.19660829985514,165.1968710999936,168.2110525998287,168.21111949998885,169.21191439963877,169.2119495999068,171.71146969962865,0.31115439999848604,None,,,,,0,0,0,0,34,0,34,0,231.1588922003284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8631652998738,231.14375830022618,231.1588922003284,231.1588922003284,231.1588922003284,231.1588922003284,231.47709499998018,k,right,1,8,3,2,24,19,None,165.19660829985514,165.1968710999936,231.4774617999792,231.4925143001601,231.4925143001601,234.5081394999288,234.5081394999288,234.491579500027,168.2110525998287,168.21111949998885,234.50161640020087,234.5081394999288,234.5081394999288,235.4924574000761,stimuli/box_coin_transparent.png,169.21191439963877,169.2119495999068,235.49254130013287,235.50794820021838,238.00849279994145,237.99201859999448,171.71146969962865,0.31115439999848604,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
35,0,35,space,2.290289199911058,None,5,1.036108999978751,None,171.71297329990193,k,None,172.02999139996246,172.03029989963397,173.52756549976766,173.52760429959744,174.5280714998953,174.52811809955165,175.5285171996802,0.2997647998854518,None,,,,,0,0,0,0,35,0,35,0,238.00849279994145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.71297329990193,237.99356600036845,238.00849279994145,238.00849279994145,238.00849279994145,238.00849279994145,238.31047490006313,k,right,1,8,4,2,25,20,None,172.02999139996246,172.03029989963397,238.31089640036225,238.32500650035217,238.32500650035217,239.82459320034832,239.82459320034832,239.8080935999751,173.52756549976766,173.52760429959744,239.81923930021003,239.82459320034832,239.82459320034832,240.8086089999415,stimuli/box_coin_transparent.png,174.5280714998953,174.52811809955165,240.80872060032561,240.82387310033664,241.82551030023023,241.80906500015408,175.5285171996802,0.2997647998854518,None,240.82387310033664,240.82387310033664,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
36,0,36,space,2.290289199911058,None,5,1.036108999978751,None,175.52995719993487,k,None,175.97983179986477,175.98009289987385,177.47860699985176,177.47864709980786,178.47869529994205,178.47872779984027,181.97737869992852,0.42880559992045164,None,,,,,0,0,0,0,36,0,36,0,241.82551030023023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.52995719993487,241.81054970016703,241.82551030023023,241.82551030023023,241.82551030023023,241.82551030023023,242.26033070031554,k,right,1,8,5,2,26,21,None,175.97983179986477,175.98009289987385,242.26068340009078,242.2756529999897,242.2756529999897,243.77435590000823,243.77435590000823,243.75913310004398,177.47860699985176,177.47864709980786,243.7689391002059,243.77435590000823,243.77435590000823,244.75924060028046,stimuli/box_coin_transparent.png,178.47869529994205,178.47872779984027,244.75931550003588,244.77460890030488,248.27512770006433,248.25792569993064,181.97737869992852,0.42880559992045164,None,244.77460890030488,244.77460890030488,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
37,0,37,space,2.290289199911058,None,5,1.036108999978751,None,181.97890419978648,k,None,182.36211889982224,182.36243059998378,184.36186499986798,184.3619034998119,185.3606896996498,185.36072109965608,186.36045739986002,0.3536052000708878,None,,,,,0,0,0,0,37,0,37,0,248.27512770006433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.97890419978648,248.25950680021197,248.27512770006433,248.27512770006433,248.27512770006433,248.27512770006433,248.6426009000279,k,right,1,8,6,2,27,22,None,182.36211889982224,182.36243059998378,248.64302760036662,248.65883650025353,248.65883650025353,250.65816090023145,250.65816090023145,250.64239360019565,184.36186499986798,184.3619034998119,250.65233130007982,250.65816090023145,250.65816090023145,251.64123640023172,stimuli/box_coin_transparent.png,185.3606896996498,185.36072109965608,251.64130900008604,251.65672289999202,252.65727360034361,252.64099980005994,186.36045739986002,0.3536052000708878,None,251.65672289999202,251.65672289999202,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
38,0,38,space,2.290289199911058,None,5,1.036108999978751,None,186.36236419994384,k,None,186.72883229982108,186.729094799608,187.72798379976302,187.72803119989112,188.72789479978383,188.72792799957097,190.2275100997649,0.343017699662596,None,,,,,0,0,0,0,38,0,38,0,252.65727360034361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.36236419994384,252.64296890003607,252.65727360034361,252.65727360034361,252.65727360034361,252.65727360034361,253.00933420006186,k,right,1,8,7,2,28,23,None,186.72883229982108,186.729094799608,253.00968530029058,253.02452900027856,253.02452900027856,254.02407129993662,254.02407129993662,254.00850610015914,187.72798379976302,187.72803119989112,254.01881889998913,254.02407129993662,254.02407129993662,255.00844140024856,stimuli/box_coin_transparent.png,188.72789479978383,188.72792799957097,255.00851580034941,255.0240172999911,256.5245105000213,256.50805880036205,190.2275100997649,0.343017699662596,None,255.0240172999911,255.0240172999911,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
39,0,39,space,2.290289199911058,None,5,1.036108999978751,None,190.22910579992458,k,None,190.66207969980314,190.66236929968,191.6603183997795,191.6603755997494,192.66160819958895,192.66164279961959,193.6596806999296,0.41592489974573255,None,,,,,0,0,0,0,39,0,39,0,256.5245105000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.22910579992458,256.5096980002709,256.5245105000213,256.5245105000213,256.5245105000213,256.5245105000213,256.9425810002722,k,right,0,8,7,2,29,23,None,190.66207969980314,190.66236929968,256.9429734000005,256.95791860017926,256.95791860017926,257.95751740038395,257.95751740038395,257.94082120014355,191.6603183997795,191.6603755997494,257.95125319994986,257.95751740038395,257.95751740038395,258.9421512000263,stimuli/box_empty_transparent.png,192.66160819958895,192.66164279961959,258.94223440019414,258.9572014003061,259.95709250029176,259.9402253003791,193.6596806999296,0.41592489974573255,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
40,0,40,space,2.290289199911058,None,5,1.036108999978751,None,193.6613859999925,j,None,193.97759449994192,193.9780269996263,195.4777703997679,195.47781659988686,196.4777933997102,196.47782729985192,197.47620909987018,0.28778120037168264,None,,,,,0,0,0,0,40,0,40,0,259.95709250029176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.6613859999925,259.9419863000512,259.95709250029176,259.95709250029176,259.95709250029176,259.95709250029176,260.2580681000836,j,right,0,8,7,2,29,23,None,193.97759449994192,193.9780269996263,260.25863730022684,260.27363040018827,260.27363040018827,261.7740152999759,261.7740152999759,261.75829160027206,195.4777703997679,195.47781659988686,261.7670136000961,261.7740152999759,261.7740152999759,262.7583389999345,stimuli/box_empty_transparent.png,196.4777933997102,196.47782729985192,262.75841630017385,262.7733631003648,263.773447799962,263.75675780000165,197.47620909987018,0.28778120037168264,None,262.7733631003648,262.7733631003648,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
41,0,41,space,2.290289199911058,None,5,1.036108999978751,None,197.4777287999168,k,None,197.8939994997345,197.89424079982564,198.89440269954503,198.89444759953767,199.89442709973082,199.8944605998695,202.8940638997592,0.38543879985809326,None,,,,,0,0,0,0,41,0,41,0,263.773447799962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.4777287999168,263.75832290016115,263.773447799962,263.773447799962,263.773447799962,263.773447799962,264.1744957002811,k,right,0,8,7,2,30,23,None,197.8939994997345,197.89424079982564,264.17483140015975,264.19018890010193,264.19018890010193,265.1906616999768,265.1906616999768,265.1749224001542,198.89440269954503,198.89444759953767,265.18338150018826,265.1906616999768,265.1906616999768,266.174971899949,stimuli/box_empty_transparent.png,199.89442709973082,199.8944605998695,266.1750497003086,266.1904842001386,269.1900341003202,269.1746041001752,202.8940638997592,0.38543879985809326,None,266.1904842001386,266.1904842001386,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
42,0,42,space,2.290289199911058,None,5,1.036108999978751,None,202.8959634997882,k,None,203.21077589970082,203.211082899943,205.21109669981524,205.21113729989156,206.2107648998499,206.2108033997938,209.709242799785,0.29223940009251237,None,,,,,0,0,0,0,42,0,42,0,269.1900341003202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.8959634997882,269.1765645002015,269.1900341003202,269.1900341003202,269.1900341003202,269.1900341003202,269.4912531999871,k,right,1,8,8,2,31,24,None,203.21077589970082,203.211082899943,269.4916803999804,269.50727399997413,269.50727399997413,271.5071267001331,271.5071267001331,271.49162360001355,205.21109669981524,205.21113729989156,271.501548900269,271.5071267001331,271.5071267001331,272.4913079002872,stimuli/box_coin_transparent.png,206.2107648998499,206.2108033997938,272.49139830004424,272.50655890023336,276.0063415002078,275.98978310031816,209.709242799785,0.29223940009251237,None,272.50655890023336,272.50655890023336,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
43,0,43,space,2.290289199911058,None,5,1.036108999978751,None,209.71145249996334,k,None,210.0448412997648,210.04510399978608,211.04312019981444,211.04315719986334,212.04372689966112,212.0437605995685,214.04245129972696,0.3058984996750951,None,,,,,0,0,0,0,43,0,43,0,276.0063415002078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.71145249996334,275.9920578999445,276.0063415002078,276.0063415002078,276.0063415002078,276.0063415002078,276.32534180022776,k,left,1,15,0,3,31,24,None,210.0448412997648,210.04510399978608,276.32569480035454,276.3407642003149,276.3407642003149,277.3404573001899,277.3404573001899,277.32364870002493,211.04312019981444,211.04315719986334,277.3319342001341,277.3404573001899,277.3404573001899,278.3242719001137,stimuli/box_empty_transparent.png,212.04372689966112,212.0437605995685,278.32435010001063,278.33946570008993,280.33970780018717,280.32299230014905,214.04245129972696,0.3058984996750951,None,278.33946570008993,278.33946570008993,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
44,0,44,space,2.290289199911058,None,5,1.036108999978751,None,214.044706299901,k,None,214.31067259982228,214.3110639997758,216.80944839958102,216.80948729999363,217.80995439970866,217.8099888996221,219.8088523996994,0.24730189982801676,None,,,,,0,0,0,0,44,0,44,0,280.33970780018717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.044706299901,280.3253013002686,280.33970780018717,280.33970780018717,280.33970780018717,280.33970780018717,280.59114850033075,k,left,1,15,0,3,31,24,None,214.31067259982228,214.3110639997758,280.59166830033064,280.6064744000323,280.6064744000323,283.10767720034346,283.10767720034346,283.0899755000137,216.80944839958102,216.80948729999363,283.09837960032746,283.10767720034346,283.10767720034346,284.09049700014293,stimuli/box_empty_transparent.png,217.80995439970866,217.8099888996221,284.0905802999623,284.1065390002914,286.1063363002613,286.08939810004085,219.8088523996994,0.24730189982801676,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
45,0,45,space,2.290289199911058,None,5,1.036108999978751,None,219.8108479999937,j,None,220.1938283997588,220.19432709971443,221.19262769958004,221.1926821996458,222.1929577998817,222.19299259968102,223.1923320996575,0.36298569990321994,None,,,,,0,0,0,0,45,0,45,0,286.1063363002613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8108479999937,286.09144819993526,286.1063363002613,286.1063363002613,286.1063363002613,286.1063363002613,286.47431030031294,j,left,1,15,1,3,32,25,None,220.1938283997588,220.19432709971443,286.47492550034076,286.4895625002682,286.4895625002682,287.49198039993644,287.49198039993644,287.47314050002024,221.19262769958004,221.1926821996458,287.48592850007117,287.49198039993644,287.49198039993644,288.47350140009075,stimuli/box_coin_transparent.png,222.1929577998817,222.19299259968102,288.4735846002586,288.48962750006467,289.49039940023795,289.4728805003688,223.1923320996575,0.36298569990321994,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
46,0,46,space,2.290289199911058,None,5,1.036108999978751,None,223.1938238996081,j,None,223.74306649994105,223.74338669981807,225.74277379969135,225.74281289987266,226.74268869962543,226.74273079959676,227.7431491999887,0.5200273999944329,None,,,,,0,0,0,0,46,0,46,0,289.49039940023795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1938238996081,289.474416800309,289.49039940023795,289.49039940023795,289.49039940023795,289.49039940023795,290.02356060035527,j,left,1,15,2,3,33,26,None,223.74306649994105,223.74338669981807,290.02397900028154,290.0394781003706,290.0394781003706,292.03975690016523,292.03975690016523,292.02330110035837,225.74277379969135,225.74281289987266,292.03333760006353,292.03975690016523,292.03975690016523,293.023232600186,stimuli/box_coin_transparent.png,226.74268869962543,226.74273079959676,293.02335030026734,293.03874090034515,294.03950610011816,294.0236960002221,227.7431491999887,0.5200273999944329,None,293.03874090034515,293.03874090034515,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
47,0,47,space,2.290289199911058,None,5,1.036108999978751,None,227.74466619966552,j,None,228.09379299962893,228.0941103999503,231.09248339990154,231.092528199777,232.09336059959605,232.0934018995613,233.59198839962482,0.32970430003479123,None,,,,,0,0,0,0,47,0,47,0,294.03950610011816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.74466619966552,294.0252584000118,294.03950610011816,294.03950610011816,294.03950610011816,294.03950610011816,294.3742734999396,j,left,1,15,3,3,34,27,None,228.09379299962893,228.0941103999503,294.3747026999481,294.3901578001678,294.3901578001678,297.3898419002071,297.3898419002071,297.37300490029156,231.09248339990154,231.092528199777,297.3835086002946,297.3898419002071,297.3898419002071,298.3738996000029,stimuli/box_coin_transparent.png,232.09336059959605,232.0934018995613,298.3739968002774,298.38907869998366,299.8898101001978,299.8725352999754,233.59198839962482,0.32970430003479123,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
48,0,48,space,2.290289199911058,None,5,1.036108999978751,None,233.59353269962594,j,None,233.8939117998816,233.89426559954882,235.3938066996634,235.39385459991172,236.3931528995745,236.3931933999993,239.89335039956495,0.26813599979504943,None,,,,,0,0,0,0,48,0,48,0,299.8898101001978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.59353269962594,299.87412550020963,299.8898101001978,299.8898101001978,299.8898101001978,299.8898101001978,300.1744127999991,j,left,1,15,4,3,35,28,None,233.8939117998816,233.89426559954882,300.1748579000123,300.19004420004785,300.19004420004785,301.68958749994636,301.68958749994636,301.6743284002878,235.3938066996634,235.39385459991172,301.68461600039154,301.68958749994636,301.68958749994636,302.67369380034506,stimuli/box_coin_transparent.png,236.3931528995745,236.3931933999993,302.67378960037604,302.68951199995354,306.1898242002353,306.1738952002488,239.89335039956495,0.26813599979504943,None,302.68951199995354,302.68951199995354,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
49,0,49,space,2.290289199911058,None,5,1.036108999978751,None,239.8948958995752,k,None,240.2441376997158,240.24439669959247,241.7434636997059,241.7435123999603,242.74282549973577,242.7428631996736,242.7433123998344,0.3323254999704659,None,,,,,0,0,0,0,49,0,49,0,306.1898242002353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8948958995752,306.17548900004476,306.1898242002353,306.1898242002353,306.1898242002353,306.1898242002353,306.5246399999596,k,left,1,15,4,3,35,28,None,240.2441376997158,240.24439669959247,306.5249869003892,306.53969989996403,306.53969989996403,308.03955740015954,308.03955740015954,308.02398349996656,241.7434636997059,241.7435123999603,308.03253290010616,308.03955740015954,308.03955740015954,309.0233667003922,stimuli/box_empty_transparent.png,242.74282549973577,242.7428631996736,309.0234582000412,309.04765380034223,309.04765380034223,309.02386410022154,242.7433123998344,0.3323254999704659,None,309.04765380034223,309.04765380034223,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
0,0,0,space,2.290289199911058,None,5,1.036108999978751,None,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.04279380012304,309.04765380034223,313.03876160038635,313.0414881003089,313.05633380031213,369.68757370021194,369.67155560012907,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
0,0,0,space,4.948580800089985,None,5,0.9802911002188921,None,0.0022955997847020626,j,None,1.032680599950254,1.0330451000481844,2.0331175001338124,2.0331621998921037,3.033414199948311,3.0334521997720003,5.032608099747449,1.0062163001857698,None,,,,,1,0,1,0,0,0,0,0,375.65535859996453,,,,,,,,,,,,,,,,369.671736900229,369.68757370021194,369.68757370021194,374.6386563000269,space,4.948580800089985,None,374.6387359001674,374.6537466002628,374.6537466002628,375.63849960034713,5,0.9802911002188921,None,0.0022955997847020626,375.64086760021746,375.65535859996453,375.65535859996453,375.65535859996453,375.65535859996453,376.67114430014044,j,right,1,10,0,4,35,0,None,1.032680599950254,1.0330451000481844,376.67162190005183,376.6867555002682,376.6867555002682,377.6871410999447,377.6871410999447,377.67161580035463,2.0331175001338124,2.0331621998921037,377.67992420028895,377.6871410999447,377.6871410999447,378.671932999976,stimuli/box_empty_transparent.png,3.033414199948311,3.0334521997720003,378.6720238002017,378.68751830002293,380.6878586001694,380.67113240016624,5.032608099747449,1.0062163001857698,None,378.68751830002293,378.68751830002293,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
1,0,1,space,4.948580800089985,None,5,0.9802911002188921,None,5.034200199879706,k,None,5.301287299953401,5.301596499979496,6.798732299823314,6.798776799812913,7.799112800043076,7.799151699990034,9.299151199869812,0.2496865000575781,None,,,,,1,0,1,0,1,0,1,0,380.6878586001694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.034200199879706,380.6727721001953,380.6878586001694,380.6878586001694,380.6878586001694,380.6878586001694,380.9397493000142,k,right,1,10,1,4,36,1,None,5.301287299953401,5.301596499979496,380.94017240032554,380.95442350022495,380.95442350022495,382.4543261001818,382.4543261001818,382.4372305003926,6.798732299823314,6.798776799812913,382.44773950008675,382.4543261001818,382.4543261001818,383.4376313001849,stimuli/box_coin_transparent.png,7.799112800043076,7.799151699990034,383.43772640032694,383.4537092000246,384.9543550000526,384.93767679994926,9.299151199869812,0.2496865000575781,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
2,0,2,space,4.948580800089985,None,5,0.9802911002188921,None,9.300645699724555,k,None,10.26706530014053,10.267329699825495,11.266677299980074,11.266713799908757,12.265126199927181,12.265165599994361,15.265589999966323,0.9486211999319494,None,,,,,1,0,1,0,2,0,2,0,384.9543550000526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300645699724555,384.93921760004014,384.9543550000526,384.9543550000526,384.9543550000526,384.9543550000526,385.9055383000523,k,right,0,10,1,4,37,1,None,10.26706530014053,10.267329699825495,385.90589940035716,385.92079500015825,385.92079500015825,386.92014170018956,386.92014170018956,386.9051697002724,11.266677299980074,11.266713799908757,386.91335109993815,386.92014170018956,386.92014170018956,387.90364499995485,stimuli/box_empty_transparent.png,12.265126199927181,12.265165599994361,387.90373919997364,387.9193564001471,390.920341799967,390.90411280002445,15.265589999966323,0.9486211999319494,None,387.9193564001471,387.9193564001471,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
3,0,3,space,4.948580800089985,None,5,0.9802911002188921,None,15.267413499765098,j,None,15.567611699923873,15.567981000058353,17.565783199854195,17.56583489989862,18.581269099842757,18.58130759978667,19.581916899885982,0.28365019988268614,None,,,,,1,0,1,0,3,0,3,0,390.920341799967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.267413499765098,390.9059913000092,390.920341799967,390.920341799967,390.920341799967,390.920341799967,391.20609410014004,j,right,0,10,1,4,37,1,None,15.567611699923873,15.567981000058353,391.206553300377,391.22091960022226,391.22091960022226,393.22089989995584,393.22089989995584,393.20427819993347,17.565783199854195,17.56583489989862,393.2126138000749,393.22089989995584,393.22089989995584,394.21978319995105,stimuli/box_empty_transparent.png,18.581269099842757,18.58130759978667,394.21988370036706,394.23578530037776,395.237601400353,395.2204426000826,19.581916899885982,0.28365019988268614,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
4,0,4,space,4.948580800089985,None,5,0.9802911002188921,None,19.583427699748427,j,None,20.04976089997217,20.05015689972788,21.04957509972155,21.049618300050497,22.04937329981476,22.04940879996866,24.547545299865305,0.4340935000218451,None,,,,,1,0,1,0,4,0,4,0,395.237601400353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.583427699748427,395.2219998999499,395.237601400353,395.237601400353,395.237601400353,395.237601400353,395.688210000284,j,right,0,10,1,4,37,1,None,20.04976089997217,20.05015689972788,395.68873410020024,395.70315180020407,395.70315180020407,396.70346970018,396.70346970018,396.6880708001554,21.04957509972155,21.049618300050497,396.6964422003366,396.70346970018,396.70346970018,397.6878931000829,stimuli/box_empty_transparent.png,22.04937329981476,22.04940879996866,397.6879811999388,397.70329490024596,400.2028218000196,400.18607020005584,24.547545299865305,0.4340935000218451,None,397.70329490024596,397.70329490024596,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
5,0,5,space,4.948580800089985,None,5,0.9802911002188921,None,24.549301399849355,k,None,24.832519999705255,24.83286069985479,28.332148700021207,28.332185899838805,29.33217340009287,29.332204499747604,31.331554899923503,0.2596165002323687,None,,,,,1,0,1,0,5,0,5,0,400.2028218000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.549301399849355,400.18788060033694,400.2028218000196,400.2028218000196,400.2028218000196,400.2028218000196,400.47097819997,k,right,0,10,1,4,38,1,None,24.832519999705255,24.83286069985479,400.4714399999939,400.48643200006336,400.48643200006336,403.9868350001052,403.9868350001052,403.9706546999514,28.332148700021207,28.332185899838805,403.97892050025985,403.9868350001052,403.9868350001052,404.97069660015404,stimuli/box_empty_transparent.png,29.33217340009287,29.332204499747604,404.9707720000297,404.98604580014944,406.98687170026824,406.9700780999847,31.331554899923503,0.2596165002323687,None,404.98604580014944,404.98604580014944,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
