thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,cue_resp.rt,cue_resp.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.cue_resp.rt,trials.cue_resp.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,space,2.290289199911058,None,5,1.036108999978751,None,40.08393839979544,k,None,40.416171699762344,40.41646359954029,43.434699799865484,43.43473989982158,44.448028299957514,44.44807219970971,45.948489299975336,0.3116564997471869,None,,,,,0,0,0,0,8,0,8,0,106.37915639998391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.08393839979544,106.36453810008243,106.37915639998391,106.37915639998391,106.37915639998391,106.37915639998391,106.69662650022656,k,right,1,7,3,0,5,3,None,40.416171699762344,40.41646359954029,106.69705670000985,106.71254350012168,106.71254350012168,109.7307531000115,109.7307531000115,109.71522790007293,43.434699799865484,43.43473989982158,109.72531280014664,109.7307531000115,109.7307531000115,110.72856070008129,stimuli/box_coin_transparent.png,44.448028299957514,44.44807219970971,110.72867500036955,110.74458160018548,112.24577430030331,112.2290365002118,45.948489299975336,0.3116564997471869,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
9,0,9,space,2.290289199911058,None,5,1.036108999978751,None,45.95012429961935,k,None,46.28315359959379,46.28341459995136,47.78239159984514,47.78243899997324,48.782010399736464,48.78204509988427,50.781670899596065,0.30042719980701804,None,,,,,0,0,0,0,9,0,9,0,112.24577430030331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95012429961935,112.23071860009804,112.24577430030331,112.24577430030331,112.24577430030331,112.24577430030331,112.56364920036867,k,right,1,7,4,0,6,4,None,46.28315359959379,46.28341459995136,112.5640064002946,112.57868609996513,112.57868609996513,114.07829800015315,114.07829800015315,114.06291009997949,47.78239159984514,47.78243899997324,114.072798400186,114.07829800015315,114.07829800015315,115.0625555999577,stimuli/box_coin_transparent.png,48.782010399736464,48.78204509988427,115.06263450020924,115.07863950030878,117.07947090035304,117.06221859995276,50.781670899596065,0.30042719980701804,None,115.07863950030878,115.07863950030878,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
10,0,10,space,2.290289199911058,None,5,1.036108999978751,None,50.78315359959379,k,None,51.09921109955758,51.09951159963384,52.59920269995928,52.59924399992451,53.59913249965757,53.599183899816126,54.598168999888,0.29609570000320673,None,,,,,0,0,0,0,10,0,10,0,117.07947090035304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.78315359959379,117.0637477003038,117.07947090035304,117.07947090035304,117.07947090035304,117.07947090035304,117.37969500012696,k,right,1,7,5,0,7,5,None,51.09921109955758,51.09951159963384,117.38010900001973,117.39530600002035,117.39530600002035,118.89479870023206,118.89479870023206,118.87972850026563,52.59920269995928,52.59924399992451,118.88936730008572,118.89479870023206,118.89479870023206,119.87966700037941,stimuli/box_coin_transparent.png,53.59913249965757,53.599183899816126,119.87978640012443,119.89446180034429,120.89600219996646,120.87871570000425,54.598168999888,0.29609570000320673,None,119.89446180034429,119.89446180034429,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
11,0,11,space,2.290289199911058,None,5,1.036108999978751,None,54.59965859958902,k,None,55.13296409975737,55.13333459990099,57.13245649961755,57.13249609991908,58.13281279988587,58.132850299589336,59.631089199800044,0.5096697001717985,None,,,,,0,0,0,0,11,0,11,0,120.89600219996646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.59965859958902,120.88025290006772,120.89600219996646,120.89600219996646,120.89600219996646,120.89600219996646,121.41342200012878,k,right,1,7,6,0,8,6,None,55.13296409975737,55.13333459990099,121.41394030023366,121.42776240035892,121.42776240035892,123.42840080009773,123.42840080009773,123.41298530017957,57.13245649961755,57.13249609991908,123.42306140018627,123.42840080009773,123.42840080009773,124.41335540032014,stimuli/box_coin_transparent.png,58.13281279988587,58.132850299589336,124.41344910021871,124.42844060016796,125.9282728000544,125.91163440002128,59.631089199800044,0.5096697001717985,None,124.42844060016796,124.42844060016796,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
12,0,12,space,2.290289199911058,None,5,1.036108999978751,None,59.632884699851274,k,None,60.01610319968313,60.01642349967733,61.014713399577886,61.01476179994643,62.03079599980265,62.030831899959594,65.03152469964698,0.3519263002090156,None,,,,,0,0,0,0,12,0,12,0,125.9282728000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.632884699851274,125.9134973003529,125.9282728000544,125.9282728000544,125.9282728000544,125.9282728000544,126.29658100008965,k,right,1,7,7,0,9,7,None,60.01610319968313,60.01642349967733,126.29702810011804,126.31176020018756,126.31176020018756,127.31378750037402,127.31378750037402,127.2952319001779,61.014713399577886,61.01476179994643,127.30806370032951,127.31378750037402,127.31378750037402,128.31133830035105,stimuli/box_coin_transparent.png,62.03079599980265,62.030831899959594,128.31142440019175,128.32741370005533,131.3282576999627,131.31207020021975,65.03152469964698,0.3519263002090156,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
13,0,13,space,2.290289199911058,None,5,1.036108999978751,None,65.03316349955276,k,None,65.36564719956368,65.36590759968385,65.86491379979998,65.86496069980785,66.86540469992906,66.86544469976798,68.86488129990175,0.3045598999597132,None,,,,,0,0,0,0,13,0,13,0,131.3282576999627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.03316349955276,131.3137603001669,131.3282576999627,131.3282576999627,131.3282576999627,131.3282576999627,131.64614360034466,k,left,1,9,0,1,9,7,None,65.36564719956368,65.36590759968385,131.64649880025536,131.66159450029954,131.66159450029954,132.16202400019392,132.16202400019392,132.14543620031327,65.86491379979998,65.86496069980785,132.15391000034288,132.16202400019392,132.16202400019392,133.14594580000266,stimuli/box_empty_transparent.png,66.86540469992906,66.86544469976798,133.1460395003669,133.16098880022764,135.16155329998583,135.14542640000582,68.86488129990175,0.3045598999597132,None,133.16098880022764,133.16098880022764,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
14,0,14,space,2.290289199911058,None,5,1.036108999978751,None,68.8667420996353,j,None,69.16679499996826,69.16715359967202,70.66522139962763,70.66526239970699,71.66461079986766,71.66464569978416,72.66422769986093,0.27356520015746355,None,,,,,0,0,0,0,14,0,14,0,135.16155329998583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8667420996353,135.14733660034835,135.16155329998583,135.16155329998583,135.16155329998583,135.16155329998583,135.4472936000675,j,left,1,9,1,1,10,8,None,69.16679499996826,69.16715359967202,135.44774680025876,135.4618426002562,135.4618426002562,136.96090209996328,136.96090209996328,136.9457475002855,70.66522139962763,70.66526239970699,136.95570160029456,136.96090209996328,136.96090209996328,137.94515570020303,stimuli/box_coin_transparent.png,71.66461079986766,71.66464569978416,137.94523490034044,137.9610633002594,138.96112320013344,138.94477359997109,72.66422769986093,0.27356520015746355,None,137.9610633002594,137.9610633002594,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
15,0,15,space,2.290289199911058,None,5,1.036108999978751,None,72.66572909988463,j,None,72.98169399984181,72.98210799973458,73.9808830996044,73.98093099985272,74.98129289969802,74.98133359989151,76.98077669972554,0.2992772995494306,None,,,,,0,0,0,0,15,0,15,0,138.96112320013344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.66572909988463,138.94632330024615,138.96112320013344,138.96112320013344,138.96112320013344,138.96112320013344,139.26216210005805,j,left,1,9,2,1,11,9,None,72.98169399984181,72.98210799973458,139.2627155999653,139.27704260032624,139.27704260032624,140.27810820005834,140.27810820005834,140.26140270009637,73.9808830996044,73.98093099985272,140.27252819994465,140.27810820005834,140.27810820005834,141.26182630006224,stimuli/box_coin_transparent.png,74.98129289969802,74.98133359989151,141.26192640000954,141.2777245999314,143.27829640032724,143.26132149994373,76.98077669972554,0.2992772995494306,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
16,0,16,space,2.290289199911058,None,5,1.036108999978751,None,76.98234919970855,j,None,77.41587789962068,77.41626979969442,79.41343369986862,79.41347959963605,80.41413279995322,80.41417049989104,81.41424679988995,0.406241700053215,None,,,,,0,0,0,0,16,0,16,0,143.27829640032724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.98234919970855,143.26294380007312,143.27829640032724,143.27829640032724,143.27829640032724,143.27829640032724,143.69635430024937,j,left,1,9,3,1,12,10,None,77.41587789962068,77.41626979969442,143.69686920009553,143.7109958003275,143.7109958003275,145.7108320002444,145.7108320002444,145.69395849993452,79.41343369986862,79.41347959963605,145.70492100017145,145.7108320002444,145.7108320002444,146.6946665002033,stimuli/box_coin_transparent.png,80.41413279995322,80.41417049989104,146.69476320035756,146.71044250018895,147.71108240028843,147.6947941002436,81.41424679988995,0.406241700053215,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
17,0,17,space,2.290289199911058,None,5,1.036108999978751,None,81.41587819997221,j,None,81.79850689973682,81.7988769998774,82.79796119965613,82.79800879955292,83.79828329989687,83.79831769969314,84.79617189988494,0.3658261997625232,None,,,,,0,0,0,0,17,0,17,0,147.71108240028843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.41587819997221,147.6964720999822,147.71108240028843,147.71108240028843,147.71108240028843,147.71108240028843,148.07900310028344,j,left,0,9,3,1,13,10,None,81.79850689973682,81.7988769998774,148.07947050035,148.09437010018155,148.09437010018155,149.09419780038297,149.09419780038297,149.07848360016942,82.79796119965613,82.79800879955292,149.08697269996628,149.09419780038297,149.09419780038297,150.07880720030516,stimuli/box_empty_transparent.png,83.79828329989687,83.79831769969314,150.07890690024942,150.09355600038543,151.0934719000943,151.07671440020204,84.79617189988494,0.3658261997625232,None,150.09355600038543,150.09355600038543,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
18,0,18,space,2.290289199911058,None,5,1.036108999978751,None,84.79789699986577,k,None,85.1141581996344,85.11448399955407,88.61495189974084,88.61500059999526,89.6304955999367,89.63053799979389,91.62947859987617,0.29492910020053387,None,,,,,0,0,0,0,18,0,18,0,151.0934719000943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79789699986577,151.07849830016494,151.0934719000943,151.0934719000943,151.0934719000943,151.0934719000943,151.3946390002966,k,left,0,9,3,1,13,10,None,85.1141581996344,85.11448399955407,151.39508280018345,151.41032600030303,151.41032600030303,154.91151650017127,154.91151650017127,154.89547089999542,88.61495189974084,88.61500059999526,154.90461309999228,154.91151650017127,154.91151650017127,155.91103269997984,stimuli/box_empty_transparent.png,89.6304955999367,89.63053799979389,155.91114909993485,155.92666930006817,157.92672110022977,157.91002620011568,91.62947859987617,0.29492910020053387,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
19,0,19,space,2.290289199911058,None,5,1.036108999978751,None,91.6311140996404,k,None,91.93114389991388,91.93146279966459,92.93087539961562,92.93092519976199,93.93084739986807,93.93088249955326,95.43034349987283,0.2817742000333965,None,,,,,0,0,0,0,19,0,19,0,157.92672110022977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6311140996404,157.9117099000141,157.92672110022977,157.92672110022977,157.92672110022977,157.92672110022977,158.21161859994754,k,left,0,9,3,1,13,10,None,91.93114389991388,91.93146279966459,158.212062000297,158.22686020005494,158.22686020005494,159.22702410025522,159.22702410025522,159.21139560034499,92.93087539961562,92.93092519976199,159.21993899997324,159.22702410025522,159.22702410025522,160.21139220008627,stimuli/box_empty_transparent.png,93.93084739986807,93.93088249955326,160.21147140022367,160.2269910001196,161.72722560027614,161.71089099999517,95.43034349987283,0.2817742000333965,None,160.2269910001196,160.2269910001196,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
20,0,20,space,2.290289199911058,None,5,1.036108999978751,None,95.43186619970948,j,None,95.73132549971342,95.73164849961177,97.72980370000005,97.72984849987552,98.73022759985179,98.73026269953698,100.73113769991323,0.28095030039548874,None,,,,,0,0,0,0,20,0,20,0,161.72722560027614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.43186619970948,161.71246080007404,161.72722560027614,161.72722560027614,161.72722560027614,161.72722560027614,162.01182350004092,j,left,1,9,4,1,14,11,None,95.73132549971342,95.73164849961177,162.0122410003096,162.02660300023854,162.02660300023854,164.02839920017868,164.02839920017868,164.01032860018313,97.72980370000005,97.72984849987552,164.0225766999647,164.02839920017868,164.02839920017868,165.0107708000578,stimuli/box_coin_transparent.png,98.73022759985179,98.73026269953698,165.01085419999436,165.0275850002654,167.02712969994172,167.01168170012534,100.73113769991323,0.28095030039548874,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
21,0,21,space,2.290289199911058,None,5,1.036108999978751,None,100.73266039974988,j,None,101.01509709982201,101.01551689999178,104.01414309954271,104.01418389985338,105.0133281997405,105.01336149964482,106.51314499974251,0.25933910021558404,None,,,,,0,0,0,0,21,0,21,0,167.02712969994172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73266039974988,167.0132538001053,167.02712969994172,167.02712969994172,167.02712969994172,167.02712969994172,167.29555500019342,j,left,1,9,5,1,15,12,None,101.01509709982201,101.01551689999178,167.29611620027572,167.3109190003015,167.3109190003015,170.31014170031995,170.31014170031995,170.29466370027512,104.01414309954271,104.01418389985338,170.30455660028383,170.31014170031995,170.31014170031995,171.29387440020218,stimuli/box_coin_transparent.png,105.0133281997405,105.01336149964482,171.2939500999637,171.31002960028127,172.8103742999956,172.79369219997898,106.51314499974251,0.25933910021558404,None,171.31002960028127,171.31002960028127,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
22,0,22,space,2.290289199911058,None,5,1.036108999978751,None,106.51468119956553,j,None,106.78114969981834,106.78150749998167,108.28061649994925,108.28065759968013,109.2792310998775,109.27926989970729,111.28024449991062,0.23677089996635914,None,,,,,0,0,0,0,22,0,22,0,172.8103742999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.51468119956553,172.79527500038967,172.8103742999956,172.8103742999956,172.8103742999956,172.8103742999956,173.06164720002562,j,left,1,9,6,1,16,13,None,106.78114969981834,106.78150749998167,173.0621017003432,173.0773634002544,173.0773634002544,174.57669500028715,174.57669500028715,174.561144400388,108.28061649994925,108.28065759968013,174.5709128002636,174.57669500028715,174.57669500028715,175.55977170029655,stimuli/box_coin_transparent.png,109.2792310998775,109.27926989970729,175.5598655003123,175.57555640023202,177.57688700035214,177.5607923003845,111.28024449991062,0.23677089996635914,None,175.57555640023202,175.57555640023202,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
23,0,23,space,2.290289199911058,None,5,1.036108999978751,None,111.28174869995564,j,None,111.64781819982454,111.64818779984489,113.14710459997877,113.14714409969747,114.1469991998747,114.14703359967098,115.6458907998167,0.3422290002927184,None,,,,,0,0,0,0,23,0,23,0,177.57688700035214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.28174869995564,177.56234299996868,177.57688700035214,177.57688700035214,177.57688700035214,177.57688700035214,177.92830300005153,j,left,0,9,6,1,17,13,None,111.64781819982454,111.64818779984489,177.92878600023687,177.94327130028978,177.94327130028978,179.44328260002658,179.44328260002658,179.427633699961,113.14710459997877,113.14714409969747,179.43608519993722,179.44328260002658,179.44328260002658,180.4275432000868,stimuli/box_empty_transparent.png,114.1469991998747,114.14703359967098,180.42762420000508,180.44273340003565,181.94345320016146,181.9264339003712,115.6458907998167,0.3422290002927184,None,180.44273340003565,180.44273340003565,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
24,0,24,space,2.290289199911058,None,5,1.036108999978751,None,115.64748129993677,k,None,115.91472729993984,115.91499049961567,117.91437519993633,117.91441659955308,118.91330219991505,118.91333729960024,120.4119850997813,0.23773009981960058,None,,,,,0,0,0,0,24,0,24,0,181.94345320016146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.64748129993677,181.92807679995894,181.94345320016146,181.94345320016146,181.94345320016146,181.94345320016146,182.19522420037538,k,left,0,9,6,1,17,13,None,115.91472729993984,115.91499049961567,182.19558210019022,182.21018100017682,182.21018100017682,184.20952080003917,184.20952080003917,184.19490100024268,117.91437519993633,117.91441659955308,184.20334070036188,184.20952080003917,184.20952080003917,185.19384710025042,stimuli/box_empty_transparent.png,118.91330219991505,118.91333729960024,185.19392980029806,185.20871060015634,186.70905980002135,186.692525499966,120.4119850997813,0.23773009981960058,None,185.20871060015634,185.20871060015634,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
25,0,25,space,2.290289199911058,None,5,1.036108999978751,None,120.4141109995544,j,None,120.66313479980454,120.66349369985983,121.66328849969432,121.66332879988477,122.66330109955743,122.66333629982546,126.16294799977913,0.22589040035381913,None,,,,,0,0,0,0,25,0,25,0,186.70905980002135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4141109995544,186.69471810013056,186.70905980002135,186.70905980002135,186.70905980002135,186.70905980002135,186.94357770029455,j,left,1,9,7,1,18,14,None,120.66313479980454,120.66349369985983,186.94408809999004,186.95916370023042,186.95916370023042,187.95966920023784,187.95966920023784,187.9438140001148,121.66328849969432,121.66332879988477,187.95361370034516,187.95966920023784,187.95966920023784,188.94384560035542,stimuli/box_coin_transparent.png,122.66330109955743,122.66333629982546,188.9439274999313,188.95934000005946,192.4595021000132,192.44349570013583,126.16294799977913,0.22589040035381913,None,188.95934000005946,188.95934000005946,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
26,0,26,space,2.290289199911058,None,5,1.036108999978751,None,126.16438709991053,j,None,126.61323079979047,126.61358399968594,127.11221949988976,127.11225969996303,128.11286239977926,128.1129028997384,131.61265779985115,0.416890200227499,None,,,,,0,0,0,0,26,0,26,0,192.4595021000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.16438709991053,192.44498070003465,192.4595021000132,192.4595021000132,192.4595021000132,192.4595021000132,192.8937114002183,j,left,0,9,7,1,19,14,None,126.61323079979047,126.61358399968594,192.8941831002012,192.90894100023434,192.90894100023434,193.40939890034497,193.40939890034497,193.39274669997394,127.11221949988976,127.11225969996303,193.40079480037093,193.40939890034497,193.40939890034497,194.3933932003565,stimuli/box_empty_transparent.png,128.11286239977926,128.1129028997384,194.393496400211,194.40998550038785,197.9092935002409,197.89320400031283,131.61265779985115,0.416890200227499,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
27,0,27,space,2.290289199911058,None,5,1.036108999978751,None,131.61415259959176,k,None,131.89695589989424,131.89728409983218,133.39637939957902,133.3964210995473,134.39647949999198,134.39651379967108,135.39591909991577,0.2549046999774873,None,,,,,0,0,0,0,27,0,27,0,197.9092935002409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.61415259959176,197.89474610006437,197.9092935002409,197.9092935002409,197.9092935002409,197.9092935002409,198.17743520019576,k,left,0,9,7,1,19,14,None,131.89695589989424,131.89728409983218,198.17788249999285,198.19266850035638,198.19266850035638,199.69258050015196,199.69258050015196,199.67690600035712,133.39637939957902,133.3964210995473,199.68503609998152,199.69258050015196,199.69258050015196,200.6770240003243,stimuli/box_empty_transparent.png,134.39647949999198,134.39651379967108,200.6771055003628,200.69231590023264,201.69307000003755,201.67646630015224,135.39591909991577,0.2549046999774873,None,200.69231590023264,200.69231590023264,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
28,0,28,space,2.290289199911058,None,5,1.036108999978751,None,135.39738169964403,k,None,135.78040159959346,135.78066739998758,136.7796501996927,136.77969719981775,137.78055309969932,137.78060909966007,141.27860499965027,0.3623466002754867,None,,,,,0,0,0,0,28,0,28,0,201.69307000003755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.39738169964403,201.67797590000555,201.69307000003755,201.69307000003755,201.69307000003755,201.69307000003755,202.06090070027858,k,left,0,9,7,1,19,14,None,135.78040159959346,135.78066739998758,202.0612595002167,202.07623969996348,202.07623969996348,203.07585850032046,203.07585850032046,203.06017140019685,136.7796501996927,136.77969719981775,203.06879970012233,203.07585850032046,203.07585850032046,204.06107960036024,stimuli/box_empty_transparent.png,137.78055309969932,137.78060909966007,204.0612290999852,204.0754773002118,207.57608410017565,207.5591493002139,141.27860499965027,0.3623466002754867,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
29,0,29,space,2.290289199911058,None,5,1.036108999978751,None,141.2801846996881,j,None,141.64680979959667,141.6471349997446,143.66267739981413,143.66273369966075,144.6781246997416,144.67816489981487,145.67916229972616,0.33458520006388426,None,,,,,0,0,0,0,29,0,29,0,207.57608410017565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.2801846996881,207.5607790001668,207.57608410017565,207.57608410017565,207.57608410017565,207.57608410017565,207.92730790004134,j,left,1,9,8,1,20,15,None,141.64680979959667,141.6471349997446,207.92772749997675,207.9431295003742,207.9431295003742,209.961775300093,209.961775300093,209.9432073002681,143.66267739981413,143.66273369966075,209.95567309996113,209.961775300093,209.961775300093,210.95866770017892,stimuli/box_coin_transparent.png,144.6781246997416,144.67816489981487,210.95876100007445,210.9747015000321,211.97591070039198,211.95970629993826,145.67916229972616,0.33458520006388426,None,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
30,0,30,space,2.290289199911058,None,5,1.036108999978751,None,145.680741999764,j,None,146.79644619999453,146.79682829976082,147.7958935997449,147.7959341998212,148.79637409979478,148.79641509987414,149.79502939991653,1.0894276998005807,None,,,,,0,0,0,0,30,0,30,0,211.97591070039198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.680741999764,211.96133610000834,211.97591070039198,211.97591070039198,211.97591070039198,211.97591070039198,213.076943800319,j,left,1,9,9,1,21,16,None,146.79644619999453,146.79682829976082,213.07742200000212,213.09230300039053,213.09230300039053,214.09211740037426,214.09211740037426,214.07641920028254,147.7958935997449,147.7959341998212,214.08664270024747,214.09211740037426,214.09211740037426,215.07691460009664,stimuli/box_coin_transparent.png,148.79637409979478,148.79641509987414,215.07701040012762,215.0919822002761,216.09272950002924,216.07557630026713,149.79502939991653,1.0894276998005807,None,215.0919822002761,215.0919822002761,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
31,0,31,space,2.290289199911058,None,5,1.036108999978751,None,149.79653799999505,j,None,150.16214509960264,150.162462499924,153.16172619955614,153.1617752998136,154.1619904995896,154.16202949965373,156.67742819990963,0.34115289989858866,None,,,,,0,0,0,0,31,0,31,0,216.09272950002924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.79653799999505,216.07713170023635,216.09272950002924,216.09272950002924,216.09272950002924,216.09272950002924,216.44264640007168,j,right,1,8,0,2,21,16,None,150.16214509960264,150.162462499924,216.44305690005422,216.45828780019656,216.45828780019656,219.45883740019053,219.45883740019053,219.4422576003708,153.16172619955614,153.1617752998136,219.45083960006014,219.45883740019053,219.45883740019053,220.44253100035712,stimuli/box_empty_transparent.png,154.1619904995896,154.16202949965373,220.44262320036069,220.4587035002187,222.97471900004894,222.95796880032867,156.67742819990963,0.34115289989858866,None,220.4587035002187,220.4587035002187,,,,,,,,,,111111,right,no,None,2025-04-28_11h05.32.204,RL_out-of-scanner,2024.2.4,59.48132284843525,2025-04-28 11h06.08.884435 -0500,
