thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,coins_won_text.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart
8,0,8,space,2.5132015999406576,None,5,1.2503874995745718,None,40.33268690016121,k,0.5020276000723243,None,None,40.866065999958664,40.86633320013061,43.86592000024393,43.86597400018945,44.86609760019928,44.86613290011883,46.3645457,,,,,,,0,0,0,0,8,0,8,0,55.13974100025371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.33268690016121,55.12352490006015,55.13974100025371,55.13974100025371,55.13974100025371,55.13974100025371,55.656812500208616,k,0.5020276000723243,None,right,1,9,5,0,7,5,None,40.866065999958664,40.86633320013061,55.65716960001737,55.672253200318664,55.672253200318664,58.673685000278056,58.673685000278056,58.656671,43.86592000024393,43.86597400018945,58.667495999950916,58.673685000278056,58.673685000278056,59.671505300328135,59.671505300328135,59.65688750008121,stimuli/box_coin_transparent.png,44.86609760019928,44.86613290011883,59.656967599876225,59.671505300328135,61.172188400290906,61.15533530013636,46.3645457,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
9,0,9,space,2.5132015999406576,None,5,1.2503874995745718,None,46.36600719997659,k,0.4255969999358058,None,None,46.81488490011543,46.815186500083655,48.31388860009611,48.31393550010398,49.314226,49.31427020020783,51.31533280014992,,,,,,,0,0,0,0,9,0,9,0,61.172188400290906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.36600719997659,61.15684510022402,61.172188400290906,61.172188400290906,61.172188400290906,61.172188400290906,61.60560670029372,k,0.4255969999358058,None,right,1,9,6,0,8,6,None,46.81488490011543,46.815186500083655,61.60602860013023,61.62099640024826,61.62099640024826,63.12125820014626,63.12125820014626,63.10465510003269,48.31388860009611,48.31393550010398,63.11528589995578,63.12125820014626,63.12125820014626,,,64.10500480001792,stimuli/box_coin_transparent.png,49.314226,49.31427020020783,64.10511410003528,64.12231730017811,66.12193100014701,66.10612130025402,51.31533280014992,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
10,0,10,space,2.5132015999406576,None,5,1.2503874995745718,None,51.317135400138795,k,0.3502584001980722,None,None,51.699401600286365,51.69968429999426,53.214773800224066,53.21481260005385,54.22982760006562,54.229867,55.23095170035958,,,,,,,0,0,0,0,10,0,10,0,66.12193100014701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.317135400138795,66.10797929996625,66.12193100014701,66.12193100014701,66.12193100014701,66.12193100014701,66.49014860019088,k,0.3502584001980722,None,right,1,9,7,0,9,7,None,51.699401600286365,51.69968429999426,66.49051940022036,66.50649000005797,66.50649000005797,68.0221555,68.0221555,68.00554470019415,53.214773800224066,53.21481260005385,68.01657370012254,68.0221555,68.0221555,,,69.02060989988968,stimuli/box_coin_transparent.png,54.22982760006562,54.229867,69.02070969995111,69.03682970022783,70.0387029,70.02174329990521,55.23095170035958,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
11,0,11,space,2.5132015999406576,None,5,1.2503874995745718,None,55.23253819998354,k,0.9654139997437596,None,None,56.21842920035124,56.21870630001649,58.214672200381756,58.21471830038354,59.21352370036766,59.2135575,60.714343500323594,,,,,,,0,0,0,0,11,0,11,0,70.0387029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.23253819998354,70.02337779989466,70.0387029,70.0387029,70.0387029,70.0387029,71.00917680002749,k,0.9654139997437596,None,right,1,9,8,0,10,8,None,56.21842920035124,56.21870630001649,71.00954189989716,71.02072340017185,71.02072340017185,73.02129939990118,73.02129939990118,73.00543700018898,58.214672200381756,58.21471830038354,73.01560760010034,73.02129939990118,73.02129939990118,74.01996740000322,74.01996740000322,74.0043137,stimuli/box_coin_transparent.png,59.21352370036766,59.2135575,74.00439210003242,74.01996740000322,75.5217648,75.50513780023903,60.714343500323594,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
12,0,12,space,2.5132015999406576,None,5,1.2503874995745718,None,60.715847600251436,k,0.3188277999870479,None,None,61.065296300221235,61.06561719998717,62.06330269994214,62.06334160035476,63.064126500394195,63.064165300223976,66.07951120007783,,,,,,,0,0,0,0,12,0,12,0,75.5217648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.715847600251436,75.50668560015038,75.5217648,75.5217648,75.5217648,75.5217648,75.85601870017126,k,0.3188277999870479,None,right,1,9,9,0,11,9,None,61.065296300221235,61.06561719998717,75.85645879991353,75.8711888,75.8711888,76.87100009992719,76.87100009992719,76.85407410003245,62.06330269994214,62.06334160035476,76.8640543,76.87100009992719,76.87100009992719,,,77.85491040023044,stimuli/box_coin_transparent.png,63.064126500394195,63.064165300223976,77.85500540025532,77.87167240027338,80.88690569996834,80.87029610015452,66.07951120007783,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
13,0,13,space,2.5132015999406576,None,5,1.2503874995745718,None,66.08163439994678,k,0.3953613000921905,None,None,66.49792510038242,66.4982516,66.99770200019702,66.99774210015312,67.99683240009472,67.99686569999903,69.99645880004391,,,,,,,0,0,0,0,13,0,13,0,80.88690569996834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08163439994678,80.87248610006645,80.88690569996834,80.88690569996834,80.88690569996834,80.88690569996834,81.28864820022136,k,0.3953613000921905,None,left,1,12,0,1,11,9,None,66.49792510038242,66.4982516,81.28909269999713,81.30392390023917,81.30392390023917,81.80395419988781,81.80395419988781,81.78847340028733,66.99770200019702,66.99774210015312,81.79681870015338,81.80395419988781,81.80395419988781,82.80315730022267,82.80315730022267,82.78762149997056,stimuli/box_empty_transparent.png,67.99683240009472,67.99686569999903,82.78770059999079,82.80315730022267,84.80363560002297,84.78724480001256,69.99645880004391,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
14,0,14,space,2.5132015999406576,None,5,1.2503874995745718,None,69.99819150008261,k,0.32454559998586774,None,None,70.34820270026103,70.34853200009093,71.84664660040289,71.8467022,72.84713490027934,72.84717920003459,73.84748770017177,,,,,,,0,0,0,0,14,0,14,0,84.80363560002297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99819150008261,84.78905310016125,84.80363560002297,84.80363560002297,84.80363560002297,84.80363560002297,85.13892970001325,k,0.32454559998586774,None,left,1,12,0,1,11,9,None,70.34820270026103,70.34853200009093,85.13937560003251,85.15366710023955,85.15366710023955,86.65426240023226,86.65426240023226,86.63740060012788,71.84664660040289,71.8467022,86.64796040020883,86.65426240023226,86.65426240023226,87.65292190015316,87.65292190015316,87.63791440008208,stimuli/box_empty_transparent.png,72.84713490027934,72.84717920003459,87.63802680000663,87.65292190015316,88.65488089993596,88.6382732,73.84748770017177,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
15,0,15,space,2.5132015999406576,None,5,1.2503874995745718,None,73.84899140009657,j,0.5637572999112308,None,None,74.43140230001882,74.43173310020939,75.43000179994851,75.43004650017247,76.42971950024366,76.42975650029257,78.42988059995696,,,,,,,0,0,0,0,15,0,15,0,88.65488089993596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.84899140009657,88.63983,88.65488089993596,88.65488089993596,88.65488089993596,88.65488089993596,89.22210270026699,j,0.5637572999112308,None,left,1,12,1,1,12,10,None,74.43140230001882,74.43173310020939,89.22256960021332,89.236723,89.236723,90.2371273,90.2371273,90.22076639998704,75.43000179994851,75.43004650017247,90.23073540022597,90.2371273,90.2371273,91.23767450032756,91.23767450032756,91.22050660010427,stimuli/box_coin_transparent.png,76.42971950024366,76.42975650029257,91.22059160005301,91.23767450032756,93.2369499,93.22066840017214,78.42988059995696,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
16,0,16,space,2.5132015999406576,None,5,1.2503874995745718,None,78.4315211,j,0.4010908999480307,None,None,78.86499770032242,78.86534740030766,80.86283980030566,80.86287890002131,81.86303410027176,81.8630813,82.86348270019516,,,,,,,0,0,0,0,16,0,16,0,93.2369499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4315211,93.22236320003867,93.2369499,93.2369499,93.2369499,93.2369499,93.65572099993005,j,0.4010908999480307,None,left,1,12,2,1,13,11,None,78.86499770032242,78.86534740030766,93.65618450008333,93.67004729993641,93.67004729993641,95.67043789988384,95.67043789988384,95.65360780013725,80.86283980030566,80.86287890002131,95.66349320020527,95.67043789988384,95.67043789988384,96.6694793,96.6694793,96.65381340030581,stimuli/box_coin_transparent.png,81.86303410027176,81.8630813,96.65393069991842,96.6694793,97.67111170012504,97.65427529998124,82.86348270019516,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
17,0,17,space,2.5132015999406576,None,5,1.2503874995745718,None,82.86500230012462,j,0.4737416999414563,None,None,83.3633343,83.36370580038056,84.36317190015689,84.36321109998971,85.36282210005447,85.3628832,86.36652819998562,,,,,,,0,0,0,0,17,0,17,0,97.67111170012504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86500230012462,97.65584030002356,97.67111170012504,97.67111170012504,97.67111170012504,97.67111170012504,98.15408329991624,j,0.4737416999414563,None,left,0,12,2,1,14,11,None,83.3633343,83.36370580038056,98.1545499,98.169845,98.169845,99.17050420027226,99.17050420027226,99.15394120011479,84.36317190015689,84.36321109998971,99.16309170005843,99.17050420027226,99.17050420027226,100.17103580012918,100.17103580012918,100.15359409991652,stimuli/box_empty_transparent.png,85.36282210005447,85.3628832,100.15372870024294,100.17103580012918,101.17011790024117,101.1573183001019,86.36652819998562,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
18,0,18,space,2.5132015999406576,None,5,1.2503874995745718,None,86.36810780037194,j,0.39438220020383596,None,None,86.78109699999914,86.78144760010764,90.27987660001963,90.27992650028318,91.29624890023842,91.29628460016102,93.29690960003063,,,,,,,0,0,0,0,18,0,18,0,101.17011790024117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.36810780037194,101.15894580027089,101.17011790024117,101.17011790024117,101.17011790024117,101.17011790024117,101.57182900002226,j,0.39438220020383596,None,left,1,12,3,1,15,12,None,86.78109699999914,86.78144760010764,101.57229330018163,101.58652430027723,101.58652430027723,105.08935850020498,105.08935850020498,105.07063600001857,90.27987660001963,90.27992650028318,105.08296190015972,105.08935850020498,105.08935850020498,,,106.08703420031816,stimuli/box_coin_transparent.png,91.29624890023842,91.29628460016102,106.08712340006605,106.10394879989326,108.10379890026525,108.08770160004497,93.29690960003063,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
19,0,19,space,2.5132015999406576,None,5,1.2503874995745718,None,93.29842430027202,j,0.3083096998743713,None,None,93.63107210025191,93.6314956,94.6305027,94.63054329995066,95.64539510011673,95.6454397,97.14678850024939,,,,,,,0,0,0,0,19,0,19,0,108.10379890026525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.29842430027202,108.0892620999366,108.10379890026525,108.10379890026525,108.10379890026525,108.10379890026525,108.42180379992351,j,0.3083096998743713,None,left,1,12,4,1,16,13,None,93.63107210025191,93.6314956,108.4223382002674,108.43749940022826,108.43749940022826,109.43713700026274,109.43713700026274,109.42127209994942,94.6305027,94.63054329995066,109.4313763002865,109.43713700026274,109.43713700026274,,,110.43617499992251,stimuli/box_coin_transparent.png,95.64539510011673,95.6454397,110.4362862999551,110.4521781,111.95405409997329,111.93757730023935,97.14678850024939,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
20,0,20,space,2.5132015999406576,None,5,1.2503874995745718,None,97.14839270012453,j,0.4136689999140799,None,None,97.57992820022628,97.58026219997555,99.57946770032868,99.57950640004128,100.57923470018432,100.57927400013432,102.57976000010967,,,,,,,0,0,0,0,20,0,20,0,111.95405409997329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14839270012453,111.93923070002347,111.95405409997329,111.95405409997329,111.95405409997329,111.95405409997329,112.37067470001057,j,0.4136689999140799,None,left,0,12,4,1,17,13,None,97.57992820022628,97.58026219997555,112.37110059987754,112.38598040025681,112.38598040025681,114.38649730011821,114.38649730011821,114.37024340033531,99.57946770032868,99.57950640004128,114.3784566000104,114.38649730011821,114.38649730011821,115.38541370024905,115.38541370024905,115.37002200027928,stimuli/box_empty_transparent.png,100.57923470018432,100.57927400013432,115.37011349992827,115.38541370024905,117.38597290031612,117.37055310001597,102.57976000010967,,,,,,,,,,,,,111111,right,no,None,2025-04-28_11h23.10.824,RL_out-of-scanner,2024.2.4,59.53763075980678,2025-04-28 11h23.35.571925 -0500
