thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,left_box_lr.stopped,right_box_lr.stopped,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_switch_selec.stopped,right_switch_selec.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,10.360391300055198,None,k,1.3981062000384554,None,None,,,,,,,,,,,,,0,0,0,0,0,0,0,0,237.45021469995845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.00125269999262,227.01678439998068,227.01678439998068,237.3940569999395,j,10.360391300055198,None,237.4425044999225,237.45021469995845,237.45021469995845,237.45021469995845,237.45021469995845,238.85964089992922,k,1.3981062000384554,None,left,1,7,0,0,0,0,None,238.87478049995843,238.88266329991166,238.88266329991166,239.9015667999629,239.9015667999629,239.87406139995437,239.8881487000035,239.9015667999629,239.9015667999629,240.88925129990093,stimuli/box_empty_transparent.png,240.88929909991566,240.90551189996768,242.921164499945,242.90509739995468,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
1,0,1,,,,,,,,,,j,10.360391300055198,None,j,0.4259675999637693,None,None,,,,,,,,,,,,,0,0,0,0,1,0,1,0,242.921164499945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.90758849994745,242.921164499945,242.921164499945,242.921164499945,242.921164499945,243.35595649993047,j,0.4259675999637693,None,left,1,7,1,0,1,1,None,243.36685150000267,243.3744408999337,243.3744408999337,244.8943411000073,244.8943411000073,244.8698801000137,244.88754609995522,244.8943411000073,244.8943411000073,245.88544599991292,stimuli/box_coin_transparent.png,245.88551629998256,245.90146929991897,247.41727490001358,247.40078659995925,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
2,0,2,,,,,,,,,,j,10.360391300055198,None,j,0.39579480001702905,None,None,,,,,,,,,,,,,0,0,0,0,2,0,2,0,247.41727490001358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.40323960001115,247.41727490001358,247.41727490001358,247.41727490001358,247.41727490001358,247.81886369991116,j,0.39579480001702905,None,left,1,7,2,0,2,2,None,247.82813779998105,247.8353299999144,247.8353299999144,248.85811619996093,248.85811619996093,248.8337636999786,248.85086050000973,248.85811619996093,248.85811619996093,249.8492323999526,stimuli/box_coin_transparent.png,249.84930359991267,249.8651165999472,252.87947219994385,252.8630863999715,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
3,0,3,,,,,,,,,,j,10.360391300055198,None,j,0.438914000056684,None,None,,,,,,,,,,,,,0,0,0,0,3,0,3,0,252.87947219994385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8655473999679,252.87947219994385,252.87947219994385,252.87947219994385,252.87947219994385,253.33066949993372,j,0.438914000056684,None,left,1,7,3,0,3,3,None,253.33979599992745,253.3473129000049,253.3473129000049,255.37062139995396,255.37062139995396,255.34520519990474,255.36407259991392,255.37062139995396,255.37062139995396,256.3601167999441,stimuli/box_coin_transparent.png,256.36018829990644,256.37644669995643,257.37625989993103,257.3597740000114,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
4,0,4,,,,,,,,,,j,10.360391300055198,None,j,0.523774299887009,None,None,,,,,,,,,,,,,0,0,0,0,4,0,4,0,257.37625989993103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.36224339995533,257.37625989993103,257.37625989993103,257.37625989993103,257.37625989993103,257.91036489990074,j,0.523774299887009,None,left,1,7,4,0,4,4,None,257.92006479995325,257.9278439999325,257.9278439999325,258.95012049993966,258.95012049993966,258.9253638999071,258.9425541999517,258.95012049993966,258.95012049993966,259.9407943999395,stimuli/box_coin_transparent.png,259.94086719991174,259.9571178999031,262.4717185999034,262.45550459995866,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
5,0,5,,,,,,,,,,j,10.360391300055198,None,j,0.3679831000044942,None,None,,,,,,,,,,,,,0,0,0,0,5,0,5,0,262.4717185999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.45795169996563,262.4717185999034,262.4717185999034,262.4717185999034,262.4717185999034,262.85630889993627,j,0.3679831000044942,None,left,0,7,4,0,5,4,None,262.8659656000091,262.87346509995405,262.87346509995405,266.3907950000139,266.3907950000139,266.3697111000074,266.38375849998556,266.3907950000139,266.3907950000139,267.38468739995733,stimuli/box_empty_transparent.png,267.3848375999369,267.4009665999329,269.41659559996333,269.40016279998235,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
6,0,6,,,,,,,,,,j,10.360391300055198,None,k,0.362727600033395,None,None,,,,,,,,,,,,,0,0,0,0,6,0,6,0,269.41659559996333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.40261039999314,269.41659559996333,269.41659559996333,269.41659559996333,269.41659559996333,269.78549299994484,k,0.362727600033395,None,left,0,7,4,0,5,4,None,269.79526009992696,269.80277899990324,269.80277899990324,270.8206521999091,270.8206521999091,270.79965279996395,270.8134569999529,270.8206521999091,270.8206521999091,271.814867899986,stimuli/box_empty_transparent.png,271.81493989995215,271.8307329999516,272.83018279995304,272.8143293999601,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
7,0,7,,,,,,,,,,j,10.360391300055198,None,j,0.3843547999858856,None,None,,,,,,,,,,,,,0,0,0,0,7,0,7,0,272.83018279995304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.81737529998645,272.83018279995304,272.83018279995304,272.83018279995304,272.83018279995304,273.2321900000097,j,0.3843547999858856,None,left,1,7,5,0,6,5,None,273.2420877999393,273.249208199908,273.249208199908,275.26963949995115,275.26963949995115,275.24569749995135,275.26285289996304,275.26963949995115,275.26963949995115,276.26135689998046,stimuli/box_coin_transparent.png,276.26142909994815,276.27750889991876,278.2925678999163,278.2761545999674,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
8,0,8,,,,,,,,,,j,10.360391300055198,None,j,0.3595611999044195,None,None,,,,,,,,,,,,,0,0,0,0,8,0,8,0,278.2925678999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.2788142999634,278.2925678999163,278.2925678999163,278.2925678999163,278.2925678999163,278.66117749991827,j,0.3595611999044195,None,left,0,7,5,0,7,5,None,278.6707960999338,278.6783213999588,278.6783213999588,281.6946767999325,281.6946767999325,281.6739662999753,281.6879063999513,281.6946767999325,281.6946767999325,282.6896398999961,stimuli/box_empty_transparent.png,282.68973989994265,282.70542129990645,284.20506039995234,284.1886489999015,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
9,0,9,,,,,,,,,,j,10.360391300055198,None,k,1.4116303999908268,None,None,,,,,,,,,,,,,0,0,0,0,9,0,9,0,284.20506039995234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.19129379990045,284.20506039995234,284.20506039995234,284.20506039995234,284.20506039995234,285.6223711000057,k,1.4116303999908268,None,left,0,7,5,0,7,5,None,285.6319427000126,285.63984690001234,285.63984690001234,287.157574199955,287.157574199955,287.13681509997696,287.1505545999389,287.157574199955,287.157574199955,288.1519859000109,stimuli/box_empty_transparent.png,288.1520560999634,288.16778229991905,290.1830833000131,290.16697429993656,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
10,0,10,,,,,,,,,,j,10.360391300055198,None,k,0.6177187000866979,None,None,,,,,,,,,,,,,0,0,0,0,10,0,10,0,290.1830833000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1694110999815,290.1830833000131,290.1830833000131,290.1830833000131,290.1830833000131,290.81809939991217,k,0.6177187000866979,None,left,0,7,5,0,7,5,None,290.8277734000003,290.83506259997375,290.83506259997375,292.35458529996686,292.35458529996686,292.33250429993495,292.3464753999142,292.35458529996686,292.35458529996686,293.3473407999845,stimuli/box_empty_transparent.png,293.3474140999606,293.3633561999304,294.36334969999734,294.3471099999733,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
11,0,11,,,,,,,,,,j,10.360391300055198,None,k,0.3260770000051707,None,None,,,,,,,,,,,,,0,0,0,0,11,0,11,0,294.36334969999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.34966559999157,294.36334969999734,294.36334969999734,294.36334969999734,294.36334969999734,294.6979723999975,k,0.3260770000051707,None,left,0,7,5,0,7,5,None,294.70716619992163,294.71431369998027,294.71431369998027,296.73396739992313,296.73396739992313,296.7126020999858,296.7267157000024,296.73396739992313,296.73396739992313,297.72780419990886,stimuli/box_empty_transparent.png,297.7278754999861,297.7433818000136,299.25953939999454,299.2435260999482,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
12,0,12,,,,,,,,,,j,10.360391300055198,None,j,0.3727653999812901,None,None,,,,,,,,,,,,,0,0,0,0,12,0,12,0,299.25953939999454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.2460290999152,299.25953939999454,299.25953939999454,299.25953939999454,299.25953939999454,299.64447059994563,j,0.3727653999812901,None,left,1,7,6,0,8,6,None,299.6541425999021,299.66171979997307,299.66171979997307,300.6754176999675,300.6754176999675,300.6586054000072,300.66931609995663,300.6754176999675,300.6754176999675,301.67404009995516,stimuli/box_coin_transparent.png,301.6741129999282,301.6900261999108,304.7052002999699,304.68882709997706,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
13,0,13,,,,,,,,,,j,10.360391300055198,None,j,0.33198789996095,None,None,,,,,,,,,,,,,0,0,0,0,13,0,13,0,304.7052002999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.69142729998566,304.7052002999699,304.7052002999699,304.7052002999699,304.7052002999699,305.04033629992045,j,0.33198789996095,None,left,1,7,7,0,9,7,None,305.0504032999743,305.0578622999601,305.0578622999601,305.5788975999458,305.5788975999458,305.5549957999028,305.57220749999397,305.5788975999458,305.5788975999458,306.57038659998216,stimuli/box_coin_transparent.png,306.5705002999166,306.5868049999699,308.60187459993176,308.58570940000936,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
14,0,14,,,,,,,,,,j,10.360391300055198,None,j,0.29411789996083826,None,None,,,,,,,,,,,,,0,0,0,0,14,0,14,0,308.60187459993176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5882662999211,308.60187459993176,308.60187459993176,308.60187459993176,308.60187459993176,308.9034559999127,j,0.29411789996083826,None,right,1,8,0,1,9,7,None,308.9134150999598,308.92137649992947,308.92137649992947,310.4386522999266,310.4386522999266,310.41780249995645,310.43184609990567,310.4386522999266,310.4386522999266,311.4330200999975,stimuli/box_empty_transparent.png,311.4330925999675,311.44893479999155,312.44882509997115,312.43260059994645,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
15,0,15,,,,,,,,,,j,10.360391300055198,None,k,1.0357352000428364,None,None,,,,,,,,,,,,,0,0,0,0,15,0,15,0,312.44882509997115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.43507519993,312.44882509997115,312.44882509997115,312.44882509997115,312.44882509997115,313.49971419991925,k,1.0357352000428364,None,right,1,8,1,1,10,8,None,313.5090341999894,313.51672289997805,313.51672289997805,314.53947319998406,314.53947319998406,314.5149672999978,314.53205289994366,314.53947319998406,314.53947319998406,315.53037950000726,stimuli/box_coin_transparent.png,315.53045219997875,315.5462806998985,317.56161370000336,317.54510359989945,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
16,0,16,,,,,,,,,,j,10.360391300055198,None,k,0.3423775000264868,None,None,,,,,,,,,,,,,0,0,0,0,16,0,16,0,317.56161370000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.54753489990253,317.56161370000336,317.56161370000336,317.56161370000336,317.56161370000336,317.91338599997107,k,0.3423775000264868,None,right,0,8,1,1,11,8,None,317.92347689997405,317.9306529999012,317.9306529999012,319.94857719994616,319.94857719994616,319.9271430999506,319.9412421999732,319.94857719994616,319.94857719994616,320.9421513999114,stimuli/box_empty_transparent.png,320.942223799997,320.9582340999041,321.958114799927,321.94200089992955,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
17,0,17,,,,,,,,,,j,10.360391300055198,None,j,0.3037567000137642,None,None,,,,,,,,,,,,,0,0,0,0,17,0,17,0,321.958114799927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.94446139992215,321.958114799927,321.958114799927,321.958114799927,321.958114799927,322.27571909991093,j,0.3037567000137642,None,right,0,8,1,1,11,8,None,322.2848740000045,322.29230420000385,322.29230420000385,323.3115853999043,323.3115853999043,323.2908101999201,323.30479449999984,323.3115853999043,323.3115853999043,324.30630980001297,stimuli/box_empty_transparent.png,324.30638099997304,324.3222386999987,325.3221066999249,325.3059047999559,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
18,0,18,,,,,,,,,,j,10.360391300055198,None,j,0.6287916000001132,None,None,,,,,,,,,,,,,0,0,0,0,18,0,18,0,325.3221066999249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3083476999309,325.3221066999249,325.3221066999249,325.3221066999249,325.3221066999249,325.95699979993515,j,0.6287916000001132,None,right,0,8,1,1,11,8,None,325.9670991000021,325.97536469995975,325.97536469995975,329.4906027999241,329.4906027999241,329.4695525999414,329.4833844999084,329.4906027999241,329.4906027999241,330.48440670000855,stimuli/box_empty_transparent.png,330.484501699917,330.5004979999503,332.5158829999855,332.4996442999691,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
19,0,19,,,,,,,,,,j,10.360391300055198,None,j,0.3894445000914857,None,None,,,,,,,,,,,,,0,0,0,0,19,0,19,0,332.5158829999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.5020730999531,332.5158829999855,332.5158829999855,332.5158829999855,332.5158829999855,332.9175720999483,j,0.3894445000914857,None,right,0,8,1,1,11,8,None,332.9267635999713,332.9339460999472,332.9339460999472,333.9535445999354,333.9535445999354,333.9322933999356,333.94634159991983,333.9535445999354,333.9535445999354,334.9479835999664,stimuli/box_empty_transparent.png,334.9480538999196,334.96358819992747,336.48223419999704,336.46324259997346,,,,,,562514,right,2025-05-07_14h11.49.416,RL_practice,2024.2.4,59.63921849994817,2025-05-07 14h11.57.846795 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.47596029995475,336.48223419999704,340.4762454999145,340.476312499959,340.4926909999922,,,,,,,,
