thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,restart_key.keys,restart_key.rt,restart_key.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin_img.stopped,magic_coin_text.stopped,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,left_box_lr.stopped,right_box_lr.stopped,prac_left_box.stopped,prac_right_box.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,left_switch_selec.stopped,right_switch_selec.stopped,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,left_box_switch_out.stopped,right_box_switch_out.stopped,switch_out.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,understanding_check.stopped,pracLoop.restart_key.keys,pracLoop.restart_key.rt,pracLoop.restart_key.duration,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,9.131589999888092,None,j,1.2728524999693036,None,None,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,192.49768090015277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.33207869995385,183.34832660015672,183.34832660015672,192.48195890011266,j,9.131589999888092,None,192.48479819996282,192.49768090015277,192.49768090015277,192.49768090015277,192.49768090015277,193.78295210003853,j,1.2728524999693036,None,left,1,7,1,0,1,1,None,193.79585239989683,193.80262889992446,193.80262889992446,194.81474839989096,194.81474839989096,194.79898469988257,194.80876770010218,194.81474839989096,194.81474839989096,195.81469250004739,195.81469250004739,195.7991979997605,stimuli/box_coin_transparent.png,195.79924480011687,195.81469250004739,197.8147235000506,197.79813130013645,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
1,0,1,,,,,,,,,,j,9.131589999888092,None,j,0.6552357999607921,None,None,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,197.8147235000506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.79969500005245,197.8147235000506,197.8147235000506,197.8147235000506,197.8147235000506,198.48302729986608,j,0.6552357999607921,None,left,0,7,1,0,2,1,None,198.4884803998284,198.49787750001997,198.49787750001997,199.9981049997732,199.9981049997732,199.9815710997209,199.9905957998708,199.9981049997732,199.9981049997732,200.99735119985417,200.99735119985417,200.98186430009082,stimuli/box_empty_transparent.png,200.9819148001261,200.99735119985417,202.4984809998423,202.48208370013162,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
2,0,2,,,,,,,,,,j,9.131589999888092,None,k,0.8377513000741601,None,None,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,202.4984809998423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.48357910010964,202.4984809998423,202.4984809998423,202.4984809998423,202.4984809998423,203.34946199972183,k,0.8377513000741601,None,left,0,7,1,0,2,1,None,203.35481339972466,203.36404340015724,203.36404340015724,204.36442450014874,204.36442450014874,204.34925159998238,204.3575687999837,204.36442450014874,204.36442450014874,205.3634500997141,205.3634500997141,205.34766619978473,stimuli/box_empty_transparent.png,205.34772549988702,205.3634500997141,208.364749699831,208.3484151000157,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
3,0,3,,,,,,,,,,j,9.131589999888092,None,j,0.5685526002198458,None,None,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,208.364749699831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.34989679977298,208.364749699831,208.364749699831,208.364749699831,208.364749699831,208.94953909981996,j,0.5685526002198458,None,left,0,7,1,0,3,1,None,208.95509079983458,208.96428619977087,208.96428619977087,210.96433220012113,210.96433220012113,210.94752159994096,210.95641959970817,210.96433220012113,210.96433220012113,,,211.94885740010068,stimuli/box_empty_transparent.png,211.94891489995643,211.96384850004688,212.96424979995936,212.94814760005102,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
4,0,4,,,,,,,,,,j,9.131589999888092,None,j,0.6828970001079142,None,None,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,212.96424979995936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.94969270005822,212.96424979995936,212.96424979995936,212.96424979995936,212.96424979995936,213.6496119997464,j,0.6828970001079142,None,left,1,7,2,0,4,2,None,213.65558529971167,213.6647855998017,213.6647855998017,214.6642070999369,214.6642070999369,214.64861160004511,214.65865999972448,214.6642070999369,214.6642070999369,215.6643093000166,215.6643093000166,215.64875329984352,stimuli/box_coin_transparent.png,215.64879819983616,215.6643093000166,218.16447590012103,218.1485199998133,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
5,0,5,,,,,,,,,,j,9.131589999888092,None,j,0.8021621000953019,None,None,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,218.16447590012103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1500280997716,218.16447590012103,218.16447590012103,218.16447590012103,218.16447590012103,218.9823485999368,j,0.8021621000953019,None,left,1,7,3,0,5,3,None,218.9879398001358,218.99772410001606,218.99772410001606,222.49748450005427,222.49748450005427,222.48059119982645,222.49203300010413,222.49748450005427,222.49748450005427,,,223.48123699985445,stimuli/box_coin_transparent.png,223.4812885997817,223.49716589972377,225.4978143000044,225.48148960014805,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
6,0,6,,,,,,,,,,j,9.131589999888092,None,k,0.7796386000700295,None,None,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,225.4978143000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4830180001445,225.4978143000044,225.4978143000044,225.4978143000044,225.4978143000044,226.28187269996852,k,0.7796386000700295,None,left,1,7,3,0,5,3,None,226.28742410009727,226.2975948001258,226.2975948001258,227.2969965999946,227.2969965999946,227.2813976998441,227.28963069990277,227.2969965999946,227.2969965999946,228.29604879999533,228.29604879999533,228.28035819996148,stimuli/box_empty_transparent.png,228.28039989992976,228.29604879999533,229.29789259983227,229.28082480002195,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
7,0,7,,,,,,,,,,j,9.131589999888092,None,None,,,None,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,229.29789259983227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.28230099985376,229.29789259983227,229.29789259983227,229.29789259983227,229.29789259983227,230.78139240015298,None,,,left,1,7,3,0,5,3,None,230.78691719984636,230.7976565998979,230.7976565998979,232.79676799988374,232.79676799988374,232.78213659999892,232.7908834000118,232.79676799988374,232.79676799988374,233.79595510009676,233.79595510009676,233.7803691998124,no selection made,233.78040889976546,233.79595510009676,235.79782119998708,235.78073009988293,230.7976565998979,230.7976565998979,230.7976565998979,230.7976565998979,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
8,0,8,,,,,,,,,,j,9.131589999888092,None,j,0.8527629999443889,None,None,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,235.79782119998708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.78258519992232,235.79782119998708,235.79782119998708,235.79782119998708,235.79782119998708,236.66590119991452,j,0.8527629999443889,None,left,1,7,4,0,6,4,None,236.67192790005356,236.67971540009603,236.67971540009603,239.68108240002766,239.68108240002766,239.66325230011716,239.67590599972755,239.68108240002766,239.68108240002766,,,240.66392289986834,stimuli/box_coin_transparent.png,240.66398630011827,240.68029269995168,242.18042470002547,242.16417999984697,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
9,0,9,,,,,,,,,,j,9.131589999888092,None,k,1.3205197998322546,None,None,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,242.18042470002547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.16599630005658,242.18042470002547,242.18042470002547,242.18042470002547,242.18042470002547,243.51476310007274,k,1.3205197998322546,None,left,1,7,4,0,6,4,None,243.5199914998375,243.53020659973845,243.53020659973845,245.03010550001636,245.03010550001636,245.01322129974142,245.02160049974918,245.03010550001636,245.03010550001636,,,246.01377029996365,stimuli/box_empty_transparent.png,246.01384399970993,246.0297909998335,248.03016729978845,248.01350610004738,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
10,0,10,,,,,,,,,,j,9.131589999888092,None,j,0.8628930998966098,None,None,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,248.03016729978845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.01540229981765,248.03016729978845,248.03016729978845,248.03016729978845,248.03016729978845,248.8978494000621,j,0.8628930998966098,None,left,1,7,5,0,7,5,None,248.90369529975578,248.91317750001326,248.91317750001326,250.4175970000215,250.4175970000215,250.3964899997227,250.4094003001228,250.4175970000215,250.4175970000215,,,251.41290759993717,stimuli/box_coin_transparent.png,251.41296930005774,251.4294948000461,252.42981649981812,252.41383690014482,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
11,0,11,,,,,,,,,,j,9.131589999888092,None,k,0.9467909000813961,None,None,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,252.42981649981812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.41538470005617,252.42981649981812,252.42981649981812,252.42981649981812,252.42981649981812,253.38048029970378,k,0.9467909000813961,None,left,1,7,5,0,7,5,None,253.38599370000884,253.39583599986508,253.39583599986508,255.39640330011025,255.39640330011025,255.38089259993285,255.38904989976436,255.39640330011025,255.39640330011025,256.3952864999883,256.3952864999883,256.37952010007575,stimuli/box_empty_transparent.png,256.37957049999386,256.3952864999883,257.89670290006325,257.88010889990255,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
12,0,12,,,,,,,,,,j,9.131589999888092,None,j,0.4751526997424662,None,None,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,257.89670290006325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8816149998456,257.89670290006325,257.89670290006325,257.89670290006325,257.89670290006325,258.38133239978924,j,0.4751526997424662,None,left,1,7,6,0,8,6,None,258.3868236998096,258.39630719972774,258.39630719972774,259.39614740014076,259.39614740014076,259.38035749970004,259.39013329986483,259.39614740014076,259.39614740014076,260.3958811997436,260.3958811997436,260.38049979973584,stimuli/box_coin_transparent.png,260.38054189970717,260.3958811997436,263.3985680998303,263.37999479984865,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
13,0,13,,,,,,,,,,j,9.131589999888092,None,j,0.5119862002320588,None,None,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,263.3985680998303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3815001999028,263.3985680998303,263.3985680998303,263.3985680998303,263.3985680998303,263.914043799974,j,0.5119862002320588,None,left,1,7,7,0,9,7,None,263.91989659983665,263.9294893001206,263.9294893001206,264.43002730002627,264.43002730002627,264.413825399708,264.424304000102,264.43002730002627,264.43002730002627,265.4292441001162,265.4292441001162,265.41349270008504,stimuli/box_coin_transparent.png,265.41353649972007,265.4292441001162,267.4296297999099,267.41321479994804,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
14,0,14,,,,,,,,,,j,9.131589999888092,None,j,0.4378470000810921,None,None,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,267.4296297999099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.41481250012293,267.4296297999099,267.4296297999099,267.4296297999099,267.4296297999099,267.8800884000957,j,0.4378470000810921,None,right,1,8,0,1,9,7,None,267.8862431999296,267.895477199927,267.895477199927,269.39583919988945,269.39583919988945,269.380178200081,269.3895009998232,269.39583919988945,269.39583919988945,270.3959715999663,270.3959715999663,270.3805503998883,stimuli/box_empty_transparent.png,270.3805955997668,270.3959715999663,271.3962441999465,271.3798564998433,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
15,0,15,,,,,,,,,,j,9.131589999888092,None,k,0.8616255996748805,None,None,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,271.3962441999465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3813742999919,271.3962441999465,271.3962441999465,271.3962441999465,271.3962441999465,272.2641376000829,k,0.8616255996748805,None,right,1,8,1,1,10,8,None,272.26952670002356,272.27926860004663,272.27926860004663,273.28055340005085,273.28055340005085,273.2623569997959,273.2754603000358,273.28055340005085,273.28055340005085,,,274.26291840011254,stimuli/box_coin_transparent.png,274.26298089977354,274.2798250000924,276.27947239996865,276.2629913999699,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
16,0,16,,,,,,,,,,j,9.131589999888092,None,k,0.45975139969959855,None,None,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,276.27947239996865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2645775000565,276.27947239996865,276.27947239996865,276.27947239996865,276.27947239996865,276.74746409989893,k,0.45975139969959855,None,right,1,8,2,1,11,9,None,276.7527827001177,276.7626108000986,276.7626108000986,278.7620830000378,278.7620830000378,278.7466107001528,278.75640180008486,278.7620830000378,278.7620830000378,279.7616590000689,279.7616590000689,279.74643189972267,stimuli/box_coin_transparent.png,279.7464870000258,279.7616590000689,280.7625229000114,280.74606589972973,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
17,0,17,,,,,,,,,,j,9.131589999888092,None,k,0.7292227996513247,None,None,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,280.7625229000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.7478808001615,280.7625229000114,280.7625229000114,280.7625229000114,280.7625229000114,281.4972191997804,k,0.7292227996513247,None,right,1,8,3,1,12,10,None,281.5031171999872,281.5127514000051,281.5127514000051,282.5128466999158,282.5128466999158,282.49715750012547,282.5073055997491,282.5128466999158,282.5128466999158,283.51183519978076,283.51183519978076,283.4969880999997,stimuli/box_coin_transparent.png,283.4970319997519,283.51183519978076,284.51221919991076,284.4955744999461,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
18,0,18,,,,,,,,,,j,9.131589999888092,None,k,0.7323571997694671,None,None,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,284.51221919991076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4974905997515,284.51221919991076,284.51221919991076,284.51221919991076,284.51221919991076,285.2463349997997,k,0.7323571997694671,None,right,1,8,4,1,13,11,None,285.25518089998513,285.2615932999179,285.2615932999179,288.7619015998207,288.7619015998207,288.7460622000508,288.75642469991,288.7619015998207,288.7619015998207,289.7616147999652,289.7616147999652,289.7464463999495,stimuli/box_coin_transparent.png,289.74648820003495,289.7616147999652,291.7630146997981,291.7459029001184,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
19,0,19,,,,,,,,,,j,9.131589999888092,None,k,0.7183395996689796,None,None,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,291.7630146997981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.74745059991255,291.7630146997981,291.7630146997981,291.7630146997981,291.7630146997981,292.49716079980135,k,0.7183395996689796,None,right,1,8,5,1,14,12,None,292.50285069970414,292.5119377998635,292.5119377998635,293.5116508998908,293.5116508998908,293.4963781000115,293.5064703999087,293.5116508998908,293.5116508998908,294.5118014998734,294.5118014998734,294.4963782001287,stimuli/box_coin_transparent.png,294.49643049994484,294.5118014998734,296.02751610009,296.0112363998778,,,,,,,,,,,,,,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
0,0,0,,,,,,,,,,j,9.131589999888092,None,,,,,c,27.380256099626422,None,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.02117419987917,296.02751610009,300.0117160999216,300.0117782000452,300.02845889981836,327.4109062999487,c,27.380256099626422,None,66666,right,2025-05-15_13h01.24.633,RL_practice,2024.2.4,58.437429842235915,2025-05-15 13h01.40.478259 -0500,
