thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,space,2.847566199954599,None,5,3.9443807997740805,None,56.399173100013286,k,0.7879599998705089,None,None,57.21551030036062,57.21575490012765,59.2148105003871,59.21484989998862,60.21501580020413,60.215049399994314,61.7307790000923,,,,,,,0,0,0,0,11,0,11,0,120.69631629996002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.399173100013286,120.68132749991491,120.69631629996002,120.69631629996002,120.69631629996002,120.69631629996002,121.49757569981739,k,0.7879599998705089,None,right,1,11,7,0,7,7,None,57.21551030036062,57.21575490012765,121.4979070997797,121.51312190014869,121.51312190014869,123.51370309991762,123.51370309991762,123.49689139984548,59.2148105003871,59.21484989998862,123.50787020009011,123.51370309991762,123.51370309991762,,,124.4971187999472,stimuli/box_coin_transparent.png,60.21501580020413,60.215049399994314,124.4972040001303,124.5134608997032,126.0296737998724,126.01288749976084,61.7307790000923,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
12,0,12,space,2.847566199954599,None,5,3.9443807997740805,None,61.73234610026702,k,0.7595234997570515,None,None,62.51543920021504,62.51573770027608,63.514840400312096,63.514886300079525,64.5310720000416,64.53110510017723,67.53076550038531,,,,,,,0,0,0,0,12,0,12,0,126.0296737998724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.73234610026702,126.01450129970908,126.0296737998724,126.0296737998724,126.0296737998724,126.0296737998724,126.79746649973094,k,0.7595234997570515,None,right,0,11,7,0,8,7,None,62.51543920021504,62.51573770027608,126.7978968997486,126.81347010005265,126.81347010005265,127.81438599992543,127.81438599992543,127.79692440014333,63.514840400312096,63.514886300079525,127.80625799996778,127.81438599992543,127.81438599992543,,,128.81317619979382,stimuli/box_empty_transparent.png,64.5310720000416,64.53110510017723,128.81325519969687,128.8288835999556,131.82950370013714,131.81287409970537,67.53076550038531,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
13,0,13,space,2.847566199954599,None,5,3.9443807997740805,None,67.53231420041993,j,0.46608160017058253,None,None,68.01550060044974,68.0157917002216,68.51449730014428,68.51455340022221,69.51429980015382,69.5143371000886,71.51408250024542,,,,,,,0,0,0,0,13,0,13,0,131.82950370013714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.53231420041993,131.81446949997917,131.82950370013714,131.82950370013714,131.82950370013714,131.82950370013714,132.2975659999065,j,0.46608160017058253,None,right,0,11,7,0,8,7,None,68.01550060044974,68.0157917002216,132.2979442998767,132.3128812997602,132.3128812997602,132.81318579986691,132.81318579986691,132.79657220002264,68.51449730014428,68.51455340022221,132.80705679999664,132.81318579986691,132.81318579986691,133.81218610005453,133.81218610005453,133.7964019998908,stimuli/box_empty_transparent.png,69.51429980015382,69.5143371000886,133.79649369977415,133.81218610005453,135.81326910015196,135.79618809977546,71.51408250024542,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
14,0,14,space,2.847566199954599,None,5,3.9443807997740805,None,71.51556000020355,k,0.5564938001334667,None,None,72.09853770025074,72.09879410034046,73.59767000004649,73.59770809998736,74.59776790020987,74.59781320020556,75.59809010010213,,,,,,,0,0,0,0,14,0,14,0,135.81326910015196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.51556000020355,135.7977144997567,135.81326910015196,135.81326910015196,135.81326910015196,135.81326910015196,136.38060399983078,k,0.5564938001334667,None,right,0,11,7,0,9,7,None,72.09853770025074,72.09879410034046,136.38095929985866,136.39659409970045,136.39659409970045,137.89643670013174,137.89643670013174,137.87976250005886,73.59767000004649,73.59770809998736,137.8885578000918,137.89643670013174,137.89643670013174,138.89529349980876,138.89529349980876,138.87986639980227,stimuli/box_empty_transparent.png,74.59776790020987,74.59781320020556,138.87997630005702,138.89529349980876,139.89655659999698,139.88019490009174,75.59809010010213,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
15,0,15,space,2.847566199954599,None,5,3.9443807997740805,None,75.59990400029346,k,0.5039966995827854,None,None,76.13151570037007,76.13179730018601,77.13113410025835,77.13117360044271,78.13105420023203,78.13108530035242,80.13024450000376,,,,,,,0,0,0,0,15,0,15,0,139.89655659999698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.59990400029346,139.88206420000643,139.89655659999698,139.89655659999698,139.89655659999698,139.89655659999698,140.41358119994402,k,0.5039966995827854,None,right,1,11,8,0,10,8,None,76.13151570037007,76.13179730018601,140.41395039996132,140.4294177996926,140.4294177996926,141.42973309988156,141.42973309988156,141.41322299977764,77.13113410025835,77.13117360044271,141.4234818997793,141.42973309988156,141.42973309988156,142.42869079997763,142.42869079997763,142.41316120000556,stimuli/box_coin_transparent.png,78.13105420023203,78.13108530035242,142.4132357998751,142.42869079997763,144.42906210012734,144.41235389979556,80.13024450000376,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
16,0,16,space,2.847566199954599,None,5,3.9443807997740805,None,80.13184730010107,k,0.8254891000688076,None,None,80.98117210017517,80.9814900001511,82.9811244001612,82.98116250010207,83.9969727001153,83.99702300038189,84.99670150037855,,,,,,,0,0,0,0,16,0,16,0,144.42906210012734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.13184730010107,144.41400159988552,144.42906210012734,144.42906210012734,144.42906210012734,144.42906210012734,145.2632197998464,k,0.8254891000688076,None,right,0,11,8,0,11,8,None,80.98117210017517,80.9814900001511,145.2636526999995,145.27915369998664,145.27915369998664,147.28124149981886,147.28124149981886,147.26321269990876,82.9811244001612,82.98116250010207,147.27177800005302,147.28124149981886,147.28124149981886,,,148.27907129982486,stimuli/box_empty_transparent.png,83.9969727001153,83.99702300038189,148.27917939983308,148.29506909986958,149.29554449999705,149.2788084000349,84.99670150037855,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
17,0,17,space,2.847566199954599,None,5,3.9443807997740805,None,84.99844680028036,j,0.6215114002116024,None,None,85.64794180030003,85.64827570039779,86.64737300015986,86.64741219999269,87.64727010019124,87.64730770001188,88.64684629999101,,,,,,,0,0,0,0,17,0,17,0,149.29554449999705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99844680028036,149.28060769988224,149.29554449999705,149.29554449999705,149.29554449999705,149.29554449999705,149.93000919977203,j,0.6215114002116024,None,right,0,11,8,0,11,8,None,85.64794180030003,85.64827570039779,149.9304303000681,149.9454793999903,149.9454793999903,150.9463519998826,150.9463519998826,150.92946119979024,86.64737300015986,86.64741219999269,150.93753220001236,150.9463519998826,150.9463519998826,151.9450856000185,151.9450856000185,151.92937379982322,stimuli/box_empty_transparent.png,87.64727010019124,87.64730770001188,151.92946319980547,151.9450856000185,152.9456460000947,152.92895309999585,88.64684629999101,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
18,0,18,space,2.847566199954599,None,5,3.9443807997740805,None,88.64860559999943,j,0.7526572002097964,None,None,89.43120320001617,89.43154850043356,92.93046030029655,92.93049870012328,93.93043520022184,93.93046719999984,95.92990430025384,,,,,,,0,0,0,0,18,0,18,0,152.9456460000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.64860559999943,152.93076130002737,152.9456460000947,152.9456460000947,152.9456460000947,152.9456460000947,153.71324029983953,j,0.7526572002097964,None,right,0,11,8,0,11,8,None,89.43120320001617,89.43154850043356,153.71370390010998,153.72867830004543,153.72867830004543,157.2289498001337,157.2289498001337,157.21254869969562,92.93046030029655,92.93049870012328,157.2208662997,157.2289498001337,157.2289498001337,158.2284947996959,158.2284947996959,158.21254089986905,stimuli/box_empty_transparent.png,93.93043520022184,93.93046719999984,158.21261649997905,158.2284947996959,160.22885920014232,160.2120141000487,95.92990430025384,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
19,0,19,space,2.847566199954599,None,5,3.9443807997740805,None,95.93143320037052,k,0.3626013002358377,None,None,96.31421140022576,96.31448130030185,97.31369640026242,97.31374200014398,98.31360580027103,98.31363690039143,99.81413569999859,,,,,,,0,0,0,0,19,0,19,0,160.22885920014232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.93143320037052,160.2135867998004,160.22885920014232,160.22885920014232,160.22885920014232,160.22885920014232,160.596269399859,k,0.3626013002358377,None,right,1,11,9,0,12,9,None,96.31421140022576,96.31448130030185,160.59663339983672,160.6119107999839,160.6119107999839,161.61240570014343,161.61240570014343,161.59577949997038,97.31369640026242,97.31374200014398,161.60674849990755,161.61240570014343,161.61240570014343,162.61141970008612,162.61141970008612,162.5957125998102,stimuli/box_coin_transparent.png,98.31360580027103,98.31363690039143,162.59578569978476,162.61141970008612,164.1119649996981,164.09624159988016,99.81413569999859,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
20,0,20,space,2.847566199954599,None,5,3.9443807997740805,None,99.81589870015159,k,0.5777209000661969,None,None,100.41402580030262,100.41426550038159,102.41417730040848,102.41422380041331,103.4134426000528,103.41348020033911,105.41303480044007,,,,,,,0,0,0,0,20,0,20,0,164.1119649996981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81589870015159,164.09805870009586,164.1119649996981,164.1119649996981,164.1119649996981,164.1119649996981,164.69609230011702,k,0.5777209000661969,None,right,1,11,10,0,13,10,None,100.41402580030262,100.41426550038159,164.69642810011283,164.71208279998973,164.71208279998973,166.7121275998652,166.7121275998652,166.6962600001134,102.41417730040848,102.41422380041331,166.70660040015355,166.7121275998652,166.7121275998652,167.71114119980484,167.71114119980484,167.6955447997898,stimuli/box_coin_transparent.png,103.4134426000528,103.41348020033911,167.69563619978726,167.71114119980484,169.71174379996955,169.6951405000873,105.41303480044007,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
21,0,21,space,2.847566199954599,None,5,3.9443807997740805,None,105.41474919999018,k,0.6536220996640623,None,None,106.09749560011551,106.09781310008839,109.09652330027893,109.09656070033088,110.09691210044548,110.09694490022957,111.59601140022278,,,,,,,0,0,0,0,21,0,21,0,169.71174379996955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.41474919999018,169.6969050001353,169.71174379996955,169.71174379996955,169.71174379996955,169.71174379996955,170.37954529980198,k,0.6536220996640623,None,right,1,11,11,0,14,11,None,106.09749560011551,106.09781310008839,170.37998430011794,170.39511119993404,170.39511119993404,173.3960708999075,173.3960708999075,173.37861560005695,109.09652330027893,109.09656070033088,173.39032820006832,173.3960708999075,173.3960708999075,,,174.37901629973203,stimuli/box_coin_transparent.png,110.09691210044548,110.09694490022957,174.3790980000049,174.39447799976915,175.89473319984972,175.87811450008303,111.59601140022278,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
22,0,22,space,2.847566199954599,None,5,3.9443807997740805,None,111.59824610035866,k,0.4567101998254657,None,None,112.08046380011365,112.08069910015911,113.58151980023831,113.5815569004044,114.57982180034742,114.57985280035064,116.57904670014977,,,,,,,0,0,0,0,22,0,22,0,175.89473319984972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.59824610035866,175.88041319977492,175.89473319984972,175.89473319984972,175.89473319984972,175.89473319984972,176.36253099981695,k,0.4567101998254657,None,left,1,9,0,1,14,11,None,112.08046380011365,112.08069910015911,176.3628508998081,176.37843549996614,176.37843549996614,177.87868219986558,177.87868219986558,177.86360679985955,113.58151980023831,113.5815569004044,177.8723101997748,177.87868219986558,177.87868219986558,178.87765190005302,178.87765190005302,178.8619300001301,stimuli/box_empty_transparent.png,114.57982180034742,114.57985280035064,178.8620012998581,178.87765190005302,180.87847779970616,180.8611551998183,116.57904670014977,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
23,0,23,space,2.847566199954599,None,5,3.9443807997740805,None,116.58046100009233,j,0.7904984997585416,None,None,117.3977551003918,117.39811220020056,118.89663910027593,118.89667690033093,119.91254650009796,119.912583200261,121.41248759999871,,,,,,,0,0,0,0,23,0,23,0,180.87847779970616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.58046100009233,180.8626151001081,180.87847779970616,180.87847779970616,180.87847779970616,180.87847779970616,181.6798179000616,j,0.7904984997585416,None,left,1,9,1,1,15,12,None,117.3977551003918,117.39811220020056,181.68026700010523,181.694630399812,181.694630399812,183.19551849970594,183.19551849970594,183.17872329987586,118.89663910027593,118.89667690033093,183.1885891999118,183.19551849970594,183.19551849970594,,,184.19464629981667,stimuli/box_coin_transparent.png,119.91254650009796,119.912583200261,184.19474550010636,184.21069670002908,185.71205350011587,185.6945962999016,121.41248759999871,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
24,0,24,space,2.847566199954599,None,5,3.9443807997740805,None,121.41399680031464,k,1.104504100047052,None,None,122.54704430000857,122.54729550005868,124.54620360024273,124.5462462999858,125.5623508002609,125.56239350000396,127.06217120029032,,,,,,,0,0,0,0,24,0,24,0,185.71205350011587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.41399680031464,185.69615089986473,185.71205350011587,185.71205350011587,185.71205350011587,185.71205350011587,186.82901749992743,k,1.104504100047052,None,left,1,9,1,1,15,12,None,122.54704430000857,122.54729550005868,186.82944789994508,186.8444559997879,186.8444559997879,188.84575629979372,188.84575629979372,188.82828939985484,124.54620360024273,124.5462462999858,188.837123000063,188.84575629979372,188.84575629979372,,,189.84444659994915,stimuli/box_empty_transparent.png,125.5623508002609,125.56239350000396,189.84455409971997,189.8606110000983,191.36148629989475,191.34427620004863,127.06217120029032,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
25,0,25,space,2.847566199954599,None,5,3.9443807997740805,None,127.06368350004777,k,1.4599248003214598,None,None,128.54757460020483,128.5478678001091,129.5460925004445,129.5461299000308,130.54647260019556,130.5465181004256,134.0459615001455,,,,,,,0,0,0,0,25,0,25,0,191.36148629989475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.06368350004777,191.345837299712,191.36148629989475,191.36148629989475,191.36148629989475,191.36148629989475,192.82963489973918,k,1.4599248003214598,None,left,1,9,1,1,15,12,None,128.54757460020483,128.5478678001091,192.8300304999575,192.8443950000219,192.8443950000219,193.84489380009472,193.84489380009472,193.82818230008706,129.5460925004445,129.5461299000308,193.83641939982772,193.84489380009472,193.84489380009472,,,194.8285662997514,stimuli/box_empty_transparent.png,130.54647260019556,130.5465181004256,194.8286736998707,194.84406469995156,198.3447961998172,198.3280694996938,134.0459615001455,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
26,0,26,space,2.847566199954599,None,5,3.9443807997740805,None,134.0475141000934,j,0.5312244999222457,None,None,134.599083899986,134.59937610011548,135.0967030003667,135.09674120042473,136.09568750020117,136.09572700038552,139.59521700022742,,,,,,,0,0,0,0,26,0,26,0,198.3447961998172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0475141000934,198.32966789975762,198.3447961998172,198.3447961998172,198.3447961998172,198.3447961998172,198.88112489972264,j,0.5312244999222457,None,left,1,9,2,1,16,13,None,134.599083899986,134.59937610011548,198.88152869977057,198.89431269979104,198.89431269979104,199.39455289999023,199.39455289999023,199.37878930009902,135.0967030003667,135.09674120042473,199.3886166997254,199.39455289999023,199.39455289999023,200.39354499988258,200.39354499988258,200.37778989970684,stimuli/box_coin_transparent.png,136.09568750020117,136.09572700038552,200.37789070000872,200.39354499988258,203.89391249977052,203.8773222998716,139.59521700022742,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
27,0,27,space,2.847566199954599,None,5,3.9443807997740805,None,139.59710120037198,j,0.41237179981544614,None,None,140.03152030007914,140.03190790023655,141.52908390015364,141.529121900443,142.5288000004366,142.52883090032265,143.52849810011685,,,,,,,0,0,0,0,27,0,27,0,203.89391249977052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.59710120037198,203.87926599988714,203.89391249977052,203.89391249977052,203.89391249977052,203.89391249977052,204.31357559980825,j,0.41237179981544614,None,left,0,9,2,1,17,13,None,140.03152030007914,140.03190790023655,204.3140652999282,204.327847099863,204.327847099863,205.82789109973237,205.82789109973237,205.81117080012336,141.52908390015364,141.529121900443,205.81937959976494,205.82789109973237,205.82789109973237,206.82669729972258,206.82669729972258,206.81090739974752,stimuli/box_empty_transparent.png,142.5288000004366,142.52883090032265,206.81098009971902,206.82669729972258,207.82775779999793,207.8106026998721,143.52849810011685,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
28,0,28,space,2.847566199954599,None,5,3.9443807997740805,None,143.5300012002699,k,0.606882699765265,None,None,144.16361020039767,144.1639814004302,145.16241770004854,145.1624660002999,146.16210489999503,146.1621407000348,149.66191110014915,,,,,,,0,0,0,0,28,0,28,0,207.82775779999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5300012002699,207.81215630006045,207.82775779999793,207.82775779999793,207.82775779999793,207.82775779999793,208.44564059982076,k,0.606882699765265,None,left,0,9,2,1,17,13,None,144.16361020039767,144.1639814004302,208.44613819988444,208.46098250010982,208.46098250010982,209.46098309988156,209.46098309988156,209.4445022,145.16241770004854,145.1624660002999,209.45392150012776,209.46098309988156,209.46098309988156,210.4599937000312,210.4599937000312,210.4442071998492,stimuli/box_empty_transparent.png,146.16210489999503,146.1621407000348,210.44429499981925,210.4599937000312,213.96047540009022,213.94401390012354,149.66191110014915,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
29,0,29,space,2.847566199954599,None,5,3.9443807997740805,None,149.66356530040503,j,0.4180797999724746,None,None,150.1126645002514,150.11304110009223,152.11215430032462,152.11219360027462,153.11213860008866,153.11217920016497,154.11162850027904,,,,,,,0,0,0,0,29,0,29,0,213.96047540009022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.66356530040503,213.94571990007535,213.96047540009022,213.96047540009022,213.96047540009022,213.96047540009022,214.39472689991817,j,0.4180797999724746,None,left,0,9,2,1,18,13,None,150.1126645002514,150.11304110009223,214.3952064998448,214.41038909973577,214.41038909973577,216.4107014001347,216.4107014001347,216.39424420008436,152.11215430032462,152.11219360027462,216.4023011997342,216.4107014001347,216.4107014001347,217.4100453001447,217.4100453001447,217.39423679979518,stimuli/box_empty_transparent.png,153.11213860008866,153.11217920016497,217.39434209978208,217.4100453001447,218.41038150014356,218.39371210010722,154.11162850027904,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
30,0,30,space,2.847566199954599,None,5,3.9443807997740805,None,154.11332360003144,None,,,['k'],155.6121168001555,155.61218750011176,156.6124822003767,156.61257230024785,157.62790320022032,157.62793710036203,158.62764500034973,[0.7333240997977555],[0.20248950039967895],,,,,0,0,0,0,30,0,30,0,218.41038150014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.11332360003144,218.39548099972308,218.41038150014356,218.41038150014356,218.41038150014356,218.41038150014356,219.89412639988586,None,,,left,0,9,2,1,18,13,['k'],155.6121168001555,155.61218750011176,219.89434139989316,219.9110062001273,219.9110062001273,220.91237689973786,220.91237689973786,220.89446179987863,156.6124822003767,156.61257230024785,220.9068773998879,220.91237689973786,220.91237689973786,,,221.91000679973513,no selection made,157.62790320022032,157.62793710036203,221.91008810000494,221.92629420012236,222.92680130014196,222.90975430002436,158.62764500034973,[0.7333240997977555],[0.20248950039967895],,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
31,0,31,space,2.847566199954599,None,5,3.9443807997740805,None,158.62923170020804,k,0.6202993998304009,None,None,159.27978240000084,159.28009190037847,162.27914300002158,162.27918090019375,163.27844870043918,163.27849270030856,165.77794350031763,,,,,,,0,0,0,0,31,0,31,0,222.92680130014196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.62923170020804,222.91138679999858,222.92680130014196,222.92680130014196,222.92680130014196,222.92680130014196,223.5618179999292,k,0.6202993998304009,None,left,0,9,2,1,18,13,None,159.27978240000084,159.28009190037847,223.56226539984345,223.57691700011492,223.57691700011492,226.57718149991706,226.57718149991706,226.5612328001298,162.27914300002158,162.27918090019375,226.56968870013952,226.57718149991706,226.57718149991706,227.57616419997066,227.57616419997066,227.5605469001457,stimuli/box_empty_transparent.png,163.27844870043918,163.27849270030856,227.56065570004284,227.57616419997066,230.07678729994223,230.0600533001125,165.77794350031763,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
32,0,32,space,2.847566199954599,None,5,3.9443807997740805,None,165.77960780030116,k,0.5870735999196768,None,None,166.39559520035982,166.39595880033448,167.3948741001077,167.39491050038487,168.39489890029654,168.39493290008977,169.39472630014643,,,,,,,0,0,0,0,32,0,32,0,230.07678729994223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.77960780030116,230.06177280005068,230.07678729994223,230.07678729994223,230.07678729994223,230.07678729994223,230.67764069978148,k,0.5870735999196768,None,left,0,9,2,1,18,13,None,166.39559520035982,166.39595880033448,230.6781231998466,230.69310809997842,230.69310809997842,231.69368789996952,231.69368789996952,231.6769658997655,167.3948741001077,167.39491050038487,231.68508359976113,231.69368789996952,231.69368789996952,232.69369670003653,232.69369670003653,232.67700230004266,stimuli/box_empty_transparent.png,168.39489890029654,168.39493290008977,232.6770880999975,232.69369670003653,233.69325569970533,233.67682430008426,169.39472630014643,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
33,0,33,space,2.847566199954599,None,5,3.9443807997740805,None,169.3970479001291,j,0.501747699920088,None,None,169.92941390024498,169.92986120004207,171.92838210007176,171.92842000024393,172.9281577002257,172.9281976004131,174.4281295002438,,,,,,,0,0,0,0,33,0,33,0,233.69325569970533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3970479001291,233.67921099998057,233.69325569970533,233.69325569970533,233.69325569970533,233.69325569970533,234.21145389974117,j,0.501747699920088,None,left,1,9,3,1,19,14,None,169.92941390024498,169.92986120004207,234.21203240007162,234.22662879992276,234.22662879992276,236.2271527000703,236.2271527000703,236.21046919981018,171.92838210007176,171.92842000024393,236.22043519979343,236.2271527000703,236.2271527000703,237.2260369998403,237.2260369998403,237.2102582999505,stimuli/box_coin_transparent.png,172.9281577002257,172.9281976004131,237.21035649999976,237.2260369998403,238.72635759972036,238.7102382001467,174.4281295002438,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
34,0,34,space,2.847566199954599,None,5,3.9443807997740805,None,174.42959000030532,j,0.6251118001528084,None,None,175.0789071000181,175.07919370010495,178.07804630044848,178.07810000004247,179.09405370010063,179.09409150015563,181.59490570006892,,,,,,,0,0,0,0,34,0,34,0,238.72635759972036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.42959000030532,238.71174299996346,238.72635759972036,238.72635759972036,238.72635759972036,238.72635759972036,239.36097159981728,j,0.6251118001528084,None,left,1,9,4,1,20,15,None,175.0789071000181,175.07919370010495,239.361345899757,239.37624559970573,239.37624559970573,242.37870869971812,242.37870869971812,242.36011829972267,178.07804630044848,178.07810000004247,242.3729425999336,242.37870869971812,242.37870869971812,,,243.37615180015564,stimuli/box_coin_transparent.png,179.09405370010063,179.09409150015563,243.37624899996445,243.39233689988032,245.8931816997938,245.8770122998394,181.59490570006892,,,,,,,,,,,,,,,,66666,right,no,None,2025-05-15_13h07.20.047,RL_out-of-scanner,2024.2.4,60.413323679206016,2025-05-15 13h07.32.407231 -0500,
