thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
24,0,24,space,4.738483099732548,None,5,1.9088467000983655,None,117.2652646000497,k,0.5127197997644544,None,None,117.79832349997014,117.79860610002652,119.79687169985846,119.79690880002454,120.79753729980439,120.79757399996743,122.29614969994873,,,,,,,1,0,1,0,24,0,24,0,434.45778980012983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.2652646000497,434.44341780012473,434.45778980012983,434.45778980012983,434.45778980012983,434.45778980012983,434.9763926002197,k,0.5127197997644544,None,left,0,14,1,4,52,14,None,117.79832349997014,117.79860610002652,434.97675789985806,434.9905354999937,434.9905354999937,436.99126920010895,436.99126920010895,436.974962499924,119.79687169985846,119.79690880002454,436.9832836999558,436.99126920010895,436.99126920010895,,,437.97563680028543,stimuli/box_empty_transparent.png,120.79753729980439,120.79757399996743,437.9757453999482,437.9904296998866,439.49105270020664,439.4742590999231,122.29614969994873,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
25,0,25,space,4.738483099732548,None,5,1.9088467000983655,None,122.29764789994806,j,0.7124390001408756,None,None,123.03080549975857,123.03116780007258,124.04645199980587,124.04649009974673,125.04613649984822,125.04616770008579,128.54648170014843,,,,,,,1,0,1,0,25,0,25,0,439.49105270020664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.29764789994806,439.47580120014027,439.49105270020664,439.49105270020664,439.49105270020664,439.49105270020664,440.20887430012226,j,0.7124390001408756,None,left,1,14,2,4,53,15,None,123.03080549975857,123.03116780007258,440.20932070026174,440.22597170015797,440.22597170015797,441.24022650020197,441.24022650020197,441.2245398000814,124.04645199980587,124.04649009974673,441.23458469985053,441.24022650020197,441.24022650020197,442.2397925001569,442.2397925001569,442.2242446001619,stimuli/box_coin_transparent.png,125.04613649984822,125.04616770008579,442.2243176000193,442.2397925001569,445.7409218000248,445.72459360025823,128.54648170014843,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
26,0,26,space,4.738483099732548,None,5,1.9088467000983655,None,128.5480435998179,j,0.4628476002253592,None,None,129.0298917000182,129.03027370013297,129.53003560006618,129.53007290000096,130.52870560018346,130.5287350001745,134.02839350001886,,,,,,,1,0,1,0,26,0,26,0,445.7409218000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.5480435998179,445.72619710024446,445.7409218000248,445.7409218000248,445.7409218000248,445.7409218000248,446.20794979995117,j,0.4628476002253592,None,left,1,14,3,4,54,16,None,129.0298917000182,129.03027370013297,446.208428400103,446.22427710006014,446.22427710006014,446.7235671002418,446.7235671002418,446.70812779990956,129.53003560006618,129.53007290000096,446.71820370014757,446.7235671002418,446.7235671002418,447.722645400092,447.722645400092,447.7068143999204,stimuli/box_coin_transparent.png,130.52870560018346,130.5287350001745,447.70688450010493,447.722645400092,451.22362839989364,451.20650390023366,134.02839350001886,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
27,0,27,space,4.738483099732548,None,5,1.9088467000983655,None,134.02986169978976,j,0.39758049976080656,None,None,134.44630259973928,134.4466137001291,135.9453059998341,135.9453577999957,136.94583630003035,136.94587189983577,137.94598380010575,,,,,,,1,0,1,0,27,0,27,0,451.22362839989364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.02986169978976,451.20801720023155,451.22362839989364,451.22362839989364,451.22362839989364,451.22362839989364,451.62436940008774,j,0.39758049976080656,None,left,0,14,3,4,55,16,None,134.44630259973928,134.4466137001291,451.6247717002407,451.63970820000395,451.63970820000395,453.14023629995063,453.14023629995063,453.1233792998828,135.9453059998341,135.9453577999957,453.1322022001259,453.14023629995063,453.14023629995063,,,454.12392899999395,stimuli/box_empty_transparent.png,136.94583630003035,136.94587189983577,454.1240249001421,454.140469300095,455.14023760007694,455.12409360008314,137.94598380010575,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
28,0,28,space,4.738483099732548,None,5,1.9088467000983655,None,137.94750479981303,k,0.5068813003599644,None,None,138.47989099984989,138.48013379983604,139.47985559981316,139.47989849979058,140.47934830002487,140.47938039992005,143.97873979993165,,,,,,,1,0,1,0,28,0,28,0,455.14023760007694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.94750479981303,455.1256585000083,455.14023760007694,455.14023760007694,455.14023760007694,455.14023760007694,455.6579420999624,k,0.5068813003599644,None,left,0,14,3,4,55,16,None,138.47989099984989,138.48013379983604,455.65828610025346,455.67364350007847,455.67364350007847,456.67312310030684,456.67312310030684,456.6579364002682,139.47985559981316,139.47989849979058,456.6664001001045,456.67312310030684,456.67312310030684,457.67327130027115,457.67327130027115,457.6574547998607,stimuli/box_empty_transparent.png,140.47934830002487,140.47938039992005,457.65753010008484,457.67327130027115,461.17351339990273,461.1568491002545,143.97873979993165,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
29,0,29,space,4.738483099732548,None,5,1.9088467000983655,None,143.98025530017912,k,0.3145988998003304,None,None,144.3136305999942,144.31389620015398,146.3128366000019,146.31287349993363,147.31168150017038,147.3117170999758,148.31284629972652,,,,,,,1,0,1,0,29,0,29,0,461.17351339990273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.98025530017912,461.15840870002285,461.17351339990273,461.17351339990273,461.17351339990273,461.17351339990273,461.49167839996517,k,0.3145988998003304,None,left,0,14,3,4,55,16,None,144.3136305999942,144.31389620015398,461.49204820021987,461.5068995002657,461.5068995002657,463.5063753002323,463.5063753002323,463.4909278000705,146.3128366000019,146.31287349993363,463.4992027999833,463.5063753002323,463.5063753002323,464.50546939997,464.50546939997,464.48978509986773,stimuli/box_empty_transparent.png,147.31168150017038,147.3117170999758,464.4898733003065,464.50546939997,465.50684290006757,465.49095389992,148.31284629972652,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
30,0,30,space,4.738483099732548,None,5,1.9088467000983655,None,148.31439269986004,j,0.9379040999338031,None,None,149.27988609997556,149.2802706998773,150.27926380001009,150.2793068997562,151.27990629989654,151.2799370000139,152.27868869993836,,,,,,,1,0,1,0,30,0,30,0,465.50684290006757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.31439269986004,465.49254650017247,465.50684290006757,465.50684290006757,465.50684290006757,465.50684290006757,466.45795499999076,j,0.9379040999338031,None,left,1,14,4,4,56,17,None,149.27988609997556,149.2802706998773,466.45842440007254,466.4735151003115,466.4735151003115,467.4729567002505,467.4729567002505,467.4573444002308,150.27926380001009,150.2793068997562,467.46745879994705,467.4729567002505,467.4729567002505,468.4728395999409,468.4728395999409,468.4580127000809,stimuli/box_coin_transparent.png,151.27990629989654,151.2799370000139,468.4580872002989,468.4728395999409,469.47350449999794,469.4567941999994,152.27868869993836,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
31,0,31,space,4.738483099732548,None,5,1.9088467000983655,None,152.28020949987695,None,,,['j'],153.7792503000237,153.77933479985222,156.7791991000995,156.7792369001545,157.7788796997629,157.77890959987417,160.27849949989468,[0.5823071002960205],[0.21259819995611906],,,,,1,0,1,0,31,0,31,0,469.47350449999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.28020949987695,469.4583633001894,469.47350449999794,469.47350449999794,469.47350449999794,469.47350449999794,470.957261600066,None,,,left,1,14,4,4,56,17,['j'],153.7792503000237,153.77933479985222,470.9574907999486,470.9733432000503,470.9733432000503,473.97270200029016,473.97270200029016,473.9572866000235,156.7791991000995,156.7792369001545,473.9659843002446,473.97270200029016,473.97270200029016,474.97290070028976,474.97290070028976,474.9569864002988,no selection made,157.7788796997629,157.77890959987417,474.957059700042,474.97290070028976,477.4734884002246,477.4566088002175,160.27849949989468,,,,,[0.5823071002960205],[0.21259819995611906],,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
32,0,32,space,4.738483099732548,None,5,1.9088467000983655,None,160.27993270009756,j,0.41229639993980527,None,None,160.71301589999348,160.71334700006992,161.71302289981395,161.71306059975177,162.7124002999626,162.7124367998913,163.71198240015656,,,,,,,1,0,1,0,32,0,32,0,477.4734884002246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.27993270009756,477.45808649994433,477.4734884002246,477.4734884002246,477.4734884002246,477.4734884002246,477.8910831999965,j,0.41229639993980527,None,left,0,14,4,4,57,17,None,160.71301589999348,160.71334700006992,477.89149959990755,477.90612190030515,477.90612190030515,478.9060698002577,478.9060698002577,478.8911100998521,161.71302289981395,161.71306059975177,478.89948610030115,478.9060698002577,478.9060698002577,479.9057849003002,479.9057849003002,479.8905048999004,stimuli/box_empty_transparent.png,162.7124002999626,162.7124367998913,479.8905929001048,479.9057849003002,480.9059659000486,480.89009220013395,163.71198240015656,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
33,0,33,space,4.738483099732548,None,5,1.9088467000983655,None,163.7134258998558,k,0.41385880019515753,None,None,164.14530400000513,164.14571319986135,166.14577700011432,166.14581539994106,167.1458372999914,167.1458685998805,168.6446591001004,,,,,,,1,0,1,0,33,0,33,0,480.9059659000486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7134258998558,480.8915793001652,480.9059659000486,480.9059659000486,480.9059659000486,480.9059659000486,481.32334459992126,k,0.41385880019515753,None,left,0,14,4,4,57,17,None,164.14530400000513,164.14571319986135,481.3238814002834,481.33871950022876,481.33871950022876,483.33898000000045,483.33898000000045,483.32386420015246,166.14577700011432,166.14581539994106,483.3319024001248,483.33898000000045,483.33898000000045,484.33935260027647,484.33935260027647,484.32394440006465,stimuli/box_empty_transparent.png,167.1458372999914,167.1458685998805,484.3240181999281,484.33935260027647,485.8394288001582,485.82276980020106,168.6446591001004,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
34,0,34,space,4.738483099732548,None,5,1.9088467000983655,None,168.64616890018806,j,0.46954819979146123,None,None,169.1456713997759,169.14605889981613,172.14544680016115,172.14548469986767,173.14523420017213,173.145267999731,175.6602463000454,,,,,,,1,0,1,0,34,0,34,0,485.8394288001582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.64616890018806,485.82432250026613,485.8394288001582,485.8394288001582,485.8394288001582,485.8394288001582,486.3237401000224,j,0.46954819979146123,None,left,1,14,5,4,58,18,None,169.1456713997759,169.14605889981613,486.3242130000144,486.3400507001206,486.3400507001206,489.33916840003803,489.33916840003803,489.3235340998508,172.14544680016115,172.14548469986767,489.3331460999325,489.33916840003803,489.33916840003803,490.3389639002271,490.3389639002271,490.3233373002149,stimuli/box_coin_transparent.png,173.14523420017213,173.145267999731,490.32341800024733,490.3389639002271,492.8550100000575,492.8383531002328,175.6602463000454,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
35,0,35,space,4.738483099732548,None,5,1.9088467000983655,None,175.66191119980067,j,0.3976716003380716,None,None,176.07854899996892,176.0789612000808,177.57839619973674,177.578434899915,178.5783132999204,178.5783445998095,179.57807340007275,,,,,,,1,0,1,0,35,0,35,0,492.8550100000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.66191119980067,492.84006590023637,492.8550100000575,492.8550100000575,492.8550100000575,492.8550100000575,493.25659230025485,j,0.3976716003380716,None,left,1,14,6,4,59,19,None,176.07854899996892,176.0789612000808,493.25712700001895,493.27181630022824,493.27181630022824,494.7720627002418,494.7720627002418,494.75648340024054,177.57839619973674,177.578434899915,494.76665950007737,494.7720627002418,494.7720627002418,495.77213140018284,495.77213140018284,495.7564206998795,stimuli/box_coin_transparent.png,178.5783132999204,178.5783445998095,495.7564949998632,495.77213140018284,496.77268960000947,496.7561829001643,179.57807340007275,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
36,0,36,space,4.738483099732548,None,5,1.9088467000983655,None,179.57950160000473,j,0.4978355001658201,None,None,180.0957994000055,180.09619690012187,181.61063789995387,181.61068159993738,182.61161889974028,182.61165060009807,186.12760590016842,,,,,,,1,0,1,0,36,0,36,0,496.77268960000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.57950160000473,496.75765490019694,496.77268960000947,496.77268960000947,496.77268960000947,496.77268960000947,497.2738528000191,j,0.4978355001658201,None,left,1,14,7,4,60,20,None,180.0957994000055,180.09619690012187,497.27435579989105,497.2891247002408,497.2891247002408,498.8056704001501,498.8056704001501,498.7887244001031,181.61063789995387,181.61068159993738,498.80002500023693,498.8056704001501,498.8056704001501,,,499.78972369991243,stimuli/box_coin_transparent.png,182.61161889974028,182.61165060009807,499.78980359993875,499.80621509999037,503.3221972999163,503.30571540025994,186.12760590016842,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
37,0,37,space,4.738483099732548,None,5,1.9088467000983655,None,186.12910349993035,j,0.3044648999348283,None,None,186.46204499993473,186.4623603001237,188.46192400017753,188.4619622998871,189.46103930007666,189.46107129985467,190.46103890007362,,,,,,,1,0,1,0,37,0,37,0,503.3221972999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.12910349993035,503.30725690023974,503.3221972999163,503.3221972999163,503.3221972999163,503.3221972999163,503.64010850014165,j,0.3044648999348283,None,left,1,14,8,4,61,21,None,186.46204499993473,186.4623603001237,503.6405131001957,503.65518929995596,503.65518929995596,505.6551052001305,505.6551052001305,505.6400124998763,188.46192400017753,188.4619622998871,505.6498580998741,505.6551052001305,505.6551052001305,506.654899999965,506.654899999965,506.63914699992165,stimuli/box_coin_transparent.png,189.46103930007666,189.46107129985467,506.63922080025077,506.654899999965,507.65558810019866,507.639148700051,190.46103890007362,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
38,0,38,space,4.738483099732548,None,5,1.9088467000983655,None,190.46246389998123,j,0.4569492000155151,None,None,190.94556490005925,190.94596619997174,191.94499099999666,191.94503699988127,192.943662900012,192.94369289977476,194.44448320008814,,,,,,,1,0,1,0,38,0,38,0,507.65558810019866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.46246389998123,507.64061739994213,507.65558810019866,507.65558810019866,507.65558810019866,507.65558810019866,508.1236113002524,j,0.4569492000155151,None,left,0,14,8,4,62,21,None,190.94556490005925,190.94596619997174,508.12412489997223,508.1388701000251,508.1388701000251,509.1386474003084,509.1386474003084,509.1230728002265,191.94499099999666,191.94503699988127,509.1315113999881,509.1386474003084,509.1386474003084,510.1374945002608,510.1374945002608,510.12177069997415,stimuli/box_empty_transparent.png,192.943662900012,192.94369289977476,510.12184240017086,510.1374945002608,511.63846560008824,511.6225890000351,194.44448320008814,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
39,0,39,space,4.738483099732548,None,5,1.9088467000983655,None,194.44624339975417,j,0.6756569002754986,None,None,195.14491660008207,195.145276799798,196.14522089995444,196.1452648001723,197.1445516999811,197.14458259986714,198.1450098999776,,,,,,,1,0,1,0,39,0,39,0,511.63846560008824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.44624339975417,511.624403399881,511.63846560008824,511.63846560008824,511.63846560008824,511.63846560008824,512.3229864998721,j,0.6756569002754986,None,left,1,14,9,4,63,22,None,195.14491660008207,195.145276799798,512.3234363002703,512.337903900072,512.337903900072,513.3387434002943,513.3387434002943,513.3233020999469,196.14522089995444,196.1452648001723,513.3334997999482,513.3387434002943,513.3387434002943,514.3386615999043,514.3386615999043,514.3226588000543,stimuli/box_coin_transparent.png,197.1445516999811,197.14458259986714,514.3227321999148,514.3386615999043,515.33963830024,515.3231208999641,198.1450098999776,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
40,0,40,space,4.738483099732548,None,5,1.9088467000983655,None,198.1465104999952,j,0.40738580003380775,None,None,198.5775846997276,198.57789589976892,200.07828560005873,200.07832949981093,201.07795900013298,201.07799449982122,202.07722370000556,,,,,,,1,0,1,0,40,0,40,0,515.33963830024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1465104999952,515.324677400291,515.33963830024,515.33963830024,515.33963830024,515.33963830024,515.7556532998569,j,0.40738580003380775,None,left,0,14,9,4,64,22,None,198.5775846997276,198.57789589976892,515.7560534002259,515.7712910003029,515.7712910003029,517.271574600134,517.271574600134,517.2563677001745,200.07828560005873,200.07832949981093,517.2647462002933,517.271574600134,517.271574600134,518.2711767000146,518.2711767000146,518.2560614002869,stimuli/box_empty_transparent.png,201.07795900013298,201.07799449982122,518.2561498000287,518.2711767000146,519.2718299999833,519.2553305001929,202.07722370000556,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
41,0,41,space,4.738483099732548,None,5,1.9088467000983655,None,202.0790281998925,j,0.35963950026780367,None,None,202.46156839979813,202.46196779981256,203.46060780016705,203.46064630011097,204.46021240018308,204.46024159993976,207.46017509978265,,,,,,,1,0,1,0,41,0,41,0,519.2718299999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0790281998925,519.2571880002506,519.2718299999833,519.2718299999833,519.2718299999833,519.2718299999833,519.6396190002561,j,0.35963950026780367,None,left,1,14,10,4,65,23,None,202.46156839979813,202.46196779981256,519.6401260001585,519.6555122002028,519.6555122002028,520.655157700181,520.655157700181,520.6386965001002,203.46060780016705,203.46064630011097,520.6492046001367,520.655157700181,520.655157700181,521.6537878001109,521.6537878001109,521.6383201000281,stimuli/box_coin_transparent.png,204.46021240018308,204.46024159993976,521.6383910002187,521.6537878001109,524.6550028002821,524.6382850999944,207.46017509978265,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
42,0,42,space,4.738483099732548,None,5,1.9088467000983655,None,207.46180409984663,j,0.3418581001460552,None,None,207.8274822998792,207.8277831999585,209.82663200004026,209.82668339973316,210.82751729991287,210.82756219990551,214.32733679981902,,,,,,,1,0,1,0,42,0,42,0,524.6550028002821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.46180409984663,524.6399578000419,524.6550028002821,524.6550028002821,524.6550028002821,524.6550028002821,525.0055320998654,j,0.3418581001460552,None,left,1,14,11,4,66,24,None,207.8274822998792,207.8277831999585,525.0059350999072,525.0209308001213,525.0209308001213,527.0216044001281,527.0216044001281,527.0047066998668,209.82663200004026,209.82668339973316,527.0162442000583,527.0216044001281,527.0216044001281,,,528.0056123998947,stimuli/box_coin_transparent.png,210.82751729991287,210.82756219990551,528.0057302000932,528.0211221002974,531.5216228999197,531.5054438998923,214.32733679981902,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
43,0,43,space,4.738483099732548,None,5,1.9088467000983655,None,214.329188299831,j,0.3108140998519957,None,None,214.66151779983193,214.66183990007266,215.65968000004068,215.65972410002723,216.660362099763,216.6603997000493,218.6607037000358,,,,,,,1,0,1,0,43,0,43,0,531.5216228999197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.329188299831,531.507348800078,531.5216228999197,531.5216228999197,531.5216228999197,531.5216228999197,531.8395849000663,j,0.3108140998519957,None,left,1,14,12,4,67,25,None,214.66151779983193,214.66183990007266,531.8399923001416,531.8547533000819,531.8547533000819,532.8546351999976,532.8546351999976,532.8377648000605,215.65968000004068,215.65972410002723,532.8491203999147,532.8546351999976,532.8546351999976,,,533.8384636999108,stimuli/box_coin_transparent.png,216.660362099763,216.6603997000493,533.8385576000437,533.8544700001366,535.8549832999706,535.8388089998625,218.6607037000358,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
44,0,44,space,4.738483099732548,None,5,1.9088467000983655,None,218.6624765000306,j,0.3654258004389703,None,None,219.0444490998052,219.0447729001753,221.55933750001714,221.5593934999779,222.56004380015656,222.56008179998025,224.56100809993222,,,,,,,1,0,1,0,44,0,44,0,535.8549832999706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.6624765000306,535.8406368000433,535.8549832999706,535.8549832999706,535.8549832999706,535.8549832999706,536.2225060001947,j,0.3654258004389703,None,left,1,14,13,4,68,26,None,219.0444490998052,219.0447729001753,536.2229257998988,536.2381233000197,536.2381233000197,538.7542894002981,538.7542894002981,538.7374034002423,221.55933750001714,221.5593934999779,538.7480779001489,538.7542894002981,538.7542894002981,,,539.7381392000243,stimuli/box_coin_transparent.png,222.56004380015656,222.56008179998025,539.7382352999412,539.7545587001368,541.7545703002252,541.739117400255,224.56100809993222,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
45,0,45,space,4.738483099732548,None,5,1.9088467000983655,None,224.5624910001643,j,0.5473319999873638,None,None,225.1275113997981,225.12791199982166,226.1270278999582,226.12706610001624,227.14234190015122,227.14241220010445,228.14384849974886,,,,,,,1,0,1,0,45,0,45,0,541.7545703002252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5624910001643,541.7406446002424,541.7545703002252,541.7545703002252,541.7545703002252,541.7545703002252,542.3055639001541,j,0.5473319999873638,None,left,1,14,14,4,69,27,None,225.1275113997981,225.12791199982166,542.3060710001737,542.3212255002,542.3212255002,543.3221805999056,543.3221805999056,543.3051160001196,226.1270278999582,226.12706610001624,543.3168890001252,543.3221805999056,543.3221805999056,,,544.3204382001422,stimuli/box_coin_transparent.png,227.14234190015122,227.14241220010445,544.3205782002769,544.3364010001533,545.3379502999596,545.3219574000686,228.14384849974886,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
46,0,46,space,4.738483099732548,None,5,1.9088467000983655,None,228.14535970008,j,0.36947100004181266,None,None,228.54472329979762,228.545049500186,230.54329219972715,230.54333740007132,231.5435629999265,231.54359589982778,232.5419652001001,,,,,,,1,0,1,0,46,0,46,0,545.3379502999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.14535970008,545.323513600044,545.3379502999596,545.3379502999596,545.3379502999596,545.3379502999596,545.7227909001522,j,0.36947100004181266,None,right,1,12,0,5,69,27,None,228.54472329979762,228.545049500186,545.7232015999034,545.7382797002792,545.7382797002792,547.7374587999657,547.7374587999657,547.72137439996,230.54329219972715,230.54333740007132,547.7298030001111,547.7374587999657,547.7374587999657,,,548.7216670000926,stimuli/box_empty_transparent.png,231.5435629999265,231.54359589982778,548.7217486998998,548.7367708999664,549.7367847999558,549.720072099939,232.5419652001001,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
47,0,47,space,4.738483099732548,None,5,1.9088467000983655,None,232.54365140013397,j,0.7069922001101077,None,None,233.27684760000557,233.27720719994977,236.27688879985362,236.27692480012774,237.27682559983805,237.2768636001274,238.77506029978395,,,,,,,1,0,1,0,47,0,47,0,549.7367847999558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.54365140013397,549.7218120000325,549.7367847999558,549.7367847999558,549.7367847999558,549.7367847999558,550.4549058000557,j,0.7069922001101077,None,right,1,12,0,5,69,27,None,233.27684760000557,233.27720719994977,550.4553606999107,550.4703563000076,550.4703563000076,553.4712121998891,553.4712121998891,553.4549793000333,236.27688879985362,236.27692480012774,553.4631952000782,553.4712121998891,553.4712121998891,554.4702651002444,554.4702651002444,554.4549286002293,stimuli/box_empty_transparent.png,237.27682559983805,237.2768636001274,554.4550203001127,554.4702651002444,555.970120199956,555.953162800055,238.77506029978395,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
