thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
28,0,28,space,2.228210600093007,None,5,2.2503076000139117,None,139.17965169996023,k,0.7225962998345494,None,None,139.92931149993092,139.92957440018654,140.92895670002326,140.92899660021067,141.92894880007952,141.92897969996557,145.4281786000356,,,,,,,0,0,0,0,28,0,28,0,146.26535920007154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.17965169996023,146.25113529991359,146.26535920007154,146.26535920007154,146.26535920007154,146.26535920007154,147.0006887000054,k,0.7225962998345494,None,left,1,8,0,1,19,15,None,139.92931149993092,139.92957440018654,147.00103679997846,147.01668650005013,147.01668650005013,148.01580320019275,148.01580320019275,148.00035340012982,140.92895670002326,140.92899660021067,148.0087784002535,148.01580320019275,148.01580320019275,149.0153995999135,149.0153995999135,149.00036469986662,stimuli/box_empty_transparent.png,141.92894880007952,141.92897969996557,149.00044120009989,149.0153995999135,152.51631830027327,152.4995973003097,145.4281786000356,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
29,0,29,space,2.228210600093007,None,5,2.2503076000139117,None,145.4296897999011,j,0.37440470000728965,None,None,145.82948629977182,145.8298273999244,147.82944640005007,147.82948629977182,148.82850359985605,148.82853990001604,149.8273399998434,,,,,,,0,0,0,0,29,0,29,0,152.51631830027327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4296897999011,152.50115420017391,152.51631830027327,152.51631830027327,152.51631830027327,152.51631830027327,152.90086300019175,j,0.37440470000728965,None,left,1,8,1,1,20,16,None,145.82948629977182,145.8298273999244,152.9012905000709,152.9163935999386,152.9163935999386,154.9164980002679,154.9164980002679,154.90084380004555,147.82944640005007,147.82948629977182,154.91123580001295,154.9164980002679,154.9164980002679,155.91544219991192,155.91544219991192,155.8999160998501,stimuli/box_coin_transparent.png,148.82850359985605,148.82853990001604,155.90000650007278,155.91544219991192,156.91508310008794,156.89875659998506,149.8273399998434,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
30,0,30,space,2.228210600093007,None,5,2.2503076000139117,None,149.82913140021265,j,0.7108661001548171,None,None,150.56146360002458,150.56183080002666,151.56171130016446,151.56175090000033,152.56212159991264,152.56215369980782,153.56149110011756,,,,,,,0,0,0,0,30,0,30,0,156.91508310008794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.82913140021265,156.90060209995136,156.91508310008794,156.91508310008794,156.91508310008794,156.91508310008794,157.63282620022073,j,0.7108661001548171,None,left,0,8,1,1,21,16,None,150.56146360002458,150.56183080002666,157.63330049999058,157.64843280008063,157.64843280008063,158.6488661998883,158.6488661998883,158.63310790015385,151.56171130016446,151.56175090000033,158.6414916999638,158.6488661998883,158.6488661998883,159.64909269986674,159.64909269986674,159.63353780005127,stimuli/box_empty_transparent.png,152.56212159991264,152.56215369980782,159.63361370004714,159.64909269986674,160.64881490031257,160.63290970027447,153.56149110011756,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
31,0,31,space,2.228210600093007,None,5,2.2503076000139117,None,153.56301630008966,k,0.6021288996562362,None,None,154.19510619994253,154.1953443000093,157.19504200015217,157.19508079998195,158.1950071998872,158.19504950009286,160.7101537999697,,,,,,,0,0,0,0,31,0,31,0,160.64881490031257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.56301630008966,160.63447989989072,160.64881490031257,160.64881490031257,160.64881490031257,160.64881490031257,161.26648449990898,k,0.6021288996562362,None,left,0,8,1,1,21,16,None,154.19510619994253,154.1953443000093,161.26680620014668,161.28246270027012,161.28246270027012,164.2817652001977,164.2817652001977,164.2664405000396,157.19504200015217,157.19508079998195,164.27477220026776,164.2817652001977,164.2817652001977,165.28208609996364,165.28208609996364,165.26640760013834,stimuli/box_empty_transparent.png,158.1950071998872,158.19504950009286,165.26651410013437,165.28208609996364,167.7983281998895,167.78156960010529,160.7101537999697,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
32,0,32,space,2.228210600093007,None,5,2.2503076000139117,None,160.71167470002547,j,0.4161652997136116,None,None,161.1448555001989,161.14519490022212,162.1438694000244,162.14390970021486,163.14438880002126,163.14442150015384,164.14447950012982,,,,,,,0,0,0,0,32,0,32,0,167.7983281998895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.71167470002547,167.78313990030438,167.7983281998895,167.7983281998895,167.7983281998895,167.7983281998895,168.21623079990968,j,0.4161652997136116,None,left,1,8,2,1,22,17,None,161.1448555001989,161.14519490022212,168.21665950026363,168.2317019002512,168.2317019002512,169.23190920008346,169.23190920008346,169.21526570012793,162.1438694000244,162.14390970021486,169.2250958001241,169.23190920008346,169.23190920008346,,,170.21580370003358,stimuli/box_coin_transparent.png,163.14438880002126,163.14442150015384,170.21588290017098,170.2317391000688,171.23231250001118,171.21589640015736,164.14447950012982,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
33,0,33,space,2.228210600093007,None,5,2.2503076000139117,None,164.14594299998134,j,1.2165426001884043,None,None,165.39422120014206,165.39454679982737,167.39361859997734,167.39366130018607,168.39495000010356,168.3949825000018,169.89501409977674,,,,,,,0,0,0,0,33,0,33,0,171.23231250001118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.14594299998134,171.2174065001309,171.23231250001118,171.23231250001118,171.23231250001118,171.23231250001118,172.46558179985732,j,1.2165426001884043,None,left,0,8,2,1,23,17,None,165.39422120014206,165.39454679982737,172.466009600088,172.4816375002265,172.4816375002265,174.48158479994163,174.48158479994163,174.46501410007477,167.39361859997734,167.39366130018607,174.47331020003185,174.48158479994163,174.48158479994163,,,175.4663656000048,stimuli/box_empty_transparent.png,168.39495000010356,168.3949825000018,175.46644530026242,175.4816242000088,176.981951800175,176.96643360005692,169.89501409977674,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
34,0,34,space,2.228210600093007,None,5,2.2503076000139117,None,169.89653379982337,k,0.5611959998495877,None,None,170.4787682001479,170.47911219997332,173.4939891998656,173.49403539998457,174.49413640005514,174.4941686000675,176.99392220005393,,,,,,,0,0,0,0,34,0,34,0,176.981951800175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.89653379982337,176.9679975998588,176.981951800175,176.981951800175,176.981951800175,176.981951800175,177.5501224002801,k,0.5611959998495877,None,left,0,8,2,1,23,17,None,170.4787682001479,170.47911219997332,177.5505821001716,177.565809099935,177.565809099935,180.58146490016952,180.58146490016952,180.5653789001517,173.4939891998656,173.49403539998457,180.57461840007454,180.58146490016952,180.58146490016952,,,181.5655515003018,stimuli/box_empty_transparent.png,174.49413640005514,174.4941686000675,181.56563050020486,181.58178659994155,184.0818334002979,184.06534070009366,176.99392220005393,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
35,0,35,space,2.228210600093007,None,5,2.2503076000139117,None,176.99571189982817,j,0.4187659998424351,None,None,177.44517510011792,177.44553960021585,178.94331250013784,178.94335399987176,179.94339209981263,179.94342279992998,180.94461960019544,,,,,,,0,0,0,0,35,0,35,0,184.0818334002979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.99571189982817,184.06718209991232,184.0818334002979,184.0818334002979,184.0818334002979,184.0818334002979,184.516548700165,j,0.4187659998424351,None,left,1,8,3,1,24,18,None,177.44517510011792,177.44553960021585,184.51700349990278,184.5314938002266,184.5314938002266,186.03156260028481,186.03156260028481,186.01470969989896,178.94331250013784,178.94335399987176,186.02615580009297,186.03156260028481,186.03156260028481,187.03072600020096,187.03072600020096,187.01480890018865,stimuli/box_coin_transparent.png,179.94339209981263,179.94342279992998,187.0148827000521,187.03072600020096,188.03155060019344,188.0160387000069,180.94461960019544,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
36,0,36,space,2.228210600093007,None,5,2.2503076000139117,None,180.94610630022362,None,,,None,182.44455089978874,182.44463239982724,183.94309759978205,183.94313829997554,184.94329949980602,184.94333379995078,188.44425910012797,,,,,,,0,0,0,0,36,0,36,0,188.03155060019344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.94610630022362,188.01756990002468,188.03155060019344,188.03155060019344,188.03155060019344,188.03155060019344,189.51594180008397,None,,,left,1,8,3,1,24,18,None,182.44455089978874,182.44463239982724,189.5160905001685,189.5314136003144,189.5314136003144,191.03131970018148,191.03131970018148,191.01449290011078,183.94309759978205,183.94313829997554,191.0240373001434,191.03131970018148,191.03131970018148,,,192.01471160026267,no selection made,184.94329949980602,184.94333379995078,192.01479270029813,192.03176090028137,195.53078450029716,195.51567250024527,188.44425910012797,189.5314136003144,189.5314136003144,189.5314136003144,189.5314136003144,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
37,0,37,space,2.228210600093007,None,5,2.2503076000139117,None,188.44636690011248,j,0.41841879999265075,None,None,188.89501670002937,188.89543480006978,190.89402989996597,190.89406700013205,191.89407580019906,191.89411369990557,192.89336510002613,,,,,,,0,0,0,0,37,0,37,0,195.53078450029716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.44636690011248,195.51784169999883,195.53078450029716,195.53078450029716,195.53078450029716,195.53078450029716,195.9663937999867,j,0.41841879999265075,None,left,1,8,4,1,25,19,None,188.89501670002937,188.89543480006978,195.96689870022237,195.9819571999833,195.9819571999833,197.98097450006753,197.98097450006753,197.965430600103,190.89402989996597,190.89406700013205,197.9752426999621,197.98097450006753,197.98097450006753,198.98175500007346,198.98175500007346,198.965486000292,stimuli/box_coin_transparent.png,191.89407580019906,191.89411369990557,198.96557349991053,198.98175500007346,199.98151999991387,199.96478570019826,192.89336510002613,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
38,0,38,space,2.228210600093007,None,5,2.2503076000139117,None,192.8948372998275,j,0.521138499956578,None,None,193.4444865002297,193.44488789979368,194.44294709991664,194.44298460008577,195.44267119979486,195.44270570017397,196.9433625000529,,,,,,,0,0,0,0,38,0,38,0,199.98151999991387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.8948372998275,199.96630060020834,199.98151999991387,199.98151999991387,199.98151999991387,199.98151999991387,200.5158504000865,j,0.521138499956578,None,left,1,8,5,1,26,20,None,193.4444865002297,193.44488789979368,200.51635630009696,200.53113040002063,200.53113040002063,201.53086719987914,201.53086719987914,201.51434680027887,194.44294709991664,194.44298460008577,201.52429040009156,201.53086719987914,201.53086719987914,202.5298998001963,202.5298998001963,202.51408539991826,stimuli/box_coin_transparent.png,195.44267119979486,195.44270570017397,202.51417159987614,202.5298998001963,204.0313277002424,204.0147780003026,196.9433625000529,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
39,0,39,space,2.228210600093007,None,5,2.2503076000139117,None,196.94514739979059,j,0.4771906998939812,None,None,197.44415119988844,197.4444955000654,198.44362229993567,198.44365889998153,199.44362130016088,199.44365340005606,200.44240650022402,,,,,,,0,0,0,0,39,0,39,0,204.0313277002424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.94514739979059,204.01663730014116,204.0313277002424,204.0313277002424,204.0313277002424,204.0313277002424,204.5155294998549,j,0.4771906998939812,None,left,1,8,6,1,27,21,None,197.44415119988844,197.4444955000654,204.5159579999745,204.53131180023775,204.53131180023775,205.5306470002979,205.5306470002979,205.51502209994942,198.44362229993567,198.44365889998153,205.5248143002391,205.5306470002979,205.5306470002979,206.5305678001605,206.5305678001605,206.51503890007734,stimuli/box_coin_transparent.png,199.44362130016088,199.44365340005606,206.51511309994385,206.5305678001605,207.5301926000975,207.51381860021502,200.44240650022402,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
40,0,40,space,2.228210600093007,None,5,2.2503076000139117,None,200.44483820023015,j,0.42487880028784275,None,None,200.89334490010515,200.8936879998073,202.39334149984643,202.3933787001297,203.39385689981282,203.39388789981604,204.39282790012658,,,,,,,0,0,0,0,40,0,40,0,207.5301926000975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.44483820023015,207.5163167002611,207.5301926000975,207.5301926000975,207.5301926000975,207.5301926000975,207.96469479985535,j,0.42487880028784275,None,left,1,8,7,1,28,22,None,200.89334490010515,200.8936879998073,207.96515659987926,207.9801472001709,207.9801472001709,209.48042220016941,209.48042220016941,209.46474190009758,202.39334149984643,202.3933787001297,209.47472420008853,209.48042220016941,209.48042220016941,210.48068720009178,210.48068720009178,210.46527450019494,stimuli/box_coin_transparent.png,203.39385689981282,203.39388789981604,210.46534710004926,210.48068720009178,211.4808131000027,211.4642487000674,204.39282790012658,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
41,0,41,space,2.228210600093007,None,5,2.2503076000139117,None,204.39432420022786,j,0.30118490010499954,None,None,204.72763250023127,204.7280319998972,205.72733320016414,205.727371300105,206.7258283002302,206.72586390003562,209.72637310018763,,,,,,,0,0,0,0,41,0,41,0,211.4808131000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.39432420022786,211.4657872999087,211.4808131000027,211.4808131000027,211.4808131000027,211.4808131000027,211.79897930007428,j,0.30118490010499954,None,left,0,8,7,1,29,22,None,204.72763250023127,204.7280319998972,211.7995011000894,211.81366989994422,211.81366989994422,212.81382769998163,212.81382769998163,212.79873199993744,205.72733320016414,205.727371300105,212.8070984003134,212.81382769998163,212.81382769998163,213.81286930013448,213.81286930013448,213.79724260000512,stimuli/box_empty_transparent.png,206.7258283002302,206.72586390003562,213.79732970008627,213.81286930013448,216.81415890017524,216.79779300000519,209.72637310018763,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
42,0,42,space,2.228210600093007,None,5,2.2503076000139117,None,209.72779719997197,k,0.2863115998916328,None,None,210.04391349991783,210.04418009985238,212.04305859981105,212.04309649998322,213.059006200172,213.05904529988766,216.55933010019362,,,,,,,0,0,0,0,42,0,42,0,216.81415890017524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.72779719997197,216.7992608002387,216.81415890017524,216.81415890017524,216.81415890017524,216.81415890017524,217.11529400013387,k,0.2863115998916328,None,left,0,8,7,1,29,22,None,210.04391349991783,210.04418009985238,217.11564210010692,217.13101680018008,217.13101680018008,219.1312799998559,219.1312799998559,219.11445630015805,212.04305859981105,212.04309649998322,219.12265510018915,219.1312799998559,219.1312799998559,,,220.13041480025277,stimuli/box_empty_transparent.png,213.059006200172,213.05904529988766,220.13051669998094,220.1462546000257,223.64736940013245,223.63074930012226,216.55933010019362,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
43,0,43,space,2.228210600093007,None,5,2.2503076000139117,None,216.56083869980648,j,0.45009300019592047,None,None,217.04283659998327,217.04319929983467,218.04215849982575,218.04221249977127,219.05920250015333,219.05923519982025,221.0591992000118,,,,,,,0,0,0,0,43,0,43,0,223.64736940013245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.56083869980648,223.63230259995908,223.64736940013245,223.64736940013245,223.64736940013245,223.64736940013245,224.1142017999664,j,0.45009300019592047,None,left,1,8,8,1,30,23,None,217.04283659998327,217.04319929983467,224.114668100141,224.12987770000473,224.12987770000473,225.1317099998705,225.1317099998705,225.1135404999368,218.04215849982575,218.04221249977127,225.12631760025397,225.1317099998705,225.1317099998705,,,226.13061610003933,stimuli/box_coin_transparent.png,219.05920250015333,219.05923519982025,226.13069920009002,226.1473349998705,228.14803100004792,228.1306185000576,221.0591992000118,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
44,0,44,space,2.228210600093007,None,5,2.2503076000139117,None,221.06069280020893,j,0.43578309984877706,None,None,221.52729320013896,221.52765819989145,224.04191619995981,224.04195909993723,225.04258939996362,225.04262109985575,227.04263709997758,,,,,,,0,0,0,0,44,0,44,0,228.14803100004792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.06069280020893,228.13215650012717,228.14803100004792,228.14803100004792,228.14803100004792,228.14803100004792,228.59867179999128,j,0.43578309984877706,None,right,1,9,0,2,30,23,None,221.52729320013896,221.52765819989145,228.59912270028144,228.6140705998987,228.6140705998987,231.1301552001387,231.1301552001387,231.11331250006333,224.04191619995981,224.04195909993723,231.12239280017093,231.1301552001387,231.1301552001387,,,232.1140037998557,stimuli/box_empty_transparent.png,225.04258939996362,225.04262109985575,232.11408280022442,232.13002640008926,234.12998929992318,234.11405440000817,227.04263709997758,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
45,0,45,space,2.228210600093007,None,5,2.2503076000139117,None,227.044435699936,j,0.36213929997757077,None,None,227.42624159995466,227.4266408002004,228.42621849989519,228.4262612001039,229.42512110015377,229.42515680007637,230.42566129984334,,,,,,,0,0,0,0,45,0,45,0,234.12998929992318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.044435699936,234.1159055000171,234.12998929992318,234.12998929992318,234.12998929992318,234.12998929992318,234.4975998001173,j,0.36213929997757077,None,right,1,9,0,2,30,23,None,227.42624159995466,227.4266408002004,234.49810970015824,234.51369239995256,234.51369239995256,235.51300440030172,235.51300440030172,235.497607300058,228.42621849989519,228.4262612001039,235.50594739988446,235.51300440030172,235.51300440030172,236.51232209987938,236.51232209987938,236.49653570028022,stimuli/box_empty_transparent.png,229.42512110015377,229.42515680007637,236.49662310024723,236.51232209987938,237.5135141001083,237.49708219990134,230.42566129984334,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
46,0,46,space,2.228210600093007,None,5,2.2503076000139117,None,230.42720670020208,j,0.5759328003041446,None,None,231.02707239985466,231.02744439989328,233.02585869980976,233.02589569985867,234.02617720002308,234.02620870014653,235.02490429999307,,,,,,,0,0,0,0,46,0,46,0,237.5135141001083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.42720670020208,237.498670599889,237.5135141001083,237.5135141001083,237.5135141001083,237.5135141001083,238.09845250006765,j,0.5759328003041446,None,right,1,9,0,2,30,23,None,231.02707239985466,231.02744439989328,238.09890850028023,238.11368589987978,238.11368589987978,240.11287559987977,240.11287559987977,240.0972563000396,233.02585869980976,233.02589569985867,240.10551899997517,240.11287559987977,240.11287559987977,241.11332580028102,241.11332580028102,241.09759450005367,stimuli/box_empty_transparent.png,234.02617720002308,234.02620870014653,241.09766850015149,241.11332580028102,242.1132608000189,242.0963206999004,235.02490429999307,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
47,0,47,space,2.228210600093007,None,5,2.2503076000139117,None,235.02664580009878,k,0.34730490017682314,None,None,235.392473900225,235.39284469978884,238.39271679986268,238.39276009984314,239.39264289988205,239.3926735999994,240.90769169991836,,,,,,,0,0,0,0,47,0,47,0,242.1132608000189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.02664580009878,242.0981177003123,242.1132608000189,242.1132608000189,242.1132608000189,242.1132608000189,242.4638252002187,k,0.34730490017682314,None,right,1,9,1,2,31,24,None,235.392473900225,235.39284469978884,242.46432320028543,242.47909659985453,242.47909659985453,245.47977090021595,245.47977090021595,245.4641116000712,238.39271679986268,238.39276009984314,245.47454900015146,245.47977090021595,245.47977090021595,246.48047590022907,246.48047590022907,246.46406130027026,stimuli/box_coin_transparent.png,239.39264289988205,239.3926735999994,246.46413329988718,246.48047590022907,247.9956543999724,247.97910510003567,240.90769169991836,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
48,0,48,space,2.228210600093007,None,5,2.2503076000139117,None,240.90984850004315,k,0.42142360005527735,None,None,241.35896269977093,241.3593207001686,242.85889500007033,242.85893059987575,243.85915740020573,243.85919160023332,247.35788829997182,,,,,,,0,0,0,0,48,0,48,0,247.9956543999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.90984850004315,247.9813270000741,247.9956543999724,247.9956543999724,247.9956543999724,247.9956543999724,248.43031640024856,k,0.42142360005527735,None,right,0,9,1,2,32,24,None,241.35896269977093,241.3593207001686,248.43079750007018,248.44570560008287,248.44570560008287,249.94599789986387,249.94599789986387,249.93029640009627,242.85889500007033,242.85893059987575,249.93880050024018,249.94599789986387,249.94599789986387,250.94557079998776,250.94557079998776,250.93057060008869,stimuli/box_empty_transparent.png,243.85915740020573,243.85919160023332,250.93065660027787,250.94557079998776,254.44584299996495,254.42930530011654,247.35788829997182,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
49,0,49,space,2.228210600093007,None,5,2.2503076000139117,None,247.35963460011408,k,0.41510129999369383,None,None,247.79318200005218,247.7934798002243,249.29223049990833,249.2922693998553,250.29220979986712,250.29223999986425,250.29262349987403,,,,,,,0,0,0,0,49,0,49,0,254.44584299996495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.35963460011408,254.43110520020127,254.44584299996495,254.44584299996495,254.44584299996495,254.44584299996495,254.8645494999364,k,0.41510129999369383,None,right,1,9,2,2,33,25,None,247.79318200005218,247.7934798002243,254.8649462000467,254.88008739985526,254.88008739985526,256.37929339986295,256.37929339986295,256.36362740024924,249.29223049990833,249.2922693998553,256.37341290013865,256.37929339986295,256.37929339986295,257.3844989002682,257.3844989002682,257.36362760001794,stimuli/box_coin_transparent.png,250.29220979986712,250.29223999986425,257.3636997002177,257.3844989002682,257.3844989002682,257.3640451002866,250.29262349987403,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
0,0,0,space,2.228210600093007,None,5,2.2503076000139117,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.3798823999241,257.3844989002682,261.37992270011455,261.3834151001647,261.3957201000303,310.4934188001789,310.4771131002344,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
0,0,0,space,4.738483099732548,None,5,1.9088467000983655,None,0.0017741997726261616,j,0.4053743998520076,None,None,0.4347190000116825,0.43515049992129207,1.4339497000910342,1.4339875997975469,2.433822500053793,2.4338541999459267,4.433183599729091,,,,,,,1,0,1,0,0,0,0,0,317.19405910000205,,,,,,,,,,,,,,,,310.4773578001186,310.4934188001789,310.4934188001789,315.2458287999034,space,4.738483099732548,None,315.24590680003166,315.2608591001481,315.2608591001481,317.1780644999817,5,1.9088467000983655,None,0.0017741997726261616,317.1799282999709,317.19405910000205,317.19405910000205,317.19405910000205,317.19405910000205,317.6127849002369,j,0.4053743998520076,None,right,1,13,0,3,33,0,None,0.4347190000116825,0.43515049992129207,317.6133058001287,317.62772500002757,317.62772500002757,318.6272597000934,318.6272597000934,318.61203690012917,1.4339497000910342,1.4339875997975469,318.621207700111,318.6272597000934,318.6272597000934,319.6274227001704,319.6274227001704,319.6119287000038,stimuli/box_empty_transparent.png,2.433822500053793,2.4338541999459267,319.61200089985505,319.6274227001704,321.62767230020836,321.611292200163,4.433183599729091,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
