thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,space,14.694444600027055,None,space,3.209216400049627,None,105.91737499972805,k,0.38222779985517263,None,None,106.31655689980835,106.31695709982887,109.32957449974492,109.3296286999248,110.34449229994789,110.34454469988123,111.86020229989663,,,,,,,0,0,0,0,21,0,21,0,208.256967399735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91737499972805,208.24296639999375,208.256967399735,208.256967399735,208.256967399735,208.256967399735,208.6419840999879,k,0.38222779985517263,None,right,1,14,13,0,16,13,None,106.31655689980835,106.31695709982887,208.64253559987992,208.65665249992162,208.65665249992162,211.6790426997468,211.6790426997468,211.65503450017422,109.32957449974492,109.3296286999248,211.6723064999096,211.6790426997468,211.6790426997468,212.66998700005934,stimuli/box_coin_transparent.png,110.34449229994789,110.34454469988123,212.67011669976637,212.68612449988723,214.20193690015003,214.18570140004158,111.86020229989663,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
22,0,22,space,14.694444600027055,None,space,3.209216400049627,None,111.86275939969346,k,0.33372890017926693,None,None,112.22871599998325,112.22913290001452,113.74261599965394,113.74267149996012,114.75751469982788,114.75754519971088,116.77302439976484,,,,,,,0,0,0,0,22,0,22,0,214.20193690015003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.86275939969346,214.18835159996524,214.20193690015003,214.20193690015003,214.20193690015003,214.20193690015003,214.5541121000424,k,0.33372890017926693,None,right,1,14,14,0,17,14,None,112.22871599998325,112.22913290001452,214.5547112999484,214.56828809995204,214.56828809995204,216.09219750016928,216.09219750016928,216.0680808001198,113.74261599965394,113.74267149996012,216.0854095001705,216.09219750016928,216.09219750016928,217.08302169991657,stimuli/box_coin_transparent.png,114.75751469982788,114.75754519971088,217.0831006001681,217.09916889993474,219.1144376997836,219.09852240001783,116.77302439976484,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
23,0,23,space,14.694444600027055,None,space,3.209216400049627,None,116.77543459972367,k,0.3013009000569582,None,None,117.10786319989711,117.10827409988269,118.62200779980049,118.62206309987232,119.63708749972284,119.63713729986921,121.15302369976416,,,,,,,0,0,0,0,23,0,23,0,219.1144376997836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.77543459972367,219.1010265997611,219.1144376997836,219.1144376997836,219.1144376997836,219.1144376997836,219.43328370014206,k,0.3013009000569582,None,left,1,8,0,1,17,14,None,117.10786319989711,117.10827409988269,219.43385249981657,219.44779059989378,219.44779059989378,220.96855690004304,220.96855690004304,220.94747059978545,118.62200779980049,118.62206309987232,220.96156059997156,220.96855690004304,220.96855690004304,221.9625828997232,stimuli/box_empty_transparent.png,119.63708749972284,119.63713729986921,221.96270960010588,221.97884200001135,223.49442469980568,223.47852399991825,121.15302369976416,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
24,0,24,space,14.694444600027055,None,space,3.209216400049627,None,121.15544090000913,k,0.35463100019842386,None,None,121.53760449960828,121.53804089967161,123.55069089960307,123.55072699999437,124.5663947998546,124.56644109962508,126.08219119999558,,,,,,,0,0,0,0,24,0,24,0,223.49442469980568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.15544090000913,223.48103290004656,223.49442469980568,223.49442469980568,223.49442469980568,223.49442469980568,223.86303230002522,k,0.35463100019842386,None,left,1,8,0,1,17,14,None,121.53760449960828,121.53804089967161,223.86362090008333,223.8772407998331,223.8772407998331,225.89272090001032,225.89272090001032,225.87617990002036,123.55069089960307,123.55072699999437,225.88489349978045,225.89272090001032,225.89272090001032,226.8918892997317,stimuli/box_empty_transparent.png,124.5663947998546,124.56644109962508,226.89201269997284,226.90789639996365,228.424116499722,228.40765989990905,126.08219119999558,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
25,0,25,space,14.694444600027055,None,space,3.209216400049627,None,126.08466889988631,j,0.5214615999720991,None,None,126.63361509982497,126.6340907998383,127.63154859980568,127.63161349995062,128.64653029991314,128.64659979986027,132.1606556000188,,,,,,,0,0,0,0,25,0,25,0,228.424116499722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.08466889988631,228.41026079980657,228.424116499722,228.424116499722,228.424116499722,228.424116499722,228.95904129976407,j,0.5214615999720991,None,left,1,8,1,1,18,15,None,126.63361509982497,126.6340907998383,228.9596711997874,228.9735841001384,228.9735841001384,229.9819029001519,229.9819029001519,229.957014599815,127.63154859980568,127.63161349995062,229.9745939001441,229.9819029001519,229.9819029001519,230.9720256999135,stimuli/box_coin_transparent.png,128.64653029991314,128.64659979986027,230.9721723999828,230.9882408999838,234.50241310009733,234.48615460004658,132.1606556000188,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
26,0,26,space,14.694444600027055,None,space,3.209216400049627,None,132.16334309987724,j,0.32822589995339513,None,None,132.5124464998953,132.51294279983267,133.01089629996568,133.0109502999112,134.025494299829,134.02554099960253,137.53982879966497,,,,,,,0,0,0,0,26,0,26,0,234.50241310009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.16334309987724,234.4889401998371,234.50241310009733,234.50241310009733,234.50241310009733,234.50241310009733,234.83787389984354,j,0.32822589995339513,None,left,0,8,1,1,19,15,None,132.5124464998953,132.51294279983267,234.83853279985487,234.85205460013822,234.85205460013822,235.3577179000713,235.3577179000713,235.33635989995673,133.01089629996568,133.0109502999112,235.3506772997789,235.3577179000713,235.3577179000713,236.3509892001748,stimuli/box_empty_transparent.png,134.025494299829,134.02554099960253,236.3511131000705,236.36706920014694,239.8814750998281,239.86532810004428,137.53982879966497,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
27,0,27,space,14.694444600027055,None,space,3.209216400049627,None,137.54243349982426,j,0.3567185001447797,None,None,137.92442809976637,137.92488519987091,139.42244869982824,139.4225022997707,140.43710889993235,140.43716169986874,141.4367133998312,,,,,,,0,0,0,0,27,0,27,0,239.8814750998281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.54243349982426,239.86802840000018,239.8814750998281,239.8814750998281,239.8814750998281,239.8814750998281,240.24985439982265,j,0.3567185001447797,None,left,0,8,1,1,20,15,None,137.92442809976637,137.92488519987091,240.25046510016546,240.26458359975368,240.26458359975368,241.76977600017563,241.76977600017563,241.74791349982843,139.42244869982824,139.4225022997707,241.76240789983422,241.76977600017563,241.76977600017563,242.76260269992054,stimuli/box_empty_transparent.png,140.43710889993235,140.43716169986874,242.76273389998823,242.77872679987922,243.77844240004197,243.76221300009638,141.4367133998312,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
28,0,28,space,14.694444600027055,None,space,3.209216400049627,None,141.43966659996659,k,0.40862599993124604,None,None,141.87156109977514,141.87195950001478,142.86941519984975,142.8694703998044,143.88451439980417,143.88455979991704,147.39858059957623,,,,,,,0,0,0,0,28,0,28,0,243.77844240004197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.43966659996659,243.76526430016384,243.77844240004197,243.77844240004197,243.77844240004197,243.77844240004197,244.19698909996077,k,0.40862599993124604,None,left,0,8,1,1,20,15,None,141.87156109977514,141.87195950001478,244.1975374999456,244.21131299994886,244.21131299994886,245.21643909998238,245.21643909998238,245.19488129997626,142.86941519984975,142.8694703998044,245.2093643997796,245.21643909998238,245.21643909998238,246.21000970015302,stimuli/box_empty_transparent.png,143.88451439980417,143.88455979991704,246.21013560006395,246.22587059997022,249.740295200143,249.7240808000788,147.39858059957623,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
29,0,29,space,14.694444600027055,None,space,3.209216400049627,None,147.40103719988838,k,0.41384000005200505,None,None,147.83368899999186,147.83409829996526,149.8468515998684,149.84690379956737,150.86221199994907,150.8622614997439,151.86180569976568,,,,,,,0,0,0,0,29,0,29,0,249.740295200143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.40103719988838,249.72662799991667,249.740295200143,249.740295200143,249.740295200143,249.740295200143,250.15911519993097,k,0.41384000005200505,None,left,0,8,1,1,20,15,None,147.83368899999186,147.83409829996526,250.15967650013044,250.17334390012547,250.17334390012547,252.19310500007123,252.19310500007123,252.17232519993559,149.8468515998684,149.84690379956737,252.1867666998878,252.19310500007123,252.19310500007123,253.1877040998079,stimuli/box_empty_transparent.png,150.86221199994907,150.8622614997439,253.18783359974623,253.20358730014414,254.2032622997649,254.1873035999015,151.86180569976568,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
30,0,30,space,14.694444600027055,None,space,3.209216400049627,None,151.8643493996933,j,0.8427313999272883,None,None,152.7296001999639,152.73005939973518,153.72709969989955,153.72715409984812,154.74234119988978,154.74239559983835,155.741985199973,,,,,,,0,0,0,0,30,0,30,0,254.2032622997649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8643493996933,254.18995299981907,254.2032622997649,254.2032622997649,254.2032622997649,254.2032622997649,255.05502629978582,j,0.8427313999272883,None,left,1,8,2,1,21,16,None,152.7296001999639,152.73005939973518,255.0556394001469,255.06938639981672,255.06938639981672,256.0773442001082,256.0773442001082,256.052566499915,153.72709969989955,153.72715409984812,256.0702895000577,256.0773442001082,256.0773442001082,257.0678367000073,stimuli/box_coin_transparent.png,154.74234119988978,154.74239559983835,257.06796859996393,257.08390250010416,258.0835603000596,258.06747999973595,155.741985199973,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
31,0,31,space,14.694444600027055,None,space,3.209216400049627,None,155.74488309957087,j,0.6592499995604157,None,None,156.42631939984858,156.42681049974635,159.4393619997427,159.43941799970344,160.45460939966142,160.45465679978952,162.96917599998415,,,,,,,0,0,0,0,31,0,31,0,258.0835603000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.74488309957087,258.07047739997506,258.0835603000596,258.0835603000596,258.0835603000596,258.0835603000596,258.751745400019,j,0.6592499995604157,None,left,0,8,2,1,22,16,None,156.42631939984858,156.42681049974635,258.75239149993286,258.76635649986565,258.76635649986565,261.7856652997434,261.7856652997434,261.76482529984787,159.4393619997427,159.43941799970344,261.7789412997663,261.7856652997434,261.7856652997434,262.7801044001244,stimuli/box_empty_transparent.png,160.45460939966142,160.45465679978952,262.7802288001403,262.7960211997852,265.31105019990355,265.2946751001291,162.96917599998415,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
32,0,32,space,14.694444600027055,None,space,3.209216400049627,None,162.97178989974782,k,0.3241635002195835,None,None,163.32166359992698,163.32206449983642,164.31868129968643,164.31873659975827,165.3341047996655,165.33415019977838,166.33357669971883,,,,,,,0,0,0,0,32,0,32,0,265.31105019990355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.97178989974782,265.297388299834,265.31105019990355,265.31105019990355,265.31105019990355,265.31105019990355,265.647087499965,k,0.3241635002195835,None,left,0,8,2,1,22,16,None,163.32166359992698,163.32206449983642,265.64767789980397,265.66087999986485,265.66087999986485,266.66533590015024,266.66533590015024,266.64414589991793,164.31868129968643,164.31873659975827,266.6586468000896,266.66533590015024,266.66533590015024,267.6596013000235,stimuli/box_empty_transparent.png,165.3341047996655,165.33415019977838,267.65972180012614,267.67546910000965,268.67504289979115,268.65907509997487,166.33357669971883,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
33,0,33,space,14.694444600027055,None,space,3.209216400049627,None,166.33614579960704,j,0.431840100325644,None,None,166.78489599982277,166.7853933996521,168.7986975996755,168.79875339986756,169.81394679984078,169.81399189960212,171.32946219993755,,,,,,,0,0,0,0,33,0,33,0,268.67504289979115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.33614579960704,268.66174159990624,268.67504289979115,268.67504289979115,268.67504289979115,268.67504289979115,269.1103268000297,j,0.431840100325644,None,left,1,8,3,1,23,17,None,166.78489599982277,166.7853933996521,269.1109738997184,269.12520859995857,269.12520859995857,271.1483372999355,271.1483372999355,271.12411529989913,168.7986975996755,168.79875339986756,271.14178940001875,271.1483372999355,271.1483372999355,272.13943890016526,stimuli/box_coin_transparent.png,169.81394679984078,169.81399189960212,272.139563200064,272.1553470999934,273.67117530014366,273.6549621000886,171.32946219993755,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
34,0,34,space,14.694444600027055,None,space,3.209216400049627,None,171.3319731997326,j,0.2778221000917256,None,None,171.63045870000497,171.63088999968022,174.64412749977782,174.6441862997599,175.65884709963575,175.65888989996165,178.17415879992768,,,,,,,0,0,0,0,34,0,34,0,273.67117530014366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.3319731997326,273.6575703001581,273.67117530014366,273.67117530014366,273.67117530014366,273.67117530014366,273.9558934001252,j,0.2778221000917256,None,left,1,8,4,1,24,18,None,171.63045870000497,171.63088999968022,273.9564672000706,273.97095469990745,273.97095469990745,276.99428639980033,276.99428639980033,276.96955120004714,174.64412749977782,174.6441862997599,276.98730799974874,276.99428639980033,276.99428639980033,277.9843453001231,stimuli/box_coin_transparent.png,175.65884709963575,175.65888989996165,277.98445989983156,278.00065829977393,280.51602869993076,280.4996591997333,178.17415879992768,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
35,0,35,space,14.694444600027055,None,space,3.209216400049627,None,178.17669129977003,j,0.4982427000068128,None,None,178.69259769981727,178.6930541996844,180.20630609989166,180.2063586995937,181.22146799974144,181.22151459986344,182.2208757000044,,,,,,,0,0,0,0,35,0,35,0,280.51602869993076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.17669129977003,280.5022835000418,280.51602869993076,280.51602869993076,280.51602869993076,280.51602869993076,281.01802610000595,j,0.4982427000068128,None,left,1,8,5,1,25,19,None,178.69259769981727,178.6930541996844,281.01863329997286,281.03192290011793,281.03192290011793,282.55601650010794,282.55601650010794,282.531773599796,180.20630609989166,180.2063586995937,282.54900129977614,282.55601650010794,282.55601650010794,283.5469653001055,stimuli/box_coin_transparent.png,181.22146799974144,181.22151459986344,283.547087599989,283.5630207997747,284.56248180009425,284.5463715000078,182.2208757000044,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
36,0,36,space,14.694444600027055,None,space,3.209216400049627,None,182.2237546998076,j,0.5270242998376489,None,None,182.77208829997107,182.7725804997608,184.2863244996406,184.2863785997033,185.30158179998398,185.30162629997358,188.81532379984856,,,,,,,0,0,0,0,36,0,36,0,284.56248180009425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.2237546998076,284.5493609998375,284.56248180009425,284.56248180009425,284.56248180009425,284.56248180009425,285.09752069972456,j,0.5270242998376489,None,left,1,8,6,1,26,20,None,182.77208829997107,182.7725804997608,285.09816090017557,285.11220349976793,285.11220349976793,286.63609200017527,286.63609200017527,286.6117889001034,184.2863244996406,184.2863785997033,286.629324299749,286.63609200017527,286.63609200017527,287.62707939976826,stimuli/box_coin_transparent.png,185.30158179998398,185.30162629997358,287.62720160000026,287.6428124997765,291.15708599984646,291.1408253000118,188.81532379984856,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
37,0,37,space,14.694444600027055,None,space,3.209216400049627,None,188.8176821996458,j,0.5249620000831783,None,None,189.36719199968502,189.36765219969675,191.38068809965625,191.38077279971913,192.39575889986008,192.39580349996686,193.39494649972767,,,,,,,0,0,0,0,37,0,37,0,291.15708599984646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8176821996458,291.1432714997791,291.15708599984646,291.15708599984646,291.15708599984646,291.15708599984646,291.6926238001324,j,0.5249620000831783,None,left,1,8,7,1,27,21,None,189.36719199968502,189.36765219969675,291.69322940008715,291.70686679985374,291.70686679985374,293.7307901000604,293.7307901000604,293.7061569998041,191.38068809965625,191.38077279971913,293.72389280004427,293.7307901000604,293.7307901000604,294.7212566998787,stimuli/box_coin_transparent.png,192.39575889986008,192.39580349996686,294.72137359995395,294.7371954000555,295.736904299818,295.72045050002635,193.39494649972767,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
38,0,38,space,14.694444600027055,None,space,3.209216400049627,None,193.39761819969863,j,0.53132010018453,None,None,193.946473099757,193.9469250999391,194.94461529981345,194.94467539992183,195.95973389968276,195.95978359971195,197.45904149999842,,,,,,,0,0,0,0,38,0,38,0,295.736904299818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.39761819969863,295.7232129997574,295.736904299818,295.736904299818,295.736904299818,295.736904299818,296.27190320007503,j,0.53132010018453,None,left,0,8,7,1,28,21,None,193.946473099757,193.9469250999391,296.2725033001043,296.2864335998893,296.2864335998893,297.29118959978223,297.29118959978223,297.27008120017126,194.94461529981345,194.94467539992183,297.28430730011314,297.29118959978223,297.29118959978223,298.28522899979725,stimuli/box_empty_transparent.png,195.95973389968276,195.95978359971195,298.2853552000597,298.30125490017235,299.8004791997373,299.7845398997888,197.45904149999842,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
39,0,39,space,14.694444600027055,None,space,3.209216400049627,None,197.46173029998317,k,0.6082100002095103,None,None,198.0932378997095,198.0936336996965,199.09161200001836,199.09166699973866,200.10628359997645,200.10632809996605,201.10560109978542,,,,,,,0,0,0,0,39,0,39,0,299.8004791997373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.46173029998317,299.78732400014997,299.8004791997373,299.8004791997373,299.8004791997373,299.8004791997373,300.41867160005495,k,0.6082100002095103,None,left,0,8,7,1,28,21,None,198.0932378997095,198.0936336996965,300.41920989984646,300.43318739999086,300.43318739999086,301.4380204998888,301.4380204998888,301.4170800000429,199.09161200001836,199.09166699973866,301.43106180010363,301.4380204998888,301.4380204998888,302.43178150011227,stimuli/box_empty_transparent.png,200.10628359997645,200.10632809996605,302.43189889984205,302.44770859973505,303.4476029998623,303.4310993999243,201.10560109978542,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
40,0,40,space,14.694444600027055,None,space,3.209216400049627,None,201.10793949989602,j,0.3204212998971343,None,None,201.45730449957773,201.45776159968227,202.9716291995719,202.97168519999832,203.98640399985015,203.98647909983993,204.9863101998344,,,,,,,0,0,0,0,40,0,40,0,303.4476029998623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.10793949989602,303.43352770013735,303.4476029998623,303.4476029998623,303.4476029998623,303.4476029998623,303.7827381999232,j,0.3204212998971343,None,left,1,8,8,1,29,22,None,201.45730449957773,201.45776159968227,303.78333880007267,303.7972182999365,303.7972182999365,305.32140569994226,305.32140569994226,305.29706909973174,202.9716291995719,202.97168519999832,305.31467489991337,305.32140569994226,305.32140569994226,306.31190280010924,stimuli/box_coin_transparent.png,203.98640399985015,203.98647909983993,306.312050299719,306.32789999991655,307.32780120009556,307.3118114997633,204.9863101998344,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
41,0,41,space,14.694444600027055,None,space,3.209216400049627,None,204.98880679998547,j,0.6988300997763872,None,None,205.70442719990388,205.70492529962212,206.70208860002458,206.7021412998438,207.71667879959568,207.7167235999368,210.7311475998722,,,,,,,0,0,0,0,41,0,41,0,307.32780120009556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.98880679998547,307.31439530011266,307.32780120009556,307.32780120009556,307.32780120009556,307.32780120009556,308.02985739987344,j,0.6988300997763872,None,right,1,13,0,2,29,22,None,205.70442719990388,205.70492529962212,308.0305123999715,308.0440147998743,308.0440147998743,309.0487375999801,309.0487375999801,309.02755649993196,206.70208860002458,206.7021412998438,309.04189539980143,309.0487375999801,309.0487375999801,310.04217689996585,stimuli/box_empty_transparent.png,207.71667879959568,207.7167235999368,310.0422951001674,310.0583398998715,313.0729284998961,313.0566487000324,210.7311475998722,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
42,0,42,space,14.694444600027055,None,space,3.209216400049627,None,210.73392469994724,k,0.2924795001745224,None,None,211.04960999963805,211.05000999988988,213.06345259957016,213.06350669963285,214.07859469996765,214.0786617998965,217.59282889962196,,,,,,,0,0,0,0,42,0,42,0,313.0729284998961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.73392469994724,313.05952209979296,313.0729284998961,313.0729284998961,313.0729284998961,313.0729284998961,313.3750428999774,k,0.2924795001745224,None,right,1,13,1,2,30,23,None,211.04960999963805,211.05000999988988,313.3755867998116,313.3896261998452,313.3896261998452,315.41344140004367,315.41344140004367,315.3889175998047,213.06345259957016,213.06350669963285,315.40660789981484,315.41344140004367,315.41344140004367,316.4040930001065,stimuli/box_coin_transparent.png,214.07859469996765,214.0786617998965,316.40423520002514,316.4200554001145,319.93438490014523,319.91832980001345,217.59282889962196,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
43,0,43,space,14.694444600027055,None,space,3.209216400049627,None,217.59538369998336,k,0.2865319000557065,None,None,217.91100219963118,217.9114096998237,218.90891239978373,218.90896649984643,219.92374489968643,219.92379459971562,221.9391446998343,,,,,,,0,0,0,0,43,0,43,0,319.93438490014523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.59538369998336,319.9209793000482,319.93438490014523,319.93438490014523,319.93438490014523,319.93438490014523,320.2364051998593,k,0.2865319000557065,None,right,1,13,2,2,31,24,None,217.91100219963118,217.9114096998237,320.23699120013043,320.25084570003673,320.25084570003673,321.2583924001083,321.2583924001083,321.2343796999194,218.90891239978373,218.90896649984643,321.25161459995434,321.2583924001083,321.2583924001083,322.2492431998253,stimuli/box_coin_transparent.png,219.92374489968643,219.92379459971562,322.2493691998534,322.26517229992896,324.2809868999757,324.2646449999884,221.9391446998343,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
44,0,44,space,14.694444600027055,None,space,3.209216400049627,None,221.94153779977933,k,0.3589963000267744,None,None,222.32410079985857,222.32450259989128,224.83745129965246,224.8375381999649,225.85241249995306,225.8524619997479,227.86730779986829,,,,,,,0,0,0,0,44,0,44,0,324.2809868999757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.94153779977933,324.26712699979544,324.2809868999757,324.2809868999757,324.2809868999757,324.2809868999757,324.6495173997246,k,0.3589963000267744,None,right,1,13,3,2,32,25,None,222.32410079985857,222.32450259989128,324.65007939981297,324.6637428998947,324.6637428998947,327.18733120011166,327.18733120011166,327.16291749989614,224.83745129965246,224.8375381999649,327.18059019977227,327.18733120011166,327.18733120011166,328.1779081998393,stimuli/box_coin_transparent.png,225.85241249995306,225.8524619997479,328.1780333998613,328.1940426998772,330.2091757999733,330.19281650008634,227.86730779986829,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
