thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
45,0,45,space,14.694444600027055,None,space,3.209216400049627,None,227.86884749960154,k,0.3525343998335302,None,None,228.25171779980883,228.25197470001876,229.24983459990472,229.2498681996949,230.26518809981644,230.2652165996842,231.26451569981873,,,,,,,0,0,0,0,45,0,45,0,330.2091757999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.86884749960154,330.19442019984126,330.2091757999733,330.2091757999733,330.2091757999733,330.2091757999733,330.57718680007383,k,0.3525343998335302,None,right,0,13,3,2,33,25,None,228.25171779980883,228.25197470001876,330.5775318001397,330.592169099953,330.592169099953,331.5918550998904,331.5918550998904,331.5753311999142,229.24983459990472,229.2498681996949,331.58398339990526,331.5918550998904,331.5918550998904,332.5906974999234,stimuli/box_empty_transparent.png,230.26518809981644,230.2652165996842,332.5907715000212,332.6069192998111,333.6065166001208,333.5900300000794,231.26451569981873,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
46,0,46,space,14.694444600027055,None,space,3.209216400049627,None,231.26620409963652,k,0.6817605998367071,None,None,231.96485569979995,231.96511649992317,233.980036099907,233.98008989961818,234.99519569985569,234.99524119962007,235.9948025997728,,,,,,,0,0,0,0,46,0,46,0,333.6065166001208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.26620409963652,333.59177660010755,333.6065166001208,333.6065166001208,333.6065166001208,333.6065166001208,334.2903267000802,k,0.6817605998367071,None,right,1,13,4,2,34,26,None,231.96485569979995,231.96511649992317,334.29067469993606,334.3059010999277,334.3059010999277,336.3299912000075,336.3299912000075,336.30549969989806,233.980036099907,233.98008989961818,336.32297550002113,336.3299912000075,336.3299912000075,337.32069319998845,stimuli/box_coin_transparent.png,234.99519569985569,234.99524119962007,337.3208469999954,337.3366954000667,338.3363518998958,338.320301100146,235.9948025997728,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
47,0,47,space,14.694444600027055,None,space,3.209216400049627,None,235.99717299966142,k,0.3655124995857477,None,None,236.37974289990962,236.38014689972624,239.39232409978285,239.3923771996051,240.4076074999757,240.4076529997401,241.92333999974653,,,,,,,0,0,0,0,47,0,47,0,338.3363518998958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.99717299966142,338.3227613000199,338.3363518998958,338.3363518998958,338.3363518998958,338.3363518998958,338.7051729001105,k,0.3655124995857477,None,right,1,13,5,2,35,27,None,236.37974289990962,236.38014689972624,338.70572560001165,338.7194002000615,338.7194002000615,341.74213659996167,341.74213659996167,341.7177908997983,239.39232409978285,239.3923771996051,341.73555780015886,341.74213659996167,341.74213659996167,342.73310549976304,stimuli/box_coin_transparent.png,240.4076074999757,240.4076529997401,342.73322789976373,342.7491472000256,344.2649656999856,344.2488381997682,241.92333999974653,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
48,0,48,space,14.694444600027055,None,space,3.209216400049627,None,241.92625809973106,k,0.3689234000630677,None,None,242.32476709969342,242.32516619982198,243.83880359958857,243.83885779976845,244.8538306998089,244.85386029956862,248.3680913997814,,,,,,,0,0,0,0,48,0,48,0,344.2649656999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.92625809973106,344.251852999907,344.2649656999856,344.2649656999856,344.2649656999856,344.2649656999856,344.6501955999993,k,0.3689234000630677,None,right,0,13,5,2,36,27,None,242.32476709969342,242.32516619982198,344.6507426998578,344.66477179992944,344.66477179992944,346.18563419999555,346.18563419999555,346.16427139984444,243.83880359958857,243.83885779976845,346.1785315000452,346.18563419999555,346.18563419999555,347.1793303997256,stimuli/box_empty_transparent.png,244.8538306998089,244.85386029956862,347.17941540014,347.19546840013936,350.70982850017026,350.69359110016376,248.3680913997814,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
49,0,49,space,14.694444600027055,None,space,3.209216400049627,None,248.3704899996519,k,0.3274303996004164,None,None,248.71937499986961,248.7197799999267,250.23366829985753,250.23372159991413,251.24869199981913,251.2487375997007,251.24951879959553,,,,,,,0,0,0,0,49,0,49,0,350.70982850017026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.3704899996519,350.6960797999054,350.70982850017026,350.70982850017026,350.70982850017026,350.70982850017026,351.0448058000766,k,0.3274303996004164,None,right,1,13,6,2,37,28,None,248.71937499986961,248.7197799999267,351.0453574000858,351.0595140000805,351.0595140000805,352.5834344998002,352.5834344998002,352.55913410009816,250.23366829985753,250.23372159991413,352.5766412001103,352.5834344998002,352.5834344998002,353.57418929971755,stimuli/box_coin_transparent.png,251.24869199981913,251.2487375997007,353.57430760003626,353.61420070007443,353.61420070007443,353.57502820016816,251.24951879959553,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
0,0,0,space,14.694444600027055,None,space,3.209216400049627,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.60780199989676,353.61420070007443,357.58731169998646,357.5924013997428,357.60368910012767,407.264410499949,407.2486348999664,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
0,0,0,space,18.46848509972915,None,space,7.372537700459361,None,0.0018719998188316822,None,,,None,1.51484559988603,1.514960200060159,2.514999100007117,2.5151190999895334,3.5300473999232054,3.530098299961537,5.545400700066239,,,,,,,1,0,1,0,0,0,0,0,433.1441258001141,,,,,,,,,,,,,,,,407.2489714999683,407.264410499949,407.264410499949,425.7346700998023,space,18.46848509972915,None,425.7348326998763,425.7495721997693,425.7495721997693,433.12811389984563,space,7.372537700459361,None,0.0018719998188316822,433.13010679977015,433.1441258001141,433.1441258001141,433.1441258001141,433.1441258001141,434.64291739976034,None,,,right,1,12,0,3,37,0,None,1.51484559988603,1.514960200060159,434.6431606998667,434.6593197998591,434.6593197998591,435.6656848997809,435.6656848997809,435.6430828999728,2.514999100007117,2.5151190999895334,435.65928190015256,435.6656848997809,435.6656848997809,436.65816859994084,no selection made,3.5300473999232054,3.530098299961537,436.65829590009525,436.67403959995136,438.6898066001013,438.6735291001387,5.545400700066239,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
1,0,1,space,18.46848509972915,None,space,7.372537700459361,None,5.547968899831176,j,0.3512595999054611,None,None,5.930455400142819,5.930921100080013,7.443860900122672,7.443896300159395,8.443237099796534,8.443279400002211,9.942053699865937,,,,,,,1,0,1,0,1,0,1,0,438.6898066001013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.547968899831176,438.6761908000335,438.6898066001013,438.6898066001013,438.6898066001013,438.6898066001013,439.0584824997932,j,0.3512595999054611,None,right,1,12,0,3,37,0,None,5.930455400142819,5.930921100080013,439.0591286001727,439.0726799000986,439.0726799000986,440.58787730010226,440.58787730010226,440.57198109989986,7.443860900122672,7.443896300159395,440.5802365001291,440.58787730010226,440.58787730010226,441.5713617997244,stimuli/box_empty_transparent.png,8.443237099796534,8.443279400002211,441.5714758001268,441.5869037997909,443.0863565001637,443.07018100004643,9.942053699865937,441.5869037997909,441.5869037997909,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
2,0,2,space,18.46848509972915,None,space,7.372537700459361,None,9.944519999902695,j,0.3470457997173071,None,None,10.309980900026858,10.310434800107032,11.307883699890226,11.30791850015521,12.323113100137562,12.323157699778676,15.337723200209439,,,,,,,1,0,1,0,2,0,2,0,443.0863565001637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.944519999902695,443.0727377999574,443.0863565001637,443.0863565001637,443.0863565001637,443.0863565001637,443.4380370997824,j,0.3470457997173071,None,right,1,12,0,3,37,0,None,10.309980900026858,10.310434800107032,443.4386410000734,443.4526380999014,443.4526380999014,444.4522807998583,444.4522807998583,444.43600049987435,11.307883699890226,11.30791850015521,444.4442743998952,444.4522807998583,444.4522807998583,445.45123869972304,stimuli/box_empty_transparent.png,12.323113100137562,12.323157699778676,445.45135940006,445.46718889987096,448.4819474001415,448.46584990015253,15.337723200209439,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
3,0,3,space,18.46848509972915,None,space,7.372537700459361,None,15.340099100023508,j,0.2912250002846122,None,None,15.655823700129986,15.6562855001539,17.669724199920893,17.669776000082493,18.685073600150645,18.68511850014329,19.68416879978031,,,,,,,1,0,1,0,3,0,3,0,448.4819474001415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.340099100023508,448.4684528997168,448.4819474001415,448.4819474001415,448.4819474001415,448.4819474001415,448.78387359995395,j,0.2912250002846122,None,right,1,12,0,3,37,0,None,15.655823700129986,15.6562855001539,448.7844917997718,448.79825899982825,448.79825899982825,450.8189142998308,450.8189142998308,450.79781919997185,17.669724199920893,17.669776000082493,450.8119840999134,450.8189142998308,450.8189142998308,451.8131985999644,stimuli/box_empty_transparent.png,18.685073600150645,18.68511850014329,451.8133163000457,451.82882370008156,452.8285246999003,452.8122955998406,19.68416879978031,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
4,0,4,space,18.46848509972915,None,space,7.372537700459361,None,19.68664239998907,k,1.1746926000341773,None,['k'],20.884969899896532,20.885368200019002,21.899472000077367,21.899524599779397,22.914650300052017,22.914695600047708,25.42934889998287,[0.31632590014487505],[0.17932619992643595],,,,,1,0,1,0,4,0,4,0,452.8285246999003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68664239998907,452.81486620008945,452.8285246999003,452.8285246999003,452.8285246999003,452.8285246999003,454.01297349995,k,1.1746926000341773,None,right,1,12,1,3,38,1,['k'],20.884969899896532,20.885368200019002,454.01357290009037,454.02788669988513,454.02788669988513,455.0520874001086,455.0520874001086,455.0275673000142,21.899472000077367,21.899524599779397,455.04517460009083,455.0520874001086,455.0520874001086,456.0427717999555,stimuli/box_coin_transparent.png,22.914650300052017,22.914695600047708,456.04288939991966,456.05902179982513,458.5738523998298,458.55747279990464,25.42934889998287,,,,,,,,,,[0.31632590014487505],[0.17932619992643595],,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
5,0,5,space,18.46848509972915,None,space,7.372537700459361,None,25.432321600150317,k,0.2618044000118971,None,None,25.714669699780643,25.715123100206256,29.226675999816507,29.22672939999029,30.24208529992029,30.242132499814034,32.25716309994459,,,,,,,1,0,1,0,5,0,5,0,458.5738523998298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.432321600150317,458.56055649975315,458.5738523998298,458.5738523998298,458.5738523998298,458.5738523998298,458.84272219985723,k,0.2618044000118971,None,right,0,12,1,3,39,1,None,25.714669699780643,25.715123100206256,458.8433332000859,458.8570053000003,458.8570053000003,462.3758013001643,462.3758013001643,462.3547736997716,29.226675999816507,29.22672939999029,462.36910909973085,462.3758013001643,462.3758013001643,463.37020110012963,stimuli/box_empty_transparent.png,30.24208529992029,30.242132499814034,463.3703319998458,463.38606410007924,465.4015700998716,465.3852955000475,32.25716309994459,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
6,0,6,space,18.46848509972915,None,space,7.372537700459361,None,32.259568199981004,k,0.346170200034976,None,None,32.62438859976828,32.6246560998261,33.62356219999492,33.62361990008503,34.638603100087494,34.63865099987015,35.63807999994606,,,,,,,1,0,1,0,6,0,6,0,465.4015700998716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.259568199981004,465.3877844000235,465.4015700998716,465.4015700998716,465.4015700998716,465.4015700998716,465.75247950013727,k,0.346170200034976,None,right,1,12,2,3,40,2,None,32.62438859976828,32.6246560998261,465.75284159975126,465.7680778000504,465.7680778000504,466.776156200096,466.776156200096,466.75162700004876,33.62356219999492,33.62361990008503,466.7692224001512,466.776156200096,466.776156200096,467.76671979995444,stimuli/box_coin_transparent.png,34.638603100087494,34.63865099987015,467.76685100002214,467.7828350998461,468.7823675000109,468.76620749989524,35.63807999994606,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
7,0,7,space,18.46848509972915,None,space,7.372537700459361,None,35.64056980004534,k,0.4354575998149812,None,None,36.105618599802256,36.10601759981364,38.11997330002487,38.12003100011498,39.13492640014738,39.13497440004721,41.15030930005014,,,,,,,1,0,1,0,7,0,7,0,468.7823675000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.64056980004534,468.7687952998094,468.7823675000109,468.7823675000109,468.7823675000109,468.7823675000109,469.23367909993976,k,0.4354575998149812,None,right,0,12,2,3,41,2,None,36.105618599802256,36.10601759981364,469.2342225997709,469.24850780004635,469.24850780004635,471.2690861998126,471.2690861998126,471.24804010009393,38.11997330002487,38.12003100011498,471.2623537997715,471.2690861998126,471.2690861998126,472.2630397998728,stimuli/box_empty_transparent.png,39.13492640014738,39.13497440004721,472.2631755997427,472.27901519974694,474.2947255000472,474.27843739977106,41.15030930005014,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
8,0,8,space,18.46848509972915,None,space,7.372537700459361,None,41.152784899808466,k,0.2525096000172198,None,None,41.43504890007898,41.435463699977845,44.448387700133026,44.4484502999112,45.46336890012026,45.463420500047505,46.96274949982762,,,,,,,1,0,1,0,8,0,8,0,474.2947255000472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.152784899808466,474.28103750012815,474.2947255000472,474.2947255000472,474.2947255000472,474.2947255000472,474.5631071999669,k,0.2525096000172198,None,right,1,12,3,3,42,3,None,41.43504890007898,41.435463699977845,474.5636706999503,474.5777396000922,474.5777396000922,477.6012733997777,477.6012733997777,477.57648150017485,44.448387700133026,44.4484502999112,477.5944337998517,477.6012733997777,477.6012733997777,478.5914925998077,stimuli/box_coin_transparent.png,45.46336890012026,45.463420500047505,478.59161889972165,478.60748100001365,480.1066569001414,480.09087800001726,46.96274949982762,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
9,0,9,space,18.46848509972915,None,space,7.372537700459361,None,46.96516579994932,j,0.30892989970743656,None,None,47.297190399840474,47.29765050020069,48.79506410006434,48.79511770000681,49.80977289984003,49.809822500217706,51.82501140004024,,,,,,,1,0,1,0,9,0,9,0,480.1066569001414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.96516579994932,480.0933889998123,480.1066569001414,480.1066569001414,480.1066569001414,480.1066569001414,480.4252427997999,j,0.30892989970743656,None,right,1,12,3,3,42,3,None,47.297190399840474,47.29765050020069,480.42585689993575,480.43969719996676,480.43969719996676,481.9445990999229,481.9445990999229,481.9231600998901,48.79506410006434,48.79511770000681,481.93770499993116,481.9445990999229,481.9445990999229,482.93789769988507,stimuli/box_empty_transparent.png,49.80977289984003,49.809822500217706,482.93802039977163,482.95398169988766,484.9695255998522,484.95313940010965,51.82501140004024,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
10,0,10,space,18.46848509972915,None,space,7.372537700459361,None,51.82743870001286,k,0.652914899867028,None,None,52.50990639999509,52.51030390011147,54.007366800215095,54.00742070004344,55.02261730004102,55.02266879985109,56.02183909993619,,,,,,,1,0,1,0,10,0,10,0,484.9695255998522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.82743870001286,484.9556561000645,484.9695255998522,484.9695255998522,484.9695255998522,484.9695255998522,485.6379660000093,k,0.652914899867028,None,right,1,12,4,3,43,4,None,52.50990639999509,52.51030390011147,485.63854339998215,485.65219540009275,485.65219540009275,487.15955299977213,487.15955299977213,487.13546219980344,54.007366800215095,54.00742070004344,487.1526524000801,487.15955299977213,487.15955299977213,488.15073850005865,stimuli/box_coin_transparent.png,55.02261730004102,55.02266879985109,488.1508670998737,488.16665269993246,489.16611200012267,489.1499672997743,56.02183909993619,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
11,0,11,space,18.46848509972915,None,space,7.372537700459361,None,56.024334399960935,k,0.7947428999468684,None,None,56.84043860016391,56.84083979995921,58.85345599986613,58.85351049993187,59.8681855998002,59.86821549991146,61.38400339987129,,,,,,,1,0,1,0,11,0,11,0,489.16611200012267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.024334399960935,489.15255540004,489.16611200012267,489.16611200012267,489.16611200012267,489.16611200012267,489.96849759994075,k,0.7947428999468684,None,right,1,12,5,3,44,5,None,56.84043860016391,56.84083979995921,489.9690442997962,489.9821298001334,489.9821298001334,492.006133900024,492.006133900024,491.98155209980905,58.85345599986613,58.85351049993187,491.99907500017434,492.006133900024,492.006133900024,492.9963218998164,stimuli/box_coin_transparent.png,59.8681855998002,59.86821549991146,492.99639760004357,493.0123057998717,494.5285527999513,494.51213249983266,61.38400339987129,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
12,0,12,space,18.46848509972915,None,space,7.372537700459361,None,61.386376900132746,k,0.3671519001945853,None,None,61.78551319986582,61.78591529978439,62.783590300008655,62.78364379983395,63.79825330013409,63.79830039991066,66.81295560020953,,,,,,,1,0,1,0,12,0,12,0,494.5285527999513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.386376900132746,494.5145915001631,494.5285527999513,494.5285527999513,494.5285527999513,494.5285527999513,494.9135647001676,k,0.3671519001945853,None,right,0,12,5,3,45,5,None,61.78551319986582,61.78591529978439,494.9141195998527,494.92824359983206,494.92824359983206,495.9329144000076,495.9329144000076,495.91168519994244,62.783590300008655,62.78364379983395,495.92592209996656,495.9329144000076,495.9329144000076,496.92638840014115,stimuli/box_empty_transparent.png,63.79825330013409,63.79830039991066,496.9264839999378,496.94298119982705,499.9575089998543,499.9410846000537,66.81295560020953,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
13,0,13,space,18.46848509972915,None,space,7.372537700459361,None,66.8156674997881,j,0.47123199980705976,None,None,67.31468489998952,67.31514189997688,67.8132266998291,67.81328020012006,68.82799990009516,68.82804539985955,70.84307460021228,,,,,,,1,0,1,0,13,0,13,0,499.9575089998543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8156674997881,499.9438911001198,499.9575089998543,499.9575089998543,499.9575089998543,499.9575089998543,500.44274109974504,j,0.47123199980705976,None,right,0,12,5,3,45,5,None,67.31468489998952,67.31514189997688,500.4433478000574,500.45727019989863,500.45727019989863,500.96254219999537,500.96254219999537,500.9413160998374,67.8132266998291,67.81328020012006,500.9555501998402,500.96254219999537,500.96254219999537,501.95612529991195,stimuli/box_empty_transparent.png,68.82799990009516,68.82804539985955,501.95624740002677,501.9721570997499,503.9876966997981,503.9712106999941,70.84307460021228,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
14,0,14,space,18.46848509972915,None,space,7.372537700459361,None,70.84451439976692,k,0.23351849988102913,None,None,71.11058689979836,71.11086180014536,72.62539790011942,72.62545419996604,73.64081020001322,73.64085480012,74.64041579980403,,,,,,,1,0,1,0,14,0,14,0,503.9876966997981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.84451439976692,503.97271119989455,503.9876966997981,503.9876966997981,503.9876966997981,503.9876966997981,504.2386805000715,k,0.23351849988102913,None,right,1,12,6,3,46,6,None,71.11058689979836,71.11086180014536,504.2390469000675,504.2538934997283,504.2538934997283,505.7778292000294,505.7778292000294,505.7534890999086,72.62539790011942,72.62545419996604,505.7719458998181,505.7778292000294,505.7778292000294,506.76893430016935,stimuli/box_coin_transparent.png,73.64081020001322,73.64085480012,506.76905319979414,506.7850226997398,507.7845465997234,507.7685438999906,74.64041579980403,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
15,0,15,space,18.46848509972915,None,space,7.372537700459361,None,74.64296850003302,k,1.449515700340271,None,['k'],76.12407589983195,76.1244736998342,77.1220216001384,77.12207210017368,78.13722389983013,78.13726860005409,80.15254169981927,[0.48319010017439723],[0.16653450019657612],,,,,1,0,1,0,15,0,15,0,507.7845465997234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.64296850003302,507.77118910010904,507.7845465997234,507.7845465997234,507.7845465997234,507.7845465997234,509.2520762998611,k,1.449515700340271,None,right,1,12,7,3,47,7,['k'],76.12407589983195,76.1244736998342,509.2526767998934,509.26670330017805,509.26670330017805,510.2755275997333,510.2755275997333,510.25011679995805,77.1220216001384,77.12207210017368,510.2686670999974,510.2755275997333,510.2755275997333,511.2653457997367,stimuli/box_coin_transparent.png,78.13722389983013,78.13726860005409,511.26546679995954,511.2812545001507,513.2968847998418,513.2806672998704,80.15254169981927,,,,,,,,,,[0.48319010017439723],[0.16653450019657612],,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
16,0,16,space,18.46848509972915,None,space,7.372537700459361,None,80.15492240013555,k,0.505600200034678,None,None,80.68722849991173,80.68762960005552,82.70064229983836,82.70069519989192,83.71622559987009,83.71627129986882,84.71557219978422,,,,,,,1,0,1,0,16,0,16,0,513.2968847998418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.15492240013555,513.283140799962,513.2968847998418,513.2968847998418,513.2968847998418,513.2968847998418,513.8152813999914,k,0.505600200034678,None,right,1,12,8,3,48,8,None,80.68722849991173,80.68762960005552,513.8158336998895,513.8297586999834,513.8297586999834,515.8532345001586,515.8532345001586,515.828743299935,82.70064229983836,82.70069519989192,515.8466149000451,515.8532345001586,515.8532345001586,516.8443503999151,stimuli/box_coin_transparent.png,83.71622559987009,83.71627129986882,516.8444722997956,516.860313499812,517.8598858001642,517.8437008997425,84.71557219978422,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
17,0,17,space,18.46848509972915,None,space,7.372537700459361,None,84.71807699976489,k,0.3678667997010052,None,None,85.1169043998234,85.11730339983478,86.11523029999807,86.11528440006077,87.1299283998087,87.1299743000418,88.14628890017048,,,,,,,1,0,1,0,17,0,17,0,517.8598858001642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71807699976489,517.846296899952,517.8598858001642,517.8598858001642,517.8598858001642,517.8598858001642,518.2449615001678,k,0.3678667997010052,None,right,1,12,9,3,49,9,None,85.1169043998234,85.11730339983478,518.2455088999122,518.2596061001532,518.2596061001532,519.2680222997442,519.2680222997442,519.2433255999349,86.11523029999807,86.11528440006077,519.2607848001644,519.2680222997442,519.2680222997442,520.2580526997335,stimuli/box_coin_transparent.png,87.1299283998087,87.1299743000418,520.2582283001393,520.274318699725,521.2904924000613,521.2744124997407,88.14628890017048,,,,,,,,,,,,,,,,,,067073,right,no,None,2025-05-27_13h18.17.007,RL_out-of-scanner,2024.2.4,59.45299681431391,2025-05-27 13h18.25.779530 -0700,
