thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,outcome_left_box.stopped,outcome_right_box.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,space,21.196120899985544,None,5,0.7696290999883786,None,100.53778720006812,j,0.8332309999968857,None,['j'],101.40375580010004,101.40397730004042,104.41643470001873,104.4164626999991,105.41679970000405,105.41682380007114,106.93125880009029,[0.2837803999427706],[0.08264070004224777],,,,,0,0,0,0,21,0,21,0,219.99621910008136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.53778720006812,219.98127710004337,219.99621910008136,219.99621910008136,219.99621910008136,219.99621910008136,220.84711470000912,j,0.8332309999968857,None,left,1,7,4,1,15,12,['j'],101.40375580010004,101.40397730004042,220.84744270006195,220.86202870006673,220.86202870006673,223.87692510010675,223.87692510010675,223.85985120001715,104.41643470001873,104.4164626999991,223.8671034000581,223.87692510010675,223.87692510010675,224.8602286000969,stimuli/box_coin_transparent.png,105.41679970000405,105.41682380007114,224.86028490005992,224.87537350005005,226.39110120001715,226.3746818000218,106.93125880009029,224.87537350005005,224.87537350005005,[0.2837803999427706],[0.08264070004224777],,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
22,0,22,space,21.196120899985544,None,5,0.7696290999883786,None,106.93267730006482,j,0.30842949997168034,None,None,107.2650791000342,107.26529780006967,108.78039550001267,108.7804243999999,109.7958246000344,109.79587230004836,111.81067510007415,,,,,,,0,0,0,0,22,0,22,0,226.39110120001715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.93267730006482,226.3761458999943,226.39110120001715,226.39110120001715,226.39110120001715,226.39110120001715,226.70847050007433,j,0.30842949997168034,None,left,1,7,5,1,16,13,None,107.2650791000342,107.26529780006967,226.70876390009653,226.72440200007986,226.72440200007986,228.24028780008666,228.24028780008666,228.223813300021,108.78039550001267,108.7804243999999,228.23136790003628,228.24028780008666,228.24028780008666,229.2392355001066,stimuli/box_coin_transparent.png,109.7958246000344,109.79587230004836,229.2393599000061,229.25493460008875,231.270736400038,231.2540959001053,111.81067510007415,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
23,0,23,space,21.196120899985544,None,5,0.7696290999883786,None,111.81185220007319,j,0.3249242000747472,None,None,112.16133210004773,112.16154700005427,113.67607580008917,113.67612310010009,114.67588049999904,114.67590490006842,116.19061320007313,,,,,,,0,0,0,0,23,0,23,0,231.270736400038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81185220007319,231.25532470003236,231.270736400038,231.270736400038,231.270736400038,231.270736400038,231.60472430009395,j,0.3249242000747472,None,left,0,7,5,1,17,13,None,112.16133210004773,112.16154700005427,231.6050150000956,231.6203996000113,231.6203996000113,233.13629300007597,233.13629300007597,233.1194708000403,113.67607580008917,113.67612310010009,233.12534200004302,233.13629300007597,233.13629300007597,234.1193109001033,stimuli/box_empty_transparent.png,114.67588049999904,114.67590490006842,234.1193709000945,234.13453370006755,235.65038500004448,235.63404550007544,116.19061320007313,234.13453370006755,234.13453370006755,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
24,0,24,space,21.196120899985544,None,5,0.7696290999883786,None,116.19171050004661,k,0.26473920000717044,None,None,116.47440720000304,116.47461880010087,118.48930910008494,118.48933770006988,119.50449530000333,119.50453840009868,121.00346950010862,,,,,,,0,0,0,0,24,0,24,0,235.65038500004448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.19171050004661,235.63518110010773,235.65038500004448,235.65038500004448,235.65038500004448,235.65038500004448,235.91778860008344,k,0.26473920000717044,None,left,0,7,5,1,17,13,None,116.47440720000304,116.47461880010087,235.9180896000471,235.9334667000221,235.9334667000221,237.94918700004928,237.94918700004928,237.9327273000963,118.48930910008494,118.48933770006988,237.93825180002023,237.94918700004928,237.94918700004928,238.94791079999413,stimuli/box_empty_transparent.png,119.50449530000333,119.50453840009868,238.94802480004728,238.9638081000885,240.4631680001039,240.4468920000363,121.00346950010862,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
25,0,25,space,21.196120899985544,None,5,0.7696290999883786,None,121.00493460008875,j,0.31285320001188666,None,None,121.33686490007676,121.33709700009786,122.33629010000732,122.33633790002204,123.35094230005052,123.35097050003242,126.86490919999778,,,,,,,0,0,0,0,25,0,25,0,240.4631680001039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.00493460008875,240.4484043000266,240.4631680001039,240.4631680001039,240.4631680001039,240.4631680001039,240.78024700004607,j,0.31285320001188666,None,left,1,7,6,1,18,14,None,121.33686490007676,121.33709700009786,240.780567000038,240.79648780007847,240.79648780007847,241.79617740004323,241.79617740004323,241.7796837000642,122.33629010000732,122.33633790002204,241.7866928000003,241.79617740004323,241.79617740004323,242.79436729999725,stimuli/box_coin_transparent.png,123.35094230005052,123.35097050003242,242.79443980008364,242.81081070005894,246.32569460000377,246.3083425000077,126.86490919999778,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
26,0,26,space,21.196120899985544,None,5,0.7696290999883786,None,126.86654100008309,j,0.2851277000736445,None,None,127.18271930003539,127.18294530001003,127.68176300008781,127.68179240007885,128.69722520001233,128.69726580008864,132.2117246000562,,,,,,,0,0,0,0,26,0,26,0,246.32569460000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.86654100008309,246.3100085000042,246.32569460000377,246.32569460000377,246.32569460000377,246.32569460000377,246.62610820005648,j,0.2851277000736445,None,left,0,7,6,1,19,14,None,127.18271930003539,127.18294530001003,246.6264142000582,246.642039700062,246.642039700062,247.14206680003554,247.14206680003554,247.12518250010908,127.68176300008781,127.68179240007885,247.1309722000733,247.14206680003554,247.14206680003554,248.14064250001684,stimuli/box_empty_transparent.png,128.69722520001233,128.69726580008864,248.14074900001287,248.1568955000257,251.67099150002468,251.65515790006611,132.2117246000562,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
27,0,27,space,21.196120899985544,None,5,0.7696290999883786,None,132.21280180010945,k,0.2849394999211654,None,None,132.52854150009807,132.5287228000816,134.04338060005102,134.0434109000489,135.05865600006655,135.05868290003855,136.0582662000088,,,,,,,0,0,0,0,27,0,27,0,251.67099150002468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.21280180010945,251.65626900002826,251.67099150002468,251.67099150002468,251.67099150002468,251.67099150002468,251.9719378000591,k,0.2849394999211654,None,left,0,7,6,1,19,14,None,132.52854150009807,132.5287228000816,251.9721877000993,251.9873862999957,251.9873862999957,253.5034209000878,253.5034209000878,253.48679710004944,134.04338060005102,134.0434109000489,253.49243650003336,253.5034209000878,253.5034209000878,254.50208360003307,stimuli/box_empty_transparent.png,135.05865600006655,135.05868290003855,254.50215070007835,254.518412000034,255.5180666000815,255.50169950001873,136.0582662000088,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
28,0,28,space,21.196120899985544,None,5,0.7696290999883786,None,136.05936150008347,j,0.30950770003255457,None,None,136.39228800009005,136.39251820009667,137.39102590002585,137.39105510001536,138.4062617000891,138.40630290005356,141.92022920004092,,,,,,,0,0,0,0,28,0,28,0,255.5180666000815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.05936150008347,255.50283320003655,255.5180666000815,255.5180666000815,255.5180666000815,255.5180666000815,255.8356726000784,j,0.30950770003255457,None,left,1,7,7,1,20,15,None,136.39228800009005,136.39251820009667,255.8359882000368,255.85100440005772,255.85100440005772,256.85088870010804,256.85088870010804,256.83444560004864,137.39102590002585,137.39105510001536,256.84117430006154,256.85088870010804,256.85088870010804,257.8496790000936,stimuli/box_coin_transparent.png,138.4062617000891,138.40630290005356,257.84978620009497,257.8652098000748,261.3799541000044,261.3636631000554,141.92022920004092,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
29,0,29,space,21.196120899985544,None,5,0.7696290999883786,None,141.92118800000753,j,0.28621710010338575,None,None,142.23741689999588,142.23766270000488,144.25202970008831,144.25208210002165,145.2525203000987,145.25254580006003,146.24986450001597,,,,,,,0,0,0,0,29,0,29,0,261.3799541000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.92118800000753,261.36465550004505,261.3799541000044,261.3799541000044,261.3799541000044,261.3799541000044,261.6807918000268,j,0.28621710010338575,None,right,1,14,0,2,20,15,None,142.23741689999588,142.23766270000488,261.68113520008046,261.6962880000938,261.6962880000938,263.7119781000074,263.7119781000074,263.6954193999991,144.25202970008831,144.25208210002165,263.7016705001006,263.7119781000074,263.7119781000074,264.6959472000599,stimuli/box_empty_transparent.png,145.2525203000987,145.25254580006003,264.69600990007166,264.7099345000461,265.71005170000717,265.69329790002666,146.24986450001597,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
30,0,30,space,21.196120899985544,None,5,0.7696290999883786,None,146.25092800008133,k,0.2885305000236258,None,None,146.5671788000036,146.56736400001682,147.58289550000336,147.58292380010244,148.5980283000972,148.59805310005322,149.59773200005293,,,,,,,0,0,0,0,30,0,30,0,265.71005170000717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.25092800008133,265.6943987000268,265.71005170000717,265.71005170000717,265.71005170000717,265.71005170000717,266.0105741000734,k,0.2885305000236258,None,right,1,14,1,2,21,16,None,146.5671788000036,146.56736400001682,266.01082810002845,266.02661820000503,266.02661820000503,267.0427962000249,267.0427962000249,267.02630670007784,147.58289550000336,147.58292380010244,267.032934900024,267.0427962000249,267.0427962000249,268.0414563000668,stimuli/box_coin_transparent.png,148.5980283000972,148.59805310005322,268.0415176000679,268.0574222001014,269.05836860009003,269.04116400005296,149.59773200005293,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
31,0,31,space,21.196120899985544,None,5,0.7696290999883786,None,149.59875960007776,j,0.3339734999462962,None,None,149.96489030006342,149.96510130004026,152.97856400010642,152.97860950010363,153.9935603000922,153.99358770006802,156.50794150005095,,,,,,,0,0,0,0,31,0,31,0,269.05836860009003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.59875960007776,269.0422278000042,269.05836860009003,269.05836860009003,269.05836860009003,269.05836860009003,269.4082890000427,j,0.3339734999462962,None,right,1,14,1,2,21,16,None,149.96489030006342,149.96510130004026,269.40856680006254,269.42344280006364,269.42344280006364,272.4384271000745,272.4384271000745,272.4219599000644,152.97856400010642,152.97860950010363,272.427792100003,272.4384271000745,272.4384271000745,273.4369851000374,stimuli/box_empty_transparent.png,153.9935603000922,153.99358770006802,273.4370543000987,273.45328190003056,275.9684013000224,275.9513747000601,156.50794150005095,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
32,0,32,space,21.196120899985544,None,5,0.7696290999883786,None,156.50902590004262,k,0.31200859998352826,None,None,156.8422080000164,156.84239680005703,157.84183580009267,157.8418660000898,158.85634390008636,158.85636670002714,159.8560268000001,,,,,,,0,0,0,0,32,0,32,0,275.9684013000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.50902590004262,275.9524969001068,275.9684013000224,275.9684013000224,275.9684013000224,275.9684013000224,276.28560370008927,k,0.31200859998352826,None,right,1,14,2,2,22,17,None,156.8422080000164,156.84239680005703,276.28586300008465,276.3013709000079,276.3013709000079,277.30155780003406,277.30155780003406,277.285251500085,157.84183580009267,157.8418660000898,277.2919197001029,277.30155780003406,277.30155780003406,278.2997741000727,stimuli/box_coin_transparent.png,158.85634390008636,158.85636670002714,278.2998312000418,278.31596350006294,279.3155145000201,279.29944400000386,159.8560268000001,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
33,0,33,space,21.196120899985544,None,5,0.7696290999883786,None,159.8575797000667,k,0.32813689997419715,None,None,160.2068512000842,160.20704330003355,162.22116489999462,162.22119569999631,163.22324390010908,163.2232710000826,164.73555570002645,,,,,,,0,0,0,0,33,0,33,0,279.3155145000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8575797000667,279.30104740010574,279.3155145000201,279.3155145000201,279.3155145000201,279.3155145000201,279.65024540002923,k,0.32813689997419715,None,right,1,14,3,2,23,18,None,160.2068512000842,160.20704330003355,279.65050950006116,279.66501110000536,279.66501110000536,281.68106800003443,281.68106800003443,281.66457210003864,162.22116489999462,162.22119569999631,281.6713491000701,281.68106800003443,281.68106800003443,282.66667030006647,stimuli/box_coin_transparent.png,163.22324390010908,163.2232710000826,282.66673560009804,282.68228860001545,284.19534600002225,284.178980100085,164.73555570002645,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
34,0,34,space,21.196120899985544,None,5,0.7696290999883786,None,164.73665220011026,k,0.30344090005382895,None,None,165.06940590008162,165.06959410000127,168.08285390003584,168.08289710001554,169.08250120002776,169.0825234000804,171.59646100003738,,,,,,,0,0,0,0,34,0,34,0,284.19534600002225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.73665220011026,284.1801217000466,284.19534600002225,284.19534600002225,284.19534600002225,284.19534600002225,284.5128036000533,k,0.30344090005382895,None,right,1,14,4,2,24,19,None,165.06940590008162,165.06959410000127,284.5130589000182,284.5285989000695,284.5285989000695,287.5428011000622,287.5428011000622,287.5262511000037,168.08285390003584,168.08289710001554,287.53313680004794,287.5428011000622,287.5428011000622,288.52593200001866,stimuli/box_coin_transparent.png,169.08250120002776,169.0825234000804,288.5259881000966,288.54134170000907,291.0565504000988,291.0398941000458,171.59646100003738,288.54134170000907,288.54134170000907,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
35,0,35,space,21.196120899985544,None,5,0.7696290999883786,None,171.59801710001193,k,0.3232859999407083,None,None,171.94714060006663,171.94734180008527,173.46242460003123,173.4624614000786,174.47761040006299,174.47765420004725,175.47686170006637,,,,,,,0,0,0,0,35,0,35,0,291.0565504000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.59801710001193,291.04150400008075,291.0565504000988,291.0565504000988,291.0565504000988,291.0565504000988,291.3905316001037,k,0.3232859999407083,None,right,1,14,5,2,25,20,None,171.94714060006663,171.94734180008527,291.39080860000104,291.40599140000995,291.40599140000995,292.9220536000794,292.9220536000794,292.90583150007296,173.46242460003123,173.4624614000786,292.9126175000565,292.9220536000794,292.9220536000794,293.92102310003247,stimuli/box_coin_transparent.png,174.47761040006299,174.47765420004725,293.921143900021,293.9370478000492,294.93719379999675,294.9202944000717,175.47686170006637,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
36,0,36,space,21.196120899985544,None,5,0.7696290999883786,None,175.4779943000758,k,0.3285399000160396,None,None,175.82727760006674,175.827461100067,177.34238770010415,177.34241540008225,178.35807479999494,178.35811730008572,181.87159790005535,,,,,,,0,0,0,0,36,0,36,0,294.93719379999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.4779943000758,294.9214615999954,294.93719379999675,294.93719379999675,294.93719379999675,294.93719379999675,295.27067810005974,k,0.3285399000160396,None,right,1,14,6,2,26,21,None,175.82727760006674,175.827461100067,295.2709243000718,295.2864924001042,295.2864924001042,296.80226100003347,296.80226100003347,296.78580500010867,177.34238770010415,177.34241540008225,296.7924722000025,296.80226100003347,296.80226100003347,297.80148820008617,stimuli/box_coin_transparent.png,178.35807479999494,178.35811730008572,297.8016017000191,297.8172234999947,301.3311350001022,301.3150322000729,181.87159790005535,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
37,0,37,space,21.196120899985544,None,5,0.7696290999883786,None,181.87260930007324,k,0.2700759000144899,None,None,182.172496000072,182.17269460007083,184.18647270009387,184.18650070007425,185.2022244000109,185.20225720002782,186.2017556000501,,,,,,,0,0,0,0,37,0,37,0,301.3311350001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.87260930007324,301.31607880000956,301.3311350001022,301.3311350001022,301.3311350001022,301.3311350001022,301.6158897000132,k,0.2700759000144899,None,right,0,14,6,2,27,21,None,182.172496000072,182.17269460007083,301.61616229999345,301.6313644000329,301.6313644000329,303.6468989000423,303.6468989000423,303.6298902000999,184.18647270009387,184.18650070007425,303.6354779000394,303.6468989000423,303.6468989000423,304.64564470003825,stimuli/box_empty_transparent.png,185.2022244000109,185.20225720002782,304.6457325000083,304.66175690002274,305.66137320001144,305.6451897000661,186.2017556000501,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
38,0,38,space,21.196120899985544,None,5,0.7696290999883786,None,186.20300460001454,j,0.31584679998923093,None,None,186.53573380003218,186.53599100001156,187.53422180004418,187.5342494000215,188.55008960003033,188.55011569999624,190.06485680001788,,,,,,,0,0,0,0,38,0,38,0,305.66137320001144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.20300460001454,305.64647620008327,305.66137320001144,305.66137320001144,305.66137320001144,305.66137320001144,305.97911060007755,j,0.31584679998923093,None,right,0,14,6,2,27,21,None,186.53573380003218,186.53599100001156,305.9794655001024,305.9944089000346,305.9944089000346,306.9944979000138,306.9944979000138,306.97764020005707,187.53422180004418,187.5342494000215,306.98320130002685,306.9944979000138,306.9944979000138,307.99351650010794,stimuli/box_empty_transparent.png,188.55008960003033,188.55011569999624,307.9935834000353,308.0092285000719,309.5251410000492,309.50827960006427,190.06485680001788,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
39,0,39,space,21.196120899985544,None,5,0.7696290999883786,None,190.06627960002515,k,0.25566050002817065,None,None,190.3491287000943,190.34931970003527,191.34771050000563,191.34773870010395,192.36288510006852,192.36292000010144,193.36250670009758,,,,,,,0,0,0,0,39,0,39,0,309.5251410000492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.06627960002515,309.5097454000497,309.5251410000492,309.5251410000492,309.5251410000492,309.5251410000492,309.7925235000439,k,0.25566050002817065,None,right,0,14,6,2,28,21,None,190.3491287000943,190.34931970003527,309.792785000056,309.8080905000679,309.8080905000679,310.8077646000311,310.8077646000311,310.7911274000071,191.34771050000563,191.34773870010395,310.79673520009965,310.8077646000311,310.8077646000311,311.8063053000951,stimuli/box_empty_transparent.png,192.36288510006852,192.36292000010144,311.80639680009335,311.8223226000555,312.82253380003385,312.8059349000687,193.36250670009758,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
40,0,40,space,21.196120899985544,None,5,0.7696290999883786,None,193.3642582000466,j,0.32413339999038726,None,None,193.7133297000546,193.71354230004363,195.22804050007835,195.2280727000907,196.24327320000157,196.24330930004362,197.24260730005335,,,,,,,0,0,0,0,40,0,40,0,312.82253380003385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.3642582000466,312.8077425000956,312.82253380003385,312.82253380003385,312.82253380003385,312.82253380003385,313.15673400007654,j,0.32413339999038726,None,right,0,14,6,2,28,21,None,193.7133297000546,193.71354230004363,313.15700510004535,313.1719467000803,313.1719467000803,314.68776560004335,314.68776560004335,314.6714512000326,195.22804050007835,195.2280727000907,314.67750480002724,314.68776560004335,314.68776560004335,315.6866930000251,stimuli/box_empty_transparent.png,196.24327320000157,196.24330930004362,315.68678990006447,315.70295080007054,316.70260670001153,316.68603060010355,197.24260730005335,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
41,0,41,space,21.196120899985544,None,5,0.7696290999883786,None,197.24373139999807,j,0.28773400001227856,None,None,197.56064880010672,197.56098420009948,198.55909210001118,198.55914970010053,199.57433580001816,199.57438210002147,202.58769470010884,,,,,,,0,0,0,0,41,0,41,0,316.70260670001153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.24373139999807,316.68720080005005,316.70260670001153,316.70260670001153,316.70260670001153,316.70260670001153,317.00400240009185,j,0.28773400001227856,None,right,0,14,6,2,28,21,None,197.56064880010672,197.56098420009948,317.0044651000062,317.01887030003127,317.01887030003127,318.01869210007135,318.01869210007135,318.0024753001053,198.55909210001118,198.55914970010053,318.00870600005146,318.01869210007135,318.01869210007135,319.0177476000972,stimuli/box_empty_transparent.png,199.57433580001816,199.57438210002147,319.01787270000204,319.0338507000124,322.04861540009733,322.03112770000007,202.58769470010884,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
42,0,42,space,21.196120899985544,None,5,0.7696290999883786,None,202.58939269999973,k,1.0662965999217704,None,['k'],203.68856410006993,203.68875270010903,205.70265300001483,205.70268139999826,206.71795380010735,206.71797880006488,210.23252600000706,[0.28287899994757026],[0.09559100004844368],,,,,0,0,0,0,42,0,42,0,322.04861540009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.58939269999973,322.0328593000304,322.04861540009733,322.04861540009733,322.04861540009733,322.04861540009733,323.1319241001038,k,1.0662965999217704,None,right,1,14,7,2,29,22,['k'],203.68856410006993,203.68875270010903,323.13221599999815,323.14754400006495,323.14754400006495,325.1628514000913,325.1628514000913,325.1460624000756,205.70265300001483,205.70268139999826,325.1527564000571,325.1628514000913,325.1628514000913,326.1613792000571,stimuli/box_coin_transparent.png,206.71795380010735,206.71797880006488,326.161444800091,326.17762070009485,329.6920779000502,329.6759587000124,210.23252600000706,,,[0.28287899994757026],[0.09559100004844368],,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
43,0,43,space,21.196120899985544,None,5,0.7696290999883786,None,210.23398780007847,k,1.1302410999778658,None,['k'],211.38228900008835,211.38250990002416,212.397454900085,212.39748220006004,213.41289470007177,213.41291880002245,215.4283388000913,[0.4833230000222102],[0.09859680000226945],,,,,0,0,0,0,43,0,43,0,329.6920779000502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.23398780007847,329.6774743000278,329.6920779000502,329.6920779000502,329.6920779000502,329.6920779000502,330.82563820004,k,1.1302410999778658,None,right,1,14,8,2,30,23,['k'],211.38228900008835,211.38250990002416,330.82598130009137,330.84154550009407,330.84154550009407,331.85768230003305,331.85768230003305,331.8408706000773,212.397454900085,212.39748220006004,331.84757250000257,331.85768230003305,331.85768230003305,332.8563210000284,stimuli/box_coin_transparent.png,213.41289470007177,213.41291880002245,332.85638370004017,332.87300620006863,334.8882388001075,334.87177250010427,215.4283388000913,,,[0.4833230000222102],[0.09859680000226945],,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
44,0,44,space,21.196120899985544,None,5,0.7696290999883786,None,215.42960260005202,k,0.30304090003483,None,None,215.76262630010024,215.76281350001227,218.27561140002217,218.27563910000026,219.29179530008696,219.29184370010626,221.3068197000539,,,,,,,0,0,0,0,44,0,44,0,334.8882388001075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.42960260005202,334.8730753000127,334.8882388001075,334.8882388001075,334.8882388001075,334.8882388001075,335.2060212000506,k,0.30304090003483,None,right,1,14,9,2,31,24,None,215.76262630010024,215.76281350001227,335.20627770002466,335.22119180008303,335.22119180008303,337.73620050004683,337.73620050004683,337.71902880002744,218.27561140002217,218.27563910000026,337.7262707001064,337.73620050004683,337.73620050004683,338.7352060000412,stimuli/box_coin_transparent.png,219.29179530008696,219.29184370010626,338.73533500009216,338.7510618000524,340.7666010000976,340.75025370006915,221.3068197000539,,,,,,,,,,,,,,802294,right,no,None,2025-05-08_12h34.49.423,RL_out-of-scanner,2024.2.4,60.45726246389446,2025-05-08 12h35.19.120077 -0700,
