thisN,thisTrialN,thisRepN,find_box_press.keys,find_box_press.rt,find_box_press.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue_resp_switch.keys,cue_resp_switch.rt,cue_resp_switch.duration,pointer_press.keys,pointer_press.rt,pointer_press.duration,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,all_keys.rt,all_keys.duration,restart_both.thisRepN,restart_both.thisTrialN,restart_both.thisN,restart_both.thisIndex,find_magic_box_loop.thisRepN,find_magic_box_loop.thisTrialN,find_magic_box_loop.thisN,find_magic_box_loop.thisIndex,switch_side_loop.thisRepN,switch_side_loop.thisTrialN,switch_side_loop.thisN,switch_side_loop.thisIndex,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,first_box.started,show_stimuli.started,stimuli_text.started,key_resp.started,first_box.stopped,key_resp.keys,key_resp.rt,key_resp.duration,first_coin.started,first_coin_img.started,magic_coin_text.started,first_coin.stopped,prac_both_instructions.started,prac_both_text.started,key_resp_2.started,prac_both_instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,prac_both.started,prac_left_2.started,prac_right_2.started,find_box_press.started,prac_both.stopped,find_magic_box_loop.find_box_press.keys,find_magic_box_loop.find_box_press.rt,find_magic_box_loop.find_box_press.duration,prac_both_selec.started,left_box_lr.started,right_box_lr.started,prac_both_selec.stopped,prac_both_out.started,prac_left_box.started,prac_right_box.started,prac_both_out.stopped,fix_both.started,fix_text.started,fix_text.stopped,fix_both.stopped,left_box_lr.stopped,right_box_lr.stopped,saw_reward.started,restart_proceed_text.started,key_resp_3.started,saw_reward.stopped,restart_both.key_resp_3.keys,restart_both.key_resp_3.rt,restart_both.key_resp_3.duration,switch_cue.started,left_box_switch.started,right_box_switch.started,cue_resp_switch.started,switch_cue.stopped,switch_side_loop.cue_resp_switch.keys,switch_side_loop.cue_resp_switch.rt,switch_side_loop.cue_resp_switch.duration,switch_select.started,left_switch_selec.started,right_switch_selec.started,switch_select.stopped,switch_out.started,left_box_switch_out.started,right_box_switch_out.started,switch_out.stopped,left_switch_selec.stopped,right_switch_selec.stopped,no_coin_instruc.started,summary_text.started,pointer_press.started,no_coin_instruc.stopped,pracLoop.pointer_press.keys,pracLoop.pointer_press.rt,pracLoop.pointer_press.duration,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome.stopped,outcome_image,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.all_keys.rt,trials.all_keys.duration,outcome_left_box.stopped,outcome_right_box.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,understanding_check.started,restart_key.started,participant,handedness,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,,,,,,j,8.112302299938165,None,k,0.8571301000192761,None,None,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,165.65572849998716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4856324000284,157.50177039997652,157.50177039997652,165.62990200007334,j,8.112302299938165,None,165.65041890006978,165.65572849998716,165.65572849998716,165.65572849998716,165.65572849998716,166.52955149998888,k,0.8571301000192761,None,right,1,7,1,0,1,1,None,166.53540330007672,166.5444091000827,166.5444091000827,167.54466320003849,167.54466320003849,167.527815700043,167.5351749000838,167.54466320003849,167.54466320003849,168.54343970003538,stimuli/box_coin_transparent.png,168.5435367000755,168.55938970006537,170.57520860002842,170.55882460006978,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
1,0,1,,,,,,,,,,j,8.112302299938165,None,k,0.4389974999940023,None,None,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,170.57520860002842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5602289000526,170.57520860002842,170.57520860002842,170.57520860002842,170.57520860002842,171.025568400044,k,0.4389974999940023,None,right,1,7,2,0,2,2,None,171.02986290003173,171.0412529000314,171.0412529000314,172.55755849997513,172.55755849997513,172.54055959999096,172.54791520000435,172.55755849997513,172.55755849997513,173.55629670002963,stimuli/box_coin_transparent.png,173.55635249998886,173.57233530003577,175.08820350002497,175.0713754000608,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
2,0,2,,,,,,,,,,j,8.112302299938165,None,k,0.37483139999676496,None,None,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,175.08820350002497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0728395000333,175.08820350002497,175.08820350002497,175.08820350002497,175.08820350002497,175.472788700019,k,0.37483139999676496,None,right,1,7,3,0,3,3,None,175.47641080000903,175.48786560003646,175.48786560003646,176.4875654000789,176.4875654000789,176.47125459997915,176.47819420008454,176.4875654000789,176.4875654000789,177.48623300006147,stimuli/box_coin_transparent.png,177.48630470002536,177.50282420008443,180.51681439997628,180.50072740006726,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
3,0,3,,,,,,,,,,j,8.112302299938165,None,k,0.3931088999379426,None,None,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,180.51681439997628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5019922000356,180.51681439997628,180.51681439997628,180.51681439997628,180.51681439997628,180.91821929998696,k,0.3931088999379426,None,right,0,7,3,0,4,3,None,180.92184389999602,180.93326640001033,180.93326640001033,182.94904089998454,182.94904089998454,182.93216750002466,182.93826650001574,182.94904089998454,182.94904089998454,183.94806050008629,stimuli/box_empty_transparent.png,183.94809660001192,183.96403650008142,184.98007070005406,184.96390189998783,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
4,0,4,,,,,,,,,,j,8.112302299938165,None,j,0.3869138000300154,None,None,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,184.98007070005406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.96491890004836,184.98007070005406,184.98007070005406,184.98007070005406,184.98007070005406,185.3808620000491,j,0.3869138000300154,None,right,0,7,3,0,4,3,None,185.38463330001105,185.3964470999781,185.3964470999781,186.39654850005172,186.39654850005172,186.37947050004732,186.38566230004653,186.39654850005172,186.39654850005172,187.3951724000508,stimuli/box_empty_transparent.png,187.39524720003828,187.41072490008082,189.9260408000555,189.90975640004035,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
5,0,5,,,,,,,,,,j,8.112302299938165,None,k,0.9606721000745893,None,None,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,189.9260408000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.91153340006713,189.9260408000555,189.9260408000555,189.9260408000555,189.9260408000555,190.89350320002995,k,0.9606721000745893,None,right,0,7,3,0,5,3,None,190.89754480007105,190.90875950001646,190.90875950001646,194.42317470000125,194.42317470000125,194.4063067000825,194.41254230006598,194.42317470000125,194.42317470000125,195.42189330002293,stimuli/box_empty_transparent.png,195.4219657999929,195.4378413000377,197.45353190007154,197.43721520004328,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
6,0,6,,,,,,,,,,j,8.112302299938165,None,None,,,['j'],[0.8992624999955297],[0.08587519999127835],,,,,,,,,,,,,0,0,0,0,6,0,6,0,197.45353190007154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.43831050000153,197.45353190007154,197.45353190007154,197.45353190007154,197.45353190007154,198.95256210002117,None,,,right,0,7,3,0,5,3,['j'],198.9566771000391,198.9691800000146,198.9691800000146,199.96845629997551,199.96845629997551,199.95245199999772,199.95836749998853,199.96845629997551,199.96845629997551,200.96783450001385,no selection made,200.9678935999982,200.98342429997865,201.98325609997846,201.96720160008408,[0.8992624999955297],[0.08587519999127835],,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
7,0,7,,,,,,,,,,j,8.112302299938165,None,j,0.31469749996904284,None,None,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,201.98325609997846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9686181000434,201.98325609997846,201.98325609997846,201.98325609997846,201.98325609997846,202.30081370007247,j,0.31469749996904284,None,right,0,7,3,0,5,3,None,202.3046693999786,202.3161183000775,202.3161183000775,204.33210390002932,204.33210390002932,204.3155407999875,204.3212548000738,204.33210390002932,204.33210390002932,205.31543620000593,stimuli/box_empty_transparent.png,205.31546780001372,205.330010100035,207.34564349998254,207.32895380002446,,,205.330010100035,205.330010100035,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
8,0,8,,,,,,,,,,j,8.112302299938165,None,j,0.344042900018394,None,None,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,207.34564349998254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.33010070002638,207.34564349998254,207.34564349998254,207.34564349998254,207.34564349998254,207.6968351000687,j,0.344042900018394,None,right,0,7,3,0,5,3,None,207.70040259999223,207.711959999986,207.711959999986,210.72702860005666,210.72702860005666,210.71044400008395,210.71631960000377,210.72702860005666,210.72702860005666,211.72583270003088,stimuli/box_empty_transparent.png,211.7258994000731,211.74177129997406,213.2409798000008,213.22511740005575,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
9,0,9,,,,,,,,,,j,8.112302299938165,None,k,0.35340020002331585,None,None,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,213.2409798000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.22651840001345,213.2409798000008,213.2409798000008,213.2409798000008,213.2409798000008,213.60891299997456,k,0.35340020002331585,None,right,1,7,4,0,6,4,None,213.61266700003762,213.62416060001124,213.62416060001124,215.13970980001613,215.13970980001613,215.12388630001806,215.13205450004898,215.13970980001613,215.13970980001613,216.13879420002922,stimuli/box_coin_transparent.png,216.13884969998617,216.15459170006216,218.17025439999998,218.15431480004918,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
10,0,10,,,,,,,,,,j,8.112302299938165,None,k,0.3282965000253171,None,None,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,218.17025439999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.15540510008577,218.17025439999998,218.17025439999998,218.17025439999998,218.17025439999998,218.50473410007544,k,0.3282965000253171,None,right,1,7,5,0,7,5,None,218.50838580005802,218.5199274000479,218.5199274000479,220.01901799999177,220.01901799999177,220.0030089999782,220.01029850007035,220.01901799999177,220.01901799999177,221.00248290004674,stimuli/box_coin_transparent.png,221.0025606000563,221.01768330007326,222.03393180004787,222.01754919998348,,,221.01768330007326,221.01768330007326,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
11,0,11,,,,,,,,,,j,8.112302299938165,None,k,0.8443571000825614,None,['k'],[0.2497658000793308],[0.09686979989055544],,,,,,,,,,,,,0,0,0,0,11,0,11,0,222.03393180004787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.01862250000704,222.03393180004787,222.03393180004787,222.03393180004787,222.03393180004787,222.88418130006175,k,0.8443571000825614,None,right,1,7,6,0,8,6,['k'],222.88814659998752,222.8997552000219,222.8997552000219,224.91527009999845,224.91527009999845,224.8988287000684,224.90596520004328,224.91527009999845,224.91527009999845,225.91436130006332,stimuli/box_coin_transparent.png,225.9144259999739,225.93059520004317,227.44643430004362,227.4296221000841,[0.2497658000793308],[0.09686979989055544],,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
12,0,12,,,,,,,,,,j,8.112302299938165,None,k,0.36876769992522895,None,None,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,227.44643430004362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.43099840008654,227.44643430004362,227.44643430004362,227.44643430004362,227.44643430004362,227.83084970002528,k,0.36876769992522895,None,right,1,7,7,0,9,7,None,227.83458140003495,227.84573559998535,227.84573559998535,228.84581299999263,228.84581299999263,228.82956620003097,228.8363515000092,228.84581299999263,228.84581299999263,229.8287020000862,stimuli/box_coin_transparent.png,229.8287387000164,229.8442231999943,232.85847890004516,232.84153900004458,,,229.8442231999943,229.8442231999943,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
13,0,13,,,,,,,,,,j,8.112302299938165,None,k,0.2848522999556735,None,None,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,232.85847890004516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.84284449997358,232.85847890004516,232.85847890004516,232.85847890004516,232.85847890004516,233.1587426000042,k,0.2848522999556735,None,left,1,8,0,1,9,7,None,233.16273350000847,233.1749460999854,233.1749460999854,233.67516610003076,233.67516610003076,233.65791220008396,233.66412420000415,233.67516610003076,233.67516610003076,234.6738188000163,stimuli/box_empty_transparent.png,234.6738587000873,234.68958100001328,236.70501719997264,236.68853649997618,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
14,0,14,,,,,,,,,,j,8.112302299938165,None,j,0.31679269997403026,None,None,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,236.70501719997264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.68972959998064,236.70501719997264,236.70501719997264,236.70501719997264,236.70501719997264,237.02616000000853,j,0.31679269997403026,None,left,1,8,1,1,10,8,None,237.03029180003796,237.04179970000405,237.04179970000405,238.5536723000696,238.5536723000696,238.53792809997685,238.54500220005866,238.5536723000696,238.5536723000696,239.53698800003622,stimuli/box_coin_transparent.png,239.53702260006685,239.55254080006853,240.5520246999804,240.53576110000722,,,239.55254080006853,239.55254080006853,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
15,0,15,,,,,,,,,,j,8.112302299938165,None,j,0.4276980999857187,None,None,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,240.5520246999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.5369254000252,240.5520246999804,240.5520246999804,240.5520246999804,240.5520246999804,240.9858729999978,j,0.4276980999857187,None,left,1,8,2,1,11,9,None,240.98976879997645,241.00199380004779,241.00199380004779,242.01841040002182,242.01841040002182,242.0014290000545,242.00833680003416,242.01841040002182,242.01841040002182,243.0169815000845,stimuli/box_coin_transparent.png,243.01701650000177,243.0331201000372,245.0485609000316,245.03206520003732,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
16,0,16,,,,,,,,,,j,8.112302299938165,None,j,0.33462480001617223,None,None,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,245.0485609000316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.03336780006066,245.0485609000316,245.0485609000316,245.0485609000316,245.0485609000316,245.39972280000802,j,0.33462480001617223,None,left,1,8,3,1,12,10,None,245.40377069998067,245.4146475000307,245.4146475000307,247.43011549999937,247.43011549999937,247.41373130003922,247.42055659997277,247.43011549999937,247.43011549999937,248.4132457000669,stimuli/box_coin_transparent.png,248.4132786000846,248.42879070003983,249.428525299998,249.4119051999878,,,248.42879070003983,248.42879070003983,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
17,0,17,,,,,,,,,,j,8.112302299938165,None,j,0.5380375999957323,None,None,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,249.428525299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.4129955000244,249.428525299998,249.428525299998,249.428525299998,249.428525299998,249.9791407000739,j,0.5380375999957323,None,left,1,8,4,1,13,11,None,249.98279819998425,249.99464240006637,249.99464240006637,250.99414850003086,250.99414850003086,250.9780810000375,250.98504130006768,250.99414850003086,250.99414850003086,251.9771206000587,stimuli/box_coin_transparent.png,251.9771514000604,251.9925746000372,252.9926151999971,252.9756118999794,,,251.9925746000372,251.9925746000372,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
18,0,18,,,,,,,,,,j,8.112302299938165,None,j,0.45264720008708537,None,None,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,252.9926151999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.97680230007973,252.9926151999971,252.9926151999971,252.9926151999971,252.9926151999971,253.45946980000008,j,0.45264720008708537,None,left,0,8,4,1,14,11,None,253.46334830007982,253.47519730008207,253.47519730008207,256.9900122000836,256.9900122000836,256.97301940002944,256.9789871000685,256.9900122000836,256.9900122000836,257.98804670001846,stimuli/box_empty_transparent.png,257.98808240005746,258.0044732000679,260.0198271999834,260.00336179998703,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
19,0,19,,,,,,,,,,j,8.112302299938165,None,k,0.3069182999897748,None,None,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,260.0198271999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.004526100005,260.0198271999834,260.0198271999834,260.0198271999834,260.0198271999834,260.3377105999971,k,0.3069182999897748,None,left,0,8,4,1,14,11,None,260.34128090005834,260.3529426000314,260.3529426000314,261.35259500006214,261.35259500006214,261.3363775999751,261.3421761000063,261.35259500006214,261.35259500006214,262.3517662000377,stimuli/box_empty_transparent.png,262.3518380000023,262.36761150008533,263.8832210000837,263.86700440000277,,,,,,,,,,247209,right,2025-05-08_12h28.50.865,RL_practice,2024.2.4,60.391469555746085,2025-05-08 12h28.55.863369 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.87178160005715,263.8832210000837,267.8801539000124,267.880205100053,267.89661050005816,,,,,,,,
