trial_number,run_number,side_picked,good_side,accuracy,outcome,reaction_time
0.0,1,,1.0,,,
1.0,1,0.0,1.0,0.0,0.0,0.2651927997358143
2.0,1,1.0,1.0,1.0,1.0,0.2310314001515507
3.0,1,1.0,1.0,1.0,1.0,0.3265308002009988
4.0,1,1.0,1.0,1.0,0.0,0.5559646999463439
5.0,1,0.0,1.0,0.0,0.0,0.2431536996737122
6.0,1,0.0,1.0,0.0,0.0,0.2578857000917196
7.0,1,1.0,1.0,1.0,0.0,0.5006083999760449
8.0,1,1.0,1.0,1.0,1.0,0.3116564997471869
9.0,1,1.0,1.0,1.0,1.0,0.300427199807018
10.0,1,1.0,1.0,1.0,1.0,0.2960957000032067
11.0,1,1.0,1.0,1.0,1.0,0.5096697001717985
12.0,1,1.0,1.0,1.0,1.0,0.3519263002090156
13.0,1,1.0,0.0,0.0,0.0,0.3045598999597132
14.0,1,0.0,0.0,1.0,1.0,0.2735652001574635
15.0,1,0.0,0.0,1.0,1.0,0.2992772995494306
16.0,1,0.0,0.0,1.0,1.0,0.406241700053215
17.0,1,0.0,0.0,1.0,0.0,0.3658261997625232
18.0,1,1.0,0.0,0.0,0.0,0.2949291002005338
19.0,1,1.0,0.0,0.0,0.0,0.2817742000333965
20.0,1,0.0,0.0,1.0,1.0,0.2809503003954887
21.0,1,0.0,0.0,1.0,1.0,0.259339100215584
22.0,1,0.0,0.0,1.0,1.0,0.2367708999663591
23.0,1,0.0,0.0,1.0,0.0,0.3422290002927184
24.0,1,1.0,0.0,0.0,0.0,0.2377300998196005
25.0,1,0.0,0.0,1.0,1.0,0.2258904003538191
26.0,1,0.0,0.0,1.0,0.0,0.416890200227499
27.0,1,1.0,0.0,0.0,0.0,0.2549046999774873
28.0,1,1.0,0.0,0.0,0.0,0.3623466002754867
29.0,1,0.0,0.0,1.0,1.0,0.3345852000638842
30.0,1,0.0,0.0,1.0,1.0,1.0894276998005807
31.0,1,0.0,1.0,0.0,0.0,0.3411528998985886
32.0,1,1.0,1.0,1.0,1.0,0.319548700004816
33.0,1,1.0,1.0,1.0,1.0,0.3097606999799609
34.0,1,1.0,1.0,1.0,1.0,0.311154399998486
35.0,1,1.0,1.0,1.0,1.0,0.2997647998854518
36.0,1,1.0,1.0,1.0,1.0,0.4288055999204516
37.0,1,1.0,1.0,1.0,1.0,0.3536052000708878
38.0,1,1.0,1.0,1.0,1.0,0.343017699662596
39.0,1,1.0,1.0,1.0,0.0,0.4159248997457325
40.0,1,0.0,1.0,0.0,0.0,0.2877812003716826
41.0,1,1.0,1.0,1.0,0.0,0.3854387998580932
42.0,1,1.0,1.0,1.0,1.0,0.2922394000925123
43.0,1,1.0,0.0,0.0,0.0,0.3058984996750951
44.0,1,1.0,0.0,0.0,0.0,0.2473018998280167
45.0,1,0.0,0.0,1.0,1.0,0.3629856999032199
46.0,1,0.0,0.0,1.0,1.0,0.5200273999944329
47.0,1,0.0,0.0,1.0,1.0,0.3297043000347912
48.0,1,0.0,0.0,1.0,1.0,0.2681359997950494
49.0,1,1.0,0.0,0.0,0.0,0.3323254999704659
0.0,2,0.0,1.0,0.0,0.0,1.0062163001857698
1.0,2,1.0,1.0,1.0,1.0,0.2496865000575781
2.0,2,1.0,1.0,1.0,0.0,0.9486211999319494
3.0,2,0.0,1.0,0.0,0.0,0.2836501998826861
4.0,2,0.0,1.0,0.0,0.0,0.4340935000218451
5.0,2,1.0,1.0,1.0,0.0,0.2596165002323687
6.0,2,1.0,1.0,1.0,1.0,0.2881340999156236
7.0,2,1.0,1.0,1.0,0.0,0.3741345000453293
8.0,2,0.0,1.0,0.0,0.0,0.3413369003683328
9.0,2,1.0,1.0,1.0,0.0,0.2800339995883405
10.0,2,1.0,1.0,1.0,1.0,0.2296609999611973
11.0,2,1.0,1.0,1.0,1.0,0.3468984002247453
12.0,2,1.0,1.0,1.0,1.0,0.2908183000981807
13.0,2,1.0,1.0,1.0,1.0,0.420429699588567
14.0,2,1.0,1.0,1.0,1.0,0.2745523997582495
15.0,2,1.0,1.0,1.0,1.0,0.3506146003492176
16.0,2,1.0,1.0,1.0,0.0,0.35702949995175
17.0,2,0.0,1.0,0.0,0.0,0.2480080001987517
18.0,2,1.0,1.0,1.0,1.0,0.2495544999837875
19.0,2,1.0,1.0,1.0,1.0,0.457086400128901
20.0,2,1.0,0.0,0.0,0.0,0.3836349002085626
21.0,2,1.0,0.0,0.0,0.0,0.4088297998532653
22.0,2,1.0,0.0,0.0,0.0,0.2636056002229452
23.0,2,0.0,0.0,1.0,1.0,0.3130616000853479
24.0,2,0.0,0.0,1.0,0.0,0.6536750998347998
25.0,2,0.0,0.0,1.0,1.0,0.368764900136739
26.0,2,1.0,0.0,0.0,0.0,0.2973953001201153
27.0,2,0.0,0.0,1.0,1.0,0.2204034002497792
28.0,2,0.0,0.0,1.0,1.0,0.5076624001376331
29.0,2,0.0,0.0,1.0,0.0,0.453944900073111
30.0,2,1.0,0.0,0.0,0.0,0.6018504002131522
31.0,2,1.0,0.0,0.0,0.0,0.3277356000617146
32.0,2,1.0,0.0,0.0,0.0,0.3282751999795437
33.0,2,0.0,0.0,1.0,1.0,0.4638034999370575
34.0,2,0.0,0.0,1.0,1.0,0.2255906001664698
35.0,2,0.0,0.0,1.0,1.0,0.2400090000592172
36.0,2,0.0,0.0,1.0,0.0,0.4251304003410041
37.0,2,0.0,0.0,1.0,1.0,0.3028599000535905
38.0,2,0.0,0.0,1.0,0.0,0.501791900023818
39.0,2,0.0,0.0,1.0,1.0,0.2828315002843737
40.0,2,0.0,0.0,1.0,1.0,0.2833555997349322
41.0,2,0.0,0.0,1.0,1.0,0.2800553999841213
42.0,2,0.0,1.0,0.0,0.0,0.3347106999717653
43.0,2,0.0,1.0,0.0,0.0,0.452155299950391
44.0,2,1.0,1.0,1.0,1.0,0.3124484000727534
45.0,2,1.0,1.0,1.0,1.0,0.3019798002205789
46.0,2,1.0,1.0,1.0,1.0,0.381952800322324
47.0,2,1.0,1.0,1.0,1.0,0.8204936999827623
48.0,2,1.0,1.0,1.0,0.0,0.3427313999272883
49.0,2,1.0,1.0,1.0,1.0,0.3547759000211954
0.0,3,0.0,1.0,0.0,0.0,0.8979656998999417
1.0,3,1.0,1.0,1.0,1.0,0.3467803997918963
2.0,3,1.0,1.0,1.0,0.0,0.3566987998783588
3.0,3,0.0,1.0,0.0,0.0,0.7010113000869751
4.0,3,0.0,1.0,0.0,0.0,0.4340976001694798
5.0,3,1.0,1.0,1.0,0.0,0.350957800168544
6.0,3,1.0,1.0,1.0,0.0,0.3572263000532985
7.0,3,0.0,1.0,0.0,0.0,0.824983200058341
8.0,3,0.0,1.0,0.0,0.0,0.365484899841249
9.0,3,0.0,1.0,0.0,0.0,0.3073649001307785
10.0,3,0.0,1.0,0.0,0.0,0.2588082998991012
11.0,3,1.0,1.0,1.0,1.0,0.3142041000537574
12.0,3,1.0,1.0,1.0,1.0,0.3036098000593483
13.0,3,1.0,1.0,1.0,1.0,0.3160349000245332
14.0,3,1.0,1.0,1.0,1.0,0.2689868998713791
15.0,3,1.0,1.0,1.0,1.0,0.2713230000808835
16.0,3,1.0,1.0,1.0,1.0,0.3120959000661969
17.0,3,1.0,1.0,1.0,1.0,0.3013857998885214
18.0,3,1.0,1.0,1.0,1.0,0.3465162999927997
19.0,3,1.0,1.0,1.0,1.0,0.3831116002984345
20.0,3,1.0,1.0,1.0,1.0,0.4009296000003814
21.0,3,1.0,1.0,1.0,0.0,0.3625138998031616
22.0,3,1.0,1.0,1.0,0.0,0.3935300996527076
23.0,3,1.0,1.0,1.0,1.0,0.3139931000769138
