trial_number,run_number,side_picked,good_side,accuracy,outcome,reaction_time
0.0,1,0.0,1.0,0.0,0.0,0.9035694999620318
1.0,1,0.0,1.0,0.0,0.0,0.4739743000827729
2.0,1,0.0,1.0,0.0,0.0,0.3676128000952303
3.0,1,0.0,1.0,0.0,0.0,0.443134699948132
4.0,1,1.0,1.0,1.0,1.0,0.5566324000246823
5.0,1,1.0,1.0,1.0,0.0,0.4691971000283956
6.0,1,0.0,1.0,0.0,0.0,0.2976780999451875
7.0,1,1.0,1.0,1.0,1.0,0.9806882003322244
8.0,1,0.0,1.0,0.0,0.0,0.3284483999013901
9.0,1,1.0,1.0,1.0,1.0,0.3427626998163759
10.0,1,1.0,1.0,1.0,1.0,0.3113803002052009
11.0,1,1.0,1.0,1.0,1.0,0.2665572999976575
12.0,1,1.0,1.0,1.0,1.0,0.4886876000091433
13.0,1,1.0,1.0,1.0,0.0,0.3760559000074863
14.0,1,1.0,1.0,1.0,1.0,0.315077000297606
15.0,1,1.0,1.0,1.0,1.0,0.3699455000460148
16.0,1,1.0,1.0,1.0,1.0,0.3507740995846689
17.0,1,1.0,1.0,1.0,1.0,0.4769764002412557
18.0,1,1.0,1.0,1.0,1.0,0.3893255000002682
19.0,1,1.0,1.0,1.0,0.0,0.3381528998725116
20.0,1,1.0,1.0,1.0,0.0,0.4380844002589583
21.0,1,1.0,1.0,1.0,1.0,0.3359877998009324
22.0,1,1.0,1.0,1.0,1.0,0.4003731003031134
23.0,1,1.0,0.0,0.0,0.0,0.3203608999028802
24.0,1,,0.0,,,
25.0,1,1.0,0.0,0.0,0.0,0.3238451001234352
26.0,1,1.0,0.0,0.0,0.0,0.3424586998298764
27.0,1,1.0,0.0,0.0,0.0,0.3367745000869035
28.0,1,0.0,0.0,1.0,1.0,0.402023599948734
29.0,1,0.0,0.0,1.0,0.0,0.5493906000629067
30.0,1,1.0,0.0,0.0,0.0,0.3032054998911917
31.0,1,1.0,0.0,0.0,0.0,0.292117599863559
