trial_number,run_number,side_picked,good_side,accuracy,outcome,reaction_time
0.0,1,,1.0,,,
1.0,1,0.0,1.0,0.0,0.0,0.3664725000271573
2.0,1,0.0,1.0,0.0,0.0,0.2834888999350369
3.0,1,1.0,1.0,1.0,1.0,0.3039975999854505
4.0,1,1.0,1.0,1.0,0.0,0.3160684000467881
5.0,1,0.0,1.0,0.0,0.0,0.271614299970679
6.0,1,1.0,1.0,1.0,1.0,0.3551030000671744
7.0,1,1.0,1.0,1.0,1.0,0.8205156000331044
8.0,1,1.0,1.0,1.0,1.0,1.477799599990249
9.0,1,1.0,1.0,1.0,1.0,0.5418295999988914
10.0,1,1.0,1.0,1.0,1.0,1.008817599969916
11.0,1,1.0,1.0,1.0,1.0,0.6580148000502959
12.0,1,1.0,1.0,1.0,0.0,0.3656942000379786
13.0,1,1.0,1.0,1.0,1.0,0.2530673000728711
14.0,1,1.0,0.0,0.0,0.0,0.2821392999030649
15.0,1,1.0,0.0,0.0,0.0,0.3583816000027582
16.0,1,0.0,0.0,1.0,1.0,0.3432191000320017
17.0,1,0.0,0.0,1.0,1.0,0.3528102999553084
18.0,1,0.0,0.0,1.0,1.0,0.7054134000791237
19.0,1,0.0,0.0,1.0,0.0,0.3601650999626145
20.0,1,1.0,0.0,0.0,0.0,0.2763096999842673
21.0,1,1.0,0.0,0.0,0.0,0.30589359998703
22.0,1,0.0,0.0,1.0,1.0,0.3216317999176681
23.0,1,0.0,0.0,1.0,0.0,0.3242484999354929
24.0,1,0.0,0.0,1.0,0.0,0.2925456999801099
25.0,1,1.0,0.0,0.0,0.0,0.334552300046198
26.0,1,1.0,0.0,0.0,0.0,0.3479759000474587
27.0,1,0.0,0.0,1.0,1.0,0.3278387000318616
28.0,1,0.0,0.0,1.0,1.0,0.4783440000610426
29.0,1,0.0,0.0,1.0,1.0,0.3325774000259116
30.0,1,0.0,0.0,1.0,0.0,0.534947199979797
31.0,1,1.0,0.0,0.0,0.0,0.2901758999796584
32.0,1,,0.0,,,
33.0,1,0.0,0.0,1.0,1.0,0.4762840999756008
34.0,1,0.0,0.0,1.0,0.0,0.3430886000860482
35.0,1,1.0,0.0,0.0,0.0,0.3366700999904424
36.0,1,0.0,0.0,1.0,1.0,0.4404427000554278
37.0,1,0.0,1.0,0.0,0.0,0.4006524999858811
38.0,1,0.0,1.0,0.0,0.0,0.3683005999773741
39.0,1,1.0,1.0,1.0,1.0,0.3949308000737801
40.0,1,1.0,1.0,1.0,1.0,0.3719660000642761
41.0,1,1.0,1.0,1.0,1.0,0.2408122000051662
42.0,1,1.0,1.0,1.0,1.0,0.4460961000295356
43.0,1,1.0,1.0,1.0,1.0,0.3945633999537676
44.0,1,1.0,1.0,1.0,1.0,0.4152697999961674
45.0,1,0.0,1.0,0.0,0.0,0.3630436999956146
46.0,1,1.0,1.0,1.0,0.0,0.3286305000074208
47.0,1,0.0,1.0,0.0,0.0,0.3304122000699863
48.0,1,1.0,1.0,1.0,1.0,0.2652186000486836
49.0,1,1.0,1.0,1.0,1.0,0.3799675999907776
0.0,2,0.0,1.0,0.0,0.0,0.3744088999228552
1.0,2,1.0,1.0,1.0,1.0,0.3328910000855103
2.0,2,1.0,1.0,1.0,0.0,0.2359504000050947
3.0,2,0.0,1.0,0.0,0.0,0.525905100046657
4.0,2,1.0,1.0,1.0,0.0,0.3035759000340476
5.0,2,1.0,1.0,1.0,1.0,0.2536379999946803
6.0,2,1.0,1.0,1.0,1.0,0.297483199974522
7.0,2,1.0,1.0,1.0,1.0,0.5488237000536174
8.0,2,1.0,1.0,1.0,1.0,0.2403839000035077
9.0,2,1.0,1.0,1.0,1.0,0.959487999905832
10.0,2,1.0,1.0,1.0,0.0,0.2575071000028401
