trial_number,run_number,side_picked,good_side,accuracy,outcome,reaction_time
0.0,1,0.0,1.0,0.0,0.0,1.027628400363028
1.0,1,1.0,1.0,1.0,1.0,0.267323300242424
2.0,1,1.0,1.0,1.0,1.0,0.2368109002709388
3.0,1,0.0,1.0,0.0,0.0,0.3660920998081565
4.0,1,0.0,1.0,0.0,0.0,0.5376200992614031
5.0,1,0.0,1.0,0.0,0.0,0.2550917007029056
6.0,1,1.0,1.0,1.0,1.0,1.065408700145781
7.0,1,0.0,1.0,0.0,0.0,0.7594411000609398
8.0,1,1.0,1.0,1.0,0.0,0.4542370997369289
9.0,1,0.0,1.0,0.0,0.0,0.533300899900496
10.0,1,1.0,1.0,1.0,1.0,0.3444496002048254
11.0,1,1.0,1.0,1.0,1.0,0.4026151997968554
12.0,1,,1.0,,,
13.0,1,1.0,1.0,1.0,1.0,0.2872486999258399
14.0,1,1.0,1.0,1.0,1.0,0.4602912003174424
15.0,1,1.0,1.0,1.0,0.0,0.4120065998286009
16.0,1,0.0,1.0,0.0,0.0,0.2896277997642755
17.0,1,0.0,1.0,0.0,0.0,0.3733040997758508
18.0,1,1.0,1.0,1.0,1.0,0.2244576001539826
19.0,1,1.0,1.0,1.0,0.0,0.3424666998907923
20.0,1,1.0,1.0,1.0,1.0,0.3530555004253983
21.0,1,1.0,1.0,1.0,1.0,0.5698415003716946
22.0,1,1.0,1.0,1.0,1.0,0.6966993995010853
23.0,1,1.0,1.0,1.0,1.0,0.4301055995747447
24.0,1,1.0,1.0,1.0,1.0,0.5590902995318174
25.0,1,0.0,1.0,0.0,0.0,0.7174708992242813
26.0,1,1.0,1.0,1.0,1.0,1.0570084992796185
27.0,1,1.0,1.0,1.0,0.0,0.3605681005865335
28.0,1,1.0,1.0,1.0,0.0,0.3050480000674724
29.0,1,0.0,1.0,0.0,0.0,0.4798173997551203
30.0,1,1.0,1.0,1.0,1.0,0.3317304998636246
31.0,1,1.0,0.0,0.0,0.0,0.2842460004612803
32.0,1,1.0,0.0,0.0,0.0,0.3615954993292689
33.0,1,1.0,0.0,0.0,0.0,0.3405102994292974
34.0,1,0.0,0.0,1.0,1.0,0.3983942996710539
35.0,1,0.0,0.0,1.0,0.0,0.3574275998398661
36.0,1,1.0,0.0,0.0,0.0,0.3327239006757736
37.0,1,0.0,0.0,1.0,1.0,0.3268873002380132
38.0,1,0.0,0.0,1.0,1.0,0.7349038003012538
39.0,1,0.0,0.0,1.0,0.0,0.6294809998944402
40.0,1,0.0,0.0,1.0,1.0,0.2771279998123646
41.0,1,0.0,0.0,1.0,1.0,0.4176097000017762
42.0,1,0.0,0.0,1.0,1.0,0.2932443004101515
43.0,1,0.0,0.0,1.0,1.0,0.3372979993000626
44.0,1,0.0,0.0,1.0,1.0,0.4659659005701542
45.0,1,0.0,0.0,1.0,1.0,0.3501198999583721
46.0,1,,0.0,,,
47.0,1,0.0,0.0,1.0,1.0,0.3535012006759643
48.0,1,0.0,0.0,1.0,1.0,0.3290202999487519
49.0,1,0.0,0.0,1.0,0.0,0.3321639001369476
0.0,2,,1.0,,,
1.0,2,1.0,1.0,1.0,1.0,0.2752483002841472
2.0,2,1.0,1.0,1.0,0.0,0.3152953004464507
3.0,2,1.0,1.0,1.0,1.0,0.3654162008315325
4.0,2,1.0,1.0,1.0,0.0,0.6163705000653863
5.0,2,1.0,1.0,1.0,1.0,0.2570505002513528
6.0,2,1.0,1.0,1.0,1.0,0.5391953000798821
7.0,2,1.0,1.0,1.0,1.0,0.4522476997226476
8.0,2,1.0,1.0,1.0,1.0,0.3835159000009298
9.0,2,1.0,1.0,1.0,0.0,0.3741862997412681
10.0,2,0.0,1.0,0.0,0.0,0.3807942997664213
11.0,2,0.0,1.0,0.0,0.0,0.4848024994134903
12.0,2,1.0,1.0,1.0,1.0,0.2360843000933528
13.0,2,1.0,1.0,1.0,1.0,0.3129490995779633
14.0,2,1.0,1.0,1.0,1.0,0.3486187998205423
15.0,2,1.0,1.0,1.0,1.0,0.6735819997265935
16.0,2,1.0,1.0,1.0,0.0,0.3215231001377105
17.0,2,0.0,1.0,0.0,0.0,0.6453664004802704
18.0,2,1.0,1.0,1.0,1.0,0.2597070001065731
19.0,2,1.0,1.0,1.0,1.0,0.3462772006168961
20.0,2,1.0,0.0,0.0,0.0,0.7982264999300241
21.0,2,1.0,0.0,0.0,0.0,0.3480561999604106
22.0,2,0.0,0.0,1.0,1.0,0.3163949996232986
23.0,2,0.0,0.0,1.0,1.0,0.3762390995398164
24.0,2,0.0,0.0,1.0,0.0,0.294650100171566
25.0,2,0.0,0.0,1.0,1.0,0.2953568994998932
26.0,2,0.0,0.0,1.0,1.0,0.3157901000231504
27.0,2,0.0,0.0,1.0,1.0,0.6338977999985218
28.0,2,0.0,0.0,1.0,0.0,0.7016920996829867
29.0,2,0.0,0.0,1.0,0.0,0.3039966002106666
30.0,2,1.0,0.0,0.0,0.0,0.3394540995359421
31.0,2,0.0,0.0,1.0,1.0,0.3143908996134996
32.0,2,0.0,0.0,1.0,1.0,0.2984950002282858
33.0,2,0.0,0.0,1.0,1.0,0.4181735003367066
34.0,2,0.0,1.0,0.0,0.0,0.3896933002397418
35.0,2,0.0,1.0,0.0,0.0,0.3134949002414942
36.0,2,0.0,1.0,0.0,0.0,0.3507834002375602
37.0,2,1.0,1.0,1.0,1.0,0.2643965007737279
38.0,2,1.0,1.0,1.0,0.0,0.47784089948982
39.0,2,1.0,1.0,1.0,1.0,0.60265769995749
40.0,2,1.0,1.0,1.0,1.0,0.509573700837791
41.0,2,1.0,1.0,1.0,0.0,0.3805838003754616
42.0,2,1.0,1.0,1.0,1.0,1.373501700349152
43.0,2,1.0,1.0,1.0,1.0,0.4745626002550125
44.0,2,1.0,1.0,1.0,1.0,0.4157893005758524
45.0,2,1.0,1.0,1.0,1.0,0.8017138000577688
46.0,2,1.0,1.0,1.0,1.0,0.647010300308466
47.0,2,1.0,1.0,1.0,0.0,0.4461807003244757
48.0,2,1.0,1.0,1.0,1.0,0.5698384996503592
49.0,2,1.0,1.0,1.0,0.0,1.023331099189818
0.0,3,0.0,1.0,0.0,0.0,0.5320977000519633
1.0,3,1.0,1.0,1.0,1.0,0.280910400673747
